"year","num_teams","r_squared","slope"
"2015",30,0.885917559196434,-9.81956112656449
"2014",30,0.970239540607055,-9.45678460404269
"2013",30,0.981010985707649,-9.51212339561381
"2012",30,0.978429785372144,-10.3483540237996
"2010",30,0.991748651221834,-9.60742909220853
"2009",30,0.954638204482218,-9.56438780987543
"2008",30,0.981775149815122,-10.7910643563686
"2007",30,0.976298584237604,-10.1915607810148
"2002",29,0.939073137033779,-7.55975120648745
"2001",29,0.964504437907792,-8.21653810208653
"1997",29,0.978929160302255,-10.2137064172756
"1996",29,0.979731768701665,-12.0031156124282
"1995",29,0.943879506527728,-10.6426284715444
"1994",27,0.994602821953736,-9.77463255362787
"1993",27,0.942531384012398,-9.97608829463421
"1992",27,0.972738419792091,-8.13075370701609
"1991",27,0.965072331519879,-9.17832356024908
"1990",27,0.984065311948821,-10.6771542733363
"1989",27,0.959642709339219,-9.017158967444
"1988",25,0.930568623857915,-8.80739697032875
"1987",23,0.974772869264243,-8.24746447022233
"1986",23,0.941136053157006,-8.68270140619264
"1985",23,0.954813515312861,-10.241841316061
"1984",23,0.93160483365935,-9.48155401018879
"1983",23,0.928591700439869,-6.81503911133267
"1982",23,0.945053397349994,-8.90858386663293
"1981",23,0.946362143388567,-8.18686185888469
"1980",23,0.968548424369197,-9.75702042535988
"1979",22,0.947943993550855,-9.22074899397028
"1978",22,0.900355169692186,-5.79236312641354
"1977",22,0.916790140086207,-6.12653792216817
"1973",17,0.984715615771321,-8.94437429347808
"1972",17,0.983714922851048,-11.4051471254158
"1971",17,0.974435814856585,-12.3894562581909
"1970",17,0.835686659709006,-7.06134812643007
"1969",14,0.945637170322899,-8.35186424480406
"1968",14,0.964010282776349,-9.04534033733291
"1967",12,0.951738382099828,-8.76356092008266
"2016",30,0.933646255249824,-8.87265291523642
"2004",30,0.970296369135787,-8.58366144814279
"2003",29,0.967795653130952,-8.52482582859223
"2000",29,0.943958274053355,-7.94846181816854
"1999",29,0.961692709537238,-9.06768030352617
"1976",22,0.956463068181818,-4.97549140345779
"1975",18,0.895048585033487,-6.25196503344144
"1974",18,0.855614020434867,-7.20814792090896
"2006",30,0.933055460564204,-9.07248744035436
"2005",30,0.928614270089732,-8.6390002397139
