"year","num_teams","r_squared","slope"
"2014",30,0.750267094017094,-4.08903877399543
"2009",30,0.936576354679803,-3.0089153242608
"1993",27,0.768523002421308,-2.4588034255943
"1988",25,0.881632653061224,-3.8485618835389
"1986",23,0.945378151260504,-4.74341649025257
"1967",12,0.923076923076923,-4
"2010",30,0.914285714285714,-2.46885359939347
"2008",30,0.921319796954315,-5.09201054874903
"2007",30,0.6890625,-3.24037034920392
"1990",27,0.918367346938776,-3.20713490294909
"1987",23,0.816666666666667,-3.3203915431768
"1985",23,0.982800982800983,-6.32455532033676
"1984",23,0.903743315508021,-4.1109609582189
"1983",23,0.83955223880597,-4.74341649025257
"1982",23,0.858163265306123,-4.58530260724415
"1981",23,0.946969696969697,-3.95284707521047
"1980",23,0.91875,-3.32039154317679
"1979",22,0.955223880597015,-2.5298221281347
"1975",18,0.937662337662338,-4.90577890519606
"1974",18,0.832015065913371,-6.06767390905828
"1973",17,0.988785046728972,-2.96928723209235
"1972",17,0.815730337078652,-4.26028168082816
"1971",17,0.931034482758621,-5.80947501931113
"2016",30,0.805970149253731,-5.55492059863531
"2001",29,0.924511002444987,-4.24334212395753
"1997",29,0.889705882352941,-2.54600527437451
"1996",29,0.823782961460446,-4.39764547391961
"1995",29,0.915014506769826,-6.71219572335099
"1992",27,0.913067915690866,-3.04677815780164
"1991",27,0.704710424710425,-4.16927537383382
"1989",27,0.884934178449537,-2.93987366103666
"1970",17,0.784695201037613,-7.10046946804693
"2015",30,0.887395363811976,-8.10092587300982
"2006",30,0.897245762711864,-5.94067897354055
"2005",30,0.952533577533577,-6.09498232350264
"2004",30,0.949438202247191,-4.01188709901439
"2003",29,0.961376404494382,-2.85461197429871
"2002",29,0.810288640595903,-4.5519488238817
"2000",29,0.94921875,-2.08309522448824
"2012",30,0.813846153846154,-3.54897704912811
"1977",22,0.976878612716763,-4.11096095821889
"1976",22,0.75,-1.42302494707577
"2013",30,0.877564102564102,-2.8546119742987
"1999",29,0.785340314136126,-4.62910049886276
"1968",14,0.75,-1
"1969",14,0.986842105263158,-5
"1994",27,0.964741641337386,-2.4588034255943
"1978",22,0.941176470588235,-2.5298221281347
