"year","num_teams","r_squared","slope"
"2015",30,0.923374291848824,-13.3412276375552
"2014",30,0.970513777212776,-13.2550541178763
"2013",30,0.982001783067483,-12.7967676723115
"2012",30,0.98745782775824,-12.6302961002046
"2010",30,0.987779119783028,-13.0944580130203
"2009",30,0.956457224085689,-13.0631221876825
"2008",30,0.98872310495478,-14.0306157949861
"2007",30,0.981450368936465,-13.6976726507723
"2006",30,0.949090909090909,-10.5640901169954
"2005",30,0.957439635199332,-10.9322860647142
"2004",30,0.95459528852454,-12.4011528774221
"2003",29,0.982282562255428,-11.0523234172946
"2002",29,0.944276109130696,-11.4801552915125
"2001",29,0.976726132028506,-11.1781563214763
"2000",29,0.942033370411569,-12.5077906756632
"1999",29,0.963373838687126,-12.9524002704386
"1997",29,0.966088891611033,-15.2677257073823
"1996",29,0.988589738254754,-15.5697246774184
"1995",29,0.969016062001572,-13.8290361695713
"1994",27,0.994291564133183,-13.1851452699757
"1993",27,0.965371196812245,-14.2851188004
"1992",27,0.952995909200289,-12.6763469409249
"1991",27,0.975532211593363,-12.9186318595205
"1990",27,0.986994241456484,-12.8798662725452
"1989",27,0.958557972168558,-13.9653027078538
"1988",25,0.94839378238342,-12.9532492706142
"1987",23,0.96332585850923,-12.6733063222232
"1986",23,0.947271785116626,-12.3181052460319
"1985",23,0.955611301343252,-11.5138763942779
"1984",23,0.956443037531918,-11.7283374214123
"1983",23,0.964394278961738,-9.22182416677902
"1982",23,0.960499987673901,-12.961488327435
"1981",23,0.947139826141917,-12.1907690111708
"1980",23,0.97709603271492,-13.0151035842186
"1979",22,0.964335592520582,-12.2465156272387
"1978",22,0.950337447231857,-8.27189798055402
"1977",22,0.955772525611035,-8.92455659781405
"1976",22,0.939066352492337,-7.80990367844861
"1975",18,0.930792870112735,-8.3190857381668
"1974",18,0.917354443442934,-9.23363423653481
"1973",17,0.988008437127472,-10.8544924398818
"1972",17,0.978999897730548,-16.0651438847965
"1971",17,0.984067324431102,-15.2111416289792
"1970",17,0.893727591649083,-11.3000588342213
"1969",14,0.960630522715831,-9.67215766938294
"1968",14,0.960358967098313,-12.2097199476621
"1967",12,0.960848319127085,-13.665795743367
"2016",30,0.960283510604069,-10.963621890052
