"year","num_teams","r_squared","slope"
"2015",30,0.819286615464566,-8.21991782870522
"2014",30,0.953927306847839,-7.61389171532884
"2013",30,0.973282889047856,-6.49549806973422
"2012",30,0.95219238246094,-7.60287305872198
"2010",30,0.985422391531445,-7.5312517907775
"2009",30,0.966904921152613,-5.95558389599889
"2008",30,0.973425418884314,-8.68821073449607
"1997",29,0.978058454896043,-7.56225185948435
"1996",29,0.952601262217425,-8.82468997677961
"1995",29,0.905516846004587,-8.68854468962032
"1994",27,0.988917577492676,-7.37247464240747
"1993",27,0.967435500515996,-6.06321276384128
"1992",27,0.971979595357205,-6.95239061719907
"1990",27,0.981898364882285,-7.5335068520707
"1988",25,0.948347338935574,-5.87766439799945
"1987",23,0.957602040816326,-5.8630587473995
"1986",23,0.935692775712135,-7.46791059431543
"1985",23,0.943778913208589,-8.66619997334598
"1983",23,0.897022363266723,-5.75606862427178
"1982",23,0.910194925742574,-6.1412330675316
"1981",23,0.905785344615132,-6.35521331378706
"1979",22,0.967951991828396,-8.53781182559271
"1978",22,0.839535567313345,-3.61626616171721
"1977",22,0.882225037666073,-4.85735158999886
"1972",17,0.975799429739497,-9.37654139965951
"1971",17,0.957504336292215,-10.0554690548208
"1969",14,0.961685159500693,-7.52343278140547
"1968",14,0.912701895150338,-6.09456376478196
"1967",12,0.951992103374013,-7.94662252304773
"2016",30,0.872396708814917,-7.06846821329008
"2007",30,0.957221232414358,-7.54227044738435
"2004",30,0.935631215852425,-6.29716225081104
"2002",29,0.877938786565547,-5.45818833065892
"2001",29,0.930543344469844,-6.23792952075305
"1991",27,0.935965918400786,-7.09942002602201
"1989",27,0.965403106863064,-7.02940602182061
"1984",23,0.917477333986768,-8.28103553008616
"1980",23,0.977207977207977,-8.38802565321389
"1976",22,0.939067611777536,-3.55207208784058
"1975",18,0.91205757665385,-5.85345735125515
"1974",18,0.863201391909526,-6.93607172029607
"1973",17,0.969809099318813,-6.82597534378344
"1970",17,0.764186366280607,-6.23879466904938
"2006",30,0.896489376208971,-7.5808357455083
"2005",30,0.908709163162516,-7.56981708890146
"2003",29,0.959737212305706,-7.14143915371926
"2000",29,0.991737739872068,-4.52992500911828
"1999",29,0.914800067995188,-6.54735062793326
