"year","num_teams","r_squared","slope"
"2015",30,0.861602610587382,-8.12455126965996
"2014",30,0.830106382978724,-4.65564173879391
"2009",30,0.919148936170213,-3.286335345031
"1996",29,0.780883644556459,-4.1699646811666
"1993",27,0.819202477739063,-2.6827744801911
"1988",25,0.88109756097561,-3.93473542403335
"1986",23,0.957209302325581,-5.23832034148352
"1985",23,0.955782831030356,-6.46772205428067
"1979",22,0.919057200344927,-3.90201413192139
"1969",14,0.969230769230769,-5.42217668469038
"1967",12,0.923076923076923,-4
"2010",30,0.947932330827068,-3.74277080961863
"2008",30,0.923528174936922,-5.52286912151042
"2007",30,0.752083333333333,-3.46890953086605
"2001",29,0.929703324198737,-4.46157060292651
"1991",27,0.769300635785649,-4.4907311951025
"1990",27,0.927698828222388,-3.5575922454708
"1987",23,0.754703832752613,-3.04677815780165
"1984",23,0.933222591362126,-5.6659383285434
"1983",23,0.822270505160239,-4.65034560927619
"1982",23,0.864285714285714,-4.70379785765867
"1981",23,0.965757089352595,-5.07796359633607
"1980",23,0.953470919324578,-4.11582312545134
"1975",18,0.924187725631769,-5.0596442562694
"1974",18,0.826086956521739,-6.00832755431991
"1973",17,0.993103448275862,-3.79473319220206
"1972",17,0.906065088757397,-5.53398590529466
"1971",17,0.95902489626556,-6.79889696936201
"2016",30,0.746666666666667,-5.11207720338155
"2012",30,0.904785643070788,-5.02079011046402
"2005",30,0.918675496688742,-6.20752231839188
"2002",29,0.803968811698959,-4.51989178727848
"2006",30,0.886570111915734,-6.11623522547435
"1997",29,0.920015644861641,-2.82857744107104
"1995",29,0.936420159461634,-7.37762982052551
"1992",27,0.96360969796966,-4.22828586551858
"1989",27,0.895852534562212,-3.14934395500694
"1970",17,0.714285714285714,-6.32455532033676
"1994",27,0.965747702589808,-3.96584053593467
"2004",30,0.961149497487438,-4.60999819233515
"2003",29,0.971471151799021,-3.41178928459086
"2000",29,0.964436407474382,-2.33284737407922
"1978",22,0.931221719457013,-2.61916017074175
"1977",22,0.953552330022918,-4.2227276222163
"1976",22,0.809951845906902,-1.55011520309207
"2013",30,0.939334637964775,-3.65148371670111
"1999",29,0.810774591262396,-4.81149770903839
"1968",14,0.852631578947369,-1.16189500386222
