"player","starter","MP","FG","FGA","FG_pct","3P","3PA","3P_pct","FT","FTA","FT_pct","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","plus_minus","game","team"
"Danny Green",TRUE,"34:41",4,9,0.444,1,4,0.25,1,4,0.25,3,3,6,1,1,0,1,1,10,12,"2015-01-03_WAS_at_SAS","SAS"
"Cory Joseph",TRUE,"32:41",8,10,0.8,0,0,NA,3,4,0.75,1,3,4,4,0,2,0,2,19,12,"2015-01-03_WAS_at_SAS","SAS"
"Tim Duncan",TRUE,"31:24",2,8,0.25,0,0,NA,0,2,0,3,6,9,4,1,2,2,2,4,12,"2015-01-03_WAS_at_SAS","SAS"
"Tiago Splitter",TRUE,"27:33",7,8,0.875,0,0,NA,2,2,1,0,3,3,2,0,1,1,0,16,2,"2015-01-03_WAS_at_SAS","SAS"
"Marco Belinelli",TRUE,"25:47",4,11,0.364,0,3,0,4,4,1,0,5,5,3,0,0,1,1,12,11,"2015-01-03_WAS_at_SAS","SAS"
"Manu Ginobili",FALSE,"27:54",2,8,0.25,0,4,0,1,2,0.5,0,3,3,5,1,0,3,3,5,0,"2015-01-03_WAS_at_SAS","SAS"
"Boris Diaw",FALSE,"25:01",7,8,0.875,0,0,NA,0,0,NA,0,2,2,3,0,0,1,1,14,4,"2015-01-03_WAS_at_SAS","SAS"
"Patty Mills",FALSE,"15:19",6,8,0.75,3,5,0.6,0,0,NA,2,0,2,1,0,0,1,5,15,-3,"2015-01-03_WAS_at_SAS","SAS"
"Kyle Anderson",FALSE,"9:23",1,3,0.333,0,0,NA,0,0,NA,0,1,1,3,1,0,0,1,2,-6,"2015-01-03_WAS_at_SAS","SAS"
"Aron Baynes",FALSE,"8:13",2,5,0.4,0,0,NA,0,0,NA,0,3,3,0,0,0,0,0,4,-2,"2015-01-03_WAS_at_SAS","SAS"
"Matt Bonner",FALSE,"2:04",0,0,NA,0,0,NA,0,0,NA,0,0,0,1,0,0,0,0,0,3,"2015-01-03_WAS_at_SAS","SAS"
"Jeff Ayres",FALSE,"0:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-01-03_WAS_at_SAS","SAS"
"Austin Daye",FALSE,"0:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-01-03_WAS_at_SAS","SAS"
"Danny Green",TRUE,"33:18",5,10,0.5,3,5,0.6,0,0,NA,2,4,6,3,2,1,0,3,13,-3,"2015-01-06_DET_at_SAS","SAS"
"Tiago Splitter",TRUE,"27:38",4,9,0.444,0,0,NA,2,4,0.5,4,3,7,2,1,1,2,3,10,-10,"2015-01-06_DET_at_SAS","SAS"
"Marco Belinelli",TRUE,"22:39",4,8,0.5,2,5,0.4,2,2,1,0,3,3,2,0,0,2,0,12,-3,"2015-01-06_DET_at_SAS","SAS"
"Tim Duncan",TRUE,"21:45",7,12,0.583,0,1,0,1,2,0.5,2,5,7,1,0,2,2,2,15,-17,"2015-01-06_DET_at_SAS","SAS"
"Tony Parker",TRUE,"12:58",0,3,0,0,0,NA,3,4,0.75,0,0,0,2,0,0,2,2,3,-1,"2015-01-06_DET_at_SAS","SAS"
"Manu Ginobili",FALSE,"27:38",3,7,0.429,2,2,1,3,4,0.75,0,3,3,8,2,0,4,3,11,-6,"2015-01-06_DET_at_SAS","SAS"
"Cory Joseph",FALSE,"26:54",3,4,0.75,0,0,NA,1,2,0.5,0,4,4,4,0,1,1,1,7,-3,"2015-01-06_DET_at_SAS","SAS"
"Boris Diaw",FALSE,"21:49",3,5,0.6,1,1,1,3,5,0.6,1,2,3,1,0,0,2,0,10,16,"2015-01-06_DET_at_SAS","SAS"
"Patty Mills",FALSE,"20:33",2,10,0.2,1,5,0.2,1,2,0.5,2,1,3,1,1,0,2,4,6,13,"2015-01-06_DET_at_SAS","SAS"
"Jeff Ayres",FALSE,"16:55",5,8,0.625,0,0,NA,6,7,0.857,2,2,4,0,0,1,0,3,16,16,"2015-01-06_DET_at_SAS","SAS"
"Matt Bonner",FALSE,"7:53",0,3,0,0,2,0,1,2,0.5,0,1,1,0,0,0,0,0,1,-7,"2015-01-06_DET_at_SAS","SAS"
"Aron Baynes",FALSE,"0:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-01-06_DET_at_SAS","SAS"
"Austin Daye",FALSE,"0:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-01-06_DET_at_SAS","SAS"
"Danny Green",TRUE,"34:50",6,13,0.462,4,7,0.571,4,4,1,0,4,4,1,2,2,0,2,20,-1,"2015-01-09_PHO_at_SAS","SAS"
