"player","starter","MP","FG","FGA","FG_pct","3P","3PA","3P_pct","FT","FTA","FT_pct","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","plus_minus","game","team"
"Kemba Walker",TRUE,"40:27",4,16,0.25,1,8,0.125,1,3,0.333,0,2,2,5,2,2,2,2,10,-1,"2015-01-02_CLE_at_CHO","CHO"
"Michael Kidd-Gilchrist",TRUE,"29:17",5,11,0.455,0,0,NA,2,5,0.4,4,6,10,1,0,0,5,4,12,-1,"2015-01-02_CLE_at_CHO","CHO"
"Bismack Biyombo",TRUE,"26:54",0,0,NA,0,0,NA,2,2,1,2,6,8,0,1,0,2,3,2,0,"2015-01-02_CLE_at_CHO","CHO"
"Gerald Henderson",TRUE,"26:33",6,17,0.353,0,1,0,2,2,1,3,5,8,4,0,0,2,3,14,9,"2015-01-02_CLE_at_CHO","CHO"
"Cody Zeller",TRUE,"20:05",4,7,0.571,0,0,NA,0,0,NA,2,5,7,3,0,3,0,2,8,-4,"2015-01-02_CLE_at_CHO","CHO"
"Marvin Williams",FALSE,"28:31",2,7,0.286,2,7,0.286,4,4,1,2,4,6,2,1,0,1,3,10,1,"2015-01-02_CLE_at_CHO","CHO"
"Gary Neal",FALSE,"24:19",5,16,0.313,1,7,0.143,0,0,NA,0,1,1,3,0,0,1,1,11,-9,"2015-01-02_CLE_at_CHO","CHO"
"Jason Maxiell",FALSE,"17:18",1,4,0.25,0,0,NA,6,10,0.6,1,4,5,0,0,1,0,2,8,-4,"2015-01-02_CLE_at_CHO","CHO"
"P.J. Hairston",FALSE,"16:56",3,6,0.5,2,4,0.5,0,0,NA,1,1,2,1,1,0,0,4,8,-3,"2015-01-02_CLE_at_CHO","CHO"
"Brian Roberts",FALSE,"9:40",2,3,0.667,0,1,0,0,0,NA,0,1,1,1,0,0,1,0,4,-8,"2015-01-02_CLE_at_CHO","CHO"
"Lance Stephenson",FALSE,"0:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-01-02_CLE_at_CHO","CHO"
"Noah Vonleh",FALSE,"0:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-01-02_CLE_at_CHO","CHO"
"Kemba Walker",TRUE,"38:48",10,21,0.476,4,8,0.5,6,7,0.857,1,6,7,6,2,1,3,0,30,13,"2015-01-03_CHO_at_ORL","CHO"
"Michael Kidd-Gilchrist",TRUE,"36:16",7,13,0.538,0,0,NA,3,6,0.5,5,7,12,3,0,1,2,1,17,6,"2015-01-03_CHO_at_ORL","CHO"
"Gerald Henderson",TRUE,"29:22",4,12,0.333,0,1,0,1,2,0.5,2,3,5,1,0,0,3,2,9,11,"2015-01-03_CHO_at_ORL","CHO"
"Cody Zeller",TRUE,"20:28",3,5,0.6,0,0,NA,6,8,0.75,1,6,7,1,1,0,2,1,12,15,"2015-01-03_CHO_at_ORL","CHO"
"Bismack Biyombo",TRUE,"17:18",0,0,NA,0,0,NA,0,0,NA,0,2,2,0,1,1,0,3,0,-2,"2015-01-03_CHO_at_ORL","CHO"
"Jason Maxiell",FALSE,"29:19",1,3,0.333,0,0,NA,1,2,0.5,5,3,8,0,0,1,0,5,3,11,"2015-01-03_CHO_at_ORL","CHO"
"Marvin Williams",FALSE,"28:55",4,8,0.5,0,2,0,1,1,1,2,7,9,2,0,0,1,1,9,-8,"2015-01-03_CHO_at_ORL","CHO"
"Gary Neal",FALSE,"19:02",5,11,0.455,0,3,0,6,6,1,0,1,1,2,0,0,3,1,16,1,"2015-01-03_CHO_at_ORL","CHO"
"Brian Roberts",FALSE,"14:45",1,4,0.25,0,1,0,0,0,NA,0,1,1,1,0,0,0,0,2,-6,"2015-01-03_CHO_at_ORL","CHO"
"P.J. Hairston",FALSE,"5:47",0,1,0,0,1,0,0,0,NA,0,1,1,0,0,0,0,1,0,-1,"2015-01-03_CHO_at_ORL","CHO"
"Lance Stephenson",FALSE,"0:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-01-03_CHO_at_ORL","CHO"
"Noah Vonleh",FALSE,"0:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-01-03_CHO_at_ORL","CHO"
"Kemba Walker",TRUE,"38:53",12,26,0.462,2,7,0.286,7,7,1,1,4,5,5,0,1,1,2,33,12,"2015-01-05_CHO_at_BOS","CHO"
"Gerald Henderson",TRUE,"33:41",4,9,0.444,0,1,0,5,6,0.833,1,2,3,8,1,2,2,2,13,11,"2015-01-05_CHO_at_BOS","CHO"
"Cody Zeller",TRUE,"33:12",8,8,1,0,0,NA,4,4,1,1,6,7,1,0,1,4,4,20,13,"2015-01-05_CHO_at_BOS","CHO"
"Bismack Biyombo",TRUE,"27:03",2,5,0.4,0,0,NA,0,0,NA,3,7,10,0,1,2,1,2,4,8,"2015-01-05_CHO_at_BOS","CHO"
"Michael Kidd-Gilchrist",TRUE,"18:08",2,4,0.5,0,0,NA,2,2,1,1,6,7,2,0,0,3,5,6,14,"2015-01-05_CHO_at_BOS","CHO"
"Marvin Williams",FALSE,"29:45",4,7,0.571,1,3,0.333,1,1,1,3,5,8,1,0,1,1,1,10,-4,"2015-01-05_CHO_at_BOS","CHO"
"Gary Neal",FALSE,"21:49",2,12,0.167,1,4,0.25,2,2,1,1,1,2,4,0,0,1,2,7,-4,"2015-01-05_CHO_at_BOS","CHO"
"Jason Maxiell",FALSE,"15:30",0,0,NA,0,0,NA,0,0,NA,1,1,2,0,0,1,1,4,0,-2,"2015-01-05_CHO_at_BOS","CHO"
"P.J. Hairston",FALSE,"12:52",3,5,0.6,1,3,0.333,1,1,1,0,2,2,0,0,2,0,0,8,0,"2015-01-05_CHO_at_BOS","CHO"
"Brian Roberts",FALSE,"9:07",1,2,0.5,1,1,1,0,0,NA,0,2,2,1,0,0,1,0,3,-3,"2015-01-05_CHO_at_BOS","CHO"
"Noah Vonleh",FALSE,"0:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-01-05_CHO_at_BOS","CHO"
"Lance Stephenson",FALSE,"0:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-01-05_CHO_at_BOS","CHO"
"Kemba Walker",TRUE,"36:25",12,24,0.5,1,3,0.333,6,8,0.75,1,3,4,4,1,0,2,2,31,-4,"2015-01-07_NOP_at_CHO","CHO"
"Michael Kidd-Gilchrist",TRUE,"35:43",4,10,0.4,0,0,NA,5,5,1,2,10,12,3,1,1,1,2,13,0,"2015-01-07_NOP_at_CHO","CHO"
"Gerald Henderson",TRUE,"35:34",7,17,0.412,0,0,NA,2,2,1,0,7,7,6,0,1,2,1,16,4,"2015-01-07_NOP_at_CHO","CHO"
"Bismack Biyombo",TRUE,"28:13",1,1,1,0,0,NA,1,2,0.5,2,5,7,0,0,0,1,5,3,-12,"2015-01-07_NOP_at_CHO","CHO"
"Cody Zeller",TRUE,"27:48",4,9,0.444,0,0,NA,0,0,NA,1,2,3,2,3,1,1,2,8,-5,"2015-01-07_NOP_at_CHO","CHO"
