"date","time","away","away_PTS","home","home_PTS","box_available","OT","notes","game_string"
"2015-03-20","8:00 pm","Toronto Raptors","92","Chicago Bulls","108",TRUE,NA,NA,"2015-03-20_TOR_at_CHI"
"2015-03-20","7:30 pm","Indiana Pacers","92","Cleveland Cavaliers","95",TRUE,NA,NA,"2015-03-20_IND_at_CLE"
"2015-03-20","8:30 pm","Memphis Grizzlies","112","Dallas Mavericks","101",TRUE,NA,NA,"2015-03-20_MEM_at_DAL"
"2015-03-20","10:30 pm","New Orleans Pelicans","96","Golden State Warriors","112",TRUE,NA,NA,"2015-03-20_NOP_at_GSW"
"2015-03-20","10:30 pm","Washington Wizards","99","Los Angeles Clippers","113",TRUE,NA,NA,"2015-03-20_WAS_at_LAC"
"2015-03-20","7:30 pm","Denver Nuggets","91","Miami Heat","108",TRUE,NA,NA,"2015-03-20_DEN_at_MIA"
"2015-03-20","8:00 pm","Atlanta Hawks","115","Oklahoma City Thunder","123",TRUE,NA,NA,"2015-03-20_ATL_at_OKC"
"2015-03-20","7:00 pm","Portland Trail Blazers","104","Orlando Magic","111",TRUE,NA,NA,"2015-03-20_POR_at_ORL"
"2015-03-20","7:00 pm","New York Knicks","81","Philadelphia 76ers","97",TRUE,NA,NA,"2015-03-20_NYK_at_PHI"
"2015-03-20","10:00 pm","Charlotte Hornets","91","Sacramento Kings","101",TRUE,NA,NA,"2015-03-20_CHO_at_SAC"
"2015-03-20","8:30 pm","Boston Celtics","89","San Antonio Spurs","101",TRUE,NA,NA,"2015-03-20_BOS_at_SAS"
"2015-03-21","7:30 pm","Chicago Bulls","91","Detroit Pistons","107",TRUE,NA,NA,"2015-03-21_CHI_at_DET"
"2015-03-21","10:30 pm","Utah Jazz","91","Golden State Warriors","106",TRUE,NA,NA,"2015-03-21_UTA_at_GSW"
"2015-03-21","8:00 pm","Phoenix Suns","117","Houston Rockets","102",TRUE,NA,NA,"2015-03-21_PHO_at_HOU"
"2015-03-21","7:00 pm","Brooklyn Nets","123","Indiana Pacers","111",TRUE,NA,NA,"2015-03-21_BRK_at_IND"
"2015-03-21","8:00 pm","Portland Trail Blazers","86","Memphis Grizzlies","97",TRUE,NA,NA,"2015-03-21_POR_at_MEM"
"2015-03-22","3:00 pm","San Antonio Spurs","114","Atlanta Hawks","95",TRUE,NA,NA,"2015-03-22_SAS_at_ATL"
"2015-03-22","6:00 pm","Detroit Pistons","105","Boston Celtics","97",TRUE,"OT",NA,"2015-03-22_DET_at_BOS"
"2015-03-22","3:30 pm","New Orleans Pelicans","100","Los Angeles Clippers","107",TRUE,NA,NA,"2015-03-22_NOP_at_LAC"
"2015-03-22","9:30 pm","Philadelphia 76ers","87","Los Angeles Lakers","101",TRUE,NA,NA,"2015-03-22_PHI_at_LAL"
"2015-03-22","3:00 pm","Cleveland Cavaliers","108","Milwaukee Bucks","90",TRUE,NA,NA,"2015-03-22_CLE_at_MIL"
"2015-03-22","7:00 pm","Charlotte Hornets","109","Minnesota Timberwolves","98",TRUE,NA,NA,"2015-03-22_CHO_at_MIN"
"2015-03-22","3:00 pm","Miami Heat","75","Oklahoma City Thunder","93",TRUE,NA,NA,"2015-03-22_MIA_at_OKC"
"2015-03-22","6:00 pm","Denver Nuggets","119","Orlando Magic","100",TRUE,NA,NA,"2015-03-22_DEN_at_ORL"
"2015-03-22","9:00 pm","Dallas Mavericks","92","Phoenix Suns","98",TRUE,NA,NA,"2015-03-22_DAL_at_PHO"
"2015-03-22","6:00 pm","Washington Wizards","86","Sacramento Kings","109",TRUE,NA,NA,"2015-03-22_WAS_at_SAC"
"2015-03-22","4:00 pm","New York Knicks","89","Toronto Raptors","106",TRUE,NA,NA,"2015-03-22_NYK_at_TOR"
"2015-03-23","7:30 pm","Boston Celtics","110","Brooklyn Nets","91",TRUE,NA,NA,"2015-03-23_BOS_at_BRK"
"2015-03-23","8:00 pm","Charlotte Hornets","86","Chicago Bulls","98",TRUE,NA,NA,"2015-03-23_CHO_at_CHI"
"2015-03-23","10:30 pm","Washington Wizards","76","Golden State Warriors","107",TRUE,NA,NA,"2015-03-23_WAS_at_GSW"
"2015-03-23","7:00 pm","Houston Rockets","110","Indiana Pacers","100",TRUE,NA,NA,"2015-03-23_HOU_at_IND"
"2015-03-23","7:30 pm","Memphis Grizzlies","103","New York Knicks","82",TRUE,NA,NA,"2015-03-23_MEM_at_NYK"
"2015-03-23","9:00 pm","Minnesota Timberwolves","106","Utah Jazz","104",TRUE,"OT",NA,"2015-03-23_MIN_at_UTA"
"2015-03-24","8:00 pm","San Antonio Spurs","94","Dallas Mavericks","101",TRUE,NA,NA,"2015-03-24_SAS_at_DAL"
"2015-03-24","7:30 pm","Toronto Raptors","104","Detroit Pistons","108",TRUE,NA,NA,"2015-03-24_TOR_at_DET"
"2015-03-24","8:00 pm","Miami Heat","88","Milwaukee Bucks","89",TRUE,NA,NA,"2015-03-24_MIA_at_MIL"
"2015-03-24","8:00 pm","Los Angeles Lakers","117","Oklahoma City Thunder","127",TRUE,NA,NA,"2015-03-24_LAL_at_OKC"
"2015-03-24","10:30 pm","Golden State Warriors","122","Portland Trail Blazers","108",TRUE,NA,NA,"2015-03-24_GSW_at_POR"
"2015-03-24","10:00 pm","Philadelphia 76ers","106","Sacramento Kings","107",TRUE,NA,NA,"2015-03-24_PHI_at_SAC"
"2015-03-25","7:30 pm","Miami Heat","93","Boston Celtics","86",TRUE,NA,NA,"2015-03-25_MIA_at_BOS"
"2015-03-25","7:00 pm","Brooklyn Nets","91","Charlotte Hornets","88",TRUE,NA,NA,"2015-03-25_BRK_at_CHO"
"2015-03-25","9:00 pm","Philadelphia 76ers","99","Denver Nuggets","85",TRUE,NA,NA,"2015-03-25_PHI_at_DEN"
"2015-03-25","8:00 pm","Cleveland Cavaliers","111","Memphis Grizzlies","89",TRUE,NA,NA,"2015-03-25_CLE_at_MEM"
"2015-03-25","8:00 pm","Los Angeles Lakers","101","Minnesota Timberwolves","99",TRUE,"OT",NA,"2015-03-25_LAL_at_MIN"
"2015-03-25","8:00 pm","Houston Rockets","95","New Orleans Pelicans","93",TRUE,NA,NA,"2015-03-25_HOU_at_NOP"
"2015-03-25","7:00 pm","Los Angeles Clippers","111","New York Knicks","80",TRUE,NA,NA,"2015-03-25_LAC_at_NYK"
"2015-03-25","7:00 pm","Atlanta Hawks","95","Orlando Magic","83",TRUE,NA,NA,"2015-03-25_ATL_at_ORL"
"2015-03-25","10:00 pm","Sacramento Kings","108","Phoenix Suns","99",TRUE,NA,NA,"2015-03-25_SAC_at_PHO"
"2015-03-25","9:30 pm","Oklahoma City Thunder","91","San Antonio Spurs","130",TRUE,NA,NA,"2015-03-25_OKC_at_SAS"
"2015-03-25","7:00 pm","Chicago Bulls","116","Toronto Raptors","103",TRUE,NA,NA,"2015-03-25_CHI_at_TOR"
"2015-03-25","9:00 pm","Portland Trail Blazers","92","Utah Jazz","89",TRUE,NA,NA,"2015-03-25_POR_at_UTA"
"2015-03-25","7:00 pm","Indiana Pacers","103","Washington Wizards","101",TRUE,NA,NA,"2015-03-25_IND_at_WAS"
"2015-03-26","8:00 pm","Indiana Pacers","107","Milwaukee Bucks","111",TRUE,NA,NA,"2015-03-26_IND_at_MIL"
"2015-03-27","7:30 pm","Miami Heat","86","Atlanta Hawks","99",TRUE,NA,NA,"2015-03-27_MIA_at_ATL"
"2015-03-27","7:30 pm","Cleveland Cavaliers","98","Brooklyn Nets","106",TRUE,NA,NA,"2015-03-27_CLE_at_BRK"
"2015-03-27","9:00 pm","Utah Jazz","91","Denver Nuggets","107",TRUE,NA,NA,"2015-03-27_UTA_at_DEN"
"2015-03-27","8:00 pm","Minnesota Timberwolves","110","Houston Rockets","120",TRUE,NA,NA,"2015-03-27_MIN_at_HOU"
"2015-03-27","8:00 pm","Golden State Warriors","107","Memphis Grizzlies","84",TRUE,NA,NA,"2015-03-27_GSW_at_MEM"
"2015-03-27","8:00 pm","Sacramento Kings","88","New Orleans Pelicans","102",TRUE,NA,NA,"2015-03-27_SAC_at_NOP"
"2015-03-27","7:30 pm","Boston Celtics","96","New York Knicks","92",TRUE,NA,NA,"2015-03-27_BOS_at_NYK"
"2015-03-27","7:00 pm","Detroit Pistons","111","Orlando Magic","97",TRUE,NA,NA,"2015-03-27_DET_at_ORL"
"2015-03-27","7:00 pm","Los Angeles Clippers","119","Philadelphia 76ers","98",TRUE,NA,NA,"2015-03-27_LAC_at_PHI"
"2015-03-27","10:00 pm","Portland Trail Blazers","87","Phoenix Suns","81",TRUE,NA,NA,"2015-03-27_POR_at_PHO"
"2015-03-27","8:30 pm","Dallas Mavericks","76","San Antonio Spurs","94",TRUE,NA,NA,"2015-03-27_DAL_at_SAS"
"2015-03-27","7:30 pm","Los Angeles Lakers","83","Toronto Raptors","94",TRUE,NA,NA,"2015-03-27_LAL_at_TOR"
"2015-03-27","7:00 pm","Charlotte Hornets","107","Washington Wizards","110",TRUE,"2OT",NA,"2015-03-27_CHO_at_WAS"
"2015-03-28","8:00 pm","New York Knicks","80","Chicago Bulls","111",TRUE,NA,NA,"2015-03-28_NYK_at_CHI"
"2015-03-28","7:00 pm","Atlanta Hawks","100","Charlotte Hornets","115",TRUE,NA,NA,"2015-03-28_ATL_at_CHO"
"2015-03-28","8:30 pm","Golden State Warriors","108","Milwaukee Bucks","95",TRUE,NA,NA,"2015-03-28_GSW_at_MIL"
"2015-03-28","10:00 pm","Denver Nuggets","114","Portland Trail Blazers","120",TRUE,NA,NA,"2015-03-28_DEN_at_POR"
"2015-03-28","9:00 pm","Oklahoma City Thunder","89","Utah Jazz","94",TRUE,NA,NA,"2015-03-28_OKC_at_UTA"
"2015-03-29","6:00 pm","Los Angeles Clippers","119","Boston Celtics","106",TRUE,NA,NA,"2015-03-29_LAC_at_BOS"
"2015-03-29","3:30 pm","Los Angeles Lakers","99","Brooklyn Nets","107",TRUE,NA,NA,"2015-03-29_LAL_at_BRK"
"2015-03-29","4:30 pm","Philadelphia 76ers","86","Cleveland Cavaliers","87",TRUE,NA,NA,"2015-03-29_PHI_at_CLE"
"2015-03-29","7:00 pm","Dallas Mavericks","99","Indiana Pacers","104",TRUE,NA,NA,"2015-03-29_DAL_at_IND"
"2015-03-29","6:00 pm","Detroit Pistons","102","Miami Heat","109",TRUE,NA,NA,"2015-03-29_DET_at_MIA"
"2015-03-29","4:00 pm","Minnesota Timberwolves","88","New Orleans Pelicans","110",TRUE,NA,NA,"2015-03-29_MIN_at_NOP"
"2015-03-29","9:00 pm","Oklahoma City Thunder","109","Phoenix Suns","97",TRUE,NA,NA,"2015-03-29_OKC_at_PHO"
"2015-03-29","7:00 pm","Memphis Grizzlies","89","San Antonio Spurs","103",TRUE,NA,NA,"2015-03-29_MEM_at_SAS"
"2015-03-29","12:30 pm","Houston Rockets","99","Washington Wizards","91",TRUE,NA,NA,"2015-03-29_HOU_at_WAS"
"2015-03-30","7:30 pm","Milwaukee Bucks","88","Atlanta Hawks","101",TRUE,NA,NA,"2015-03-30_MIL_at_ATL"
"2015-03-30","7:00 pm","Boston Celtics","116","Charlotte Hornets","104",TRUE,NA,NA,"2015-03-30_BOS_at_CHO"
"2015-03-30","8:00 pm","Sacramento Kings","83","Memphis Grizzlies","97",TRUE,NA,NA,"2015-03-30_SAC_at_MEM"
"2015-03-30","8:00 pm","Utah Jazz","104","Minnesota Timberwolves","84",TRUE,NA,NA,"2015-03-30_UTA_at_MIN"
"2015-03-30","7:00 pm","Los Angeles Lakers","113","Philadelphia 76ers","111",TRUE,"OT",NA,"2015-03-30_LAL_at_PHI"
"2015-03-30","10:00 pm","Phoenix Suns","86","Portland Trail Blazers","109",TRUE,NA,NA,"2015-03-30_PHO_at_POR"
"2015-03-30","7:30 pm","Houston Rockets","96","Toronto Raptors","99",TRUE,NA,NA,"2015-03-30_HOU_at_TOR"
"2015-03-31","7:30 pm","Indiana Pacers","106","Brooklyn Nets","111",TRUE,NA,NA,"2015-03-31_IND_at_BRK"
"2015-03-31","7:30 pm","Atlanta Hawks","95","Detroit Pistons","105",TRUE,NA,NA,"2015-03-31_ATL_at_DET"
"2015-03-31","10:30 pm","Golden State Warriors","110","Los Angeles Clippers","106",TRUE,NA,NA,"2015-03-31_GSW_at_LAC"
"2015-03-31","8:00 pm","San Antonio Spurs","95","Miami Heat","81",TRUE,NA,NA,"2015-03-31_SAS_at_MIA"
"2015-04-01","7:30 pm","Indiana Pacers","87","Boston Celtics","100",TRUE,NA,NA,"2015-04-01_IND_at_BOS"
"2015-04-01","7:00 pm","Detroit Pistons","78","Charlotte Hornets","102",TRUE,NA,NA,"2015-04-01_DET_at_CHO"
"2015-04-01","8:00 pm","Sacramento Kings","111","Houston Rockets","115",TRUE,NA,NA,"2015-04-01_SAC_at_HOU"
"2015-04-01","10:30 pm","New Orleans Pelicans","113","Los Angeles Lakers","92",TRUE,NA,NA,"2015-04-01_NOP_at_LAL"
"2015-04-01","8:00 pm","Chicago Bulls","91","Milwaukee Bucks","95",TRUE,NA,NA,"2015-04-01_CHI_at_MIL"
"2015-04-01","8:00 pm","Toronto Raptors","113","Minnesota Timberwolves","99",TRUE,NA,NA,"2015-04-01_TOR_at_MIN"
"2015-04-01","7:30 pm","Brooklyn Nets","100","New York Knicks","98",TRUE,NA,NA,"2015-04-01_BRK_at_NYK"
"2015-04-01","8:00 pm","Dallas Mavericks","135","Oklahoma City Thunder","131",TRUE,NA,NA,"2015-04-01_DAL_at_OKC"
"2015-04-01","7:00 pm","San Antonio Spurs","103","Orlando Magic","91",TRUE,NA,NA,"2015-04-01_SAS_at_ORL"
"2015-04-01","10:00 pm","Los Angeles Clippers","126","Portland Trail Blazers","122",TRUE,NA,NA,"2015-04-01_LAC_at_POR"
"2015-04-01","9:00 pm","Denver Nuggets","84","Utah Jazz","98",TRUE,NA,NA,"2015-04-01_DEN_at_UTA"
"2015-04-01","7:00 pm","Philadelphia 76ers","93","Washington Wizards","106",TRUE,NA,NA,"2015-04-01_PHI_at_WAS"
"2015-04-02","8:00 pm","Miami Heat","88","Cleveland Cavaliers","114",TRUE,NA,NA,"2015-04-02_MIA_at_CLE"
"2015-04-02","8:30 pm","Houston Rockets","108","Dallas Mavericks","101",TRUE,NA,NA,"2015-04-02_HOU_at_DAL"
"2015-04-02","10:30 pm","Phoenix Suns","106","Golden State Warriors","107",TRUE,NA,NA,"2015-04-02_PHO_at_GSW"
"2015-04-03","7:30 pm","Milwaukee Bucks","110","Boston Celtics","101",TRUE,NA,NA,"2015-04-03_MIL_at_BOS"
"2015-04-03","7:30 pm","Toronto Raptors","109","Brooklyn Nets","114",TRUE,NA,NA,"2015-04-03_TOR_at_BRK"
"2015-04-03","8:00 pm","Detroit Pistons","82","Chicago Bulls","88",TRUE,NA,NA,"2015-04-03_DET_at_CHI"
"2015-04-03","7:00 pm","Charlotte Hornets","74","Indiana Pacers","93",TRUE,NA,NA,"2015-04-03_CHO_at_IND"
"2015-04-03","10:30 pm","Portland Trail Blazers","107","Los Angeles Lakers","77",TRUE,NA,NA,"2015-04-03_POR_at_LAL"
"2015-04-03","8:00 pm","Oklahoma City Thunder","92","Memphis Grizzlies","100",TRUE,NA,NA,"2015-04-03_OKC_at_MEM"
"2015-04-03","8:00 pm","Orlando Magic","97","Minnesota Timberwolves","84",TRUE,NA,NA,"2015-04-03_ORL_at_MIN"
"2015-04-03","10:00 pm","New Orleans Pelicans","101","Sacramento Kings","95",TRUE,NA,NA,"2015-04-03_NOP_at_SAC"
"2015-04-03","8:30 pm","Denver Nuggets","93","San Antonio Spurs","123",TRUE,NA,NA,"2015-04-03_DEN_at_SAS"
"2015-04-03","7:00 pm","New York Knicks","87","Washington Wizards","101",TRUE,NA,NA,"2015-04-03_NYK_at_WAS"
"2015-04-04","7:30 pm","Brooklyn Nets","99","Atlanta Hawks","131",TRUE,NA,NA,"2015-04-04_BRK_at_ATL"
"2015-04-04","7:00 pm","Philadelphia 76ers","91","Charlotte Hornets","92",TRUE,NA,NA,"2015-04-04_PHI_at_CHO"
"2015-04-04","8:30 pm","Golden State Warriors","123","Dallas Mavericks","110",TRUE,NA,NA,"2015-04-04_GSW_at_DAL"
"2015-04-04","9:00 pm","Los Angeles Clippers","107","Denver Nuggets","92",TRUE,NA,NA,"2015-04-04_LAC_at_DEN"
"2015-04-04","7:30 pm","Miami Heat","98","Detroit Pistons","99",TRUE,NA,NA,"2015-04-04_MIA_at_DET"
"2015-04-04","8:00 pm","Washington Wizards","92","Memphis Grizzlies","83",TRUE,NA,NA,"2015-04-04_WAS_at_MEM"
"2015-04-04","8:30 pm","Orlando Magic","97","Milwaukee Bucks","90",TRUE,NA,NA,"2015-04-04_ORL_at_MIL"
"2015-04-04","10:00 pm","Utah Jazz","85","Phoenix Suns","87",TRUE,NA,NA,"2015-04-04_UTA_at_PHO"
"2015-04-04","10:00 pm","New Orleans Pelicans","90","Portland Trail Blazers","99",TRUE,NA,NA,"2015-04-04_NOP_at_POR"
"2015-04-04","7:30 pm","Boston Celtics","117","Toronto Raptors","116",TRUE,"OT",NA,"2015-04-04_BOS_at_TOR"
"2015-04-05","3:30 pm","Chicago Bulls","94","Cleveland Cavaliers","99",TRUE,NA,NA,"2015-04-05_CHI_at_CLE"
"2015-04-05","6:00 pm","Miami Heat","89","Indiana Pacers","112",TRUE,NA,NA,"2015-04-05_MIA_at_IND"
"2015-04-05","9:30 pm","Los Angeles Clippers","106","Los Angeles Lakers","78",TRUE,NA,NA,"2015-04-05_LAC_at_LAL"
"2015-04-05","7:30 pm","Philadelphia 76ers","91","New York Knicks","101",TRUE,NA,NA,"2015-04-05_PHI_at_NYK"
"2015-04-05","1:00 pm","Houston Rockets","115","Oklahoma City Thunder","112",TRUE,NA,NA,"2015-04-05_HOU_at_OKC"
"2015-04-05","9:00 pm","Utah Jazz","101","Sacramento Kings","95",TRUE,NA,NA,"2015-04-05_UTA_at_SAC"
"2015-04-05","7:00 pm","Golden State Warriors","92","San Antonio Spurs","107",TRUE,NA,NA,"2015-04-05_GSW_at_SAS"
"2015-04-06","7:00 pm","Portland Trail Blazers","96","Brooklyn Nets","106",TRUE,NA,NA,"2015-04-06_POR_at_BRK"
"2015-04-07","7:30 pm","Phoenix Suns","69","Atlanta Hawks","96",TRUE,NA,NA,"2015-04-07_PHO_at_ATL"
"2015-04-07","10:30 pm","Los Angeles Lakers","100","Los Angeles Clippers","105",TRUE,NA,NA,"2015-04-07_LAL_at_LAC"
"2015-04-07","7:30 pm","Charlotte Hornets","100","Miami Heat","105",TRUE,NA,NA,"2015-04-07_CHO_at_MIA"
"2015-04-07","8:00 pm","Golden State Warriors","100","New Orleans Pelicans","103",TRUE,NA,NA,"2015-04-07_GSW_at_NOP"
"2015-04-07","8:00 pm","San Antonio Spurs","113","Oklahoma City Thunder","88",TRUE,NA,NA,"2015-04-07_SAS_at_OKC"
"2015-04-07","10:00 pm","Minnesota Timberwolves","111","Sacramento Kings","116",TRUE,NA,NA,"2015-04-07_MIN_at_SAC"
"2015-04-08","7:30 pm","Atlanta Hawks","114","Brooklyn Nets","111",TRUE,NA,NA,"2015-04-08_ATL_at_BRK"
"2015-04-08","7:00 pm","Toronto Raptors","92","Charlotte Hornets","74",TRUE,NA,NA,"2015-04-08_TOR_at_CHO"
"2015-04-08","9:30 pm","Phoenix Suns","104","Dallas Mavericks","107",TRUE,NA,NA,"2015-04-08_PHO_at_DAL"
"2015-04-08","9:00 pm","Los Angeles Lakers","101","Denver Nuggets","119",TRUE,NA,NA,"2015-04-08_LAL_at_DEN"
"2015-04-08","7:00 pm","Boston Celtics","113","Detroit Pistons","103",TRUE,NA,NA,"2015-04-08_BOS_at_DET"
"2015-04-08","8:00 pm","New Orleans Pelicans","74","Memphis Grizzlies","110",TRUE,NA,NA,"2015-04-08_NOP_at_MEM"
"2015-04-08","8:00 pm","Cleveland Cavaliers","104","Milwaukee Bucks","99",TRUE,NA,NA,"2015-04-08_CLE_at_MIL"
"2015-04-08","7:30 pm","Indiana Pacers","102","New York Knicks","86",TRUE,NA,NA,"2015-04-08_IND_at_NYK"
"2015-04-08","7:00 pm","Chicago Bulls","103","Orlando Magic","105",TRUE,NA,NA,"2015-04-08_CHI_at_ORL"
"2015-04-08","7:00 pm","Washington Wizards","119","Philadelphia 76ers","90",TRUE,NA,NA,"2015-04-08_WAS_at_PHI"
"2015-04-08","10:00 pm","Minnesota Timberwolves","91","Portland Trail Blazers","116",TRUE,NA,NA,"2015-04-08_MIN_at_POR"
"2015-04-08","8:30 pm","Houston Rockets","98","San Antonio Spurs","110",TRUE,NA,NA,"2015-04-08_HOU_at_SAS"
"2015-04-08","9:00 pm","Sacramento Kings","91","Utah Jazz","103",TRUE,NA,NA,"2015-04-08_SAC_at_UTA"
"2015-04-09","10:30 pm","Portland Trail Blazers","105","Golden State Warriors","116",TRUE,NA,NA,"2015-04-09_POR_at_GSW"
"2015-04-09","8:00 pm","Chicago Bulls","89","Miami Heat","78",TRUE,NA,NA,"2015-04-09_CHI_at_MIA"
"2015-04-10","7:30 pm","Charlotte Hornets","80","Atlanta Hawks","104",TRUE,NA,NA,"2015-04-10_CHO_at_ATL"
"2015-04-10","7:30 pm","Washington Wizards","80","Brooklyn Nets","117",TRUE,NA,NA,"2015-04-10_WAS_at_BRK"
"2015-04-10","7:30 pm","Boston Celtics","99","Cleveland Cavaliers","90",TRUE,NA,NA,"2015-04-10_BOS_at_CLE"
"2015-04-10","9:00 pm","Dallas Mavericks","144","Denver Nuggets","143",TRUE,"2OT",NA,"2015-04-10_DAL_at_DEN"
"2015-04-10","7:30 pm","Indiana Pacers","107","Detroit Pistons","103",TRUE,NA,NA,"2015-04-10_IND_at_DET"
"2015-04-10","8:00 pm","San Antonio Spurs","104","Houston Rockets","103",TRUE,NA,NA,"2015-04-10_SAS_at_HOU"
"2015-04-10","10:30 pm","Minnesota Timberwolves","98","Los Angeles Lakers","106",TRUE,NA,NA,"2015-04-10_MIN_at_LAL"
"2015-04-10","8:00 pm","Phoenix Suns","75","New Orleans Pelicans","90",TRUE,NA,NA,"2015-04-10_PHO_at_NOP"
"2015-04-10","7:30 pm","Milwaukee Bucks","99","New York Knicks","91",TRUE,NA,NA,"2015-04-10_MIL_at_NYK"
"2015-04-10","8:00 pm","Sacramento Kings","103","Oklahoma City Thunder","116",TRUE,NA,NA,"2015-04-10_SAC_at_OKC"
"2015-04-10","7:00 pm","Toronto Raptors","101","Orlando Magic","99",TRUE,NA,NA,"2015-04-10_TOR_at_ORL"
"2015-04-10","9:00 pm","Memphis Grizzlies","89","Utah Jazz","88",TRUE,NA,NA,"2015-04-10_MEM_at_UTA"
"2015-04-11","8:00 pm","Philadelphia 76ers","107","Chicago Bulls","114",TRUE,NA,NA,"2015-04-11_PHI_at_CHI"
"2015-04-11","10:30 pm","Minnesota Timberwolves","101","Golden State Warriors","110",TRUE,NA,NA,"2015-04-11_MIN_at_GSW"
"2015-04-11","10:00 pm","Memphis Grizzlies","86","Los Angeles Clippers","94",TRUE,NA,NA,"2015-04-11_MEM_at_LAC"
"2015-04-11","7:30 pm","Toronto Raptors","107","Miami Heat","104",TRUE,NA,NA,"2015-04-11_TOR_at_MIA"
"2015-04-11","7:00 pm","New York Knicks","80","Orlando Magic","79",TRUE,NA,NA,"2015-04-11_NYK_at_ORL"
"2015-04-11","10:00 pm","Utah Jazz","111","Portland Trail Blazers","105",TRUE,NA,NA,"2015-04-11_UTA_at_POR"
"2015-04-12","3:00 pm","Cleveland Cavaliers","78","Boston Celtics","117",TRUE,NA,NA,"2015-04-12_CLE_at_BOS"
"2015-04-12","5:00 pm","Sacramento Kings","111","Denver Nuggets","122",TRUE,NA,NA,"2015-04-12_SAC_at_DEN"
"2015-04-12","3:30 pm","Charlotte Hornets","77","Detroit Pistons","116",TRUE,NA,NA,"2015-04-12_CHO_at_DET"
"2015-04-12","7:00 pm","New Orleans Pelicans","114","Houston Rockets","121",TRUE,NA,NA,"2015-04-12_NOP_at_HOU"
"2015-04-12","6:00 pm","Oklahoma City Thunder","104","Indiana Pacers","116",TRUE,NA,NA,"2015-04-12_OKC_at_IND"
"2015-04-12","9:30 pm","Dallas Mavericks","120","Los Angeles Lakers","106",TRUE,NA,NA,"2015-04-12_DAL_at_LAL"
"2015-04-12","3:00 pm","Brooklyn Nets","73","Milwaukee Bucks","96",TRUE,NA,NA,"2015-04-12_BRK_at_MIL"
"2015-04-12","7:00 pm","Phoenix Suns","91","San Antonio Spurs","107",TRUE,NA,NA,"2015-04-12_PHO_at_SAS"
"2015-04-12","6:00 pm","Atlanta Hawks","99","Washington Wizards","108",TRUE,NA,NA,"2015-04-12_ATL_at_WAS"
"2015-04-13","7:30 pm","New York Knicks","112","Atlanta Hawks","108",TRUE,NA,NA,"2015-04-13_NYK_at_ATL"
"2015-04-13","7:30 pm","Chicago Bulls","113","Brooklyn Nets","86",TRUE,NA,NA,"2015-04-13_CHI_at_BRK"
"2015-04-13","7:00 pm","Houston Rockets","100","Charlotte Hornets","90",TRUE,NA,NA,"2015-04-13_HOU_at_CHO"
"2015-04-13","7:00 pm","Detroit Pistons","97","Cleveland Cavaliers","109",TRUE,NA,NA,"2015-04-13_DET_at_CLE"
"2015-04-13","10:30 pm","Memphis Grizzlies","107","Golden State Warriors","111",TRUE,NA,NA,"2015-04-13_MEM_at_GSW"
"2015-04-13","10:30 pm","Denver Nuggets","103","Los Angeles Clippers","110",TRUE,NA,NA,"2015-04-13_DEN_at_LAC"
"2015-04-13","7:30 pm","Orlando Magic","93","Miami Heat","100",TRUE,NA,NA,"2015-04-13_ORL_at_MIA"
"2015-04-13","8:00 pm","New Orleans Pelicans","100","Minnesota Timberwolves","88",TRUE,NA,NA,"2015-04-13_NOP_at_MIN"
"2015-04-13","8:00 pm","Portland Trail Blazers","90","Oklahoma City Thunder","101",TRUE,NA,NA,"2015-04-13_POR_at_OKC"
"2015-04-13","7:00 pm","Milwaukee Bucks","107","Philadelphia 76ers","97",TRUE,NA,NA,"2015-04-13_MIL_at_PHI"
"2015-04-13","10:00 pm","Los Angeles Lakers","92","Sacramento Kings","102",TRUE,NA,NA,"2015-04-13_LAL_at_SAC"
"2015-04-13","9:00 pm","Dallas Mavericks","92","Utah Jazz","109",TRUE,NA,NA,"2015-04-13_DAL_at_UTA"
"2015-04-14","7:30 pm","Toronto Raptors","93","Boston Celtics","95",TRUE,NA,NA,"2015-04-14_TOR_at_BOS"
"2015-04-14","8:00 pm","Washington Wizards","95","Indiana Pacers","99",TRUE,"2OT",NA,"2015-04-14_WAS_at_IND"
"2015-04-14","10:30 pm","Los Angeles Clippers","112","Phoenix Suns","101",TRUE,NA,NA,"2015-04-14_LAC_at_PHO"
"2015-04-15","8:00 pm","Orlando Magic","88","Brooklyn Nets","101",TRUE,NA,NA,"2015-04-15_ORL_at_BRK"
"2015-04-15","8:00 pm","Atlanta Hawks","85","Chicago Bulls","91",TRUE,NA,NA,"2015-04-15_ATL_at_CHI"
"2015-04-15","8:00 pm","Washington Wizards","108","Cleveland Cavaliers","113",TRUE,"OT",NA,"2015-04-15_WAS_at_CLE"
"2015-04-15","8:00 pm","Portland Trail Blazers","98","Dallas Mavericks","114",TRUE,NA,NA,"2015-04-15_POR_at_DAL"
"2015-04-15","10:30 pm","Denver Nuggets","126","Golden State Warriors","133",TRUE,NA,NA,"2015-04-15_DEN_at_GSW"
"2015-04-15","8:00 pm","Utah Jazz","91","Houston Rockets","117",TRUE,NA,NA,"2015-04-15_UTA_at_HOU"
"2015-04-15","10:30 pm","Sacramento Kings","122","Los Angeles Lakers","99",TRUE,NA,NA,"2015-04-15_SAC_at_LAL"
"2015-04-15","9:30 pm","Indiana Pacers","83","Memphis Grizzlies","95",TRUE,NA,NA,"2015-04-15_IND_at_MEM"
