"player","starter","MP","FG","FGA","FG_pct","3P","3PA","3P_pct","FT","FTA","FT_pct","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","plus_minus","game","team"
"Tristan Thompson",TRUE,"42:42",5,10,0.5,0,0,NA,4,6,0.667,6,8,14,0,0,3,2,3,14,9,"2015-01-02_CLE_at_CHO","CLE"
"Kyrie Irving",TRUE,"41:31",8,27,0.296,0,2,0,7,8,0.875,1,3,4,3,4,0,1,1,23,4,"2015-01-02_CLE_at_CHO","CLE"
"Kevin Love",TRUE,"37:51",9,15,0.6,3,4,0.75,6,10,0.6,0,5,5,1,0,1,1,3,27,10,"2015-01-02_CLE_at_CHO","CLE"
"Matthew Dellavedova",TRUE,"33:45",1,4,0.25,1,2,0.5,0,0,NA,1,6,7,4,0,0,0,5,3,5,"2015-01-02_CLE_at_CHO","CLE"
"Mike Miller",TRUE,"20:39",0,1,0,0,0,NA,0,0,NA,0,1,1,4,0,0,2,4,0,15,"2015-01-02_CLE_at_CHO","CLE"
"Dion Waiters",FALSE,"34:11",8,21,0.381,0,4,0,1,2,0.5,3,2,5,2,4,0,1,2,17,-8,"2015-01-02_CLE_at_CHO","CLE"
"Shawn Marion",FALSE,"23:30",2,7,0.286,0,2,0,3,4,0.75,2,8,10,2,0,1,0,3,7,-6,"2015-01-02_CLE_at_CHO","CLE"
"James Jones",FALSE,"3:07",0,2,0,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,-7,"2015-01-02_CLE_at_CHO","CLE"
"Brendan Haywood",FALSE,"2:45",0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,2,0,-2,"2015-01-02_CLE_at_CHO","CLE"
"Joe Harris",FALSE,"0:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-01-02_CLE_at_CHO","CLE"
