"player","starter","MP","FG","FGA","FG_pct","3P","3PA","3P_pct","FT","FTA","FT_pct","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","plus_minus","game","team"
"Chandler Parsons",TRUE,"35:17",4,9,0.444,2,4,0.5,3,4,0.75,3,4,7,2,0,1,3,4,13,7,"2015-01-02_DAL_at_BOS","DAL"
"Rajon Rondo",TRUE,"34:53",12,19,0.632,5,7,0.714,0,0,NA,1,5,6,5,1,0,2,3,29,9,"2015-01-02_DAL_at_BOS","DAL"
"Monta Ellis",TRUE,"34:01",8,17,0.471,2,3,0.667,4,4,1,0,5,5,4,2,0,0,2,22,5,"2015-01-02_DAL_at_BOS","DAL"
"Tyson Chandler",TRUE,"32:12",2,7,0.286,0,0,NA,4,4,1,4,12,16,1,2,0,1,3,8,18,"2015-01-02_DAL_at_BOS","DAL"
"Dirk Nowitzki",TRUE,"30:20",7,19,0.368,0,2,0,3,3,1,2,5,7,4,0,0,2,2,17,17,"2015-01-02_DAL_at_BOS","DAL"
"Richard Jefferson",FALSE,"21:10",3,6,0.5,2,4,0.5,0,0,NA,0,2,2,2,1,0,0,3,8,6,"2015-01-02_DAL_at_BOS","DAL"
"Devin Harris",FALSE,"17:28",3,8,0.375,2,6,0.333,2,2,1,0,1,1,3,1,0,0,1,10,18,"2015-01-02_DAL_at_BOS","DAL"
"Greg Smith",FALSE,"14:27",3,4,0.75,0,0,NA,0,0,NA,2,1,3,1,1,0,1,2,6,-1,"2015-01-02_DAL_at_BOS","DAL"
"J.J. Barea",FALSE,"8:17",1,2,0.5,0,0,NA,0,0,NA,0,0,0,1,0,0,0,1,2,3,"2015-01-02_DAL_at_BOS","DAL"
"Charlie Villanueva",FALSE,"7:49",0,3,0,0,1,0,0,0,NA,3,0,3,0,0,0,2,0,0,5,"2015-01-02_DAL_at_BOS","DAL"
"Al-Farouq Aminu",FALSE,"1:24",1,1,1,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,2,1,"2015-01-02_DAL_at_BOS","DAL"
"Raymond Felton",FALSE,"1:21",1,1,1,0,0,NA,0,0,NA,0,1,1,0,0,0,0,0,2,1,"2015-01-02_DAL_at_BOS","DAL"
"Dwight Powell",FALSE,"1:21",0,0,NA,0,0,NA,0,0,NA,1,0,1,1,0,0,0,0,0,1,"2015-01-02_DAL_at_BOS","DAL"
