"player","starter","MP","FG","FGA","FG_pct","3P","3PA","3P_pct","FT","FTA","FT_pct","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","plus_minus","game","team"
"Kobe Bryant",TRUE,"33:08",6,14,0.429,2,4,0.5,1,1,1,1,8,9,8,0,1,2,2,15,5,"2015-01-02_MEM_at_LAL","LAL"
"Ed Davis",TRUE,"28:10",7,9,0.778,0,0,NA,6,8,0.75,2,6,8,1,1,2,1,4,20,14,"2015-01-02_MEM_at_LAL","LAL"
"Wesley Johnson",TRUE,"27:02",4,8,0.5,1,4,0.25,0,0,NA,0,2,2,2,1,0,0,0,9,1,"2015-01-02_MEM_at_LAL","LAL"
"Ronnie Price",TRUE,"20:27",1,4,0.25,0,2,0,0,0,NA,0,0,0,2,2,0,1,1,2,-5,"2015-01-02_MEM_at_LAL","LAL"
"Jordan Hill",TRUE,"20:11",1,5,0.2,0,0,NA,1,2,0.5,2,6,8,4,0,1,3,6,3,4,"2015-01-02_MEM_at_LAL","LAL"
"Jeremy Lin",FALSE,"27:33",9,14,0.643,2,3,0.667,0,0,NA,0,3,3,5,3,1,1,2,20,2,"2015-01-02_MEM_at_LAL","LAL"
"Nick Young",FALSE,"24:29",5,10,0.5,1,3,0.333,3,4,0.75,0,1,1,2,1,1,0,2,14,-3,"2015-01-02_MEM_at_LAL","LAL"
"Carlos Boozer",FALSE,"21:31",6,8,0.75,0,0,NA,2,3,0.667,0,4,4,0,0,0,3,6,14,-7,"2015-01-02_MEM_at_LAL","LAL"
"Wayne Ellington",FALSE,"14:52",3,5,0.6,0,1,0,1,1,1,0,1,1,0,2,0,0,2,7,-8,"2015-01-02_MEM_at_LAL","LAL"
"Robert Sacre",FALSE,"12:50",0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,1,0,1,0,-9,"2015-01-02_MEM_at_LAL","LAL"
"Ryan Kelly",FALSE,"9:46",1,4,0.25,0,2,0,0,0,NA,0,2,2,0,0,1,2,2,2,-9,"2015-01-02_MEM_at_LAL","LAL"
"Jordan Clarkson",FALSE,"0:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-01-02_MEM_at_LAL","LAL"
"Tarik Black",FALSE,"0:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-01-02_MEM_at_LAL","LAL"
"Kobe Bryant",TRUE,"32:08",7,14,0.5,2,3,0.667,4,4,1,0,6,6,6,3,0,2,2,20,-2,"2015-01-04_IND_at_LAL","LAL"
"Ed Davis",TRUE,"31:34",4,8,0.5,0,0,NA,3,4,0.75,1,5,6,0,0,0,1,3,11,-2,"2015-01-04_IND_at_LAL","LAL"
"Ronnie Price",TRUE,"26:25",3,7,0.429,1,4,0.25,0,0,NA,0,0,0,1,2,0,0,3,7,-6,"2015-01-04_IND_at_LAL","LAL"
"Jordan Hill",TRUE,"22:34",1,7,0.143,0,0,NA,2,2,1,2,3,5,1,1,2,2,2,4,-5,"2015-01-04_IND_at_LAL","LAL"
"Wesley Johnson",TRUE,"12:23",0,2,0,0,2,0,0,0,NA,0,3,3,1,0,0,0,0,0,0,"2015-01-04_IND_at_LAL","LAL"
"Nick Young",FALSE,"28:30",4,12,0.333,2,5,0.4,12,12,1,0,3,3,1,1,0,1,2,22,7,"2015-01-04_IND_at_LAL","LAL"
"Carlos Boozer",FALSE,"26:15",5,9,0.556,0,0,NA,2,2,1,1,3,4,1,0,0,2,2,12,3,"2015-01-04_IND_at_LAL","LAL"
"Jeremy Lin",FALSE,"21:35",2,6,0.333,1,2,0.5,5,6,0.833,0,3,3,2,1,0,2,2,10,7,"2015-01-04_IND_at_LAL","LAL"
"Wayne Ellington",FALSE,"14:22",1,5,0.2,0,2,0,0,0,NA,0,1,1,0,0,0,1,1,2,-5,"2015-01-04_IND_at_LAL","LAL"
"Robert Sacre",FALSE,"12:42",0,1,0,0,0,NA,0,0,NA,1,3,4,1,0,1,0,1,0,-1,"2015-01-04_IND_at_LAL","LAL"
"Ryan Kelly",FALSE,"11:32",0,0,NA,0,0,NA,0,0,NA,0,2,2,0,0,0,0,2,0,9,"2015-01-04_IND_at_LAL","LAL"
"Jordan Clarkson",FALSE,"0:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-01-04_IND_at_LAL","LAL"
"Tarik Black",FALSE,"0:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-01-04_IND_at_LAL","LAL"
"Jordan Hill",TRUE,"31:50",10,15,0.667,0,0,NA,3,4,0.75,4,10,14,2,0,0,1,4,23,-9,"2015-01-05_LAL_at_POR","LAL"
"Wayne Ellington",TRUE,"28:57",5,12,0.417,2,3,0.667,1,1,1,1,4,5,0,0,0,0,1,13,-5,"2015-01-05_LAL_at_POR","LAL"
"Ronnie Price",TRUE,"27:21",5,11,0.455,1,2,0.5,0,0,NA,1,1,2,8,1,0,1,2,11,-2,"2015-01-05_LAL_at_POR","LAL"
