"player","starter","MP","FG","FGA","FG_pct","3P","3PA","3P_pct","FT","FTA","FT_pct","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","plus_minus","game","team"
"Jeff Teague",TRUE,"35:41",9,17,0.529,2,4,0.5,6,7,0.857,0,4,4,8,3,0,0,0,26,24,"2015-01-02_ATL_at_UTA","ATL"
"DeMarre Carroll",TRUE,"33:53",3,9,0.333,0,4,0,4,5,0.8,1,6,7,3,1,0,2,2,10,1,"2015-01-02_ATL_at_UTA","ATL"
"Paul Millsap",TRUE,"33:42",2,11,0.182,1,3,0.333,10,10,1,3,8,11,4,0,0,2,4,15,22,"2015-01-02_ATL_at_UTA","ATL"
"Kyle Korver",TRUE,"32:00",3,5,0.6,1,3,0.333,2,2,1,2,6,8,2,1,0,1,6,9,28,"2015-01-02_ATL_at_UTA","ATL"
"Al Horford",TRUE,"29:13",6,13,0.462,0,0,NA,1,2,0.5,1,4,5,0,1,2,2,0,13,0,"2015-01-02_ATL_at_UTA","ATL"
"Elton Brand",FALSE,"18:47",3,5,0.6,0,0,NA,0,0,NA,1,4,5,0,0,1,0,0,6,6,"2015-01-02_ATL_at_UTA","ATL"
"Thabo Sefolosha",FALSE,"17:45",2,5,0.4,0,2,0,2,2,1,1,0,1,4,3,0,1,1,6,-9,"2015-01-02_ATL_at_UTA","ATL"
"Mike Scott",FALSE,"14:18",3,8,0.375,1,4,0.25,1,2,0.5,1,0,1,1,0,0,1,0,8,-16,"2015-01-02_ATL_at_UTA","ATL"
"Kent Bazemore",FALSE,"12:22",2,6,0.333,1,3,0.333,0,0,NA,0,3,3,0,0,0,0,2,5,-8,"2015-01-02_ATL_at_UTA","ATL"
"Dennis Schroder",FALSE,"12:19",0,2,0,0,0,NA,0,0,NA,1,1,2,2,0,0,1,2,0,-18,"2015-01-02_ATL_at_UTA","ATL"
"Shelvin Mack",FALSE,"0:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-01-02_ATL_at_UTA","ATL"
"Pero Antic",FALSE,"0:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-01-02_ATL_at_UTA","ATL"
"Mike Muscala",FALSE,"0:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-01-02_ATL_at_UTA","ATL"
"Paul Millsap",TRUE,"36:42",11,17,0.647,0,1,0,5,7,0.714,3,3,6,0,1,1,4,3,27,17,"2015-01-03_ATL_at_POR","ATL"
"Kyle Korver",TRUE,"36:10",5,11,0.455,4,9,0.444,0,0,NA,0,8,8,1,1,1,0,1,14,17,"2015-01-03_ATL_at_POR","ATL"
"Jeff Teague",TRUE,"35:16",8,16,0.5,0,2,0,6,6,1,1,2,3,6,2,0,1,0,22,10,"2015-01-03_ATL_at_POR","ATL"
"Al Horford",TRUE,"33:09",6,12,0.5,0,0,NA,1,4,0.25,0,5,5,4,0,1,3,5,13,-14,"2015-01-03_ATL_at_POR","ATL"
"DeMarre Carroll",TRUE,"32:53",4,8,0.5,0,1,0,3,6,0.5,3,6,9,1,2,1,1,1,11,-9,"2015-01-03_ATL_at_POR","ATL"
"Thabo Sefolosha",FALSE,"27:32",3,4,0.75,1,1,1,6,6,1,2,10,12,3,2,0,2,2,13,10,"2015-01-03_ATL_at_POR","ATL"
"Pero Antic",FALSE,"21:48",4,8,0.5,1,3,0.333,1,1,1,1,2,3,0,0,1,1,3,10,14,"2015-01-03_ATL_at_POR","ATL"
"Dennis Schroder",FALSE,"12:44",2,5,0.4,0,0,NA,1,1,1,0,0,0,2,1,0,2,0,5,-2,"2015-01-03_ATL_at_POR","ATL"
"Mike Scott",FALSE,"3:47",0,3,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,-3,"2015-01-03_ATL_at_POR","ATL"
"Shelvin Mack",FALSE,"0:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-01-03_ATL_at_POR","ATL"
