"player","starter","MP","FG","FGA","FG_pct","3P","3PA","3P_pct","FT","FTA","FT_pct","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","plus_minus","game","team"
"Kyle Lowry",TRUE,"35:07",8,17,0.471,2,5,0.4,4,6,0.667,2,3,5,8,2,0,3,4,22,-19,"2015-01-02_TOR_at_GSW","TOR"
"Amir Johnson",TRUE,"31:17",6,9,0.667,0,0,NA,0,0,NA,3,7,10,1,2,0,3,4,12,-4,"2015-01-02_TOR_at_GSW","TOR"
"Terrence Ross",TRUE,"29:00",4,10,0.4,2,6,0.333,2,2,1,0,0,0,1,2,0,3,3,12,-19,"2015-01-02_TOR_at_GSW","TOR"
"Landry Fields",TRUE,"16:00",1,3,0.333,0,0,NA,0,0,NA,2,1,3,1,0,0,0,0,2,-18,"2015-01-02_TOR_at_GSW","TOR"
"Jonas Valanciunas",TRUE,"10:39",3,5,0.6,0,0,NA,2,2,1,0,0,0,1,0,0,2,1,8,-14,"2015-01-02_TOR_at_GSW","TOR"
"Greivis Vasquez",FALSE,"34:11",10,19,0.526,5,9,0.556,0,1,0,0,5,5,7,1,0,2,1,25,-4,"2015-01-02_TOR_at_GSW","TOR"
"Lou Williams",FALSE,"32:37",6,14,0.429,1,5,0.2,7,7,1,0,3,3,2,0,0,2,1,20,-6,"2015-01-02_TOR_at_GSW","TOR"
"Patrick Patterson",FALSE,"26:24",1,4,0.25,0,0,NA,0,0,NA,1,3,4,2,0,0,0,0,2,-15,"2015-01-02_TOR_at_GSW","TOR"
"James Johnson",FALSE,"12:15",0,3,0,0,0,NA,0,0,NA,1,1,2,0,0,1,0,0,0,-3,"2015-01-02_TOR_at_GSW","TOR"
"Tyler Hansbrough",FALSE,"10:52",1,2,0.5,0,0,NA,0,2,0,2,2,4,0,0,0,0,2,2,-5,"2015-01-02_TOR_at_GSW","TOR"
"Lucas Nogueira",FALSE,"1:38",0,0,NA,0,0,NA,0,0,NA,0,1,1,0,0,0,0,0,0,2,"2015-01-02_TOR_at_GSW","TOR"
"Greg Stiemsma",FALSE,"0:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-01-02_TOR_at_GSW","TOR"
"Chuck Hayes",FALSE,"0:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-01-02_TOR_at_GSW","TOR"
"Kyle Lowry",TRUE,"34:09",6,17,0.353,3,8,0.375,4,4,1,0,3,3,7,2,0,3,4,19,-5,"2015-01-04_TOR_at_PHO","TOR"
"Jonas Valanciunas",TRUE,"32:47",9,14,0.643,0,0,NA,3,4,0.75,3,7,10,1,0,0,3,1,21,-12,"2015-01-04_TOR_at_PHO","TOR"
