"player","starter","MP","FG","FGA","FG_pct","3P","3PA","3P_pct","FT","FTA","FT_pct","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","plus_minus","game","team"
"Anthony Davis",TRUE,"30:41",2,7,0.286,0,0,NA,3,3,1,1,7,8,3,2,3,3,1,7,26,"2015-01-02_HOU_at_NOP","NOP"
"Tyreke Evans",TRUE,"27:08",10,15,0.667,0,1,0,1,1,1,1,3,4,5,1,0,4,2,21,20,"2015-01-02_HOU_at_NOP","NOP"
"Jrue Holiday",TRUE,"26:17",3,8,0.375,1,2,0.5,0,0,NA,1,6,7,6,2,2,2,1,7,20,"2015-01-02_HOU_at_NOP","NOP"
"Omer Asik",TRUE,"22:52",3,5,0.6,0,0,NA,3,5,0.6,2,9,11,2,0,0,2,1,9,16,"2015-01-02_HOU_at_NOP","NOP"
"Luke Babbitt",TRUE,"15:39",2,2,1,2,2,1,2,2,1,0,0,0,0,1,0,2,0,8,11,"2015-01-02_HOU_at_NOP","NOP"
"Dante Cunningham",FALSE,"28:20",5,7,0.714,0,0,NA,3,3,1,0,0,0,0,3,1,0,1,13,16,"2015-01-02_HOU_at_NOP","NOP"
"Ryan Anderson",FALSE,"24:16",9,14,0.643,3,6,0.5,1,1,1,1,4,5,1,1,0,2,0,22,9,"2015-01-02_HOU_at_NOP","NOP"
"Jimmer Fredette",FALSE,"20:52",4,8,0.5,1,4,0.25,1,1,1,0,0,0,2,1,0,1,1,10,8,"2015-01-02_HOU_at_NOP","NOP"
"Austin Rivers",FALSE,"18:21",3,8,0.375,0,0,NA,0,0,NA,2,1,3,2,0,1,1,2,6,10,"2015-01-02_HOU_at_NOP","NOP"
"Alexis Ajinca",FALSE,"16:05",3,7,0.429,0,0,NA,0,0,NA,3,6,9,1,1,0,1,3,6,5,"2015-01-02_HOU_at_NOP","NOP"
"Jeff Withey",FALSE,"6:07",0,1,0,0,0,NA,2,4,0.5,1,1,2,0,0,1,0,1,2,1,"2015-01-02_HOU_at_NOP","NOP"
"Russ Smith",FALSE,"3:22",0,1,0,0,0,NA,0,0,NA,0,0,0,2,0,0,0,0,0,-2,"2015-01-02_HOU_at_NOP","NOP"
"John Salmons",FALSE,"0:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-01-02_HOU_at_NOP","NOP"
"Anthony Davis",TRUE,"39:03",9,12,0.75,0,0,NA,3,4,0.75,2,8,10,2,0,1,3,3,21,-4,"2015-01-05_WAS_at_NOP","NOP"
"Jrue Holiday",TRUE,"34:14",6,16,0.375,1,5,0.2,0,0,NA,0,0,0,5,4,0,4,3,13,-4,"2015-01-05_WAS_at_NOP","NOP"
"Eric Gordon",TRUE,"32:52",2,8,0.25,0,4,0,2,2,1,0,4,4,5,0,0,2,3,6,-10,"2015-01-05_WAS_at_NOP","NOP"
"Omer Asik",TRUE,"27:07",1,1,1,0,0,NA,0,0,NA,1,7,8,0,0,1,2,0,2,-5,"2015-01-05_WAS_at_NOP","NOP"
"Luke Babbitt",TRUE,"5:12",0,0,NA,0,0,NA,0,0,NA,0,1,1,0,0,0,0,0,0,-3,"2015-01-05_WAS_at_NOP","NOP"
"Tyreke Evans",FALSE,"33:44",7,14,0.5,2,4,0.5,5,6,0.833,3,4,7,4,1,3,6,3,21,1,"2015-01-05_WAS_at_NOP","NOP"
"Ryan Anderson",FALSE,"27:52",4,12,0.333,3,5,0.6,3,5,0.6,1,2,3,3,1,0,0,3,14,-4,"2015-01-05_WAS_at_NOP","NOP"
"Dante Cunningham",FALSE,"25:56",3,6,0.5,0,0,NA,0,0,NA,2,2,4,0,2,0,0,2,6,0,"2015-01-05_WAS_at_NOP","NOP"
"Jimmer Fredette",FALSE,"6:05",0,2,0,0,1,0,0,0,NA,0,1,1,0,0,0,0,0,0,-3,"2015-01-05_WAS_at_NOP","NOP"
"Austin Rivers",FALSE,"5:57",1,2,0.5,0,0,NA,0,0,NA,0,0,0,0,0,0,1,1,2,-2,"2015-01-05_WAS_at_NOP","NOP"
"Alexis Ajinca",FALSE,"1:58",0,1,0,0,0,NA,0,0,NA,1,0,1,0,0,0,0,0,0,-1,"2015-01-05_WAS_at_NOP","NOP"
"John Salmons",FALSE,"0:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-01-05_WAS_at_NOP","NOP"
"Jeff Withey",FALSE,"0:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-01-05_WAS_at_NOP","NOP"
"Anthony Davis",TRUE,"41:31",15,24,0.625,0,0,NA,2,2,1,2,10,12,1,0,4,1,3,32,1,"2015-01-07_NOP_at_CHO","NOP"
"Eric Gordon",TRUE,"38:59",5,13,0.385,3,7,0.429,1,2,0.5,0,2,2,4,1,2,2,3,14,-5,"2015-01-07_NOP_at_CHO","NOP"
"Jrue Holiday",TRUE,"38:24",6,13,0.462,2,4,0.5,2,4,0.5,2,4,6,9,2,2,3,4,16,-5,"2015-01-07_NOP_at_CHO","NOP"
"Tyreke Evans",TRUE,"35:22",4,11,0.364,0,3,0,2,4,0.5,1,6,7,3,1,0,5,2,10,5,"2015-01-07_NOP_at_CHO","NOP"
