"player","starter","MP","FG","FGA","FG_pct","3P","3PA","3P_pct","FT","FTA","FT_pct","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","plus_minus","game","team"
"J.R. Smith",TRUE,"36:15",8,20,0.4,5,9,0.556,1,2,0.5,1,2,3,5,3,0,3,0,22,-12,"2015-01-02_DET_at_NYK","NYK"
"Jose Calderon",TRUE,"35:59",3,11,0.273,1,4,0.25,0,0,NA,0,6,6,3,1,0,3,2,7,-9,"2015-01-02_DET_at_NYK","NYK"
"Cole Aldrich",TRUE,"35:54",5,15,0.333,0,0,NA,1,2,0.5,6,8,14,1,2,3,3,3,11,-18,"2015-01-02_DET_at_NYK","NYK"
"Pablo Prigioni",TRUE,"23:09",1,5,0.2,1,3,0.333,2,2,1,2,3,5,3,1,0,0,2,5,-16,"2015-01-02_DET_at_NYK","NYK"
"Jason Smith",TRUE,"15:13",2,8,0.25,0,0,NA,1,2,0.5,3,3,6,1,0,0,1,3,5,-14,"2015-01-02_DET_at_NYK","NYK"
"Travis Wear",FALSE,"26:13",4,12,0.333,1,3,0.333,0,0,NA,1,1,2,2,2,0,1,0,9,0,"2015-01-02_DET_at_NYK","NYK"
"Shane Larkin",FALSE,"25:40",3,5,0.6,1,1,1,1,2,0.5,0,1,1,2,2,0,0,1,8,-16,"2015-01-02_DET_at_NYK","NYK"
"Quincy Acy",FALSE,"24:53",4,10,0.4,0,2,0,1,1,1,4,5,9,1,1,1,0,4,9,-6,"2015-01-02_DET_at_NYK","NYK"
"Cleanthony Early",FALSE,"14:57",2,5,0.4,1,2,0.5,0,1,0,0,1,1,0,1,0,0,0,5,13,"2015-01-02_DET_at_NYK","NYK"
"Andrea Bargnani",FALSE,"1:47",0,0,NA,0,0,NA,0,2,0,0,0,0,0,0,0,0,0,0,-2,"2015-01-02_DET_at_NYK","NYK"
"Carmelo Anthony",FALSE,"0:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-01-02_DET_at_NYK","NYK"
