st_cd	year	lhpi_real	lpci_real
30	2011	4.812983	2.450054
31	1975	4.585387	2.163799
31	1976	4.610231	2.148282
31	1977	4.656924	2.144894
31	1978	4.671241	2.219472
31	1979	4.666772	2.146762
31	1980	4.60517	2.080691
31	1981	4.522381	2.154679
31	1982	4.532754	2.162679
31	1983	4.499059	2.166213
31	1984	4.47014	2.243005
31	1985	4.452151	2.265519
31	1986	4.469844	2.290095
31	1987	4.434089	2.295709
31	1988	4.408919	2.320856
31	1989	4.399911	2.33249
31	1990	4.402575	2.3621
31	1991	4.394542	2.356613
31	1992	4.416306	2.381518
31	1993	4.433969	2.374
31	1994	4.483142	2.408376
31	1995	4.509351	2.42119
31	1996	4.520006	2.458941
31	1997	4.541873	2.442262
31	1998	4.574226	2.487565
31	1999	4.602209	2.516859
31	2000	4.596766	2.53184
31	2001	4.60429	2.54669
31	2002	4.625974	2.569801
31	2003	4.638963	2.622108
31	2004	4.665129	2.634893
31	2005	4.68342	2.63142
31	2006	4.676942	2.635283
31	2007	4.667061	2.674403
31	2008	4.632133	2.713342
31	2009	4.630922	2.683051
31	2010	4.601664	2.685876
31	2011	4.563658	2.711947
32	1975	4.407798	2.294358
32	1976	4.439394	2.321974
32	1977	4.511423	2.338386
32	1978	4.606452	2.370321
32	1979	4.691817	2.370534
32	1980	4.60517	2.330103
32	1981	4.578206	2.289884
32	1982	4.565309	2.257401
32	1983	4.533261	2.294232
32	1984	4.469771	2.304722
32	1985	4.439456	2.311623
32	1986	4.453329	2.32315
32	1987	4.436496	2.32836
32	1988	4.409352	2.358534
32	1989	4.409352	2.370013
32	1990	4.437606	2.369192
32	1991	4.453743	2.372782
32	1992	4.458616	2.400187
32	1993	4.455643	2.402522
32	1994	4.455645	2.436061
32	1995	4.469698	2.458537
32	1996	4.476116	2.476567
32	1997	4.464724	2.478483
32	1998	4.463235	2.494636
32	1999	4.433414	2.487534
32	2000	4.419669	2.484143
32	2001	4.429656	2.443697
32	2002	4.475479	2.449036
32	2003	4.543137	2.481748
32	2004	4.781754	2.539897
32	2005	4.972754	2.584412
32	2006	5.023432	2.579277
32	2007	4.945515	2.577462
32	2008	4.698792	2.568897
32	2009	4.482337	2.467383
32	2010	4.324184	2.451709
32	2011	4.154098	2.446923
33	1975	4.433226	2.010237
33	1976	4.524459	2.039212
33	1977	4.564548	2.077905
33	1978	4.60922	2.136264
33	1979	4.687428	2.154081
33	1980	4.60517	2.159177
33	1981	4.527806	2.163115
33	1982	4.517941	2.222038
33	1983	4.553293	2.260293
33	1984	4.641345	2.320603
33	1985	4.777488	2.348511
33	1986	4.957807	2.388016
33	1987	5.055651	2.416923
33	1988	5.031148	2.433123
33	1989	4.978219	2.422275
33	1990	4.855617	2.371516
33	1991	4.7288	2.376332
33	1992	4.672386	2.390116
33	1993	4.637626	2.377505
33	1994	4.611979	2.424098
33	1995	4.601356	2.447356
33	1996	4.605767	2.482038
33	1997	4.614767	2.47115
33	1998	4.654945	2.523391
33	1999	4.713411	2.536915
33	2000	4.796709	2.57836
33	2001	4.870716	2.565539
33	2002	4.957532	2.584826
33	2003	5.010153	2.57497
33	2004	5.089042	2.60376
33	2005	5.156547	2.582727
33	2006	5.155379	2.612485
33	2007	5.121784	2.632527
33	2008	5.041953	2.634907
33	2009	4.98889	2.621017
33	2010	4.937893	2.63903
33	2011	4.879797	2.642348
34	1975	4.464371	2.194171
34	1976	4.431614	2.214722
34	1977	4.43367	2.244166
34	1978	4.493314	2.290497
34	1979	4.587709	2.299365
34	1980	4.60517	2.307871
34	1981	4.55812	2.318368
34	1982	4.545992	2.338228
34	1983	4.539995	2.374247
34	1984	4.6227	2.423668
34	1985	4.727622	2.440115
34	1986	4.884372	2.463532
34	1987	5.033759	2.473755
34	1988	5.075906	2.524786
34	1989	5.02678	2.536618
34	1990	4.933045	2.529322
34	1991	4.853619	2.505602
34	1992	4.82941	2.531666
34	1993	4.813496	2.517698
34	1994	4.785847	2.51942
34	1995	4.761837	2.547617
34	1996	4.751747	2.56561
34	1997	4.744194	2.588516
34	1998	4.76968	2.619066
34	1999	4.799177	2.62455
34	2000	4.854212	2.677307
34	2001	4.923481	2.682393
34	2002	5.012154	2.695077
34	2003	5.082938	2.687535
34	2004	5.186738	2.700653
34	2005	5.294382	2.685483
34	2006	5.341027	2.725827
34	2007	5.313457	2.741868
34	2008	5.223711	2.755065
34	2009	5.151617	2.714572
34	2010	5.102491	2.723791
34	2011	5.037936	2.721022
35	1975	4.529527	2.011419
35	1976	4.562852	2.037277
35	1977	4.622324	2.048532
35	1978	4.63473	2.064506
35	1979	4.640242	2.022427
35	1980	4.60517	2.010493
35	1981	4.610613	2.00092
35	1982	4.634436	1.977547
35	1983	4.582532	1.99694
35	1984	4.538738	2.037332
35	1985	4.532254	2.071027
35	1986	4.561512	2.090084
35	1987	4.54121	2.086482
35	1988	4.497975	2.106982
35	1989	4.494909	2.141113
35	1990	4.462523	2.155601
35	1991	4.453755	2.170632
35	1992	4.470209	2.178062
35	1993	4.489655	2.180713
35	1994	4.544026	2.178306
35	1995	4.567684	2.184104
35	1996	4.559442	2.181092
35	1997	4.546298	2.177738
35	1998	4.546289	2.207957
35	1999	4.529905	2.195916
35	2000	4.501876	2.212862
35	2001	4.498672	2.26005
35	2002	4.51519	2.262003
35	2003	4.553849	2.285632
35	2004	4.623118	2.342566
35	2005	4.715529	2.369247
35	2006	4.805846	2.379796
35	2007	4.846896	2.402685
35	2008	4.797579	2.432971
35	2009	4.765124	2.410577
35	2010	4.710701	2.422529
35	2011	4.632066	2.413441
36	1975	4.630316	2.162376
36	1976	4.529582	2.170557
36	1977	4.572292	2.200805
36	1978	4.553862	2.23532
36	1979	4.594611	2.239732
36	1980	4.60517	2.240178
36	1981	4.556345	2.24738
36	1982	4.634149	2.27252
36	1983	4.644024	2.31209
36	1984	4.750636	2.363451
36	1985	4.876976	2.383584
36	1986	5.01148	2.411868
36	1987	5.118047	2.414581
36	1988	5.149139	2.46714
36	1989	5.106989	2.475119
36	1990	5.04093	2.49118
36	1991	4.986497	2.451594
36	1992	4.972571	2.458401
36	1993	4.948767	2.440206
36	1994	4.904092	2.444981
36	1995	4.874435	2.467218
36	1996	4.864908	2.480402
36	1997	4.852246	2.502233
36	1998	4.886098	2.521665
36	1999	4.922934	2.53147
36	2000	4.979761	2.555224
36	2001	5.044381	2.544659
36	2002	5.118744	2.558607
36	2003	5.18547	2.563085
36	2004	5.270364	2.589628
36	2005	5.356472	2.602174
36	2006	5.385622	2.633259
36	2007	5.365496	2.663923
36	2008	5.300513	2.673923
36	2009	5.254526	2.640881
36	2010	5.211475	2.674127
36	2011	5.164782	2.668959
37	1975	4.904495	2.201002
37	1976	4.83143	2.188819
37	1977	4.805854	2.154103
37	1978	4.791007	2.138522
37	1979	4.72261	2.054429
37	1980	4.60517	1.96851
37	1981	4.515389	1.93961
37	1982	4.468808	1.933095
37	1983	4.463283	1.965914
37	1984	4.477189	2.02864
37	1985	4.507626	2.047022
37	1986	4.543775	2.084253
37	1987	4.556803	2.091402
37	1988	4.546094	2.120144
37	1989	4.515813	2.124194
37	1990	4.471198	2.108046
37	1991	4.441429	2.090943
37	1992	4.43413	2.122771
37	1993	4.424326	2.127363
37	1994	4.43696	2.139467
37	1995	4.451616	2.150171
37	1996	4.462847	2.161936
37	1997	4.468594	2.168955
37	1998	4.504505	2.204467
37	1999	4.521374	2.226109
37	2000	4.525812	2.251028
37	2001	4.551867	2.244497
37	2002	4.55943	2.242952
37	2003	4.562317	2.242132
37	2004	4.57276	2.269481
37	2005	4.596268	2.265873
37	2006	4.632257	2.269121
37	2007	4.650159	2.267809
37	2008	4.619499	2.263203
37	2009	4.597185	2.231866
37	2010	4.537184	2.234109
37	2011	4.470966	2.232328
38	1975	4.602244	2.176585
38	1976	4.66064	2.086335
38	1977	4.700475	2.058007
38	1978	4.671713	2.199521
38	1979	4.715719	2.111423
38	1980	4.60517	1.934416
38	1981	4.586246	2.087698
38	1982	4.271107	2.082092
38	1983	4.392206	2.104913
38	1984	4.474339	2.145087
38	1985	4.40313	2.145668
38	1986	4.402592	2.160571
38	1987	4.370271	2.169262
38	1988	4.289152	2.038527
38	1989	4.264129	2.129033
38	1990	4.242422	2.189832
38	1991	4.241676	2.180786
38	1992	4.246772	2.238927
38	1993	4.263249	2.204796
38	1994	4.292385	2.257275
38	1995	4.316223	2.219572
38	1996	4.321784	2.304857
38	1997	4.321348	2.252199
38	1998	4.354955	2.344634
38	1999	4.33926	2.325886
38	2000	4.317344	2.371281
38	2001	4.330325	2.369366
38	2002	4.356027	2.390347
38	2003	4.389894	2.464435
38	2004	4.430502	2.45121
38	2005	4.480683	2.478251
38	2006	4.526102	2.486604
38	2007	4.551005	2.550565
38	2008	4.544209	2.633419
38	2009	4.564127	2.617636
38	2010	4.557968	2.673179
38	2011	4.561358	2.726879
39	1975	4.612682	2.138936
39	1976	4.634451	2.186285
39	1977	4.668931	2.218477
39	1978	4.72309	2.24433
39	1979	4.718295	2.215274
39	1980	4.60517	2.168597
39	1981	4.521278	2.148739
39	1982	4.428919	2.134943
39	1983	4.392511	2.122167
39	1984	4.376023	2.191909
39	1985	4.375331	2.218978
39	1986	4.409657	2.248679
39	1987	4.447136	2.253963
39	1988	4.473814	2.287059
39	1989	4.472196	2.297277
39	1990	4.465795	2.302046
39	1991	4.465783	2.286472
39	1992	4.489698	2.321643
39	1993	4.502438	2.325325
39	1994	4.519938	2.349097
39	1995	4.541017	2.358992
39	1996	4.563618	2.361843
39	1997	4.579264	2.38871
39	1998	4.601593	2.42137
39	1999	4.621178	2.438623
39	2000	4.625088	2.453366
39	2001	4.648315	2.44868
39	2002	4.679631	2.482308
39	2003	4.694921	2.504656
39	2004	4.699922	2.504348
39	2005	4.701592	2.490944
39	2006	4.690653	2.517481
39	2007	4.65938	2.522496
39	2008	4.603942	2.529094
39	2009	4.595494	2.525903
39	2010	4.550465	2.530724
39	2011	4.489056	2.540892
40	1975	4.437274	2.076356
40	1976	4.489674	2.09521
40	1977	4.532228	2.11409
40	1978	4.635998	2.140935
40	1979	4.666758	2.151919
40	1980	4.60517	2.111425
40	1981	4.569882	2.131696
40	1982	4.607277	2.145816
40	1983	4.619067	2.13378
40	1984	4.538432	2.170405
40	1985	4.463337	2.177321
40	1986	4.427187	2.194485
40	1987	4.321088	2.164824
40	1988	4.217227	2.187911
40	1989	4.207241	2.223821
40	1990	4.171074	2.222617
40	1991	4.159742	2.210008
40	1992	4.169733	2.240925
40	1993	4.182097	2.245068
40	1994	4.19613	2.251541
40	1995	4.20406	2.254178
40	1996	4.216792	2.272525
40	1997	4.229253	2.295308
40	1998	4.263056	2.328685
40	1999	4.274072	2.337583
40	2000	4.270573	2.374757
40	2001	4.290822	2.406521
40	2002	4.315825	2.409616
40	2003	4.335423	2.423566
40	2004	4.361602	2.478247
40	2005	4.37779	2.489196
40	2006	4.396728	2.539306
40	2007	4.423308	2.557023
40	2008	4.402473	2.61593
40	2009	4.416405	2.542356
40	2010	4.405429	2.582185
40	2011	4.361321	2.599319
41	1975	4.430773	2.18707
41	1976	4.495317	2.223888
41	1977	4.610489	2.219191
41	1978	4.693739	2.230711
41	1979	4.690817	2.200209
41	1980	4.60517	2.163898
41	1981	4.459188	2.151307
41	1982	4.454903	2.152058
41	1983	4.454029	2.214938
41	1984	4.407288	2.261106
41	1985	4.363195	2.26696
41	1986	4.360325	2.29366
41	1987	4.345921	2.315406
41	1988	4.348567	2.36294
41	1989	4.383281	2.367882
41	1990	4.461343	2.375106
41	1991	4.502866	2.353464
41	1992	4.536159	2.348179
41	1993	4.576724	2.355857
41	1994	4.648448	2.379614
41	1995	4.708955	2.41357
41	1996	4.747206	2.426382
41	1997	4.775479	2.430419
41	1998	4.805661	2.459877
41	1999	4.79874	2.461035
41	2000	4.796222	2.486888
41	2001	4.82666	2.490908
41	2002	4.860652	2.526431
41	2003	4.894032	2.546376
41	2004	4.958876	2.553771
41	2005	5.086965	2.541046
41	2006	5.215364	2.575517
41	2007	5.234869	2.580204
41	2008	5.168743	2.590021
41	2009	5.08139	2.550499
41	2010	4.998823	2.5572
41	2011	4.901534	2.561315
42	1975	4.706817	2.132442
42	1976	4.714468	2.172074
42	1977	4.702281	2.196698
42	1978	4.693298	2.208641
42	1979	4.69265	2.19961
42	1980	4.60517	2.166193
42	1981	4.536138	2.16223
42	1982	4.510457	2.183508
42	1983	4.491776	2.173777
42	1984	4.509833	2.219782
42	1985	4.551195	2.257046
42	1986	4.634581	2.294314
42	1987	4.748483	2.313354
42	1988	4.842308	2.359037
42	1989	4.859238	2.387611
42	1990	4.834657	2.395133
42	1991	4.812975	2.399192
42	1992	4.803788	2.405547
42	1993	4.792217	2.405928
42	1994	4.75957	2.401959
42	1995	4.736254	2.40499
42	1996	4.730421	2.421318
42	1997	4.719659	2.43771
42	1998	4.740391	2.490143
42	1999	4.744256	2.502893
42	2000	4.74631	2.528659
42	2001	4.784444	2.522931
42	2002	4.838553	2.561185
42	2003	4.884368	2.57738
42	2004	4.952128	2.590683
42	2005	5.026423	2.573718
42	2006	5.070989	2.602271
42	2007	5.070872	2.616868
42	2008	5.016863	2.621505
42	2009	4.990656	2.601883
42	2010	4.955727	2.616104
42	2011	4.893482	2.606238
44	1975	4.553185	2.050654
44	1976	4.532047	2.058903
44	1977	4.549463	2.096416
44	1978	4.627834	2.121315
44	1979	4.656785	2.120671
44	1980	4.60517	2.133574
44	1981	4.512354	2.135639
44	1982	4.496437	2.174326
44	1983	4.548427	2.204729
44	1984	4.570243	2.256694
44	1985	4.653214	2.275528
44	1986	4.819702	2.304972
44	1987	5.045566	2.311171
44	1988	5.115405	2.347623
44	1989	5.098961	2.371384
44	1990	5.030099	2.339767
44	1991	4.951587	2.309371
44	1992	4.910367	2.330252
44	1993	4.877783	2.336789
44	1994	4.834198	2.349562
44	1995	4.813234	2.376936
44	1996	4.791572	2.382139
44	1997	4.771514	2.397959
44	1998	4.786784	2.420484
44	1999	4.803792	2.423162
44	2000	4.860923	2.434068
44	2001	4.925209	2.451917
44	2002	5.043018	2.480546
44	2003	5.142519	2.492933
44	2004	5.285431	2.510601
44	2005	5.380239	2.504241
44	2006	5.390417	2.527412
44	2007	5.345774	2.557581
44	2008	5.232603	2.569805
44	2009	5.160684	2.563694
44	2010	5.103441	2.585648
44	2011	5.035611	2.590663
45	1975	4.63181	1.861905
45	1976	4.634349	1.908746
45	1977	4.633047	1.920468
45	1978	4.644955	1.953714
45	1979	4.65423	1.947909
45	1980	4.60517	1.922788
45	1981	4.581543	1.908065
45	1982	4.557121	1.909699
45	1983	4.540243	1.945038
45	1984	4.529055	2.017069
45	1985	4.526543	2.030586
45	1986	4.543225	2.051861
45	1987	4.553095	2.069268
45	1988	4.55919	2.114339
45	1989	4.550927	2.131861
45	1990	4.539767	2.147438
45	1991	4.53572	2.150548
45	1992	4.548719	2.17902
45	1993	4.539958	2.180205
45	1994	4.542538	2.206662
45	1995	4.54752	2.216443
45	1996	4.55776	2.227673
45	1997	4.581789	2.249861
45	1998	4.622266	2.291479
45	1999	4.651216	2.31175
45	2000	4.660193	2.344782
45	2001	4.687917	2.337484
45	2002	4.711645	2.359396
45	2003	4.730952	2.376424
45	2004	4.762295	2.408088
45	2005	4.805621	2.413436
45	2006	4.853785	2.438424
45	2007	4.867959	2.441363
45	2008	4.84511	2.452111
45	2009	4.851961	2.44947
45	2010	4.797184	2.46198
45	2011	4.732983	2.461592
46	1975	4.627956	2.097882
46	1976	4.571473	2.005362
46	1977	4.58519	2.077042
46	1978	4.615502	2.122527
46	1979	4.622803	2.109532
46	1980	4.60517	1.9876
46	1981	4.432121	2.030682
46	1982	4.389598	1.986135
46	1983	4.414428	2.016469
46	1984	4.433799	2.112676
46	1985	4.392807	2.096877
46	1986	4.427429	2.130423
46	1987	4.419116	2.149189
46	1988	4.350001	2.136646
46	1989	4.336316	2.164254
46	1990	4.331639	2.213541
46	1991	4.35766	2.224643
46	1992	4.382979	2.252229
46	1993	4.417932	2.244139
46	1994	4.457984	2.285168
46	1995	4.478281	2.261767
46	1996	4.489851	2.332911
46	1997	4.506491	2.317111
46	1998	4.528668	2.371789
46	1999	4.530903	2.379821
46	2000	4.528386	2.404669
46	2001	4.543516	2.423805
46	2002	4.569091	2.429721
46	2003	4.592368	2.509362
46	2004	4.62021	2.537162
46	2005	4.661691	2.53226
46	2006	4.692372	2.523808
46	2007	4.704948	2.582362
46	2008	4.693717	2.637857
46	2009	4.704535	2.604477
46	2010	4.67786	2.622661
46	2011	4.64728	2.694373
47	1975	4.679154	1.977651
47	1976	4.646605	2.016621
47	1977	4.673584	2.037754
47	1978	4.695928	2.063915
47	1979	4.672206	2.041091
47	1980	4.60517	1.99796
47	1981	4.581	2.032574
47	1982	4.525726	2.022567
47	1983	4.512606	2.024384
47	1984	4.502823	2.099294
47	1985	4.556223	2.136295
47	1986	4.611416	2.18731
47	1987	4.637576	2.208029
47	1988	4.626886	2.248069
47	1989	4.599619	2.265018
47	1990	4.559325	2.276012
47	1991	4.535991	2.281504
47	1992	4.546706	2.333347
47	1993	4.552634	2.347245
47	1994	4.566956	2.359962
47	1995	4.596161	2.382912
47	1996	4.626879	2.391195
47	1997	4.654037	2.410921
47	1998	4.685944	2.451587
47	1999	4.691452	2.462957
47	2000	4.683722	2.481634
47	2001	4.712703	2.497226
47	2002	4.728951	2.523173
47	2003	4.742254	2.541858
47	2004	4.765068	2.568748
47	2005	4.799645	2.567617
47	2006	4.831905	2.570373
47	2007	4.850623	2.580253
47	2008	4.81868	2.577714
47	2009	4.808257	2.559214
47	2010	4.760742	2.579693
47	2011	4.706604	2.580783
48	1975	4.494985	2.109322
48	1976	4.502311	2.130556
48	1977	4.547151	2.142046
48	1978	4.598464	2.176788
48	1979	4.615441	2.157335
48	1980	4.60517	2.146282
48	1981	4.597572	2.177722
48	1982	4.627896	2.177687
48	1983	4.618087	2.200371
48	1984	4.598415	2.25961
48	1985	4.578857	2.291614
48	1986	4.60294	2.317479
48	1987	4.511868	2.30817
48	1988	4.42979	2.339097
48	1989	4.391429	2.350844
48	1990	4.348924	2.36119
48	1991	4.334642	2.358632
48	1992	4.337379	2.386492
48	1993	4.333337	2.386466
48	1994	4.321567	2.390607
48	1995	4.326379	2.419183
48	1996	4.332048	2.447303
48	1997	4.334881	2.489166
48	1998	4.372199	2.538507
48	1999	4.411915	2.566025
48	2000	4.43454	2.602542
48	2001	4.469401	2.600542
48	2002	4.501579	2.61341
48	2003	4.50385	2.618082
48	2004	4.495955	2.636997
48	2005	4.503641	2.655085
48	2006	4.531506	2.679784
48	2007	4.565329	2.70984
48	2008	4.554883	2.74394
48	2009	4.556899	2.686321
48	2010	4.527398	2.710387
48	2011	4.483584	2.715325
49	1975	4.515663	2.026903
49	1976	4.552958	2.067425
49	1977	4.616519	2.081904
49	1978	4.694088	2.096808
49	1979	4.676792	2.048033
49	1980	4.60517	2.024853
49	1981	4.569704	2.009634
49	1982	4.505235	1.985276
49	1983	4.468696	1.996622
49	1984	4.431274	2.043195
49	1985	4.429544	2.060732
49	1986	4.444122	2.085038
49	1987	4.394892	2.080226
49	1988	4.341005	2.093984
49	1989	4.338518	2.134247
49	1990	4.326948	2.141836
49	1991	4.344972	2.151359
49	1992	4.371335	2.155734
49	1993	4.433632	2.155018
49	1994	4.543976	2.160494
49	1995	4.61316	2.168466
49	1996	4.661514	2.190359
49	1997	4.688532	2.209805
49	1998	4.714454	2.241046
49	1999	4.697646	2.243859
49	2000	4.668426	2.273242
49	2001	4.665514	2.278558
49	2002	4.659662	2.284804
49	2003	4.665439	2.292184
49	2004	4.694763	2.33764
49	2005	4.764996	2.367786
49	2006	4.876895	2.388095
49	2007	4.970402	2.415557
49	2008	4.920158	2.430837
49	2009	4.845318	2.388709
49	2010	4.764248	2.38535
49	2011	4.676268	2.381495
50	1975	4.646369	1.931037
50	1976	4.571289	1.963698
50	1977	4.592893	1.973127
50	1978	4.700716	2.047207
50	1979	4.651849	2.04856
50	1980	4.60517	2.027227
50	1981	4.415014	2.033404
50	1982	4.547779	2.071366
50	1983	4.526656	2.086466
50	1984	4.539496	2.132874
50	1985	4.574047	2.15489
50	1986	4.655259	2.189821
50	1987	4.746207	2.210764
50	1988	4.820912	2.226807
50	1989	4.846467	2.251021
50	1990	4.803615	2.222836
50	1991	4.750506	2.199499
50	1992	4.735195	2.236568
50	1993	4.715845	2.233312
50	1994	4.706346	2.263156
50	1995	4.687205	2.278925
50	1996	4.67326	2.291958
50	1997	4.655649	2.302542
50	1998	4.65634	2.350538
50	1999	4.672563	2.377453
50	2000	4.701553	2.401351
50	2001	4.733159	2.407712
50	2002	4.780485	2.418984
50	2003	4.813308	2.427191
50	2004	4.9113	2.455133
50	2005	5.009212	2.431322
50	2006	5.056789	2.470437
50	2007	5.064033	2.498686
50	2008	5.029652	2.513016
50	2009	5.017522	2.522245
50	2010	4.991942	2.540121
50	2011	4.961643	2.547361
51	1975	4.88298	2.344719
51	1976	4.812044	2.331343
51	1977	4.787633	2.309986
51	1978	4.775021	2.292601
51	1979	4.697864	2.231898
51	1980	4.60517	2.166994
51	1981	4.510783	2.127676
51	1982	4.443296	2.128596
51	1983	4.483081	2.16909
51	1984	4.475244	2.215323
51	1985	4.482524	2.230121
51	1986	4.520494	2.264038
51	1987	4.573153	2.270208
51	1988	4.638124	2.29495
51	1989	4.656029	2.292464
51	1990	4.604576	2.265916
51	1991	4.554931	2.252219
51	1992	4.536065	2.260112
51	1993	4.511357	2.256099
51	1994	4.487614	2.263495
51	1995	4.466513	2.263109
51	1996	4.453386	2.263876
51	1997	4.43202	2.269362
51	1998	4.450519	2.29675
51	1999	4.472206	2.315918
51	2000	4.50608	2.350245
51	2001	4.56307	2.380019
51	2002	4.623316	2.396333
51	2003	4.673935	2.414761
51	2004	4.784478	2.440258
51	2005	4.920166	2.444271
51	2006	4.984385	2.462475
51	2007	4.966056	2.473198
51	2008	4.876524	2.470259
51	2009	4.822939	2.44602
51	2010	4.771433	2.457144
51	2011	4.716554	2.454899
53	1975	4.327885	2.247706
53	1976	4.406118	2.282065
53	1977	4.509019	2.287351
53	1978	4.638066	2.308428
53	1979	4.680476	2.304418
53	1980	4.60517	2.247495
53	1981	4.526299	2.23095
53	1982	4.46293	2.237647
53	1983	4.462229	2.287374
53	1984	4.454003	2.316486
53	1985	4.454254	2.334262
53	1986	4.472797	2.379458
53	1987	4.480987	2.391071
53	1988	4.501805	2.420784
53	1989	4.583637	2.440298
53	1990	4.709585	2.431891
53	1991	4.717744	2.428767
53	1992	4.72231	2.441524
53	1993	4.733407	2.442336
53	1994	4.746194	2.44329
53	1995	4.749661	2.445818
53	1996	4.746377	2.465302
53	1997	4.751549	2.479278
53	1998	4.788627	2.514116
53	1999	4.810672	2.525441
53	2000	4.825334	2.557277
53	2001	4.849225	2.553821
53	2002	4.872982	2.565723
53	2003	4.899859	2.583093
53	2004	4.977904	2.635651
53	2005	5.097763	2.619566
53	2006	5.206656	2.650406
53	2007	5.236406	2.66923
53	2008	5.170736	2.688148
53	2009	5.079441	2.63988
53	2010	5.010965	2.648263
53	2011	4.921688	2.653069
54	1975	4.794154	2.170375
54	1976	4.741005	2.158576
54	1977	4.771075	2.148295
54	1978	4.743847	2.131437
54	1979	4.643553	2.057052
54	1980	4.60517	1.95685
54	1981	4.412264	1.90404
54	1982	4.293859	1.892055
54	1983	4.25	1.880322
54	1984	4.177636	1.907044
54	1985	4.133497	1.907134
54	1986	4.147331	1.919446
54	1987	4.11288	1.907959
54	1988	4.073177	1.93893
54	1989	4.046333	1.938857
54	1990	4.008732	1.948223
54	1991	3.99116	1.945649
54	1992	4.000555	1.978582
54	1993	4.008492	1.971635
54	1994	4.028642	1.980619
54	1995	4.036453	1.977364
54	1996	4.037679	1.982289
54	1997	4.02784	1.980497
54	1998	4.059506	2.022964
54	1999	4.058506	2.030283
54	2000	4.04357	2.049215
54	2001	4.070742	2.086028
54	2002	4.082592	2.107167
54	2003	4.092474	2.106308
54	2004	4.123915	2.114753
54	2005	4.173405	2.097718
54	2006	4.199242	2.131254
54	2007	4.188142	2.129741
54	2008	4.145488	2.139478
54	2009	4.128185	2.145864
54	2010	4.101925	2.158792
54	2011	4.055878	2.164356
55	1975	4.62502	2.148389
55	1976	4.597063	2.171901
55	1977	4.672114	2.208381
55	1978	4.73705	2.229619
55	1979	4.715664	2.213443
55	1980	4.60517	2.170652
55	1981	4.482582	2.140791
55	1982	4.380626	2.147812
55	1983	4.434626	2.151551
55	1984	4.414162	2.205065
55	1985	4.408628	2.219587
55	1986	4.439105	2.265833
55	1987	4.434417	2.273791
55	1988	4.442338	2.285562
55	1989	4.454809	2.31655
55	1990	4.460898	2.316187
55	1991	4.461397	2.299886
55	1992	4.477426	2.326129
55	1993	4.490514	2.324063
55	1994	4.541583	2.342959
55	1995	4.574222	2.351638
55	1996	4.594962	2.369838
55	1997	4.61941	2.3972
55	1998	4.641257	2.450272
55	1999	4.669465	2.469049
55	2000	4.699335	2.493877
55	2001	4.732447	2.513184
55	2002	4.768525	2.544199
55	2003	4.79415	2.558388
55	2004	4.857795	2.580709
55	2005	4.905488	2.573755
55	2006	4.914422	2.599813
55	2007	4.906313	2.609397
55	2008	4.849524	2.602812
55	2009	4.823421	2.589898
55	2010	4.763867	2.590964
55	2011	4.704252	2.585335
56	1975	4.419071	2.271748
56	1976	4.510108	2.281521
56	1977	4.570455	2.32202
56	1978	4.639014	2.368833
56	1979	4.675646	2.325223
56	1980	4.60517	2.319147
56	1981	4.608301	2.299212
56	1982	4.544559	2.271854
56	1983	4.438257	2.178326
56	1984	4.328032	2.203451
56	1985	4.274734	2.228954
56	1986	4.26755	2.240556
56	1987	4.136443	2.212177
56	1988	4.047184	2.22105
56	1989	4.051048	2.295832
56	1990	4.084104	2.342943
56	1991	4.098066	2.345626
56	1992	4.123599	2.350063
56	1993	4.155262	2.341734
56	1994	4.20979	2.330944
56	1995	4.241977	2.318478
56	1996	4.256392	2.302018
56	1997	4.254246	2.332395
56	1998	4.26491	2.37831
56	1999	4.264072	2.411703
56	2000	4.267447	2.438656
56	2001	4.277183	2.467751
56	2002	4.32059	2.498401
56	2003	4.369062	2.552589
56	2004	4.457978	2.616928
56	2005	4.545237	2.660439
56	2006	4.629517	2.727107
56	2007	4.698688	2.731231
56	2008	4.682413	2.79184
56	2009	4.671499	2.691759
56	2010	4.626392	2.726605
56	2011	4.577907	2.73259
