"date","time","away","away_PTS","home","home_PTS","box_available","OT","notes","game_string"
"2017-01-08","3:30 pm","Miami Heat","86","Los Angeles Clippers","98",TRUE,NA,NA,"2017-01-08_MIA_at_LAC"
"2017-01-08","9:30 pm","Orlando Magic","95","Los Angeles Lakers","111",TRUE,NA,NA,"2017-01-08_ORL_at_LAL"
"2017-01-08","8:00 pm","Utah Jazz","79","Memphis Grizzlies","88",TRUE,NA,NA,"2017-01-08_UTA_at_MEM"
"2017-01-08","2:00 pm","Washington Wizards","107","Milwaukee Bucks","101",TRUE,NA,NA,"2017-01-08_WAS_at_MIL"
"2017-01-08","8:30 pm","Cleveland Cavaliers","120","Phoenix Suns","116",TRUE,NA,NA,"2017-01-08_CLE_at_PHO"
"2017-01-08","9:00 pm","Detroit Pistons","125","Portland Trail Blazers","124",TRUE,"2OT",NA,"2017-01-08_DET_at_POR"
"2017-01-08","9:00 pm","Golden State Warriors","117","Sacramento Kings","106",TRUE,NA,NA,"2017-01-08_GSW_at_SAC"
"2017-01-08","6:00 pm","Houston Rockets","129","Toronto Raptors","122",TRUE,NA,NA,"2017-01-08_HOU_at_TOR"
"2017-01-09","8:00 pm","Oklahoma City Thunder","109","Chicago Bulls","94",TRUE,NA,NA,"2017-01-09_OKC_at_CHI"
"2017-01-09","8:00 pm","Dallas Mavericks","92","Minnesota Timberwolves","101",TRUE,NA,NA,"2017-01-09_DAL_at_MIN"
"2017-01-09","7:30 pm","New Orleans Pelicans","110","New York Knicks","96",TRUE,NA,NA,"2017-01-09_NOP_at_NYK"
"2017-01-10","7:30 pm","Atlanta Hawks","117","Brooklyn Nets","97",TRUE,NA,NA,"2017-01-10_ATL_at_BRK"
"2017-01-10","10:30 pm","Miami Heat","95","Golden State Warriors","107",TRUE,NA,NA,"2017-01-10_MIA_at_GSW"
"2017-01-10","8:00 pm","Charlotte Hornets","114","Houston Rockets","121",TRUE,NA,NA,"2017-01-10_CHO_at_HOU"
"2017-01-10","10:30 pm","Portland Trail Blazers","108","Los Angeles Lakers","87",TRUE,NA,NA,"2017-01-10_POR_at_LAL"
"2017-01-10","10:30 pm","Detroit Pistons","94","Sacramento Kings","100",TRUE,NA,NA,"2017-01-10_DET_at_SAC"
"2017-01-10","8:30 pm","Milwaukee Bucks","109","San Antonio Spurs","107",TRUE,NA,NA,"2017-01-10_MIL_at_SAS"
"2017-01-10","7:30 pm","Boston Celtics","106","Toronto Raptors","114",TRUE,NA,NA,"2017-01-10_BOS_at_TOR"
"2017-01-10","9:00 pm","Cleveland Cavaliers","92","Utah Jazz","100",TRUE,NA,NA,"2017-01-10_CLE_at_UTA"
"2017-01-10","7:00 pm","Chicago Bulls","99","Washington Wizards","101",TRUE,NA,NA,"2017-01-10_CHI_at_WAS"
"2017-01-11","8:00 pm","Washington Wizards","108","Boston Celtics","117",TRUE,NA,NA,"2017-01-11_WAS_at_BOS"
"2017-01-11","10:30 pm","Orlando Magic","96","Los Angeles Clippers","105",TRUE,NA,NA,"2017-01-11_ORL_at_LAC"
"2017-01-11","8:00 pm","Houston Rockets","105","Minnesota Timberwolves","119",TRUE,NA,NA,"2017-01-11_HOU_at_MIN"
"2017-01-11","8:00 pm","Memphis Grizzlies","95","Oklahoma City Thunder","103",TRUE,NA,NA,"2017-01-11_MEM_at_OKC"
"2017-01-11","7:00 pm","New York Knicks","97","Philadelphia 76ers","98",TRUE,NA,NA,"2017-01-11_NYK_at_PHI"
"2017-01-11","10:30 pm","Cleveland Cavaliers","86","Portland Trail Blazers","102",TRUE,NA,NA,"2017-01-11_CLE_at_POR"
"2017-01-12","7:30 pm","New Orleans Pelicans","104","Brooklyn Nets","95",TRUE,NA,NA,"2017-01-12_NOP_at_BRK"
"2017-01-12","3:00 pm","Indiana Pacers","112","Denver Nuggets","140",TRUE,NA,"at London, England","2017-01-12_IND_at_DEN"
"2017-01-12","10:30 pm","Detroit Pistons","107","Golden State Warriors","127",TRUE,NA,NA,"2017-01-12_DET_at_GSW"
"2017-01-12","8:00 pm","Chicago Bulls","89","New York Knicks","104",TRUE,NA,NA,"2017-01-12_CHI_at_NYK"
"2017-01-12","10:00 pm","Dallas Mavericks","113","Phoenix Suns","108",TRUE,NA,"at Mexico City, Mexico","2017-01-12_DAL_at_PHO"
"2017-01-12","8:30 pm","Los Angeles Lakers","94","San Antonio Spurs","134",TRUE,NA,NA,"2017-01-12_LAL_at_SAS"
"2017-01-13","8:00 pm","Boston Celtics","103","Atlanta Hawks","101",TRUE,NA,NA,"2017-01-13_BOS_at_ATL"
"2017-01-13","8:00 pm","Memphis Grizzlies","110","Houston Rockets","105",TRUE,NA,NA,"2017-01-13_MEM_at_HOU"
"2017-01-13","8:00 pm","Miami Heat","108","Milwaukee Bucks","116",TRUE,NA,NA,"2017-01-13_MIA_at_MIL"
"2017-01-13","8:00 pm","Oklahoma City Thunder","86","Minnesota Timberwolves","96",TRUE,NA,NA,"2017-01-13_OKC_at_MIN"
"2017-01-13","7:00 pm","Charlotte Hornets","93","Philadelphia 76ers","102",TRUE,NA,NA,"2017-01-13_CHO_at_PHI"
"2017-01-13","10:00 pm","Orlando Magic","115","Portland Trail Blazers","109",TRUE,NA,NA,"2017-01-13_ORL_at_POR"
"2017-01-13","10:30 pm","Cleveland Cavaliers","120","Sacramento Kings","108",TRUE,NA,NA,"2017-01-13_CLE_at_SAC"
"2017-01-13","7:30 pm","Brooklyn Nets","113","Toronto Raptors","132",TRUE,NA,NA,"2017-01-13_BRK_at_TOR"
"2017-01-13","10:30 pm","Detroit Pistons","77","Utah Jazz","110",TRUE,NA,NA,"2017-01-13_DET_at_UTA"
"2017-01-14","5:00 pm","New Orleans Pelicans","99","Chicago Bulls","107",TRUE,NA,NA,"2017-01-14_NOP_at_CHI"
"2017-01-14","3:30 pm","Los Angeles Lakers","97","Los Angeles Clippers","113",TRUE,NA,NA,"2017-01-14_LAL_at_LAC"
"2017-01-14","6:00 pm","San Antonio Spurs","105","Phoenix Suns","108",TRUE,NA,"at Mexico City, Mexico","2017-01-14_SAS_at_PHO"
"2017-01-14","9:00 pm","Orlando Magic","107","Utah Jazz","114",TRUE,NA,NA,"2017-01-14_ORL_at_UTA"
"2017-01-14","8:00 pm","Philadelphia 76ers","93","Washington Wizards","109",TRUE,NA,NA,"2017-01-14_PHI_at_WAS"
"2017-01-15","3:00 pm","Milwaukee Bucks","98","Atlanta Hawks","111",TRUE,NA,NA,"2017-01-15_MIL_at_ATL"
"2017-01-15","6:00 pm","Houston Rockets","137","Brooklyn Nets","112",TRUE,NA,NA,"2017-01-15_HOU_at_BRK"
"2017-01-15","2:00 pm","Minnesota Timberwolves","87","Dallas Mavericks","98",TRUE,NA,NA,"2017-01-15_MIN_at_DAL"
"2017-01-15","9:30 pm","Detroit Pistons","102","Los Angeles Lakers","97",TRUE,NA,NA,"2017-01-15_DET_at_LAL"
"2017-01-15","9:00 pm","Chicago Bulls","108","Memphis Grizzlies","104",TRUE,NA,NA,"2017-01-15_CHI_at_MEM"
"2017-01-15","9:00 pm","Oklahoma City Thunder","122","Sacramento Kings","118",TRUE,NA,NA,"2017-01-15_OKC_at_SAC"
"2017-01-15","3:00 pm","New York Knicks","101","Toronto Raptors","116",TRUE,NA,NA,"2017-01-15_NYK_at_TOR"
"2017-01-16","7:30 pm","Charlotte Hornets","98","Boston Celtics","108",TRUE,NA,NA,"2017-01-16_CHO_at_BOS"
"2017-01-16","5:00 pm","Orlando Magic","112","Denver Nuggets","125",TRUE,NA,NA,"2017-01-16_ORL_at_DEN"
"2017-01-16","8:00 pm","Cleveland Cavaliers","91","Golden State Warriors","126",TRUE,NA,NA,"2017-01-16_CLE_at_GSW"
"2017-01-16","4:00 pm","New Orleans Pelicans","95","Indiana Pacers","98",TRUE,NA,NA,"2017-01-16_NOP_at_IND"
"2017-01-16","10:30 pm","Oklahoma City Thunder","98","Los Angeles Clippers","120",TRUE,NA,NA,"2017-01-16_OKC_at_LAC"
"2017-01-16","3:30 pm","Philadelphia 76ers","113","Milwaukee Bucks","104",TRUE,NA,NA,"2017-01-16_PHI_at_MIL"
"2017-01-16","1:00 pm","Atlanta Hawks","108","New York Knicks","107",TRUE,NA,NA,"2017-01-16_ATL_at_NYK"
"2017-01-16","9:00 pm","Utah Jazz","106","Phoenix Suns","101",TRUE,NA,NA,"2017-01-16_UTA_at_PHO"
"2017-01-16","2:00 pm","Portland Trail Blazers","101","Washington Wizards","120",TRUE,NA,NA,"2017-01-16_POR_at_WAS"
"2017-01-17","7:30 pm","Toronto Raptors","119","Brooklyn Nets","109",TRUE,NA,NA,"2017-01-17_TOR_at_BRK"
"2017-01-17","8:00 pm","Dallas Mavericks","99","Chicago Bulls","98",TRUE,NA,NA,"2017-01-17_DAL_at_CHI"
"2017-01-17","10:30 pm","Denver Nuggets","127","Los Angeles Lakers","121",TRUE,NA,NA,"2017-01-17_DEN_at_LAL"
"2017-01-17","7:30 pm","Houston Rockets","103","Miami Heat","109",TRUE,NA,NA,"2017-01-17_HOU_at_MIA"
"2017-01-17","8:30 pm","Minnesota Timberwolves","114","San Antonio Spurs","122",TRUE,NA,NA,"2017-01-17_MIN_at_SAS"
"2017-01-18","7:30 pm","New York Knicks","117","Boston Celtics","106",TRUE,NA,NA,"2017-01-18_NYK_at_BOS"
"2017-01-18","7:00 pm","Portland Trail Blazers","85","Charlotte Hornets","107",TRUE,NA,NA,"2017-01-18_POR_at_CHO"
"2017-01-18","8:00 pm","Atlanta Hawks","95","Detroit Pistons","118",TRUE,NA,NA,"2017-01-18_ATL_at_DET"
"2017-01-18","10:30 pm","Oklahoma City Thunder","100","Golden State Warriors","121",TRUE,NA,NA,"2017-01-18_OKC_at_GSW"
"2017-01-18","8:00 pm","Milwaukee Bucks","92","Houston Rockets","111",TRUE,NA,NA,"2017-01-18_MIL_at_HOU"
"2017-01-18","8:00 pm","Orlando Magic","98","New Orleans Pelicans","118",TRUE,NA,NA,"2017-01-18_ORL_at_NOP"
"2017-01-18","7:00 pm","Toronto Raptors","89","Philadelphia 76ers","94",TRUE,NA,NA,"2017-01-18_TOR_at_PHI"
"2017-01-18","10:30 pm","Indiana Pacers","106","Sacramento Kings","100",TRUE,NA,NA,"2017-01-18_IND_at_SAC"
"2017-01-18","7:00 pm","Memphis Grizzlies","101","Washington Wizards","104",TRUE,NA,NA,"2017-01-18_MEM_at_WAS"
"2017-01-19","7:00 pm","Phoenix Suns","103","Cleveland Cavaliers","118",TRUE,NA,NA,"2017-01-19_PHO_at_CLE"
"2017-01-19","10:30 pm","Minnesota Timberwolves","104","Los Angeles Clippers","101",TRUE,NA,NA,"2017-01-19_MIN_at_LAC"
"2017-01-19","7:30 pm","Dallas Mavericks","95","Miami Heat","99",TRUE,NA,NA,"2017-01-19_DAL_at_MIA"
"2017-01-19","8:00 pm","Washington Wizards","113","New York Knicks","110",TRUE,NA,NA,"2017-01-19_WAS_at_NYK"
"2017-01-19","8:30 pm","Denver Nuggets","104","San Antonio Spurs","118",TRUE,NA,NA,"2017-01-19_DEN_at_SAS"
"2017-01-20","8:00 pm","Chicago Bulls","93","Atlanta Hawks","102",TRUE,NA,NA,"2017-01-20_CHI_at_ATL"
"2017-01-20","7:00 pm","Toronto Raptors","78","Charlotte Hornets","113",TRUE,NA,NA,"2017-01-20_TOR_at_CHO"
"2017-01-20","8:30 pm","Utah Jazz","112","Dallas Mavericks","107",TRUE,"OT",NA,"2017-01-20_UTA_at_DAL"
"2017-01-20","8:00 pm","Golden State Warriors","125","Houston Rockets","108",TRUE,NA,NA,"2017-01-20_GSW_at_HOU"
"2017-01-20","10:30 pm","Indiana Pacers","95","Los Angeles Lakers","108",TRUE,NA,NA,"2017-01-20_IND_at_LAL"
"2017-01-20","8:00 pm","Sacramento Kings","91","Memphis Grizzlies","107",TRUE,NA,NA,"2017-01-20_SAC_at_MEM"
"2017-01-20","8:00 pm","Brooklyn Nets","143","New Orleans Pelicans","114",TRUE,NA,NA,"2017-01-20_BRK_at_NOP"
"2017-01-20","7:00 pm","Milwaukee Bucks","96","Orlando Magic","112",TRUE,NA,NA,"2017-01-20_MIL_at_ORL"
"2017-01-20","7:00 pm","Portland Trail Blazers","92","Philadelphia 76ers","93",TRUE,NA,NA,"2017-01-20_POR_at_PHI"
"2017-01-21","7:00 pm","Philadelphia 76ers","93","Atlanta Hawks","110",TRUE,NA,NA,"2017-01-21_PHI_at_ATL"
"2017-01-21","5:00 pm","Portland Trail Blazers","127","Boston Celtics","123",TRUE,"OT",NA,"2017-01-21_POR_at_BOS"
"2017-01-21","9:00 pm","Sacramento Kings","99","Chicago Bulls","102",TRUE,NA,NA,"2017-01-21_SAC_at_CHI"
"2017-01-21","7:00 pm","Brooklyn Nets","105","Charlotte Hornets","112",TRUE,NA,NA,"2017-01-21_BRK_at_CHO"
"2017-01-21","8:30 pm","San Antonio Spurs","118","Cleveland Cavaliers","115",TRUE,"OT",NA,"2017-01-21_SAS_at_CLE"
"2017-01-21","9:00 pm","Los Angeles Clippers","98","Denver Nuggets","123",TRUE,NA,NA,"2017-01-21_LAC_at_DEN"
"2017-01-21","6:00 pm","Washington Wizards","112","Detroit Pistons","113",TRUE,NA,NA,"2017-01-21_WAS_at_DET"
"2017-01-21","8:00 pm","Houston Rockets","119","Memphis Grizzlies","95",TRUE,NA,NA,"2017-01-21_HOU_at_MEM"
"2017-01-21","7:30 pm","Milwaukee Bucks","97","Miami Heat","109",TRUE,NA,NA,"2017-01-21_MIL_at_MIA"
"2017-01-21","7:30 pm","Phoenix Suns","107","New York Knicks","105",TRUE,NA,NA,"2017-01-21_PHO_at_NYK"
"2017-01-21","9:00 pm","Indiana Pacers","100","Utah Jazz","109",TRUE,NA,NA,"2017-01-21_IND_at_UTA"
"2017-01-22","3:30 pm","Los Angeles Lakers","73","Dallas Mavericks","122",TRUE,NA,NA,"2017-01-22_LAL_at_DAL"
"2017-01-22","7:00 pm","Denver Nuggets","108","Minnesota Timberwolves","111",TRUE,NA,NA,"2017-01-22_DEN_at_MIN"
"2017-01-22","12:00 pm","Golden State Warriors","118","Orlando Magic","98",TRUE,NA,NA,"2017-01-22_GSW_at_ORL"
"2017-01-22","6:00 pm","Phoenix Suns","115","Toronto Raptors","103",TRUE,NA,NA,"2017-01-22_PHO_at_TOR"
"2017-01-23","7:30 pm","Los Angeles Clippers","115","Atlanta Hawks","105",TRUE,NA,NA,"2017-01-23_LAC_at_ATL"
"2017-01-23","7:30 pm","San Antonio Spurs","112","Brooklyn Nets","86",TRUE,NA,NA,"2017-01-23_SAS_at_BRK"
"2017-01-23","7:00 pm","Washington Wizards","109","Charlotte Hornets","99",TRUE,NA,NA,"2017-01-23_WAS_at_CHO"
"2017-01-23","7:30 pm","Sacramento Kings","109","Detroit Pistons","104",TRUE,NA,NA,"2017-01-23_SAC_at_DET"
"2017-01-23","8:00 pm","New York Knicks","109","Indiana Pacers","103",TRUE,NA,NA,"2017-01-23_NYK_at_IND"
"2017-01-23","7:30 pm","Golden State Warriors","102","Miami Heat","105",TRUE,NA,NA,"2017-01-23_GSW_at_MIA"
"2017-01-23","8:00 pm","Houston Rockets","114","Milwaukee Bucks","127",TRUE,NA,NA,"2017-01-23_HOU_at_MIL"
"2017-01-23","8:00 pm","Cleveland Cavaliers","122","New Orleans Pelicans","124",TRUE,NA,NA,"2017-01-23_CLE_at_NOP"
"2017-01-23","9:00 pm","Oklahoma City Thunder","97","Utah Jazz","95",TRUE,NA,NA,"2017-01-23_OKC_at_UTA"
"2017-01-24","9:00 pm","Utah Jazz","93","Denver Nuggets","103",TRUE,NA,NA,"2017-01-24_UTA_at_DEN"
"2017-01-24","7:00 pm","Chicago Bulls","100","Orlando Magic","92",TRUE,NA,NA,"2017-01-24_CHI_at_ORL"
"2017-01-24","7:00 pm","Los Angeles Clippers","110","Philadelphia 76ers","121",TRUE,NA,NA,"2017-01-24_LAC_at_PHI"
"2017-01-24","9:00 pm","Minnesota Timberwolves","112","Phoenix Suns","111",TRUE,NA,NA,"2017-01-24_MIN_at_PHO"
"2017-01-24","7:00 pm","San Antonio Spurs","108","Toronto Raptors","106",TRUE,NA,NA,"2017-01-24_SAS_at_TOR"
"2017-01-24","7:00 pm","Boston Celtics","108","Washington Wizards","123",TRUE,NA,NA,"2017-01-24_BOS_at_WAS"
"2017-01-25","7:30 pm","Houston Rockets","109","Boston Celtics","120",TRUE,NA,NA,"2017-01-25_HOU_at_BOS"
"2017-01-25","7:30 pm","Miami Heat","109","Brooklyn Nets","106",TRUE,NA,NA,"2017-01-25_MIA_at_BRK"
"2017-01-25","8:00 pm","Atlanta Hawks","119","Chicago Bulls","114",TRUE,NA,NA,"2017-01-25_ATL_at_CHI"
"2017-01-25","8:00 pm","Golden State Warriors","113","Charlotte Hornets","103",TRUE,NA,NA,"2017-01-25_GSW_at_CHO"
"2017-01-25","7:00 pm","Sacramento Kings","116","Cleveland Cavaliers","112",TRUE,"OT",NA,"2017-01-25_SAC_at_CLE"
"2017-01-25","8:30 pm","New York Knicks","95","Dallas Mavericks","103",TRUE,NA,NA,"2017-01-25_NYK_at_DAL"
"2017-01-25","8:00 pm","Toronto Raptors","99","Memphis Grizzlies","101",TRUE,NA,NA,"2017-01-25_TOR_at_MEM"
"2017-01-25","8:00 pm","Philadelphia 76ers","114","Milwaukee Bucks","109",TRUE,NA,NA,"2017-01-25_PHI_at_MIL"
"2017-01-25","8:00 pm","Oklahoma City Thunder","114","New Orleans Pelicans","105",TRUE,NA,NA,"2017-01-25_OKC_at_NOP"
"2017-01-25","10:30 pm","Los Angeles Lakers","98","Portland Trail Blazers","105",TRUE,NA,NA,"2017-01-25_LAL_at_POR"
"2017-01-26","9:00 pm","Phoenix Suns","120","Denver Nuggets","127",TRUE,NA,NA,"2017-01-26_PHO_at_DEN"
"2017-01-26","8:00 pm","Indiana Pacers","109","Minnesota Timberwolves","103",TRUE,NA,NA,"2017-01-26_IND_at_MIN"
"2017-01-26","8:00 pm","Dallas Mavericks","98","Oklahoma City Thunder","109",TRUE,NA,NA,"2017-01-26_DAL_at_OKC"
"2017-01-26","10:30 pm","Los Angeles Lakers","88","Utah Jazz","96",TRUE,NA,NA,"2017-01-26_LAL_at_UTA"
"2017-01-27","8:00 pm","Washington Wizards","112","Atlanta Hawks","86",TRUE,NA,NA,"2017-01-27_WAS_at_ATL"
"2017-01-27","7:30 pm","Orlando Magic","98","Boston Celtics","128",TRUE,NA,NA,"2017-01-27_ORL_at_BOS"
"2017-01-27","8:00 pm","Miami Heat","100","Chicago Bulls","88",TRUE,NA,NA,"2017-01-27_MIA_at_CHI"
"2017-01-27","7:30 pm","Brooklyn Nets","116","Cleveland Cavaliers","124",TRUE,NA,NA,"2017-01-27_BRK_at_CLE"
"2017-01-27","7:00 pm","Sacramento Kings","111","Indiana Pacers","115",TRUE,"OT",NA,"2017-01-27_SAC_at_IND"
"2017-01-27","8:00 pm","San Antonio Spurs","103","New Orleans Pelicans","119",TRUE,NA,NA,"2017-01-27_SAS_at_NOP"
"2017-01-27","7:30 pm","Charlotte Hornets","107","New York Knicks","110",TRUE,NA,NA,"2017-01-27_CHO_at_NYK"
"2017-01-27","8:00 pm","Houston Rockets","123","Philadelphia 76ers","118",TRUE,NA,NA,"2017-01-27_HOU_at_PHI"
"2017-01-27","10:00 pm","Memphis Grizzlies","109","Portland Trail Blazers","112",TRUE,NA,NA,"2017-01-27_MEM_at_POR"
"2017-01-27","7:30 pm","Milwaukee Bucks","86","Toronto Raptors","102",TRUE,NA,NA,"2017-01-27_MIL_at_TOR"
"2017-01-28","7:00 pm","Sacramento Kings","109","Charlotte Hornets","106",TRUE,NA,NA,"2017-01-28_SAC_at_CHO"
"2017-01-28","8:30 pm","Los Angeles Clippers","98","Golden State Warriors","144",TRUE,NA,NA,"2017-01-28_LAC_at_GSW"
"2017-01-28","7:30 pm","Detroit Pistons","103","Miami Heat","116",TRUE,NA,NA,"2017-01-28_DET_at_MIA"
"2017-01-28","8:00 pm","Boston Celtics","112","Milwaukee Bucks","108",TRUE,"OT",NA,"2017-01-28_BOS_at_MIL"
"2017-01-28","9:00 pm","Brooklyn Nets","109","Minnesota Timberwolves","129",TRUE,NA,NA,"2017-01-28_BRK_at_MIN"
"2017-01-28","9:00 pm","Denver Nuggets","123","Phoenix Suns","112",TRUE,NA,NA,"2017-01-28_DEN_at_PHO"
"2017-01-28","9:00 pm","Memphis Grizzlies","102","Utah Jazz","95",TRUE,NA,NA,"2017-01-28_MEM_at_UTA"
"2017-01-29","3:00 pm","New York Knicks","139","Atlanta Hawks","142",TRUE,"4OT",NA,"2017-01-29_NYK_at_ATL"
