"player","starter","MP","FG","FGA","FG_pct","3P","3PA","3P_pct","FT","FTA","FT_pct","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","plus_minus","game","team"
"Austin Rivers",TRUE,"37:22",2,11,0.182,1,3,0.333,4,5,0.8,0,4,4,5,0,0,2,4,9,4,"2017-01-02_PHO_at_LAC","LAC"
"Raymond Felton",TRUE,"36:58",5,13,0.385,0,2,0,6,8,0.75,0,4,4,5,1,2,4,3,16,6,"2017-01-02_PHO_at_LAC","LAC"
"J.J. Redick",TRUE,"34:06",9,14,0.643,3,5,0.6,1,1,1,1,3,4,0,0,0,2,2,22,7,"2017-01-02_PHO_at_LAC","LAC"
"DeAndre Jordan",TRUE,"30:45",3,6,0.5,0,0,NA,3,8,0.375,7,13,20,2,0,3,3,3,9,5,"2017-01-02_PHO_at_LAC","LAC"
"Luc Mbah a Moute",TRUE,"23:22",5,6,0.833,1,1,1,2,3,0.667,1,2,3,0,0,1,3,3,13,14,"2017-01-02_PHO_at_LAC","LAC"
"Jamal Crawford",FALSE,"30:45",7,18,0.389,0,1,0,4,4,1,2,5,7,5,0,1,3,3,18,10,"2017-01-02_PHO_at_LAC","LAC"
"Marreese Speights",FALSE,"17:42",1,4,0.25,1,2,0.5,6,6,1,0,6,6,0,0,2,1,2,9,4,"2017-01-02_PHO_at_LAC","LAC"
"Wesley Johnson",FALSE,"14:59",1,2,0.5,1,2,0.5,0,0,NA,0,2,2,0,0,2,0,1,3,2,"2017-01-02_PHO_at_LAC","LAC"
"Brandon Bass",FALSE,"14:01",4,6,0.667,0,0,NA,2,3,0.667,1,0,1,0,0,0,1,0,10,3,"2017-01-02_PHO_at_LAC","LAC"
"Chris Paul",FALSE,"0:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-01-02_PHO_at_LAC","LAC"
"Paul Pierce",FALSE,"0:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-01-02_PHO_at_LAC","LAC"
"Alan Anderson",FALSE,"0:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-01-02_PHO_at_LAC","LAC"
"Austin Rivers",TRUE,"44:08",10,16,0.625,2,4,0.5,6,7,0.857,0,4,4,7,1,1,4,3,28,7,"2017-01-04_MEM_at_LAC","LAC"
"DeAndre Jordan",TRUE,"37:14",7,10,0.7,0,0,NA,4,11,0.364,4,16,20,0,0,2,2,3,18,10,"2017-01-04_MEM_at_LAC","LAC"
"J.J. Redick",TRUE,"37:10",5,13,0.385,2,8,0.25,7,8,0.875,0,3,3,2,0,0,1,1,19,13,"2017-01-04_MEM_at_LAC","LAC"
"Raymond Felton",TRUE,"36:53",4,9,0.444,0,0,NA,3,4,0.75,0,4,4,6,4,0,2,3,11,9,"2017-01-04_MEM_at_LAC","LAC"
"Luc Mbah a Moute",TRUE,"27:53",3,5,0.6,1,1,1,2,3,0.667,1,3,4,2,0,1,0,2,9,3,"2017-01-04_MEM_at_LAC","LAC"
"Jamal Crawford",FALSE,"26:30",6,12,0.5,3,6,0.5,7,7,1,0,1,1,4,0,1,3,2,22,16,"2017-01-04_MEM_at_LAC","LAC"
"Marreese Speights",FALSE,"13:14",1,6,0.167,1,4,0.25,2,2,1,2,4,6,2,0,0,1,5,5,3,"2017-01-04_MEM_at_LAC","LAC"
"Wesley Johnson",FALSE,"6:27",1,1,1,0,0,NA,0,0,NA,0,1,1,0,0,0,0,2,2,-3,"2017-01-04_MEM_at_LAC","LAC"
"Alan Anderson",FALSE,"5:44",0,0,NA,0,0,NA,1,3,0.333,0,0,0,0,0,0,0,1,1,-6,"2017-01-04_MEM_at_LAC","LAC"
"Brandon Bass",FALSE,"4:45",0,1,0,0,0,NA,0,0,NA,1,1,2,0,0,0,0,1,0,-7,"2017-01-04_MEM_at_LAC","LAC"
"Paul Pierce",FALSE,"0:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-01-04_MEM_at_LAC","LAC"
"Chris Paul",FALSE,"0:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-01-04_MEM_at_LAC","LAC"
"DeAndre Jordan",TRUE,"36:33",9,10,0.9,0,0,NA,2,3,0.667,1,8,9,2,1,1,0,2,20,6,"2017-01-06_LAC_at_SAC","LAC"
"Austin Rivers",TRUE,"35:52",9,15,0.6,4,7,0.571,2,3,0.667,2,4,6,2,0,0,3,2,24,8,"2017-01-06_LAC_at_SAC","LAC"
