"player","starter","MP","FG","FGA","FG_pct","3P","3PA","3P_pct","FT","FTA","FT_pct","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","plus_minus","game","team"
"Allen Crabbe",TRUE,"40:04",4,10,0.4,1,5,0.2,1,2,0.5,0,8,8,1,0,1,2,3,10,14,"2017-01-01_POR_at_MIN","POR"
"C.J. McCollum",TRUE,"39:14",16,25,0.64,3,6,0.5,8,9,0.889,1,4,5,3,3,1,3,3,43,7,"2017-01-01_POR_at_MIN","POR"
"Al-Farouq Aminu",TRUE,"35:39",1,7,0.143,0,2,0,0,0,NA,0,6,6,3,2,0,0,3,2,10,"2017-01-01_POR_at_MIN","POR"
"Maurice Harkless",TRUE,"32:37",3,7,0.429,0,2,0,2,3,0.667,1,4,5,1,2,2,0,2,8,10,"2017-01-01_POR_at_MIN","POR"
"Mason Plumlee",TRUE,"29:00",6,9,0.667,0,0,NA,6,10,0.6,2,6,8,3,1,0,2,2,18,11,"2017-01-01_POR_at_MIN","POR"
"Evan Turner",FALSE,"29:44",5,7,0.714,1,1,1,0,2,0,0,3,3,1,2,4,4,2,11,-10,"2017-01-01_POR_at_MIN","POR"
"Meyers Leonard",FALSE,"10:26",0,6,0,0,4,0,0,0,NA,0,2,2,0,0,0,0,1,0,-2,"2017-01-01_POR_at_MIN","POR"
"Shabazz Napier",FALSE,"8:46",1,2,0.5,1,2,0.5,0,0,NA,0,1,1,1,0,0,2,0,3,-1,"2017-01-01_POR_at_MIN","POR"
"Ed Davis",FALSE,"8:00",0,0,NA,0,0,NA,0,2,0,0,2,2,0,0,0,1,1,0,-3,"2017-01-01_POR_at_MIN","POR"
"Noah Vonleh",FALSE,"6:30",0,0,NA,0,0,NA,0,0,NA,0,1,1,0,0,0,0,2,0,-6,"2017-01-01_POR_at_MIN","POR"
"Jake Layman",FALSE,"0:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-01-01_POR_at_MIN","POR"
"Pat Connaughton",FALSE,"0:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-01-01_POR_at_MIN","POR"
