"player","starter","MP","FG","FGA","FG_pct","3P","3PA","3P_pct","FT","FTA","FT_pct","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","plus_minus","game","team"
"Glenn Robinson",TRUE,"32:16",2,6,0.333,1,3,0.333,4,4,1,0,8,8,1,0,0,1,0,9,9,"2017-01-01_ORL_at_IND","IND"
"Thaddeus Young",TRUE,"31:57",4,12,0.333,2,4,0.5,0,0,NA,1,2,3,1,2,0,3,2,10,10,"2017-01-01_ORL_at_IND","IND"
"Myles Turner",TRUE,"31:14",7,13,0.538,1,1,1,8,9,0.889,4,8,12,3,1,1,1,2,23,7,"2017-01-01_ORL_at_IND","IND"
"Paul George",TRUE,"30:54",5,13,0.385,3,5,0.6,6,7,0.857,1,4,5,3,0,0,1,3,19,13,"2017-01-01_ORL_at_IND","IND"
"Jeff Teague",TRUE,"27:12",5,9,0.556,0,2,0,2,2,1,1,2,3,9,1,1,3,2,12,5,"2017-01-01_ORL_at_IND","IND"
"Aaron Brooks",FALSE,"17:53",6,9,0.667,2,3,0.667,0,0,NA,0,2,2,2,0,1,0,2,14,11,"2017-01-01_ORL_at_IND","IND"
"Kevin Seraphin",FALSE,"16:03",3,3,1,0,0,NA,0,0,NA,1,5,6,0,0,0,1,0,6,3,"2017-01-01_ORL_at_IND","IND"
"C.J. Miles",FALSE,"15:58",4,8,0.5,0,4,0,0,0,NA,0,0,0,2,0,0,0,2,8,0,"2017-01-01_ORL_at_IND","IND"
"Monta Ellis",FALSE,"15:44",2,3,0.667,0,0,NA,0,0,NA,0,4,4,4,1,1,0,0,4,4,"2017-01-01_ORL_at_IND","IND"
"Al Jefferson",FALSE,"13:51",5,9,0.556,0,0,NA,2,2,1,0,3,3,1,0,1,1,2,12,9,"2017-01-01_ORL_at_IND","IND"
"Lavoy Allen",FALSE,"2:55",0,0,NA,0,0,NA,0,0,NA,0,0,0,2,0,0,0,0,0,-3,"2017-01-01_ORL_at_IND","IND"
"Joe Young",FALSE,"2:55",0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,-3,"2017-01-01_ORL_at_IND","IND"
"Georges Niang",FALSE,"1:08",0,1,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,1,0,0,"2017-01-01_ORL_at_IND","IND"
"Paul George",TRUE,"35:46",10,17,0.588,2,3,0.667,10,10,1,1,5,6,2,0,2,2,0,32,-6,"2017-01-03_IND_at_DET","IND"
"Myles Turner",TRUE,"35:31",7,12,0.583,2,2,1,1,2,0.5,2,5,7,1,2,2,1,3,17,-2,"2017-01-03_IND_at_DET","IND"
"Jeff Teague",TRUE,"33:26",5,8,0.625,1,1,1,6,7,0.857,0,3,3,8,1,0,5,1,17,-5,"2017-01-03_IND_at_DET","IND"
"Thaddeus Young",TRUE,"32:38",4,8,0.5,0,3,0,0,0,NA,1,4,5,4,2,0,1,1,8,3,"2017-01-03_IND_at_DET","IND"
"Glenn Robinson",TRUE,"27:31",3,5,0.6,2,3,0.667,0,0,NA,0,2,2,2,0,2,0,1,8,-10,"2017-01-03_IND_at_DET","IND"
"Monta Ellis",FALSE,"20:29",6,6,1,0,0,NA,4,5,0.8,0,1,1,3,0,0,1,1,16,15,"2017-01-03_IND_at_DET","IND"
"Kevin Seraphin",FALSE,"15:22",4,5,0.8,0,0,NA,2,2,1,2,3,5,1,1,0,0,0,10,2,"2017-01-03_IND_at_DET","IND"
"Aaron Brooks",FALSE,"14:34",1,2,0.5,1,1,1,1,2,0.5,0,0,0,2,0,0,1,1,4,10,"2017-01-03_IND_at_DET","IND"
"Al Jefferson",FALSE,"12:29",2,7,0.286,0,0,NA,2,2,1,0,2,2,3,0,0,0,0,6,7,"2017-01-03_IND_at_DET","IND"
"C.J. Miles",FALSE,"12:14",1,4,0.25,1,3,0.333,0,0,NA,0,3,3,0,1,1,0,0,3,11,"2017-01-03_IND_at_DET","IND"
"Georges Niang",FALSE,"0:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-01-03_IND_at_DET","IND"
"Lavoy Allen",FALSE,"0:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-01-03_IND_at_DET","IND"
"Joe Young",FALSE,"0:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-01-03_IND_at_DET","IND"
"Thaddeus Young",TRUE,"32:27",3,10,0.3,1,3,0.333,3,4,0.75,0,6,6,1,0,2,0,3,10,28,"2017-01-05_BRK_at_IND","IND"
"Myles Turner",TRUE,"32:17",9,15,0.6,2,2,1,5,5,1,3,12,15,0,1,5,0,1,25,33,"2017-01-05_BRK_at_IND","IND"
"Paul George",TRUE,"30:51",10,18,0.556,2,4,0.5,4,6,0.667,0,1,1,3,3,0,0,0,26,34,"2017-01-05_BRK_at_IND","IND"
