"player","starter","MP","FG","FGA","FG_pct","3P","3PA","3P_pct","FT","FTA","FT_pct","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","plus_minus","game","team"
"T.J. Warren",TRUE,"41:09",12,20,0.6,0,1,0,0,0,NA,5,3,8,2,1,1,2,3,24,6,"2017-01-02_PHO_at_LAC","PHO"
"Eric Bledsoe",TRUE,"40:31",8,27,0.296,1,5,0.2,5,7,0.714,1,7,8,9,3,0,4,4,22,-2,"2017-01-02_PHO_at_LAC","PHO"
"Devin Booker",TRUE,"33:10",4,15,0.267,1,5,0.2,4,6,0.667,0,1,1,2,2,0,3,5,13,5,"2017-01-02_PHO_at_LAC","PHO"
"Tyson Chandler",TRUE,"22:52",3,3,1,0,0,NA,6,6,1,2,4,6,1,1,0,1,4,12,-6,"2017-01-02_PHO_at_LAC","PHO"
"Marquese Chriss",TRUE,"12:07",1,5,0.2,0,2,0,0,0,NA,1,0,1,0,1,2,1,2,2,-5,"2017-01-02_PHO_at_LAC","PHO"
"P.J. Tucker",FALSE,"35:53",3,8,0.375,0,0,NA,0,0,NA,4,9,13,0,1,1,0,3,6,-6,"2017-01-02_PHO_at_LAC","PHO"
"Alex Len",FALSE,"20:22",5,10,0.5,0,0,NA,0,0,NA,4,3,7,0,1,0,0,2,10,-7,"2017-01-02_PHO_at_LAC","PHO"
"Leandro Barbosa",FALSE,"9:28",1,5,0.2,0,1,0,2,2,1,1,0,1,4,0,0,0,1,4,-20,"2017-01-02_PHO_at_LAC","PHO"
"Brandon Knight",FALSE,"7:29",2,4,0.5,0,0,NA,1,1,1,0,0,0,3,0,0,0,2,5,-9,"2017-01-02_PHO_at_LAC","PHO"
"Tyler Ulis",FALSE,"6:51",0,3,0,0,0,NA,0,0,NA,1,0,1,1,0,0,0,1,0,-5,"2017-01-02_PHO_at_LAC","PHO"
"Jared Dudley",FALSE,"5:22",0,1,0,0,1,0,0,0,NA,0,0,0,0,1,0,0,0,0,4,"2017-01-02_PHO_at_LAC","PHO"
"Dragan Bender",FALSE,"4:46",0,1,0,0,0,NA,0,0,NA,0,2,2,0,0,0,1,2,0,-10,"2017-01-02_PHO_at_LAC","PHO"
"Alan Williams",FALSE,"0:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-01-02_PHO_at_LAC","PHO"
"Devin Booker",TRUE,"35:12",9,19,0.474,3,6,0.5,6,7,0.857,1,1,2,4,1,0,6,3,27,9,"2017-01-03_MIA_at_PHO","PHO"
"Eric Bledsoe",TRUE,"35:11",4,14,0.286,2,4,0.5,7,8,0.875,0,4,4,7,2,1,4,1,17,11,"2017-01-03_MIA_at_PHO","PHO"
"Tyson Chandler",TRUE,"32:06",2,4,0.5,0,0,NA,1,2,0.5,6,14,20,1,0,2,1,3,5,7,"2017-01-03_MIA_at_PHO","PHO"
"Marquese Chriss",TRUE,"30:33",7,11,0.636,2,5,0.4,2,2,1,1,5,6,2,2,0,1,4,18,6,"2017-01-03_MIA_at_PHO","PHO"
"T.J. Warren",TRUE,"16:36",1,3,0.333,0,1,0,0,0,NA,0,0,0,0,0,1,1,2,2,7,"2017-01-03_MIA_at_PHO","PHO"
