"player","starter","MP","FG","FGA","FG_pct","3P","3PA","3P_pct","FT","FTA","FT_pct","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","plus_minus","game","team"
"Marcin Gortat",TRUE,"40:12",6,10,0.6,0,0,NA,1,2,0.5,4,10,14,3,1,0,4,2,13,-13,"2017-01-02_WAS_at_HOU","WAS"
"John Wall",TRUE,"37:00",8,18,0.444,0,2,0,2,3,0.667,1,4,5,12,2,0,5,2,18,-13,"2017-01-02_WAS_at_HOU","WAS"
"Bradley Beal",TRUE,"35:26",9,18,0.5,5,10,0.5,4,4,1,0,3,3,2,2,0,3,0,27,-3,"2017-01-02_WAS_at_HOU","WAS"
"Otto Porter",TRUE,"32:48",4,12,0.333,0,5,0,0,0,NA,0,3,3,1,1,1,0,3,8,-13,"2017-01-02_WAS_at_HOU","WAS"
"Markieff Morris",TRUE,"32:45",5,11,0.455,0,4,0,2,3,0.667,1,7,8,3,0,1,2,5,12,4,"2017-01-02_WAS_at_HOU","WAS"
"Kelly Oubre",FALSE,"23:03",0,4,0,0,1,0,0,0,NA,1,6,7,0,2,0,0,3,0,-11,"2017-01-02_WAS_at_HOU","WAS"
"Marcus Thornton",FALSE,"18:29",3,8,0.375,1,3,0.333,0,0,NA,0,3,3,0,1,0,1,2,7,-5,"2017-01-02_WAS_at_HOU","WAS"
"Trey Burke",FALSE,"11:00",1,3,0.333,0,1,0,0,0,NA,0,0,0,2,0,0,1,2,2,3,"2017-01-02_WAS_at_HOU","WAS"
"Jason Smith",FALSE,"9:17",2,3,0.667,0,0,NA,0,0,NA,0,2,2,0,0,0,1,2,4,1,"2017-01-02_WAS_at_HOU","WAS"
"Tomas Satoransky",FALSE,"0:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-01-02_WAS_at_HOU","WAS"
"Sheldon Mac",FALSE,"0:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-01-02_WAS_at_HOU","WAS"
"Daniel Ochefu",FALSE,"0:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-01-02_WAS_at_HOU","WAS"
"Andrew Nicholson",FALSE,"0:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-01-02_WAS_at_HOU","WAS"
"Marcin Gortat",TRUE,"39:57",5,11,0.455,0,0,NA,2,2,1,4,12,16,4,0,1,1,2,12,5,"2017-01-03_WAS_at_DAL","WAS"
"John Wall",TRUE,"39:21",10,19,0.526,1,3,0.333,6,6,1,0,4,4,8,3,1,4,0,27,5,"2017-01-03_WAS_at_DAL","WAS"
"Otto Porter",TRUE,"36:55",5,11,0.455,3,5,0.6,0,0,NA,0,4,4,3,3,3,1,3,13,7,"2017-01-03_WAS_at_DAL","WAS"
"Bradley Beal",TRUE,"35:17",10,26,0.385,3,11,0.273,2,3,0.667,0,4,4,6,0,0,1,2,25,3,"2017-01-03_WAS_at_DAL","WAS"
"Markieff Morris",TRUE,"25:38",5,10,0.5,1,2,0.5,2,3,0.667,1,4,5,0,0,0,0,3,13,-12,"2017-01-03_WAS_at_DAL","WAS"
