"player","starter","MP","FG","FGA","FG_pct","3P","3PA","3P_pct","FT","FTA","FT_pct","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","plus_minus","game","team"
"Robert Covington",TRUE,"38:45",4,14,0.286,1,9,0.111,4,4,1,1,9,10,2,4,1,2,4,13,-2,"2017-01-03_MIN_at_PHI","PHI"
"T.J. McConnell",TRUE,"35:06",3,9,0.333,0,3,0,0,0,NA,0,7,7,8,2,0,2,1,6,-11,"2017-01-03_MIN_at_PHI","PHI"
"Ersan Ilyasova",TRUE,"32:16",7,14,0.5,3,8,0.375,2,2,1,1,4,5,1,0,1,2,3,19,-3,"2017-01-03_MIN_at_PHI","PHI"
"Nik Stauskas",TRUE,"31:59",3,9,0.333,2,5,0.4,0,0,NA,0,3,3,2,0,0,1,1,8,20,"2017-01-03_MIN_at_PHI","PHI"
"Joel Embiid",TRUE,"29:49",8,20,0.4,1,3,0.333,8,11,0.727,5,3,8,3,1,2,3,3,25,11,"2017-01-03_MIN_at_PHI","PHI"
"Dario Saric",FALSE,"24:16",3,8,0.375,0,3,0,2,2,1,2,5,7,1,2,1,3,1,8,6,"2017-01-03_MIN_at_PHI","PHI"
"Timothe Luwawu-Cabarrot",FALSE,"22:01",0,2,0,0,1,0,4,4,1,0,2,2,1,0,1,2,3,4,-3,"2017-01-03_MIN_at_PHI","PHI"
"Nerlens Noel",FALSE,"11:16",4,5,0.8,0,0,NA,0,0,NA,1,0,1,0,1,0,0,1,8,1,"2017-01-03_MIN_at_PHI","PHI"
"Jahlil Okafor",FALSE,"10:10",1,3,0.333,0,0,NA,0,2,0,2,2,4,0,0,1,1,2,2,-9,"2017-01-03_MIN_at_PHI","PHI"
"Hollis Thompson",FALSE,"4:22",0,1,0,0,0,NA,0,0,NA,0,1,1,1,0,0,0,2,0,0,"2017-01-03_MIN_at_PHI","PHI"
