"player","starter","MP","FG","FGA","FG_pct","3P","3PA","3P_pct","FT","FTA","FT_pct","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","plus_minus","game","team"
"Julius Randle",TRUE,"35:53",3,10,0.3,0,0,NA,9,10,0.9,3,6,9,6,3,2,2,4,15,-7,"2017-01-01_TOR_at_LAL","LAL"
"D'Angelo Russell",TRUE,"30:58",9,18,0.5,6,12,0.5,4,6,0.667,1,3,4,5,1,0,0,2,28,-3,"2017-01-01_TOR_at_LAL","LAL"
"Nick Young",TRUE,"30:20",8,14,0.571,7,9,0.778,3,3,1,0,2,2,0,2,0,2,3,26,1,"2017-01-01_TOR_at_LAL","LAL"
"Luol Deng",TRUE,"30:05",1,6,0.167,0,2,0,0,0,NA,1,2,3,2,0,0,0,1,2,1,"2017-01-01_TOR_at_LAL","LAL"
"Timofey Mozgov",TRUE,"21:07",2,6,0.333,0,0,NA,2,2,1,0,3,3,0,1,1,1,3,6,-7,"2017-01-01_TOR_at_LAL","LAL"
"Brandon Ingram",FALSE,"25:30",2,7,0.286,0,3,0,2,2,1,1,2,3,2,0,0,0,2,6,0,"2017-01-01_TOR_at_LAL","LAL"
"Thomas Robinson",FALSE,"17:25",6,9,0.667,0,0,NA,0,0,NA,7,2,9,2,1,0,1,2,12,-5,"2017-01-01_TOR_at_LAL","LAL"
"Jordan Clarkson",FALSE,"17:16",1,5,0.2,0,2,0,0,1,0,0,1,1,1,0,0,1,0,2,-12,"2017-01-01_TOR_at_LAL","LAL"
"Lou Williams",FALSE,"17:02",3,11,0.273,2,4,0.5,0,2,0,0,0,0,1,0,0,0,1,8,-6,"2017-01-01_TOR_at_LAL","LAL"
"Tarik Black",FALSE,"14:24",2,6,0.333,0,0,NA,5,5,1,3,6,9,0,0,0,0,3,9,-7,"2017-01-01_TOR_at_LAL","LAL"
"Jose Calderon",FALSE,"0:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-01-01_TOR_at_LAL","LAL"
"Marcelo Huertas",FALSE,"0:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-01-01_TOR_at_LAL","LAL"
"Ivica Zubac",FALSE,"0:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-01-01_TOR_at_LAL","LAL"
"Timofey Mozgov",TRUE,"37:31",7,12,0.583,0,0,NA,0,0,NA,1,4,5,1,1,1,1,6,14,18,"2017-01-03_MEM_at_LAL","LAL"
"Julius Randle",TRUE,"37:13",9,15,0.6,0,0,NA,1,4,0.25,2,12,14,11,1,0,2,3,19,21,"2017-01-03_MEM_at_LAL","LAL"
"D'Angelo Russell",TRUE,"32:33",6,12,0.5,6,9,0.667,0,0,NA,0,4,4,6,1,0,2,0,18,18,"2017-01-03_MEM_at_LAL","LAL"
"Luol Deng",TRUE,"31:20",1,4,0.25,1,3,0.333,0,0,NA,2,4,6,6,0,0,1,0,3,15,"2017-01-03_MEM_at_LAL","LAL"
"Nick Young",TRUE,"26:57",6,11,0.545,6,11,0.545,2,4,0.5,0,0,0,2,0,0,0,4,20,9,"2017-01-03_MEM_at_LAL","LAL"
"Brandon Ingram",FALSE,"24:36",2,4,0.5,0,0,NA,2,6,0.333,0,3,3,2,0,1,1,2,6,-1,"2017-01-03_MEM_at_LAL","LAL"
"Jordan Clarkson",FALSE,"18:24",6,9,0.667,3,6,0.5,1,3,0.333,3,4,7,3,0,0,1,3,16,5,"2017-01-03_MEM_at_LAL","LAL"
"Lou Williams",FALSE,"17:17",4,9,0.444,1,4,0.25,5,5,1,0,1,1,2,1,0,0,0,14,-1,"2017-01-03_MEM_at_LAL","LAL"
"Tarik Black",FALSE,"9:55",1,4,0.25,0,0,NA,4,6,0.667,1,2,3,0,1,0,0,3,6,-7,"2017-01-03_MEM_at_LAL","LAL"
"Thomas Robinson",FALSE,"4:14",0,2,0,0,0,NA,0,0,NA,0,0,0,1,0,0,1,2,0,-7,"2017-01-03_MEM_at_LAL","LAL"
"Jose Calderon",FALSE,"0:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-01-03_MEM_at_LAL","LAL"
"Marcelo Huertas",FALSE,"0:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-01-03_MEM_at_LAL","LAL"
"Ivica Zubac",FALSE,"0:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-01-03_MEM_at_LAL","LAL"
"Brandon Ingram",TRUE,"37:26",3,6,0.5,2,4,0.5,3,4,0.75,1,3,4,1,0,1,2,4,11,-6,"2017-01-05_LAL_at_POR","LAL"
"Julius Randle",TRUE,"36:31",4,13,0.308,0,1,0,9,11,0.818,2,7,9,5,1,0,2,5,17,-17,"2017-01-05_LAL_at_POR","LAL"
"Nick Young",TRUE,"35:08",5,15,0.333,3,9,0.333,0,0,NA,1,1,2,1,0,0,0,4,13,-18,"2017-01-05_LAL_at_POR","LAL"
"D'Angelo Russell",TRUE,"34:43",6,18,0.333,0,8,0,10,11,0.909,1,3,4,2,2,0,3,2,22,-12,"2017-01-05_LAL_at_POR","LAL"
"Timofey Mozgov",TRUE,"10:53",3,5,0.6,0,0,NA,1,1,1,0,5,5,0,0,0,0,2,7,-9,"2017-01-05_LAL_at_POR","LAL"
"Jordan Clarkson",FALSE,"31:47",8,14,0.571,4,7,0.571,1,2,0.5,1,2,3,1,2,0,0,2,21,5,"2017-01-05_LAL_at_POR","LAL"
"Lou Williams",FALSE,"23:54",3,8,0.375,1,2,0.5,3,4,0.75,0,3,3,2,0,0,3,0,10,-2,"2017-01-05_LAL_at_POR","LAL"
"Thomas Robinson",FALSE,"14:49",3,5,0.6,0,0,NA,0,0,NA,3,2,5,2,2,0,0,2,6,5,"2017-01-05_LAL_at_POR","LAL"
"Tarik Black",FALSE,"14:49",1,2,0.5,0,0,NA,0,0,NA,1,4,5,1,0,2,1,4,2,9,"2017-01-05_LAL_at_POR","LAL"
"Luol Deng",FALSE,"0:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-01-05_LAL_at_POR","LAL"
"Marcelo Huertas",FALSE,"0:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-01-05_LAL_at_POR","LAL"
"Jose Calderon",FALSE,"0:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-01-05_LAL_at_POR","LAL"
"Metta World Peace",FALSE,"0:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-01-05_LAL_at_POR","LAL"
"Luol Deng",TRUE,"30:02",8,12,0.667,3,4,0.75,0,0,NA,3,11,14,2,0,0,3,3,19,32,"2017-01-06_MIA_at_LAL","LAL"
"Nick Young",TRUE,"29:18",1,9,0.111,1,6,0.167,2,2,1,1,4,5,1,0,0,0,2,5,32,"2017-01-06_MIA_at_LAL","LAL"
"D'Angelo Russell",TRUE,"25:56",7,17,0.412,1,4,0.25,4,6,0.667,3,3,6,5,3,0,0,0,19,17,"2017-01-06_MIA_at_LAL","LAL"
"Julius Randle",TRUE,"24:56",6,9,0.667,0,0,NA,3,3,1,0,6,6,3,1,1,0,2,15,11,"2017-01-06_MIA_at_LAL","LAL"
"Timofey Mozgov",TRUE,"16:05",2,4,0.5,0,0,NA,1,2,0.5,0,2,2,0,0,0,2,1,5,9,"2017-01-06_MIA_at_LAL","LAL"
"Brandon Ingram",FALSE,"28:09",6,9,0.667,0,1,0,5,5,1,1,5,6,4,0,0,0,0,17,10,"2017-01-06_MIA_at_LAL","LAL"
"Tarik Black",FALSE,"25:07",3,5,0.6,0,0,NA,4,4,1,6,5,11,2,0,1,1,4,10,17,"2017-01-06_MIA_at_LAL","LAL"
