"player","starter","MP","FG","FGA","FG_pct","3P","3PA","3P_pct","FT","FTA","FT_pct","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","plus_minus","game","team"
"Darren Collison",TRUE,"35:40",10,16,0.625,2,5,0.4,4,4,1,1,1,2,7,0,0,2,1,26,1,"2017-01-03_SAC_at_DEN","SAC"
"DeMarcus Cousins",TRUE,"34:15",10,25,0.4,3,7,0.429,8,8,1,0,6,6,6,0,1,0,3,31,-2,"2017-01-03_SAC_at_DEN","SAC"
"Kosta Koufos",TRUE,"28:48",8,9,0.889,0,0,NA,2,3,0.667,1,4,5,1,2,0,1,3,18,0,"2017-01-03_SAC_at_DEN","SAC"
"Matt Barnes",TRUE,"27:38",2,6,0.333,1,4,0.25,0,0,NA,0,3,3,3,1,0,0,1,5,0,"2017-01-03_SAC_at_DEN","SAC"
"Ben McLemore",TRUE,"14:55",2,4,0.5,2,3,0.667,0,0,NA,0,2,2,0,0,0,0,2,6,-1,"2017-01-03_SAC_at_DEN","SAC"
"Arron Afflalo",FALSE,"30:09",8,11,0.727,2,4,0.5,1,1,1,0,2,2,2,1,0,2,1,19,2,"2017-01-03_SAC_at_DEN","SAC"
"Anthony Tolliver",FALSE,"25:25",2,4,0.5,1,3,0.333,2,2,1,0,3,3,1,0,0,1,1,7,6,"2017-01-03_SAC_at_DEN","SAC"
"Garrett Temple",FALSE,"25:14",4,9,0.444,0,2,0,0,0,NA,2,3,5,5,2,1,1,0,8,12,"2017-01-03_SAC_at_DEN","SAC"
"Omri Casspi",FALSE,"16:47",0,3,0,0,1,0,0,0,NA,1,4,5,1,1,0,0,1,0,14,"2017-01-03_SAC_at_DEN","SAC"
"Willie Cauley-Stein",FALSE,"1:09",0,1,0,0,0,NA,0,0,NA,0,0,0,0,0,0,1,0,0,3,"2017-01-03_SAC_at_DEN","SAC"
"Ty Lawson",FALSE,"0:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-01-03_SAC_at_DEN","SAC"
"Rudy Gay",FALSE,"0:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-01-03_SAC_at_DEN","SAC"
"Malachi Richardson",FALSE,"0:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-01-03_SAC_at_DEN","SAC"
"Matt Barnes",TRUE,"33:25",5,9,0.556,2,4,0.5,0,0,NA,1,6,7,5,0,1,4,5,12,-22,"2017-01-04_MIA_at_SAC","SAC"
"DeMarcus Cousins",TRUE,"31:41",4,15,0.267,0,4,0,5,8,0.625,0,6,6,4,2,0,1,5,13,-27,"2017-01-04_MIA_at_SAC","SAC"
"Darren Collison",TRUE,"26:40",4,11,0.364,1,1,1,1,1,1,0,2,2,3,0,1,1,3,10,-11,"2017-01-04_MIA_at_SAC","SAC"
"Kosta Koufos",TRUE,"15:12",2,2,1,0,0,NA,2,2,1,1,3,4,2,1,1,1,1,6,12,"2017-01-04_MIA_at_SAC","SAC"
"Ben McLemore",TRUE,"5:51",0,3,0,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,-7,"2017-01-04_MIA_at_SAC","SAC"
"Garrett Temple",FALSE,"31:29",7,11,0.636,0,4,0,1,1,1,0,0,0,2,3,0,1,3,15,5,"2017-01-04_MIA_at_SAC","SAC"
"Arron Afflalo",FALSE,"31:03",5,8,0.625,3,3,1,2,2,1,0,1,1,1,0,0,3,4,15,-8,"2017-01-04_MIA_at_SAC","SAC"
"Ty Lawson",FALSE,"29:09",7,11,0.636,1,1,1,0,0,NA,0,0,0,6,1,0,4,3,15,12,"2017-01-04_MIA_at_SAC","SAC"
"Anthony Tolliver",FALSE,"28:45",5,6,0.833,1,2,0.5,3,3,1,0,3,3,2,0,0,1,3,14,16,"2017-01-04_MIA_at_SAC","SAC"
"Willie Cauley-Stein",FALSE,"6:45",1,2,0.5,0,0,NA,0,0,NA,2,1,3,1,1,0,0,1,2,5,"2017-01-04_MIA_at_SAC","SAC"
"Malachi Richardson",FALSE,"0:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-01-04_MIA_at_SAC","SAC"
"Omri Casspi",FALSE,"0:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-01-04_MIA_at_SAC","SAC"
