"player","starter","MP","FG","FGA","FG_pct","3P","3PA","3P_pct","FT","FTA","FT_pct","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","plus_minus","game","team"
"Russell Westbrook",TRUE,"35:55",9,28,0.321,2,10,0.2,10,11,0.909,0,7,7,6,3,0,5,3,30,3,"2017-01-02_OKC_at_MIL","OKC"
"Victor Oladipo",TRUE,"34:46",7,12,0.583,4,7,0.571,0,0,NA,1,4,5,4,1,0,2,4,18,5,"2017-01-02_OKC_at_MIL","OKC"
"Steven Adams",TRUE,"34:09",9,11,0.818,0,0,NA,2,2,1,3,5,8,2,1,3,0,3,20,5,"2017-01-02_OKC_at_MIL","OKC"
"Domantas Sabonis",TRUE,"25:49",0,1,0,0,1,0,0,0,NA,0,2,2,1,1,0,1,2,0,11,"2017-01-02_OKC_at_MIL","OKC"
"Andre Roberson",TRUE,"19:02",0,2,0,0,2,0,0,0,NA,0,4,4,1,0,0,0,2,0,-1,"2017-01-02_OKC_at_MIL","OKC"
"Jerami Grant",FALSE,"28:37",2,4,0.5,0,1,0,0,2,0,0,3,3,1,0,2,0,0,4,-5,"2017-01-02_OKC_at_MIL","OKC"
"Enes Kanter",FALSE,"22:02",1,6,0.167,0,0,NA,0,0,NA,2,3,5,1,0,0,0,3,2,-13,"2017-01-02_OKC_at_MIL","OKC"
"Alex Abrines",FALSE,"13:52",2,6,0.333,2,4,0.5,0,0,NA,1,1,2,1,1,0,0,2,6,-9,"2017-01-02_OKC_at_MIL","OKC"
"Joffrey Lauvergne",FALSE,"13:43",1,2,0.5,0,0,NA,1,2,0.5,1,2,3,1,0,0,1,0,3,-9,"2017-01-02_OKC_at_MIL","OKC"
"Semaj Christon",FALSE,"12:05",5,6,0.833,1,2,0.5,0,2,0,0,1,1,2,0,0,1,1,11,-7,"2017-01-02_OKC_at_MIL","OKC"
"Anthony Morrow",FALSE,"0:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-01-02_OKC_at_MIL","OKC"
"Nick Collison",FALSE,"0:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-01-02_OKC_at_MIL","OKC"
"Kyle Singler",FALSE,"0:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-01-02_OKC_at_MIL","OKC"
"Steven Adams",TRUE,"36:29",8,10,0.8,0,0,NA,2,2,1,4,8,12,3,1,1,2,5,18,-8,"2017-01-04_OKC_at_CHO","OKC"
"Victor Oladipo",TRUE,"35:34",7,20,0.35,3,8,0.375,1,2,0.5,2,1,3,5,1,0,3,5,18,-6,"2017-01-04_OKC_at_CHO","OKC"
"Russell Westbrook",TRUE,"33:48",10,31,0.323,2,12,0.167,11,13,0.846,3,12,15,8,2,1,4,5,33,-8,"2017-01-04_OKC_at_CHO","OKC"
"Andre Roberson",TRUE,"29:59",1,3,0.333,0,1,0,0,0,NA,1,1,2,1,0,0,1,3,2,-10,"2017-01-04_OKC_at_CHO","OKC"
"Domantas Sabonis",TRUE,"17:11",1,4,0.25,0,0,NA,0,0,NA,1,2,3,0,0,0,0,3,2,-8,"2017-01-04_OKC_at_CHO","OKC"
"Jerami Grant",FALSE,"27:21",1,2,0.5,0,0,NA,0,0,NA,1,3,4,0,0,1,1,0,2,-2,"2017-01-04_OKC_at_CHO","OKC"
"Alex Abrines",FALSE,"21:15",2,6,0.333,2,5,0.4,0,0,NA,0,1,1,0,2,0,0,4,6,0,"2017-01-04_OKC_at_CHO","OKC"
"Enes Kanter",FALSE,"19:30",8,13,0.615,1,2,0.5,5,6,0.833,2,6,8,0,0,0,1,3,22,-4,"2017-01-04_OKC_at_CHO","OKC"
"Semaj Christon",FALSE,"14:39",2,3,0.667,0,0,NA,0,0,NA,0,3,3,5,0,0,2,2,4,-4,"2017-01-04_OKC_at_CHO","OKC"
"Anthony Morrow",FALSE,"4:14",2,4,0.5,1,2,0.5,0,0,NA,0,0,0,0,0,0,0,1,5,-5,"2017-01-04_OKC_at_CHO","OKC"
"Joffrey Lauvergne",FALSE,"0:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-01-04_OKC_at_CHO","OKC"
"Nick Collison",FALSE,"0:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-01-04_OKC_at_CHO","OKC"
"Kyle Singler",FALSE,"0:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-01-04_OKC_at_CHO","OKC"
"Victor Oladipo",TRUE,"41:24",6,16,0.375,4,9,0.444,1,2,0.5,2,5,7,2,1,0,1,3,17,-9,"2017-01-05_OKC_at_HOU","OKC"
"Russell Westbrook",TRUE,"37:31",16,34,0.471,8,15,0.533,9,11,0.818,1,7,8,5,2,0,5,2,49,2,"2017-01-05_OKC_at_HOU","OKC"
"Andre Roberson",TRUE,"35:35",6,11,0.545,0,3,0,2,2,1,5,4,9,0,0,2,0,4,14,4,"2017-01-05_OKC_at_HOU","OKC"
"Steven Adams",TRUE,"29:09",2,6,0.333,0,0,NA,4,4,1,1,7,8,3,2,2,2,2,8,-7,"2017-01-05_OKC_at_HOU","OKC"
"Domantas Sabonis",TRUE,"22:17",3,5,0.6,0,0,NA,0,0,NA,0,3,3,1,1,2,0,3,6,1,"2017-01-05_OKC_at_HOU","OKC"
"Enes Kanter",FALSE,"22:28",5,8,0.625,0,0,NA,5,6,0.833,6,7,13,1,0,1,1,2,15,5,"2017-01-05_OKC_at_HOU","OKC"
"Jerami Grant",FALSE,"22:06",1,5,0.2,0,1,0,0,0,NA,0,4,4,2,0,2,0,3,2,-3,"2017-01-05_OKC_at_HOU","OKC"
"Alex Abrines",FALSE,"17:06",1,2,0.5,0,1,0,1,2,0.5,1,1,2,0,0,0,0,2,3,1,"2017-01-05_OKC_at_HOU","OKC"
"Semaj Christon",FALSE,"12:25",1,4,0.25,0,1,0,0,0,NA,0,0,0,1,0,0,0,0,2,-4,"2017-01-05_OKC_at_HOU","OKC"
"Kyle Singler",FALSE,"0:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-01-05_OKC_at_HOU","OKC"
"Nick Collison",FALSE,"0:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-01-05_OKC_at_HOU","OKC"
"Anthony Morrow",FALSE,"0:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-01-05_OKC_at_HOU","OKC"
"Joffrey Lauvergne",FALSE,"0:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-01-05_OKC_at_HOU","OKC"
"Andre Roberson",TRUE,"38:53",3,7,0.429,2,5,0.4,5,8,0.625,0,9,9,0,0,1,0,3,13,17,"2017-01-07_DEN_at_OKC","OKC"
"Russell Westbrook",TRUE,"35:00",10,20,0.5,7,12,0.583,5,6,0.833,2,15,17,11,3,0,5,3,32,24,"2017-01-07_DEN_at_OKC","OKC"
"Victor Oladipo",TRUE,"32:39",7,19,0.368,0,8,0,1,2,0.5,1,2,3,3,2,1,0,3,15,17,"2017-01-07_DEN_at_OKC","OKC"
"Steven Adams",TRUE,"30:55",7,10,0.7,0,0,NA,2,3,0.667,0,5,5,2,1,4,2,3,16,23,"2017-01-07_DEN_at_OKC","OKC"
"Domantas Sabonis",TRUE,"19:24",2,7,0.286,0,2,0,5,5,1,1,4,5,1,1,0,0,2,9,5,"2017-01-07_DEN_at_OKC","OKC"
"Jerami Grant",FALSE,"24:26",1,3,0.333,0,2,0,1,1,1,0,0,0,0,0,4,1,1,3,2,"2017-01-07_DEN_at_OKC","OKC"
"Enes Kanter",FALSE,"21:15",7,12,0.583,0,0,NA,0,0,NA,2,4,6,1,0,1,1,0,14,0,"2017-01-07_DEN_at_OKC","OKC"
"Alex Abrines",FALSE,"19:31",1,4,0.25,1,3,0.333,4,4,1,0,2,2,3,1,0,0,3,7,-1,"2017-01-07_DEN_at_OKC","OKC"
