"player","starter","MP","FG","FGA","FG_pct","3P","3PA","3P_pct","FT","FTA","FT_pct","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","plus_minus","game","team"
"Trevor Ariza",TRUE,"43:38",4,10,0.4,2,6,0.333,0,0,NA,0,6,6,5,3,2,0,1,10,10,"2017-01-02_WAS_at_HOU","HOU"
"James Harden",TRUE,"42:04",6,24,0.25,2,11,0.182,9,10,0.9,1,9,10,10,3,0,6,1,23,14,"2017-01-02_WAS_at_HOU","HOU"
"Montrezl Harrell",TRUE,"33:02",6,11,0.545,0,0,NA,2,3,0.667,3,6,9,1,0,2,2,1,14,5,"2017-01-02_WAS_at_HOU","HOU"
"Ryan Anderson",TRUE,"32:16",3,7,0.429,2,5,0.4,0,0,NA,1,3,4,2,1,1,1,3,8,5,"2017-01-02_WAS_at_HOU","HOU"
"Corey Brewer",TRUE,"15:56",2,4,0.5,0,2,0,0,0,NA,0,1,1,2,0,0,1,1,4,-1,"2017-01-02_WAS_at_HOU","HOU"
"Eric Gordon",FALSE,"36:26",11,18,0.611,6,12,0.5,3,4,0.75,0,2,2,3,0,1,3,4,31,11,"2017-01-02_WAS_at_HOU","HOU"
"Sam Dekker",FALSE,"16:36",0,2,0,0,2,0,0,0,NA,1,5,6,0,1,2,0,1,0,3,"2017-01-02_WAS_at_HOU","HOU"
"Nene Hilario",FALSE,"14:06",4,6,0.667,0,0,NA,1,4,0.25,1,2,3,1,1,1,0,0,9,7,"2017-01-02_WAS_at_HOU","HOU"
"Tyler Ennis",FALSE,"5:56",1,4,0.25,0,1,0,0,0,NA,0,0,0,1,0,0,0,0,2,-4,"2017-01-02_WAS_at_HOU","HOU"
"Kyle Wiltjer",FALSE,"0:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-01-02_WAS_at_HOU","HOU"
"Patrick Beverley",FALSE,"0:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-01-02_WAS_at_HOU","HOU"
"K.J. McDaniels",FALSE,"0:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-01-02_WAS_at_HOU","HOU"
"Bobby Brown",FALSE,"0:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-01-02_WAS_at_HOU","HOU"
"James Harden",TRUE,"38:05",6,16,0.375,2,7,0.286,12,14,0.857,1,7,8,12,1,1,6,2,26,2,"2017-01-05_OKC_at_HOU","HOU"
"Trevor Ariza",TRUE,"35:06",4,14,0.286,2,8,0.25,0,0,NA,1,2,3,1,1,1,0,1,10,0,"2017-01-05_OKC_at_HOU","HOU"
"Ryan Anderson",TRUE,"31:43",5,11,0.455,2,7,0.286,0,0,NA,2,2,4,1,0,0,0,1,12,3,"2017-01-05_OKC_at_HOU","HOU"
"Patrick Beverley",TRUE,"31:01",4,6,0.667,3,4,0.75,0,0,NA,2,6,8,3,2,0,1,5,11,1,"2017-01-05_OKC_at_HOU","HOU"
