"player","starter","MP","FG","FGA","FG_pct","3P","3PA","3P_pct","FT","FTA","FT_pct","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","plus_minus","game","team"
"Kemba Walker",TRUE,"38:03",13,20,0.65,6,8,0.75,2,2,1,0,9,9,4,1,1,1,2,34,-10,"2017-01-02_CHO_at_CHI","CHO"
"Nicolas Batum",TRUE,"36:26",7,16,0.438,1,3,0.333,4,4,1,2,4,6,5,1,0,2,2,19,-9,"2017-01-02_CHO_at_CHI","CHO"
"Marvin Williams",TRUE,"27:54",3,9,0.333,1,3,0.333,2,2,1,1,1,2,1,0,0,1,0,9,-13,"2017-01-02_CHO_at_CHI","CHO"
"Michael Kidd-Gilchrist",TRUE,"26:39",3,10,0.3,0,0,NA,0,0,NA,2,1,3,3,2,0,1,6,6,-16,"2017-01-02_CHO_at_CHI","CHO"
"Roy Hibbert",TRUE,"21:41",2,4,0.5,0,0,NA,2,2,1,0,1,1,0,0,0,1,2,6,8,"2017-01-02_CHO_at_CHI","CHO"
"Jeremy Lamb",FALSE,"26:40",4,7,0.571,1,3,0.333,6,7,0.857,0,6,6,3,1,0,1,2,15,8,"2017-01-02_CHO_at_CHI","CHO"
"Spencer Hawes",FALSE,"26:17",5,9,0.556,0,1,0,0,0,NA,1,2,3,2,0,2,3,3,10,-13,"2017-01-02_CHO_at_CHI","CHO"
"Frank Kaminsky",FALSE,"20:07",2,5,0.4,0,1,0,2,2,1,1,2,3,3,1,0,2,2,6,4,"2017-01-02_CHO_at_CHI","CHO"
"Ramon Sessions",FALSE,"16:12",2,3,0.667,0,0,NA,2,3,0.667,0,1,1,3,1,0,2,0,6,6,"2017-01-02_CHO_at_CHI","CHO"
"Aaron Harrison",FALSE,"0:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-01-02_CHO_at_CHI","CHO"
"Christian Wood",FALSE,"0:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-01-02_CHO_at_CHI","CHO"
"Treveon Graham",FALSE,"0:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-01-02_CHO_at_CHI","CHO"
"Brian Roberts",FALSE,"0:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-01-02_CHO_at_CHI","CHO"
"Nicolas Batum",TRUE,"36:17",7,18,0.389,1,5,0.2,13,15,0.867,1,2,3,4,0,0,2,2,28,6,"2017-01-04_OKC_at_CHO","CHO"
"Kemba Walker",TRUE,"32:59",5,13,0.385,1,4,0.25,9,9,1,2,2,4,9,2,0,3,1,20,9,"2017-01-04_OKC_at_CHO","CHO"
"Michael Kidd-Gilchrist",TRUE,"31:52",7,9,0.778,0,0,NA,0,2,0,2,9,11,0,0,1,1,4,14,3,"2017-01-04_OKC_at_CHO","CHO"
"Marvin Williams",TRUE,"26:46",3,9,0.333,1,3,0.333,1,1,1,2,6,8,1,0,3,1,1,8,0,"2017-01-04_OKC_at_CHO","CHO"
"Roy Hibbert",TRUE,"21:11",0,1,0,0,0,NA,3,4,0.75,1,1,2,0,1,2,0,5,3,-6,"2017-01-04_OKC_at_CHO","CHO"
"Frank Kaminsky",FALSE,"24:14",6,11,0.545,2,5,0.4,3,4,0.75,2,4,6,2,2,1,2,2,17,18,"2017-01-04_OKC_at_CHO","CHO"
"Spencer Hawes",FALSE,"23:49",2,6,0.333,2,3,0.667,2,2,1,0,4,4,2,2,2,1,4,8,10,"2017-01-04_OKC_at_CHO","CHO"
"Ramon Sessions",FALSE,"15:01",3,5,0.6,1,2,0.5,2,3,0.667,0,2,2,3,0,0,1,0,9,2,"2017-01-04_OKC_at_CHO","CHO"
"Marco Belinelli",FALSE,"14:42",1,4,0.25,0,1,0,5,6,0.833,0,2,2,1,0,0,0,1,7,8,"2017-01-04_OKC_at_CHO","CHO"
