"","Tweet.id","Tweet.permalink","Tweet.text","time","impressions","engagements","engagement.rate","retweets","replies","likes","user.profile.clicks","url.clicks","hashtag.clicks","detail.expands","permalink.clicks","follows","email.tweet","dial.phone","media.views","media.engagements"
"1",891821288502722560,"891821288502722560","woaw, v sexual for a t-value distribution 🙄🤔 #rstats #simulation #stimulation https://t.co/oOeoB0AuEu","2017-07-31 00:42",121,17,0.140495867768595,0,0,0,1,3,1,7,0,0,0,0,5,5
"2",891819206576156672,"891819206576156672","idk wha this is but i like it https://t.co/Z465bOpdev","2017-07-31 00:34",26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3",891705392836816896,"891705392836816896","no matter how much i try to like it or even watch highlights, ufc/mma still feels icky + induces constant wince-face 🤕😵","2017-07-30 17:01",36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
