# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=16
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=1435443058
# chain_id=1
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# sampler_t=HMC
# int_time=6.28319
# sample_file=BOOSH-SAMP.TXT
# append_samples=0
#
lp__,accept_stat__,stepsize__,int_time__,energy__,rateA,rateB,rate_diff
-24.2531,6.04084e-10,2.1242,6.28319,26.1791,0.441573,0.560687,0.119114
-24.3425,0.994415,0.432723,6.28319,24.7143,0.334536,0.543242,0.208707
-24.8074,0.938619,0.646151,6.28319,24.9452,0.272991,0.540299,0.267309
-24.2358,1,0.860632,6.28319,25.6793,0.431955,0.663996,0.232041
-25.0644,0.686063,1.28992,6.28319,25.6078,0.54273,0.672695,0.129965
-24.1552,1,1.04112,6.28319,24.7802,0.411557,0.656062,0.244504
-24.3058,0.908397,1.55297,6.28319,24.8677,0.358603,0.683991,0.325388
-24.3058,3.94263e-05,1.93185,6.28319,25.1056,0.358603,0.683991,0.325388
-25.7971,0.927609,0.414695,6.28319,26.0405,0.232144,0.733749,0.501605
-28.434,0.878435,0.537415,6.28319,28.4731,0.212874,0.847114,0.634239
-25.722,1,0.632354,6.28319,28.8141,0.201838,0.593494,0.391657
-25.1834,1,0.93664,6.28319,26.1139,0.253121,0.700598,0.447476
-24.0595,1,1.38243,6.28319,24.6886,0.386661,0.618958,0.232297
-24.0595,1.66573e-06,2.03332,6.28319,24.5197,0.386661,0.618958,0.232297
-24.1871,0.992375,0.454464,6.28319,24.2701,0.434504,0.648086,0.213582
-25.3705,0.836107,0.659888,6.28319,26.003,0.565298,0.54002,-0.0252777
-25.4109,1,0.713654,6.28319,25.7457,0.530294,0.479224,-0.0510696
-24.2489,1,1.04554,6.28319,26.0266,0.457148,0.587365,0.130217
-24.2489,0.44891,1.52675,6.28319,25.416,0.457148,0.587365,0.130217
-24.5204,0.9725,0.805763,6.28319,24.8083,0.432007,0.708901,0.276894
-24.5204,0.811153,1.11637,6.28319,26.228,0.432007,0.708901,0.276894
-24.9616,0.74216,1.14894,6.28319,25.4105,0.546547,0.622231,0.0756841
-24.2615,1,1.04277,6.28319,25.27,0.338187,0.558152,0.219965
-26.2157,0.482598,1.51071,6.28319,27.1966,0.252524,0.418253,0.165728
-25.1751,1,0.858236,6.28319,26.3611,0.401241,0.43594,0.0346993
-25.0252,1,1.24056,6.28319,25.2052,0.336469,0.456983,0.120514
-25.0252,0.0594924,1.78789,6.28319,25.5608,0.336469,0.456983,0.120514
-24.8781,1,0.480725,6.28319,25.4838,0.479222,0.490928,0.0117052
-24.9733,1,0.693365,6.28319,25.1692,0.443742,0.461945,0.0182033
-24.9733,0.724218,0.997181,6.28319,26.111,0.443742,0.461945,0.0182033
-24.2651,1,0.879811,6.28319,25.4853,0.324813,0.576449,0.251637
-24.2651,0.569618,1.26057,6.28319,25.6412,0.324813,0.576449,0.251637
-24.3262,1,0.848825,6.28319,24.6495,0.448354,0.549571,0.101217
-24.4252,0.927545,1.21296,6.28319,24.6887,0.485784,0.584418,0.0986337
-24.4252,0.208844,1.52445,6.28319,26.7913,0.485784,0.584418,0.0986337
-24.4085,0.985791,0.552233,6.28319,25.8083,0.299884,0.638003,0.33812
-24.3782,1,0.768163,6.28319,24.7082,0.341308,0.687073,0.345765
-24.5879,0.965615,1.09221,6.28319,24.6503,0.359735,0.720232,0.360497
-24.5879,0.0355579,1.46053,6.28319,26.4973,0.359735,0.720232,0.360497
-24.087,1,0.399715,6.28319,24.7534,0.369947,0.631687,0.26174
-24.8843,0.915191,0.567457,6.28319,25.0731,0.53536,0.647226,0.111866
-25.2508,1,0.696185,6.28319,26.6402,0.444074,0.766693,0.322619
-24.9688,0.950878,0.983892,6.28319,25.7125,0.522359,0.692242,0.169883
-24.8649,1,1.27725,6.28319,28.6966,0.341745,0.740628,0.398883
-24.8649,0.00974537,1.79683,6.28319,24.9455,0.341745,0.740628,0.398883
-24.2979,1,0.483578,6.28319,31.5728,0.33884,0.671053,0.332213
-24.2979,0.931214,0.680938,6.28319,25.1845,0.33884,0.671053,0.332213
-24.5425,0.935024,0.85357,6.28319,24.892,0.281951,0.596093,0.314142
-25.3355,0.811962,1.07504,6.28319,25.4498,0.254168,0.719699,0.465532
-24.7669,1,1.10407,6.28319,25.2136,0.288438,0.695886,0.407449
-24.5259,0.9739,1.54306,6.28319,27.181,0.388856,0.497436,0.10858
-24.5259,2.07709e-16,2.06191,6.28319,26.2882,0.388856,0.497436,0.10858
-24.7408,0.979133,0.56285,6.28319,24.7884,0.451355,0.489009,0.0376537
-24.4836,1,0.759561,6.28319,24.755,0.448171,0.520777,0.0726061
-24.4565,0.961155,1.05813,6.28319,24.778,0.492398,0.594703,0.102306
-24.4565,0.0302178,1.38152,6.28319,25.5194,0.492398,0.594703,0.102306
-25.4495,0.955824,0.403094,6.28319,25.7016,0.539879,0.486003,-0.0538765
-24.4972,1,0.522511,6.28319,25.636,0.483312,0.555098,0.0717858
-24.4139,0.994927,0.725614,6.28319,26.3414,0.334261,0.688121,0.35386
-26.3473,0.548015,0.997458,6.28319,27.012,0.593402,0.744317,0.150915
-25.7706,1,0.673116,6.28319,26.4764,0.544747,0.749555,0.204808
-24.6965,1,0.931071,6.28319,25.7596,0.521496,0.602727,0.0812315
-24.6965,0.250006,1.28526,6.28319,27.8857,0.521496,0.602727,0.0812315
-24.5948,1,0.544318,6.28319,25.978,0.374301,0.490235,0.115934
-24.3638,1,0.751103,6.28319,24.5722,0.389892,0.51934,0.129448
-24.6591,0.885305,1.03439,6.28319,24.7444,0.290647,0.536508,0.245861
-24.7047,0.977126,1.18902,6.28319,26.1549,0.450858,0.721106,0.270247
-24.7047,0.396207,1.57501,6.28319,25.9856,0.450858,0.721106,0.270247
-26.6372,0.77859,0.846865,6.28319,26.7226,0.479687,0.824676,0.344989
-24.1371,1,0.824957,6.28319,26.6464,0.430741,0.631064,0.200323
-24.1371,0.739103,1.13027,6.28319,25.0711,0.430741,0.631064,0.200323
-25.1499,0.689289,1.0355,6.28319,25.2344,0.233678,0.632203,0.398525
-25.1499,0.618481,0.879457,6.28319,28.1393,0.233678,0.632203,0.398525
-24.5115,1,0.671027,6.28319,25.7172,0.345715,0.707378,0.361662
-25.3291,0.882048,0.916497,6.28319,25.9681,0.330707,0.433955,0.103247
-26.4063,0.715032,1.0447,6.28319,26.4449,0.532404,0.401444,-0.13096
-26.4063,0.724306,0.924157,6.28319,28.5718,0.532404,0.401444,-0.13096
-25.6217,1,0.82961,6.28319,26.7268,0.573229,0.515713,-0.057516
-24.1429,1,1.12833,6.28319,25.5222,0.414159,0.65104,0.236881
-24.1607,1,1.53193,6.28319,25.0405,0.353485,0.572585,0.2191
-24.1607,1.18634e-13,2.07631,6.28319,24.3349,0.353485,0.572585,0.2191
-24.3415,0.987843,0.631732,6.28319,24.462,0.38933,0.522771,0.133441
-24.0765,1,0.841496,6.28319,24.5797,0.4064,0.625622,0.219222
-25.1505,0.631325,1.1395,6.28319,25.3923,0.540725,0.526877,-0.013848
-24.9341,0.96744,0.892653,6.28319,26.6417,0.24761,0.599739,0.352129
-28.8404,0.435232,1.14993,6.28319,30.0088,0.360492,0.890931,0.530439
-25.1463,1,0.675826,6.28319,28.6901,0.353763,0.764091,0.410328
-25.1463,0.953617,0.912646,6.28319,25.9695,0.353763,0.764091,0.410328
-24.4439,1,1.14967,6.28319,25.9906,0.31723,0.54085,0.22362
-24.4439,0.0432764,1.54781,6.28319,24.8091,0.31723,0.54085,0.22362
-24.0946,1,0.516487,6.28319,24.5343,0.364604,0.591127,0.226523
-24.5492,0.928244,0.695705,6.28319,24.5615,0.280976,0.598674,0.317698
-26.0957,0.562508,0.843255,6.28319,30.7958,0.18633,0.579439,0.393109
-24.2296,1,0.601922,6.28319,27.0646,0.323122,0.612735,0.289614
-25.1213,0.897827,0.80854,6.28319,25.4364,0.362354,0.441919,0.079565
-24.7245,1,0.936286,6.28319,25.8307,0.273143,0.558409,0.285266
-27.6301,0.346091,1.25431,6.28319,29.1946,0.414566,0.306226,-0.108339
-24.3207,1,0.658572,6.28319,28.3559,0.413871,0.688319,0.274449
-24.4308,0.96895,0.881716,6.28319,24.4569,0.449774,0.687868,0.238094
-24.9952,0.848676,1.12777,6.28319,25.004,0.47712,0.734998,0.257879
-24.5575,1,1.21459,6.28319,25.0436,0.313636,0.693098,0.379462
-24.2412,1,1.62001,6.28319,24.3825,0.32245,0.625689,0.303239
-24.2412,0.00513665,2.15763,6.28319,24.5056,0.32245,0.625689,0.303239
-24.4731,0.962974,0.706549,6.28319,24.5162,0.288699,0.615748,0.327048
-24.2456,1,0.89386,6.28319,24.5071,0.320358,0.615852,0.295494
-25.1791,0.62474,1.18968,6.28319,25.3681,0.561854,0.642376,0.0805226
-26.1977,0.770928,0.935571,6.28319,26.417,0.609688,0.512094,-0.0975938
-25.6641,1,0.903217,6.28319,26.2755,0.579163,0.52164,-0.0575228
-25.8683,0.918485,1.19956,6.28319,26.9197,0.242736,0.456019,0.213283
-25.3897,1,1.42072,6.28319,25.6728,0.46083,0.433564,-0.0272657
-25.3897,8.39349e-08,1.88221,6.28319,26.3202,0.46083,0.433564,-0.0272657
-27.5531,0.814275,0.625437,6.28319,27.6079,0.522821,0.335477,-0.187344
-24.311,1,0.641826,6.28319,27.9342,0.405748,0.529474,0.123726
-24.311,0.840319,0.850179,6.28319,25.2839,0.405748,0.529474,0.123726
-24.311,0.540972,0.903406,6.28319,27.6227,0.405748,0.529474,0.123726
-24.2062,1,0.637071,6.28319,24.6428,0.447825,0.634703,0.186878
-24.5938,0.901614,0.842201,6.28319,24.6055,0.50964,0.625772,0.116132
-24.4391,1,0.972444,6.28319,25.121,0.369006,0.705602,0.336596
-24.1744,1,1.28262,6.28319,24.5819,0.426237,0.568988,0.142751
-24.1744,0.00796117,1.68956,6.28319,26.8008,0.426237,0.568988,0.142751
-24.3982,0.97925,0.58073,6.28319,24.7338,0.445045,0.685901,0.240856
-24.2208,1,0.744243,6.28319,24.6541,0.33973,0.65312,0.31339
-24.2208,1.52723e-23,3.91885,6.28319,25.3275,0.33973,0.65312,0.31339
-24.2208,3.85618e-250,9.15077,6.28319,24.3581,0.33973,0.65312,0.31339
-24.2574,1,0.90226,6.28319,24.5706,0.419319,0.675658,0.256339
-24.9239,0.889771,0.939707,6.28319,25.4606,0.334203,0.742914,0.408711
-24.7089,1,0.927624,6.28319,25.5482,0.26573,0.623533,0.357803
-24.8746,0.931185,1.43092,6.28319,24.9378,0.266521,0.678333,0.411813
-24.2969,0.824875,1.95558,6.28319,26.6246,0.349385,0.541198,0.191813
-24.2969,0.0096344,2.01051,6.28319,25.0201,0.349385,0.541198,0.191813
-25.0106,0.99527,0.162975,6.28319,26.3028,0.341099,0.75178,0.410681
-24.9304,1,0.294043,6.28319,25.1891,0.333319,0.743125,0.409806
-24.4002,1,0.549709,6.28319,24.9065,0.335254,0.686646,0.351393
-25.2307,0.854772,1.03895,6.28319,25.5482,0.339913,0.766557,0.426644
-24.1125,1,1.2481,6.28319,28.0369,0.35191,0.603125,0.251216
-24.1125,0.000193572,2.37243,6.28319,24.8121,0.35191,0.603125,0.251216
-24.2213,0.999115,0.198986,6.28319,24.3459,0.349578,0.662562,0.312984
-25.0879,0.975818,0.381259,6.28319,25.6142,0.312554,0.746645,0.434091
-24.1405,1,0.67624,6.28319,26.357,0.379335,0.656338,0.277003
-24.1405,0.170911,1.2836,6.28319,27.9067,0.379335,0.656338,0.277003
-24.2243,0.999667,0.195883,6.28319,24.9044,0.385609,0.543646,0.158038
-24.7511,0.983193,0.372512,6.28319,26.0868,0.457887,0.722413,0.264526
-24.3268,1,0.668289,6.28319,25.4428,0.399304,0.692122,0.292818
-24.3197,1,1.24895,6.28319,24.4268,0.380497,0.691282,0.310786
-24.3197,1.81313e-06,2.31112,6.28319,25.0907,0.380497,0.691282,0.310786
-24.7784,0.995747,0.231442,6.28319,24.8888,0.372942,0.739873,0.366931
-25.9832,0.966835,0.425059,6.28319,26.0746,0.355539,0.808639,0.453099
-24.9649,1,0.711613,6.28319,26.247,0.390725,0.754957,0.364232
-26.4464,0.640081,1.29759,6.28319,27.0452,0.483523,0.374304,-0.109219
-24.264,1,0.852382,6.28319,28.5092,0.330711,0.566692,0.235981
-24.264,0.458416,1.53668,6.28319,27.381,0.330711,0.566692,0.235981
-24.4402,0.985534,0.614763,6.28319,24.6798,0.313954,0.545666,0.231711
-24.7804,0.943889,1.05782,6.28319,25.6767,0.516033,0.549901,0.0338677
-24.2455,1,1.611,6.28319,24.8885,0.327482,0.642766,0.315284
-24.2455,4.87364e-32,2.83414,6.28319,25.009,0.327482,0.642766,0.315284
-24.8005,0.988346,0.34148,6.28319,25.4071,0.329321,0.482111,0.15279
-24.7638,0.993196,0.584394,6.28319,25.8879,0.302766,0.710092,0.407326
-24.5122,1,1.00424,6.28319,25.397,0.334089,0.701814,0.367725
-24.5122,0.656469,1.74155,6.28319,26.0906,0.334089,0.701814,0.367725
-25.1632,0.890781,1.23056,6.28319,26.6436,0.340213,0.762225,0.422013
-25.1632,0.414971,1.59561,6.28319,26.7915,0.340213,0.762225,0.422013
-26.5862,0.926266,0.612725,6.28319,26.6329,0.333047,0.829326,0.496279
-25.3211,1,0.870091,6.28319,27.0013,0.356677,0.775416,0.418739
-24.9805,1,1.47895,6.28319,25.54,0.37221,0.755317,0.383107
-24.9805,1.21598e-18,2.49406,6.28319,26.56,0.37221,0.755317,0.383107
-26.4985,0.972393,0.351444,6.28319,26.6648,0.348656,0.828326,0.47967
-25.0348,1,0.555232,6.28319,28.9679,0.253481,0.678862,0.425381
-26.0066,0.940285,0.932087,6.28319,27.4532,0.392963,0.811473,0.418509
-25.4104,1,1.34402,6.28319,26.5361,0.341543,0.777837,0.436294
-25.4104,1.085e-05,2.22578,6.28319,27.9467,0.341543,0.777837,0.436294
-24.0698,1,0.335723,6.28319,26.4914,0.402156,0.623938,0.221782
-24.5166,0.949818,0.557269,6.28319,26.7985,0.285973,0.588025,0.302052
-25.7196,0.84982,0.816149,6.28319,25.9218,0.219319,0.513446,0.294127
-25.3685,1,0.940886,6.28319,25.9682,0.224601,0.658436,0.433835
-25.2166,1,1.53519,6.28319,25.3259,0.236513,0.667874,0.431361
-25.2166,1.09277e-06,2.48879,6.28319,25.6024,0.236513,0.667874,0.431361
-26.3659,0.96627,0.40344,6.28319,26.7775,0.178024,0.661555,0.483531
-26.5481,0.987435,0.60687,6.28319,27.4703,0.188048,0.490115,0.302067
-26.8156,0.90296,0.952755,6.28319,28.3541,0.217381,0.785758,0.568377
-28.4887,0.776854,1.22946,6.28319,29.379,0.206112,0.844737,0.638624
-28.9628,0.894486,1.19225,6.28319,29.5236,0.195876,0.852499,0.656623
-29.2403,1,1.50273,6.28319,30.5458,0.206307,0.865949,0.659642
-29.2403,2.36705e-05,2.3854,6.28319,30.1137,0.206307,0.865949,0.659642
-25.9018,1,0.417231,6.28319,30.998,0.205672,0.525058,0.319385
-26.1022,0.989695,0.663553,6.28319,26.2977,0.187003,0.570892,0.383889
-26.7433,0.870803,1.02626,6.28319,27.0066,0.188479,0.468512,0.280033
-26.8718,0.928218,1.22119,6.28319,27.1504,0.179135,0.47874,0.299606
-26.4398,1,1.64066,6.28319,26.9336,0.174069,0.567776,0.393707
-26.4398,8.80806e-16,2.5611,6.28319,26.443,0.174069,0.567776,0.393707
-26.2822,1,0.474588,6.28319,27.9842,0.222855,0.447316,0.224461
-25.8419,1,0.742127,6.28319,26.3571,0.225304,0.485343,0.260039
-25.8604,0.957906,1.15474,6.28319,26.868,0.212646,0.705373,0.492727
-25.9544,1,1.63736,6.28319,26.189,0.200866,0.685662,0.484797
-25.9544,5.06942e-07,2.52457,6.28319,26.1064,0.200866,0.685662,0.484797
-26.1519,0.999287,0.489113,6.28319,27.4176,0.268687,0.789636,0.520949
-25.0377,1,0.754253,6.28319,26.4734,0.250785,0.672785,0.422
-25.3515,0.933805,1.1595,6.28319,25.4842,0.262637,0.731282,0.468645
-24.5696,1,1.55059,6.28319,25.4913,0.323331,0.70239,0.379059
-24.5696,0.0997447,2.36424,6.28319,24.6865,0.323331,0.70239,0.379059
-24.4745,1,0.583888,6.28319,25.0622,0.292693,0.579836,0.287143
-24.6141,0.971454,0.890725,6.28319,25.1539,0.292703,0.677542,0.384839
-25.9233,0.699214,1.27806,6.28319,26.7421,0.504034,0.415928,-0.0881063
-24.3568,1,1.06364,6.28319,26.5178,0.304034,0.59744,0.293406
-24.3568,0.338752,1.60755,6.28319,25.4811,0.304034,0.59744,0.293406
-24.6079,0.976863,0.658356,6.28319,24.7388,0.27547,0.627266,0.351795
-24.4368,1,0.949207,6.28319,24.7096,0.306992,0.663463,0.356471
-26.4138,0.456184,1.42668,6.28319,26.6582,0.308743,0.817574,0.508831
-24.383,1,0.743368,6.28319,26.8899,0.303166,0.584262,0.281095
-24.5151,0.966109,1.11419,6.28319,24.5312,0.285275,0.593189,0.307914
-24.9441,0.815715,1.55871,6.28319,25.1812,0.253131,0.562255,0.309123
-25.4773,0.815629,1.62996,6.28319,25.5335,0.218864,0.660704,0.44184
-25.1439,1,1.7034,6.28319,25.5798,0.236887,0.570741,0.333854
-25.1439,1.88947e-12,2.52456,6.28319,25.1633,0.236887,0.570741,0.333854
-25.3878,0.985256,0.563823,6.28319,25.4187,0.229303,0.539995,0.310692
-25.5853,0.971597,0.813809,6.28319,26.0202,0.221725,0.690553,0.468828
-25.356,1,1.14124,6.28319,25.8454,0.22562,0.561044,0.335424
-24.9914,1,1.68242,6.28319,25.4714,0.268859,0.516881,0.248022
-24.9914,4.69282e-05,2.47189,6.28319,26.4852,0.268859,0.516881,0.248022
-25.526,0.966174,0.569972,6.28319,26.2912,0.287593,0.441374,0.15378
-26.1689,0.914855,0.787816,6.28319,27.4816,0.340287,0.81441,0.474123
-24.5036,1,0.988409,6.28319,26.2064,0.364603,0.712272,0.34767
-25.0448,0.837136,1.44582,6.28319,25.3852,0.356263,0.757689,0.401426
-25.2238,0.916395,1.56788,6.28319,25.2525,0.318477,0.759187,0.44071
-25.2238,0.830632,1.96124,6.28319,25.2834,0.318477,0.759187,0.44071
-25.2238,0.00519407,2.09783,6.28319,25.9133,0.318477,0.759187,0.44071
-24.2686,1,0.509127,6.28319,26.1629,0.331644,0.564023,0.232379
-24.4878,0.971755,0.740832,6.28319,24.9113,0.310191,0.678364,0.368173
-24.5321,0.99311,1.02198,6.28319,24.8162,0.313754,0.689459,0.375705
-24.6803,0.953444,1.46052,6.28319,24.7023,0.316206,0.710823,0.394616
-24.6803,0.273382,1.94038,6.28319,25.4781,0.316206,0.710823,0.394616
-24.6803,0.946907,0.776368,6.28319,25.636,0.316206,0.710823,0.394616
-24.6413,1,1.01983,6.28319,24.8903,0.319225,0.708371,0.389146
-25.2201,0.82393,1.46681,6.28319,25.2603,0.316273,0.758023,0.44175
-24.7054,1,1.54827,6.28319,27.0526,0.309809,0.506768,0.196959
-24.7054,1.74757e-07,2.2171,6.28319,25.18,0.309809,0.506768,0.196959
-25.0614,0.978033,0.562188,6.28319,25.4119,0.325656,0.458299,0.132644
-24.6374,1,0.775935,6.28319,25.1097,0.328925,0.5013,0.172374
-24.4083,1,1.10941,6.28319,24.9548,0.32695,0.681567,0.354617
-24.4083,0.425269,1.582,6.28319,25.4137,0.32695,0.681567,0.354617
-25.1128,0.916656,0.845306,6.28319,25.1259,0.325576,0.754136,0.428561
-25.1052,1,1.04465,6.28319,28.302,0.31564,0.459451,0.143811
-24.2335,1,1.48413,6.28319,26.96,0.420134,0.549351,0.129216
-24.4048,0.84736,2.10318,6.28319,24.4426,0.450967,0.536049,0.085082
-24.4048,4.60767e-09,2.30077,6.28319,26.6598,0.450967,0.536049,0.085082
-24.3811,0.997425,0.609137,6.28319,25.1122,0.480844,0.631595,0.150751
-24.6549,0.956445,0.858945,6.28319,24.97,0.501602,0.550104,0.0485013
-25.4127,0.806197,1.12873,6.28319,25.4414,0.535918,0.485344,-0.0505742
-25.3757,0.962473,1.15427,6.28319,26.8198,0.505365,0.748984,0.243619
-25.2389,1,1.52747,6.28319,25.3518,0.50497,0.738324,0.233354
-25.2389,0.0363161,2.14594,6.28319,26.8482,0.50497,0.738324,0.233354
-26.2584,0.899609,0.619468,6.28319,27.6511,0.597592,0.731293,0.133702
-25.2485,1,0.739096,6.28319,26.6849,0.508866,0.736316,0.227451
-24.8977,1,1.03722,6.28319,25.2365,0.510327,0.697783,0.187457
-24.5902,1,1.45231,6.28319,24.9181,0.509216,0.625849,0.116633
-24.5902,0.000355734,2.02899,6.28319,26.2879,0.509216,0.625849,0.116633
-25.0396,0.973848,0.564025,6.28319,25.5272,0.508615,0.498183,-0.010432
-24.5216,1,0.75616,6.28319,25.4023,0.499394,0.634619,0.135225
-24.5216,0.321247,1.05511,6.28319,27.7002,0.499394,0.634619,0.135225
-25.2662,0.96699,0.496741,6.28319,25.7266,0.486364,0.456671,-0.029693
-24.7201,1,0.65707,6.28319,25.2662,0.491248,0.523138,0.0318899
-24.3941,1,0.914261,6.28319,24.7269,0.484149,0.624425,0.140276
-24.386,1,1.26946,6.28319,24.5288,0.440456,0.531611,0.0911554
-24.386,0.0265643,1.759,6.28319,25.9806,0.440456,0.531611,0.0911554
-24.2965,1,0.526175,6.28319,24.8098,0.378048,0.530907,0.152859
-24.0777,1,0.729546,6.28319,24.2857,0.377944,0.590345,0.212402
-24.0678,1,1.00947,6.28319,24.2042,0.383526,0.594997,0.211471
-25.1854,0.651562,1.39401,6.28319,25.3245,0.397754,0.434922,0.0371686
-25.7271,0.812358,1.11805,6.28319,27.0658,0.380672,0.798838,0.418166
-24.4206,1,1.15184,6.28319,25.8263,0.344545,0.695111,0.350566
-24.1198,1,1.58526,6.28319,24.3051,0.387124,0.569948,0.182824
-24.1198,5.58856e-11,2.17758,6.28319,26.1064,0.387124,0.569948,0.182824
-24.9,0.93607,0.642989,6.28319,25.1447,0.438416,0.466941,0.0285248
-24.4304,1,0.801469,6.28319,25.4745,0.345177,0.52057,0.175394
-24.9965,0.866151,1.09997,6.28319,25.9611,0.437381,0.750944,0.313563
-25.2055,0.950033,1.22911,6.28319,25.8185,0.448963,0.762401,0.313438
-24.2087,1,1.55883,6.28319,26.1244,0.449567,0.590213,0.140645
-24.2087,0.503999,2.12934,6.28319,28.3054,0.449567,0.590213,0.140645
-25.1762,0.614785,1.37354,6.28319,26.4824,0.281706,0.478199,0.196492
-24.546,1,1.04931,6.28319,26.0606,0.50474,0.618698,0.113958
-24.656,0.955857,1.43106,6.28319,24.7297,0.501832,0.669723,0.167891
-24.5257,1,1.82373,6.28319,24.663,0.502374,0.605145,0.102771
-24.5257,1.27316e-08,2.47899,6.28319,25.1795,0.502374,0.605145,0.102771
-25.619,0.8831,0.759547,6.28319,26.0184,0.50062,0.436218,-0.0644015
-24.6028,1,0.868593,6.28319,25.6542,0.502853,0.566219,0.063366
-24.6028,0.201497,1.18001,6.28319,29.2119,0.502853,0.566219,0.063366
-25.1211,0.967669,0.492463,6.28319,25.3281,0.560147,0.605221,0.0450737
-24.6576,1,0.637816,6.28319,25.1613,0.51078,0.650997,0.140217
-24.7549,0.996546,0.864994,6.28319,25.4083,0.496665,0.524112,0.027447
-24.7122,0.993449,1.16524,6.28319,25.1213,0.523211,0.604156,0.0809447
-24.3519,1,1.5601,6.28319,24.834,0.466246,0.565752,0.0995051
-24.3519,0.0502859,2.10549,6.28319,27.9202,0.466246,0.565752,0.0995051
-24.7247,0.926963,0.714102,6.28319,26.4288,0.279762,0.5431,0.263337
-24.9096,0.972045,0.86735,6.28319,24.9109,0.279081,0.513339,0.234258
-24.6372,1,1.12323,6.28319,24.8811,0.275334,0.579224,0.30389
-24.6372,0.695257,1.51233,6.28319,25.781,0.275334,0.579224,0.30389
-24.5932,1,1.31189,6.28319,24.6685,0.276991,0.594264,0.317273
-24.6166,1,1.76287,6.28319,24.8148,0.286754,0.667779,0.381025
-24.6166,0.0110292,2.36525,6.28319,24.6318,0.286754,0.667779,0.381025
-24.965,0.972749,0.773012,6.28319,26.1532,0.317132,0.739021,0.421889
-24.5033,1,0.998262,6.28319,26.0846,0.290146,0.576861,0.286716
-24.2332,1,1.33823,6.28319,25.2851,0.457855,0.618121,0.160266
-24.3042,0.975428,1.79132,6.28319,24.4345,0.448546,0.554894,0.106348
-24.3042,7.69423e-12,2.31261,6.28319,26.0796,0.448546,0.554894,0.106348
-25.3099,0.886946,0.75456,6.28319,25.582,0.473761,0.445785,-0.0279761
-24.5888,1,0.860963,6.28319,26.227,0.509798,0.617974,0.108177
-24.5594,1,1.1503,6.28319,24.88,0.477876,0.684059,0.206184
-25.31,0.67326,1.53468,6.28319,26.8491,0.540093,0.502884,-0.037209
-25.8319,0.761017,1.29613,6.28319,26.1777,0.603928,0.657847,0.0539188
-24.3853,1,1.23784,6.28319,28.2282,0.466383,0.556788,0.0904054
-25.2541,0.570671,1.64764,6.28319,25.2953,0.513029,0.478326,-0.0347028
-24.9779,1,1.20842,6.28319,25.1871,0.512745,0.510941,-0.00180361
-24.8175,0.797827,1.60631,6.28319,25.8425,0.260451,0.647943,0.387492
-25.0784,0.886466,1.61368,6.28319,25.1528,0.253932,0.687113,0.433181
-25.0784,0.105472,1.83116,6.28319,27.1452,0.253932,0.687113,0.433181
-24.5223,1,0.711277,6.28319,25.1177,0.299932,0.670972,0.37104
-24.5014,1,0.94405,6.28319,24.5883,0.290041,0.643549,0.353508
-24.6282,0.964172,1.25132,6.28319,24.6645,0.281865,0.659883,0.378017
-27.5561,0.243011,1.5775,6.28319,27.6098,0.227956,0.360109,0.132153
-27.3884,1,0.745409,6.28319,29.2221,0.266128,0.34265,0.0765223
-24.6476,1,0.986584,6.28319,27.0369,0.27376,0.581794,0.308034
-25.2143,0.8284,1.30409,6.28319,25.2518,0.26351,0.495403,0.231893
-25.4819,0.868563,1.36559,6.28319,26.4523,0.295782,0.765889,0.470107
-24.7367,1,1.50913,6.28319,25.4704,0.324165,0.721736,0.39757
-24.7367,0.00542472,1.98902,6.28319,25.7757,0.324165,0.721736,0.39757
-24.7998,0.991302,0.69001,6.28319,25.3747,0.307493,0.717769,0.410276
-25.4733,0.893077,0.899338,6.28319,26.9574,0.576266,0.670829,0.0945629
-25.8571,0.918157,1.0269,6.28319,26.1058,0.589493,0.701617,0.112125
-25.5295,1,1.21165,6.28319,25.9896,0.582367,0.664356,0.0819894
-25.5295,0.0609714,1.59271,6.28319,28.6515,0.582367,0.664356,0.0819894
-25.1202,1,0.601991,6.28319,25.5082,0.558283,0.635852,0.0775691
-24.4861,1,0.791553,6.28319,25.2774,0.463412,0.686033,0.22262
-24.3568,1,1.03955,6.28319,26.2496,0.466375,0.564518,0.0981431
-24.1972,1,1.3636,6.28319,24.7351,0.382604,0.549672,0.167067
-24.1704,0.93781,1.78655,6.28319,24.5443,0.386524,0.6647,0.278176
-24.1704,0.210523,2.15478,6.28319,24.2688,0.386524,0.6647,0.278176
-24.0984,1,1.00232,6.28319,24.7071,0.370623,0.583367,0.212744
-25.0045,0.656814,1.31173,6.28319,25.4029,0.24289,0.59542,0.352531
-25.0045,0.776673,1.09629,6.28319,25.9848,0.24289,0.59542,0.352531
-24.6843,1,1.07159,6.28319,25.8168,0.383256,0.479632,0.096376
-24.2231,1,1.39975,6.28319,24.5582,0.370711,0.546454,0.175744
-24.2231,0.123869,1.82632,6.28319,28.3312,0.370711,0.546454,0.175744
