# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=16
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=1435443058
# chain_id=1
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# sampler_t=HMC
# int_time=6.28319
# sample_file=BOOSH-SAMP.TXT
# append_samples=0
#
lp__,accept_stat__,stepsize__,int_time__,energy__,rateA,rateB,rate_diff
-24.3963,0.98952,0.767075,6.28319,26.2286,0.453281,0.539645,0.0863644
-24.2217,1,0.987516,6.28319,24.4222,0.439882,0.568013,0.128131
-27.3078,0.278353,1.28721,6.28319,28.1784,0.19063,0.418322,0.227692
-25.5373,1,0.663305,6.28319,27.4737,0.210457,0.613365,0.402908
-25.2827,1,0.864341,6.28319,25.5972,0.225709,0.634354,0.408645
-24.5111,1,1.12507,6.28319,27.1885,0.494788,0.645793,0.151006
-24.4548,1,1.46286,6.28319,25.2957,0.469327,0.674795,0.205468
-24.1712,1,1.90001,6.28319,24.7672,0.442439,0.626086,0.183647
-24.1712,3.92532e-10,2.46515,6.28319,25.0371,0.442439,0.626086,0.183647
-24.3496,0.977634,0.898267,6.28319,24.4548,0.402932,0.694907,0.291976
-24.3238,1,1.1334,6.28319,25.0479,0.460476,0.564867,0.104391
-24.1945,1,1.46969,6.28319,24.5707,0.449932,0.607338,0.157406
-24.0671,1,1.90376,6.28319,24.1515,0.387118,0.627313,0.240196
-24.0671,7.27102e-10,2.46349,6.28319,24.5992,0.387118,0.627313,0.240196
-24.0671,0.706658,0.906625,6.28319,26.1714,0.387118,0.627313,0.240196
-24.3394,0.957611,0.812476,6.28319,24.7168,0.321208,0.559201,0.237993
-24.609,0.933848,0.997152,6.28319,25.3473,0.304907,0.69208,0.387173
-25.8556,0.745756,1.18705,6.28319,25.9756,0.302894,0.790438,0.487545
-27.2029,0.736545,1.11699,6.28319,27.9926,0.226811,0.811911,0.585101
-26.0176,1,1.03933,6.28319,29.9006,0.223852,0.46968,0.245828
-25.0189,1,1.34166,6.28319,25.7518,0.241273,0.614467,0.373194
-25.1721,0.78311,1.73023,6.28319,25.4832,0.247359,0.68815,0.440791
-24.3392,1,1.70459,6.28319,25.3932,0.426636,0.531887,0.105251
-24.3392,0.000952883,2.19509,6.28319,24.9482,0.426636,0.531887,0.105251
-24.277,1,0.824507,6.28319,24.953,0.390294,0.685073,0.294779
-25.5366,0.766847,1.06218,6.28319,25.7574,0.478612,0.773171,0.294559
-24.9775,1,1.02676,6.28319,26.0174,0.469798,0.737328,0.26753
-25.8064,0.750904,1.3209,6.28319,26.9369,0.290548,0.782603,0.492055
-26.5079,0.554864,1.25182,6.28319,29.6972,0.227893,0.778797,0.550904
-26.9291,0.945766,0.93403,6.28319,27.8581,0.16286,0.688419,0.52556
-26.9291,0.758778,1.12333,6.28319,28.5194,0.16286,0.688419,0.52556
-26.9291,0.276524,1.07544,6.28319,32.9749,0.16286,0.688419,0.52556
-24.1807,1,0.573405,6.28319,27.6567,0.33294,0.610825,0.277885
-24.2088,0.996645,0.736346,6.28319,24.2108,0.327813,0.621078,0.293265
-24.3189,0.983134,0.940886,6.28319,24.3742,0.339495,0.675676,0.33618
-24.2841,1,1.18172,6.28319,24.5744,0.326386,0.653999,0.327613
-24.1956,1,1.5134,6.28319,24.2598,0.341358,0.646984,0.305626
-24.1956,0.212151,1.93643,6.28319,24.9467,0.341358,0.646984,0.305626
-24.5092,0.947272,0.961125,6.28319,24.7577,0.330126,0.518046,0.18792
-24.1246,1,1.15435,6.28319,24.5644,0.347816,0.604115,0.256299
-24.1246,0.843898,1.47573,6.28319,25.3454,0.347816,0.604115,0.256299
-24.1267,0.99853,1.56428,6.28319,24.1676,0.346654,0.612661,0.266007
-24.1267,0.00347579,1.99342,6.28319,25.6328,0.346654,0.612661,0.266007
-24.7943,0.92855,0.776558,6.28319,26.1805,0.366113,0.47035,0.104236
-24.3261,1,0.910974,6.28319,25.293,0.473314,0.595612,0.122297
-24.3261,0.792297,1.16249,6.28319,26.1466,0.473314,0.595612,0.122297
-24.3687,0.991269,1.15906,6.28319,24.4057,0.466849,0.561884,0.0950354
-25.0573,0.738525,1.462,6.28319,25.1868,0.470963,0.466764,-0.00419929
-26.0259,0.61167,1.36751,6.28319,26.7448,0.60565,0.528112,-0.0775384
-28.2299,0.553999,1.10186,6.28319,28.3701,0.707114,0.525433,-0.18168
-27.9355,1,0.830227,6.28319,28.8162,0.689265,0.500383,-0.188882
-24.371,1,1.05687,6.28319,27.4844,0.389793,0.518269,0.128476
-24.3011,1,1.34427,6.28319,24.4696,0.417598,0.534727,0.117129
-24.3011,0.150178,1.70838,6.28319,26.641,0.417598,0.534727,0.117129
-24.6664,0.94201,0.804205,6.28319,25.187,0.476686,0.700728,0.224041
-24.4622,1,0.95527,6.28319,24.6473,0.472625,0.672416,0.199791
-24.1861,1,1.21321,6.28319,25.5243,0.448105,0.613334,0.16523
-24.1402,1,1.53954,6.28319,24.5519,0.399589,0.656026,0.256437
-24.1402,2.86444e-05,1.95206,6.28319,28.5149,0.399589,0.656026,0.256437
-24.1004,1,0.776969,6.28319,24.323,0.395909,0.64388,0.247971
-24.5054,0.925152,0.985485,6.28319,25.3823,0.356167,0.505275,0.149108
-25.9979,0.621918,1.14561,6.28319,26.9772,0.259757,0.427401,0.167645
-25.6063,1,0.938591,6.28319,26.7148,0.207109,0.60153,0.394421
-25.5407,1,1.18867,6.28319,25.6037,0.211617,0.584753,0.373137
-25.5407,0.062391,1.50418,6.28319,30.3454,0.211617,0.584753,0.373137
-24.8307,1,0.649209,6.28319,26.146,0.277258,0.689895,0.412638
-24.9766,0.983295,0.821698,6.28319,25.3946,0.249044,0.568664,0.319621
-25.0048,0.994877,1.01956,6.28319,25.262,0.242267,0.607047,0.36478
-24.6413,1,1.28097,6.28319,24.9973,0.284831,0.669336,0.384504
-24.1032,1,1.61762,6.28319,24.4068,0.356245,0.622552,0.266307
-24.1032,0.511001,2.04119,6.28319,24.3008,0.356245,0.622552,0.266307
-24.0671,1,1.47727,6.28319,25.099,0.37292,0.607855,0.234935
-24.0671,0.234689,1.86293,6.28319,25.8146,0.37292,0.607855,0.234935
-24.0577,1,0.987368,6.28319,24.2655,0.393213,0.612617,0.219404
-24.0814,0.992073,1.24499,6.28319,24.225,0.414457,0.609732,0.195275
-24.1775,0.92098,1.5547,6.28319,24.6855,0.345664,0.646121,0.300457
-24.3358,0.914087,1.79078,6.28319,24.4379,0.327037,0.667739,0.340701
-24.3358,0.0011931,2.04586,6.28319,25.6891,0.327037,0.667739,0.340701
-25.4399,0.871687,0.838313,6.28319,25.4939,0.319345,0.773356,0.454012
-24.5969,1,0.913959,6.28319,25.7844,0.315937,0.516471,0.200534
-24.5969,0.556908,1.14999,6.28319,26.9991,0.315937,0.516471,0.200534
-24.8924,0.953909,0.881276,6.28319,24.9537,0.313697,0.481579,0.167881
-24.7217,1,1.05257,6.28319,25.3474,0.348459,0.730217,0.381758
-24.7217,0.536739,1.32266,6.28319,27.0166,0.348459,0.730217,0.381758
-25.1479,0.824838,0.992098,6.28319,27.5218,0.233585,0.629953,0.396368
-25.1941,0.99274,1.02564,6.28319,25.5561,0.236527,0.557709,0.321181
-25.1941,0.498593,1.27715,6.28319,27.517,0.236527,0.557709,0.321181
-24.8473,1,0.919592,6.28319,25.1633,0.255331,0.588254,0.332923
-25.2295,0.901921,1.15372,6.28319,25.7437,0.28692,0.468007,0.181087
-25.3517,0.944631,1.29805,6.28319,26.0177,0.312337,0.765204,0.452866
-25.2049,1,1.53025,6.28319,25.9346,0.270175,0.725516,0.455341
-24.125,1,1.91635,6.28319,24.959,0.406517,0.649181,0.242664
-24.125,1.10702e-08,2.39822,6.28319,24.7608,0.406517,0.649181,0.242664
-24.09,1,1.00124,6.28319,24.2993,0.412804,0.593461,0.180657
-24.0662,1,1.25336,6.28319,24.7402,0.374943,0.604162,0.229218
-24.4724,0.768512,1.56791,6.28319,24.8574,0.289453,0.597823,0.30837
-25.2955,0.616547,1.52219,6.28319,26.2659,0.266837,0.730575,0.463738
-24.8746,1,1.25221,6.28319,25.5616,0.261386,0.666473,0.405088
-24.4091,1,1.56487,6.28319,24.989,0.327227,0.681943,0.354716
-24.2811,0.381408,1.9543,6.28319,25.8895,0.388289,0.685745,0.297456
-24.5498,0.994985,1.24603,6.28319,26.2262,0.386953,0.719682,0.332729
-26.7562,0.384652,1.54717,6.28319,29.8949,0.469911,0.353697,-0.116214
-25.4998,1,0.991553,6.28319,26.6925,0.469561,0.428874,-0.0406863
-26.0638,0.858896,1.23749,6.28319,26.2036,0.455002,0.386613,-0.0683888
-25.5092,1,1.32536,6.28319,27.7227,0.23968,0.497628,0.257948
-25.0823,1,1.65231,6.28319,25.8114,0.325234,0.456624,0.13139
-25.0823,0.226347,2.05857,6.28319,25.1574,0.325234,0.456624,0.13139
-24.5213,1,1.11599,6.28319,25.0038,0.326056,0.519267,0.193211
-24.4559,1,1.39028,6.28319,24.6193,0.309137,0.54903,0.239892
-24.4559,0.596485,1.73087,6.28319,24.7352,0.309137,0.54903,0.239892
-24.2433,1,1.39837,6.28319,24.429,0.322453,0.594634,0.272181
-24.2433,0.540523,1.73981,6.28319,25.0044,0.322453,0.594634,0.272181
-24.2433,0.0914645,1.32489,6.28319,28.1051,0.322453,0.594634,0.272181
-24.0924,1,0.625728,6.28319,25.9334,0.374313,0.584022,0.209709
-24.1031,0.998712,0.778662,6.28319,24.1057,0.374208,0.579201,0.204994
-24.1564,0.991347,0.967045,6.28319,24.3858,0.40864,0.563182,0.154542
-24.1157,1,1.19092,6.28319,24.6673,0.399808,0.648455,0.248647
-24.2877,0.931849,1.47926,6.28319,24.3534,0.393789,0.686657,0.292868
-24.2877,0.604553,1.70852,6.28319,24.9805,0.393789,0.686657,0.292868
-24.2877,0.703451,1.39583,6.28319,25.4967,0.393789,0.686657,0.292868
-24.0753,1,1.2665,6.28319,24.2322,0.396186,0.631739,0.235552
-24.0753,0.468486,1.57107,6.28319,24.9747,0.396186,0.631739,0.235552
-24.263,0.953897,1.11336,6.28319,24.445,0.36074,0.541934,0.181194
-24.2793,0.987551,1.31522,6.28319,24.4001,0.325951,0.569287,0.243336
-24.2793,0.000808223,1.60878,6.28319,28.8139,0.325951,0.569287,0.243336
-24.2793,0.838594,0.69936,6.28319,26.2355,0.325951,0.569287,0.243336
-24.0591,1,0.732206,6.28319,24.9048,0.396353,0.610744,0.21439
-27.62,0.489736,0.907319,6.28319,28.1063,0.682648,0.696113,0.0134655
-25.4566,1,0.659732,6.28319,27.7757,0.583256,0.584679,0.00142359
-25.4566,0.535239,0.817141,6.28319,29.8998,0.583256,0.584679,0.00142359
-25.4566,0.994532,0.623594,6.28319,25.9562,0.583256,0.584679,0.00142359
-25.8891,0.938874,0.767606,6.28319,26.1051,0.612254,0.622506,0.0102515
-26.0063,0.993764,0.891331,6.28319,26.8492,0.598776,0.514154,-0.0846224
-25.3562,1,1.09515,6.28319,27.8928,0.315841,0.438102,0.122261
-24.463,1,1.35353,6.28319,25.3487,0.306069,0.667927,0.361858
-24.8573,0.820177,1.67191,6.28319,24.9727,0.263423,0.667942,0.40452
-24.4251,1,1.71429,6.28319,24.9672,0.309373,0.55586,0.246487
-24.4251,1.62843e-07,2.11566,6.28319,25.4491,0.309373,0.55586,0.246487
-24.2499,1,0.931925,6.28319,24.4693,0.324531,0.638033,0.313502
-26.0562,0.589964,1.15039,6.28319,27.2827,0.233855,0.451184,0.217329
-25.4432,1,0.931512,6.28319,26.2344,0.216262,0.590823,0.374561
-25.4432,0.640332,1.14923,6.28319,27.194,0.216262,0.590823,0.374561
-25.6858,0.956675,0.980372,6.28319,27.518,0.281479,0.770805,0.489325
-25.8495,0.983066,1.15635,6.28319,26.2111,0.298943,0.788584,0.489641
-24.7026,1,1.40057,6.28319,25.5621,0.290599,0.689286,0.398687
-25.2787,1,1.72506,6.28319,26.2075,0.46436,0.443867,-0.0204925
-25.2787,0.0174178,2.12358,6.28319,26.1445,0.46436,0.443867,-0.0204925
-25.2787,0.704628,0.96128,6.28319,29.4201,0.46436,0.443867,-0.0204925
-24.3446,1,0.876666,6.28319,25.3329,0.462266,0.561609,0.0993429
-25.0703,0.739044,1.07924,6.28319,26.399,0.244059,0.659433,0.415375
-25.1485,0.991891,1.01927,6.28319,25.7091,0.237387,0.566839,0.329452
-25.1838,1,1.24362,6.28319,25.4473,0.230847,0.598206,0.367359
-25.7072,0.779041,1.52906,6.28319,26.0025,0.204055,0.577239,0.373184
-25.7072,0.477969,1.50325,6.28319,27.3799,0.204055,0.577239,0.373184
-24.3735,1,1.09089,6.28319,26.0542,0.347881,0.528211,0.180331
-24.3701,0.983297,1.34042,6.28319,24.6711,0.307817,0.645881,0.338064
-25.9342,0.474639,1.61874,6.28319,25.9633,0.258396,0.770633,0.512238
-25.3591,1,1.17208,6.28319,25.9871,0.245907,0.710274,0.464367
-25.0767,1,1.4389,6.28319,25.759,0.245052,0.555951,0.3109
-25.9511,0.585145,1.76556,6.28319,26.7165,0.191948,0.585505,0.393557
-25.7824,0.922461,1.42946,6.28319,26.1672,0.199549,0.635916,0.436367
-26.992,0.896252,1.62231,6.28319,28.1848,0.430623,0.844878,0.414255
-26.992,0.0513509,1.79305,6.28319,28.9287,0.430623,0.844878,0.414255
-25.3274,1,0.853176,6.28319,27.0269,0.44861,0.770312,0.321702
-26.1363,0.886601,1.04618,6.28319,26.1555,0.445825,0.811936,0.36611
-24.7499,1,1.14542,6.28319,26.884,0.442527,0.483846,0.0413188
-24.4475,1,1.4033,6.28319,25.1662,0.490135,0.589266,0.0991311
-24.4475,0.187005,1.71837,6.28319,25.1361,0.490135,0.589266,0.0991311
-24.2293,1,0.939609,6.28319,24.7665,0.423007,0.668232,0.245226
-24.1309,1,1.15055,6.28319,24.615,0.393892,0.566701,0.17281
-24.1309,0.453817,1.40815,6.28319,25.611,0.393892,0.566701,0.17281
-24.1127,1,1.00451,6.28319,24.1302,0.393813,0.572658,0.178845
-24.1369,0.994433,1.229,6.28319,24.6935,0.379356,0.565634,0.186277
-24.1959,0.961053,1.4947,6.28319,24.7934,0.356404,0.559556,0.203152
-24.1959,0.241732,1.75826,6.28319,25.6307,0.356404,0.559556,0.203152
-24.3002,0.978252,1.01968,6.28319,24.3021,0.356407,0.536762,0.180355
-24.1092,1,1.21998,6.28319,24.3994,0.354557,0.597931,0.243374
-24.1828,0.960097,1.49042,6.28319,24.4404,0.364035,0.662043,0.298008
-24.1828,0.461453,1.75019,6.28319,24.8815,0.364035,0.662043,0.298008
-24.2284,0.980375,1.26158,6.28319,24.4186,0.454135,0.590976,0.136841
-24.3887,0.907514,1.51081,6.28319,24.4873,0.484337,0.609286,0.124949
-24.4108,1,1.6844,6.28319,24.4484,0.460197,0.543514,0.083317
-24.309,1,2.05451,6.28319,24.6233,0.357897,0.534457,0.17656
-24.309,5.41242e-24,2.50475,6.28319,25.9027,0.357897,0.534457,0.17656
-24.9701,0.836254,1.15456,6.28319,25.0515,0.372066,0.453245,0.0811788
-24.9261,1,1.20091,6.28319,27.2713,0.491049,0.494926,0.00387672
-24.9261,0.287635,1.46396,6.28319,26.5799,0.491049,0.494926,0.00387672
-24.4382,1,0.894636,6.28319,25.2718,0.489352,0.591638,0.102286
-25.1269,0.822567,1.09046,6.28319,25.1898,0.545139,0.67933,0.134192
-25.6626,0.845537,1.11918,6.28319,25.7639,0.594266,0.652995,0.0587289
-24.2445,1,1.17433,6.28319,26.5446,0.451986,0.577802,0.125816
-24.4588,0.889899,1.42991,6.28319,24.9541,0.472437,0.671958,0.199522
-24.4588,0.79129,1.56523,6.28319,24.6639,0.472437,0.671958,0.199522
-24.799,0.823598,1.55796,6.28319,25.3187,0.460136,0.725994,0.265859
-26.6836,0.355169,1.59964,6.28319,27.2695,0.262807,0.380814,0.118007
-30.0048,0.573643,1.04763,6.28319,30.6101,0.286198,0.904404,0.618205
-24.9747,1,0.846782,6.28319,29.51,0.284745,0.716967,0.432222
-24.8222,1,1.03004,6.28319,25.0876,0.285298,0.699556,0.414257
-24.7537,0.997457,1.25239,6.28319,26.1618,0.261565,0.618882,0.357317
-25.3591,0.754091,1.51835,6.28319,25.9875,0.246983,0.503419,0.256436
-25.3591,0.209247,1.45865,6.28319,27.5961,0.246983,0.503419,0.256436
-25.0809,1,0.833721,6.28319,25.4772,0.238006,0.591594,0.353588
-25.0809,0.910056,1.01302,6.28319,25.6896,0.238006,0.591594,0.353588
-24.7495,1,1.12945,6.28319,25.053,0.265788,0.575499,0.309711
-24.3467,1,1.37126,6.28319,24.84,0.311199,0.645595,0.334396
-24.3467,0.225818,1.6641,6.28319,25.6202,0.311199,0.645595,0.334396
-24.1212,1,0.969086,6.28319,25.0185,0.374184,0.572271,0.198087
-24.1175,0.997514,1.17598,6.28319,24.3189,0.37616,0.648482,0.272322
-24.4557,0.887806,1.42306,6.28319,24.9327,0.389089,0.506354,0.117264
-24.1443,1,1.55187,6.28319,25.0155,0.433939,0.593009,0.15907
-24.1443,0.00117752,1.88094,6.28319,26.5679,0.433939,0.593009,0.15907
-24.1293,1,0.888877,6.28319,24.2575,0.433058,0.613097,0.180039
-24.4444,0.912656,1.07756,6.28319,24.4885,0.49127,0.598069,0.106799
-24.4444,0.68873,1.20277,6.28319,26.3226,0.49127,0.598069,0.106799
-24.4444,0.449239,1.08756,6.28319,26.4723,0.49127,0.598069,0.106799
-25.3885,0.869942,0.785628,6.28319,25.393,0.56186,0.52886,-0.033
-25.0272,1,0.842471,6.28319,25.8556,0.537962,0.675611,0.137648
-25.0272,0.94801,1.02027,6.28319,26.2181,0.537962,0.675611,0.137648
-24.4772,1,1.17644,6.28319,27.3783,0.335396,0.697966,0.362569
-24.5339,0.981528,1.42358,6.28319,24.563,0.334662,0.704859,0.370197
-24.5339,0.350349,1.6925,6.28319,26.136,0.334662,0.704859,0.370197
-24.1939,1,1.11675,6.28319,25.1258,0.405281,0.552398,0.147117
-24.1939,0.433181,1.35057,6.28319,25.6071,0.405281,0.552398,0.147117
-24.9827,0.835341,0.963615,6.28319,26.2805,0.529003,0.684259,0.155256
-24.6357,1,0.999777,6.28319,25.1779,0.500148,0.668301,0.168153
-24.7149,0.981109,1.2085,6.28319,24.7369,0.499551,0.683994,0.184443
-25.3344,0.693337,1.43484,6.28319,26.4176,0.573824,0.580045,0.00622141
-25.7985,0.870175,1.30447,6.28319,26.0724,0.562056,0.735016,0.17296
-25.1518,1,1.39706,6.28319,26.4089,0.517876,0.494639,-0.023237
-24.6744,1,1.68673,6.28319,24.8547,0.502191,0.546864,0.0446726
-24.6744,0.0085556,2.03562,6.28319,26.6232,0.502191,0.546864,0.0446726
-24.6548,1,0.984113,6.28319,25.2978,0.453791,0.500628,0.0468367
-26.1788,0.645038,1.18787,6.28319,26.2588,0.459119,0.381142,-0.0779762
-25.1679,1,1.0338,6.28319,26.5887,0.458364,0.450509,-0.00785531
-24.5013,1,1.24728,6.28319,26.053,0.486139,0.558991,0.0728517
-24.7203,0.875246,1.50423,6.28319,24.7664,0.510589,0.552506,0.0419178
-24.7203,0.340084,1.61728,6.28319,25.1211,0.510589,0.552506,0.0419178
-25.3053,0.860931,1.06458,6.28319,25.5049,0.536441,0.716253,0.179812
-25.3454,1,1.12992,6.28319,25.9,0.475086,0.762506,0.28742
-25.7636,0.791706,1.36175,6.28319,26.971,0.587132,0.524021,-0.0631115
-25.7636,0.316425,1.35621,6.28319,27.6247,0.587132,0.524021,-0.0631115
-25.7535,0.984173,0.875339,6.28319,26.7215,0.592945,0.678174,0.0852292
-25.6927,1,1.03948,6.28319,25.7433,0.59301,0.665729,0.0727189
-25.9509,0.843435,1.25187,6.28319,27.2065,0.596454,0.700039,0.103585
-26.3149,1,1.30698,6.28319,28.3339,0.286339,0.805926,0.519587
-24.3231,1,1.57304,6.28319,25.4807,0.308149,0.61868,0.310531
-24.3231,0.0474513,1.89253,6.28319,25.6296,0.308149,0.61868,0.310531
-24.3337,0.999446,0.959305,6.28319,24.4174,0.317451,0.566977,0.249526
-24.6624,0.912288,1.1537,6.28319,24.7794,0.294913,0.529605,0.234692
-24.6624,0.803797,1.28175,6.28319,25.3217,0.294913,0.529605,0.234692
-24.3521,1,1.29066,6.28319,24.6131,0.309809,0.644172,0.334362
-24.6936,0.844707,1.55162,6.28319,24.7548,0.271549,0.648581,0.377032
-24.6936,0.121957,1.62082,6.28319,27.5715,0.271549,0.648581,0.377032
-24.6458,1,0.882432,6.28319,25.2986,0.28679,0.673848,0.387058
-24.5992,1,1.06065,6.28319,24.8441,0.295064,0.540893,0.245828
-25.3537,0.778185,1.27439,6.28319,25.5331,0.273883,0.468199,0.194315
-24.5801,1,1.25398,6.28319,25.6148,0.283763,0.569842,0.286079
-24.6572,0.96338,1.50585,6.28319,24.658,0.278739,0.561182,0.282443
-24.6572,0.00634358,1.74923,6.28319,27.562,0.278739,0.561182,0.282443
-25.1089,0.935723,0.861701,6.28319,25.5152,0.298239,0.470526,0.172287
-24.9482,1,0.976742,6.28319,27.7158,0.499426,0.500065,0.000638849
-25.3591,0.854122,1.17234,6.28319,25.82,0.54547,0.504289,-0.0411802
-24.9929,1,1.23474,6.28319,25.3905,0.535065,0.544587,0.00952218
-24.9929,0.00219543,1.48111,6.28319,33.3098,0.535065,0.544587,0.00952218
-25.1281,0.98199,0.729603,6.28319,25.1909,0.547653,0.54541,-0.00224376
-24.8587,1,0.861391,6.28319,25.5445,0.506215,0.520008,0.0137923
-25.0863,0.952283,1.03307,6.28319,25.1842,0.504249,0.48832,-0.0159286
-25.0863,0.200954,1.18707,6.28319,29.7665,0.504249,0.48832,-0.0159286
-24.6894,1,0.699742,6.28319,25.1676,0.51331,0.567186,0.0538757
-25.0243,0.923774,0.838914,6.28319,27.5845,0.3243,0.462342,0.138042
-24.1483,1,0.939722,6.28319,24.935,0.340742,0.607874,0.267132
-24.1838,1,1.12589,6.28319,24.6154,0.398733,0.666948,0.268215
-24.1838,0.778754,1.34845,6.28319,24.9807,0.398733,0.666948,0.268215
-26.8598,0.404012,1.32773,6.28319,27.2517,0.512605,0.364415,-0.14819
-24.4084,1,0.939107,6.28319,26.4282,0.483919,0.586482,0.102563
-26.0344,0.662145,1.12434,6.28319,26.0904,0.480932,0.397349,-0.0835829
-24.866,1,0.999179,6.28319,27.5577,0.51694,0.684257,0.167318
-24.4509,1,1.19577,6.28319,25.3079,0.491639,0.627364,0.135725
-24.5267,0.964746,1.43054,6.28319,24.6252,0.501564,0.626449,0.124885
-24.5267,0.813957,1.65862,6.28319,25.0747,0.501564,0.626449,0.124885
-24.5267,0.197903,1.68419,6.28319,26.0089,0.501564,0.626449,0.124885
-24.2688,0.958309,1.99268,6.28319,24.9649,0.316265,0.612191,0.295927
-24.2688,2.6025e-209,26.5732,6.28319,27.0673,0.316265,0.612191,0.295927
-24.2688,9.47262e-41,4.39114,6.28319,24.9865,0.316265,0.612191,0.295927
-24.9082,0.97427,0.427587,6.28319,25.3942,0.255885,0.658304,0.402419
-25.1666,0.987403,0.533054,6.28319,25.4862,0.237304,0.561917,0.324613
-24.6161,1,0.796186,6.28319,25.4693,0.318193,0.511786,0.193593
-24.4672,1,1.34659,6.28319,24.8555,0.293817,0.64262,0.348803
-24.4672,1.94768e-14,2.39986,6.28319,25.0439,0.293817,0.64262,0.348803
-24.9722,0.996796,0.190295,6.28319,26.3484,0.302467,0.481239,0.178772
-24.5732,1,0.346382,6.28319,25.0281,0.310368,0.525544,0.215176
-24.3213,1,0.648314,6.28319,24.5653,0.315126,0.576061,0.260935
-24.3814,0.984074,1.22415,6.28319,24.7147,0.319893,0.550756,0.230864
-24.3814,4.7733e-10,2.20411,6.28319,25.4343,0.319893,0.550756,0.230864
-24.4201,0.999729,0.1812,6.28319,24.4393,0.32281,0.539296,0.216486
-24.5159,0.997368,0.346601,6.28319,24.7807,0.30507,0.542321,0.237251
-24.9254,0.963695,0.655399,6.28319,25.255,0.340204,0.464764,0.12456
-24.9254,0.567412,1.11051,6.28319,27.8127,0.340204,0.464764,0.12456
-24.3531,1,0.557568,6.28319,25.5757,0.382367,0.521213,0.138846
-25.3737,0.779737,1.05092,6.28319,25.5566,0.337631,0.428254,0.0906238
-24.4282,1,1.01244,6.28319,25.6228,0.327583,0.533194,0.205611
-24.4282,0.0112206,1.88353,6.28319,25.8753,0.327583,0.533194,0.205611
-24.4974,0.99965,0.186531,6.28319,25.0577,0.363703,0.504089,0.140387
-25.1628,0.982625,0.348402,6.28319,25.2315,0.361547,0.438728,0.0771812
-24.7923,1,0.613145,6.28319,25.3936,0.381731,0.46878,0.0870484
-24.7923,0.443172,1.12402,6.28319,27.1412,0.381731,0.46878,0.0870484
-24.1487,1,0.415596,6.28319,25.3956,0.400082,0.562577,0.162495
-24.3111,0.979166,0.756922,6.28319,25.5563,0.471615,0.621701,0.150086
-25.551,0.624638,1.28725,6.28319,25.5664,0.550487,0.725251,0.174764
-24.4461,1,0.808376,6.28319,25.5136,0.491666,0.622709,0.131043
-24.519,0.967437,1.44267,6.28319,24.6164,0.49964,0.631977,0.132337
-24.519,1.00534e-07,2.33245,6.28319,25.0259,0.49964,0.631977,0.132337
-24.4507,1,0.270322,6.28319,25.3999,0.470401,0.546965,0.0765644
-24.5847,0.993903,0.479901,6.28319,24.8279,0.45697,0.511943,0.0549732
-25.0502,0.91876,0.830389,6.28319,25.5381,0.539197,0.541936,0.00273996
-25.2992,0.92913,1.16699,6.28319,25.31,0.541371,0.506124,-0.0352472
-25.2992,0.0510133,1.67616,6.28319,27.3245,0.541371,0.506124,-0.0352472
-24.6091,1,0.24222,6.28319,25.4184,0.503771,0.56659,0.0628189
-25.3162,0.969551,0.420659,6.28319,25.3996,0.565547,0.552197,-0.0133499
-25.3548,1,0.669802,6.28319,25.6369,0.542681,0.500833,-0.0418483
-25.7578,0.826959,1.14433,6.28319,27.8018,0.474713,0.787031,0.312317
-26.2398,0.868908,1.25169,6.28319,26.3493,0.49292,0.804488,0.311568
-24.9821,1,1.51904,6.28319,26.9536,0.458161,0.742945,0.284784
-24.9821,3.65044e-23,2.54848,6.28319,25.5759,0.458161,0.742945,0.284784
-24.8458,1,0.357299,6.28319,25.209,0.432037,0.740559,0.308522
-25.4669,0.953631,0.601101,6.28319,26.0735,0.499173,0.759198,0.260024
-25.4669,0.79394,0.896356,6.28319,27.5822,0.499173,0.759198,0.260024
-24.2933,1,0.902692,6.28319,25.3036,0.435394,0.673826,0.238432
-24.3648,0.939054,1.49204,6.28319,25.0321,0.422663,0.692071,0.269408
-24.3648,0.154196,2.11718,6.28319,24.4671,0.422663,0.692071,0.269408
-24.4176,0.99732,0.464323,6.28319,25.017,0.37065,0.703232,0.332582
# Adaptation terminated
# Step size = 0.842541
# Diagonal elements of inverse mass matrix:
# 0.222288, 0.192949
-24.4965,0.983035,0.842541,6.28319,25.3493,0.324886,0.693663,0.368777
-24.303,1,0.842541,6.28319,25.5942,0.387069,0.689161,0.302092
-24.6092,0.961737,0.842541,6.28319,27.135,0.454179,0.709033,0.254853
-24.701,0.980726,0.842541,6.28319,25.4712,0.487084,0.69602,0.208936
-24.4792,1,0.842541,6.28319,24.8242,0.450026,0.694856,0.24483
-24.3409,1,0.842541,6.28319,24.7632,0.405385,0.693279,0.287894
-24.5953,0.961051,0.842541,6.28319,25.5389,0.471968,0.695066,0.223098
-24.424,1,0.842541,6.28319,26.0539,0.404291,0.704509,0.300218
-24.424,0.971498,0.842541,6.28319,25.1615,0.404291,0.704509,0.300218
-24.5307,0.982099,0.842541,6.28319,24.7954,0.447414,0.703207,0.255793
