"player","starter","MP","FG","FGA","FG_pct","3P","3PA","3P_pct","FT","FTA","FT_pct","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","plus_minus","game","team"
"Marc Gasol",TRUE,"45:26",8,20,0.4,0,0,NA,4,5,0.8,2,5,7,4,0,2,4,4,20,8,"2016-01-02_MEM_at_UTA","MEM"
"Jeff Green",TRUE,"43:52",3,10,0.3,0,5,0,0,2,0,1,9,10,0,0,0,2,5,6,3,"2016-01-02_MEM_at_UTA","MEM"
"Courtney Lee",TRUE,"41:20",5,9,0.556,2,3,0.667,5,6,0.833,0,2,2,2,3,0,1,3,17,-15,"2016-01-02_MEM_at_UTA","MEM"
"Mike Conley",TRUE,"40:56",5,16,0.313,2,6,0.333,3,6,0.5,1,3,4,4,1,1,1,1,15,8,"2016-01-02_MEM_at_UTA","MEM"
"Tony Allen",TRUE,"36:23",5,9,0.556,1,1,1,2,3,0.667,1,7,8,2,3,0,0,4,13,14,"2016-01-02_MEM_at_UTA","MEM"
"Zach Randolph",FALSE,"24:27",4,10,0.4,0,0,NA,0,4,0,1,4,5,3,1,0,1,2,8,-9,"2016-01-02_MEM_at_UTA","MEM"
"Mario Chalmers",FALSE,"12:04",3,5,0.6,2,2,1,0,0,NA,0,0,0,1,0,0,2,3,8,-13,"2016-01-02_MEM_at_UTA","MEM"
"Vince Carter",FALSE,"8:42",0,1,0,0,1,0,0,0,NA,0,1,1,1,0,0,0,1,0,-8,"2016-01-02_MEM_at_UTA","MEM"
"Ryan Hollins",FALSE,"6:00",0,1,0,0,0,NA,0,0,NA,2,0,2,0,0,1,0,0,0,-10,"2016-01-02_MEM_at_UTA","MEM"
"JaMychal Green",FALSE,"5:50",0,0,NA,0,0,NA,0,0,NA,0,1,1,0,0,0,0,1,0,-3,"2016-01-02_MEM_at_UTA","MEM"
"Jordan Adams",FALSE,"0:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-01-02_MEM_at_UTA","MEM"
"Matt Barnes",FALSE,"Player Suspended",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-01-02_MEM_at_UTA","MEM"
"Courtney Lee",TRUE,"36:40",6,9,0.667,0,1,0,4,4,1,1,2,3,3,2,0,0,1,16,20,"2016-01-04_MEM_at_POR","MEM"
"Marc Gasol",TRUE,"30:06",3,12,0.25,0,0,NA,1,2,0.5,1,5,6,2,1,1,4,3,7,-13,"2016-01-04_MEM_at_POR","MEM"
"Jeff Green",TRUE,"29:06",3,12,0.25,0,2,0,0,2,0,1,5,6,1,0,2,1,3,6,7,"2016-01-04_MEM_at_POR","MEM"
"Mike Conley",TRUE,"26:15",3,13,0.231,1,4,0.25,2,3,0.667,0,2,2,4,0,0,0,0,9,0,"2016-01-04_MEM_at_POR","MEM"
