"player","starter","MP","FG","FGA","FG_pct","3P","3PA","3P_pct","FT","FTA","FT_pct","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","plus_minus","game","team"
"Devin Booker",TRUE,"41:42",6,10,0.6,2,5,0.4,7,8,0.875,0,1,1,3,4,0,1,2,21,-14,"2016-01-02_PHO_at_SAC","PHO"
"T.J. Warren",TRUE,"36:25",9,19,0.474,0,5,0,1,2,0.5,1,4,5,4,0,0,3,4,19,-14,"2016-01-02_PHO_at_SAC","PHO"
"Brandon Knight",TRUE,"32:15",9,17,0.529,1,4,0.25,4,5,0.8,0,5,5,5,1,0,0,1,23,-27,"2016-01-02_PHO_at_SAC","PHO"
"P.J. Tucker",TRUE,"28:09",1,5,0.2,1,2,0.5,2,2,1,2,2,4,2,1,3,0,2,5,-25,"2016-01-02_PHO_at_SAC","PHO"
"Tyson Chandler",TRUE,"12:22",2,2,1,0,0,NA,2,3,0.667,0,1,1,1,1,0,2,4,6,1,"2016-01-02_PHO_at_SAC","PHO"
"Mirza Teletovic",FALSE,"26:46",6,12,0.5,1,4,0.25,0,0,NA,1,1,2,2,0,2,0,2,13,-12,"2016-01-02_PHO_at_SAC","PHO"
"Jon Leuer",FALSE,"17:09",3,6,0.5,1,3,0.333,4,4,1,0,4,4,1,1,1,3,4,11,-1,"2016-01-02_PHO_at_SAC","PHO"
"Ronnie Price",FALSE,"16:10",3,5,0.6,2,3,0.667,2,2,1,0,1,1,5,0,1,2,3,10,-4,"2016-01-02_PHO_at_SAC","PHO"
"Sonny Weems",FALSE,"8:20",2,2,1,2,2,1,0,0,NA,0,0,0,1,0,0,1,1,6,-1,"2016-01-02_PHO_at_SAC","PHO"
"Archie Goodwin",FALSE,"8:20",1,2,0.5,0,0,NA,1,2,0.5,0,1,1,2,1,0,0,1,3,-1,"2016-01-02_PHO_at_SAC","PHO"
"Alex Len",FALSE,"6:29",0,1,0,0,0,NA,0,0,NA,0,1,1,0,0,0,2,3,0,-16,"2016-01-02_PHO_at_SAC","PHO"
"Bryce Cotton",FALSE,"5:53",1,2,0.5,0,1,0,0,0,NA,0,0,0,1,0,0,2,1,2,-1,"2016-01-02_PHO_at_SAC","PHO"
"Markieff Morris",FALSE,"0:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-01-02_PHO_at_SAC","PHO"
"Brandon Knight",TRUE,"44:10",10,25,0.4,1,6,0.167,4,4,1,0,3,3,9,0,0,2,0,25,-11,"2016-01-03_PHO_at_LAL","PHO"
