"player","starter","MP","FG","FGA","FG_pct","3P","3PA","3P_pct","FT","FTA","FT_pct","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","plus_minus","game","team"
"Isaiah Thomas",TRUE,"36:20",10,22,0.455,2,9,0.222,2,2,1,0,2,2,6,2,0,2,2,24,-3,"2016-01-02_BRK_at_BOS","BOS"
"Jae Crowder",TRUE,"30:46",5,13,0.385,2,6,0.333,4,5,0.8,2,5,7,3,2,0,2,5,16,-10,"2016-01-02_BRK_at_BOS","BOS"
"Amir Johnson",TRUE,"29:27",3,4,0.75,0,0,NA,1,2,0.5,4,7,11,2,0,2,0,5,7,9,"2016-01-02_BRK_at_BOS","BOS"
"Jared Sullinger",TRUE,"18:15",3,8,0.375,1,2,0.5,0,0,NA,2,2,4,0,1,1,5,3,7,-8,"2016-01-02_BRK_at_BOS","BOS"
"Avery Bradley",TRUE,"10:31",1,4,0.25,0,2,0,0,0,NA,1,1,2,0,0,0,1,1,2,-5,"2016-01-02_BRK_at_BOS","BOS"
"Evan Turner",FALSE,"37:16",4,11,0.364,0,3,0,4,4,1,1,6,7,3,0,0,1,2,12,2,"2016-01-02_BRK_at_BOS","BOS"
"Marcus Smart",FALSE,"24:28",3,7,0.429,0,3,0,5,7,0.714,3,0,3,1,3,0,0,3,11,0,"2016-01-02_BRK_at_BOS","BOS"
"Jonas Jerebko",FALSE,"16:05",1,6,0.167,1,4,0.25,2,2,1,2,5,7,1,0,0,0,0,5,1,"2016-01-02_BRK_at_BOS","BOS"
"Kelly Olynyk",FALSE,"12:25",3,5,0.6,1,3,0.333,0,0,NA,0,4,4,0,0,0,2,1,7,-2,"2016-01-02_BRK_at_BOS","BOS"
"David Lee",FALSE,"9:38",1,5,0.2,0,0,NA,1,2,0.5,0,1,1,1,0,0,0,1,3,0,"2016-01-02_BRK_at_BOS","BOS"
"James Young",FALSE,"8:11",0,0,NA,0,0,NA,0,0,NA,0,1,1,0,0,0,0,0,0,6,"2016-01-02_BRK_at_BOS","BOS"
"Tyler Zeller",FALSE,"6:38",0,3,0,0,0,NA,3,4,0.75,1,1,2,0,0,1,1,1,3,-5,"2016-01-02_BRK_at_BOS","BOS"
"Evan Turner",TRUE,"36:44",6,12,0.5,0,0,NA,0,0,NA,1,10,11,3,0,1,4,2,12,3,"2016-01-04_BOS_at_BRK","BOS"
"Jae Crowder",TRUE,"34:48",8,13,0.615,2,4,0.5,7,8,0.875,1,5,6,1,3,1,0,2,25,8,"2016-01-04_BOS_at_BRK","BOS"
"Kelly Olynyk",TRUE,"33:54",4,11,0.364,1,4,0.25,0,1,0,1,3,4,2,0,1,1,2,9,11,"2016-01-04_BOS_at_BRK","BOS"
"Isaiah Thomas",TRUE,"30:57",7,18,0.389,1,5,0.2,4,5,0.8,1,2,3,7,1,0,1,0,19,10,"2016-01-04_BOS_at_BRK","BOS"
"Amir Johnson",TRUE,"28:12",6,7,0.857,0,1,0,0,0,NA,1,3,4,3,1,2,0,5,12,12,"2016-01-04_BOS_at_BRK","BOS"
"Marcus Smart",FALSE,"23:46",3,7,0.429,0,1,0,1,2,0.5,4,0,4,3,1,0,0,3,7,4,"2016-01-04_BOS_at_BRK","BOS"
"Jared Sullinger",FALSE,"17:37",4,10,0.4,1,1,1,3,3,1,0,10,10,2,3,0,0,3,12,4,"2016-01-04_BOS_at_BRK","BOS"
"James Young",FALSE,"13:49",0,3,0,0,3,0,0,0,NA,1,1,2,0,1,0,1,2,0,1,"2016-01-04_BOS_at_BRK","BOS"
"Tyler Zeller",FALSE,"13:39",2,9,0.222,0,0,NA,0,0,NA,2,2,4,0,0,0,0,2,4,-6,"2016-01-04_BOS_at_BRK","BOS"
"Jonas Jerebko",FALSE,"6:34",1,2,0.5,1,2,0.5,0,0,NA,0,0,0,1,0,0,0,0,3,-2,"2016-01-04_BOS_at_BRK","BOS"
"David Lee",FALSE,"0:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-01-04_BOS_at_BRK","BOS"
"R.J. Hunter",FALSE,"0:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-01-04_BOS_at_BRK","BOS"
"Jae Crowder",TRUE,"36:08",5,10,0.5,2,6,0.333,4,4,1,1,3,4,0,2,0,2,5,16,1,"2016-01-06_DET_at_BOS","BOS"
"Isaiah Thomas",TRUE,"36:01",6,20,0.3,1,6,0.167,9,13,0.692,1,4,5,10,1,1,2,2,22,0,"2016-01-06_DET_at_BOS","BOS"
"Evan Turner",TRUE,"35:31",6,13,0.462,1,2,0.5,4,4,1,0,6,6,0,0,0,1,3,17,-10,"2016-01-06_DET_at_BOS","BOS"
"Amir Johnson",TRUE,"31:11",8,14,0.571,0,1,0,0,0,NA,3,8,11,2,0,2,1,3,16,8,"2016-01-06_DET_at_BOS","BOS"
"Kelly Olynyk",TRUE,"29:17",4,11,0.364,2,4,0.5,0,2,0,3,2,5,4,0,0,1,5,10,4,"2016-01-06_DET_at_BOS","BOS"
"Marcus Smart",FALSE,"25:58",1,10,0.1,0,4,0,0,1,0,1,0,1,4,0,0,1,4,2,-1,"2016-01-06_DET_at_BOS","BOS"
