"date","time","away","away_PTS","home","home_PTS","box_available","OT","notes","game_string"
"2016-01-08","8:00 pm","Dallas Mavericks","95","Milwaukee Bucks","96",TRUE,NA,NA,"2016-01-08_DAL_at_MIL"
"2016-01-08","8:00 pm","Cleveland Cavaliers","125","Minnesota Timberwolves","99",TRUE,NA,NA,"2016-01-08_CLE_at_MIN"
"2016-01-08","8:00 pm","Indiana Pacers","91","New Orleans Pelicans","86",TRUE,NA,NA,"2016-01-08_IND_at_NOP"
"2016-01-08","9:30 pm","Miami Heat","103","Phoenix Suns","95",TRUE,NA,NA,"2016-01-08_MIA_at_PHO"
"2016-01-08","10:00 pm","Golden State Warriors","128","Portland Trail Blazers","108",TRUE,NA,NA,"2016-01-08_GSW_at_POR"
"2016-01-08","8:30 pm","New York Knicks","99","San Antonio Spurs","100",TRUE,NA,NA,"2016-01-08_NYK_at_SAS"
"2016-01-08","7:00 pm","Toronto Raptors","97","Washington Wizards","88",TRUE,NA,NA,"2016-01-08_TOR_at_WAS"
"2016-01-09","5:00 pm","Chicago Bulls","105","Atlanta Hawks","120",TRUE,NA,NA,"2016-01-09_CHI_at_ATL"
"2016-01-09","7:30 pm","Brooklyn Nets","89","Detroit Pistons","103",TRUE,NA,NA,"2016-01-09_BRK_at_DET"
"2016-01-09","3:30 pm","Charlotte Hornets","83","Los Angeles Clippers","97",TRUE,NA,NA,"2016-01-09_CHO_at_LAC"
"2016-01-09","7:00 pm","Washington Wizards","105","Orlando Magic","99",TRUE,NA,NA,"2016-01-09_WAS_at_ORL"
"2016-01-09","7:30 pm","Toronto Raptors","108","Philadelphia 76ers","95",TRUE,NA,NA,"2016-01-09_TOR_at_PHI"
"2016-01-09","10:00 pm","Golden State Warriors","128","Sacramento Kings","116",TRUE,NA,NA,"2016-01-09_GSW_at_SAC"
"2016-01-09","9:00 pm","Miami Heat","83","Utah Jazz","98",TRUE,NA,NA,"2016-01-09_MIA_at_UTA"
"2016-01-10","8:00 pm","Charlotte Hornets","92","Denver Nuggets","95",TRUE,NA,NA,"2016-01-10_CHO_at_DEN"
"2016-01-10","7:00 pm","Indiana Pacers","103","Houston Rockets","107",TRUE,"OT",NA,"2016-01-10_IND_at_HOU"
"2016-01-10","3:30 pm","New Orleans Pelicans","111","Los Angeles Clippers","114",TRUE,"OT",NA,"2016-01-10_NOP_at_LAC"
"2016-01-10","9:30 pm","Utah Jazz","86","Los Angeles Lakers","74",TRUE,NA,NA,"2016-01-10_UTA_at_LAL"
"2016-01-10","6:00 pm","Boston Celtics","98","Memphis Grizzlies","101",TRUE,NA,NA,"2016-01-10_BOS_at_MEM"
"2016-01-10","5:00 pm","Dallas Mavericks","93","Minnesota Timberwolves","87",TRUE,NA,NA,"2016-01-10_DAL_at_MIN"
"2016-01-10","7:30 pm","Milwaukee Bucks","88","New York Knicks","100",TRUE,NA,NA,"2016-01-10_MIL_at_NYK"
"2016-01-10","6:00 pm","Cleveland Cavaliers","95","Philadelphia 76ers","85",TRUE,NA,NA,"2016-01-10_CLE_at_PHI"
"2016-01-10","9:00 pm","Oklahoma City Thunder","110","Portland Trail Blazers","115",TRUE,NA,NA,"2016-01-10_OKC_at_POR"
"2016-01-11","7:30 pm","San Antonio Spurs","106","Brooklyn Nets","79",TRUE,NA,NA,"2016-01-11_SAS_at_BRK"
"2016-01-11","8:00 pm","Washington Wizards","114","Chicago Bulls","100",TRUE,NA,NA,"2016-01-11_WAS_at_CHI"
"2016-01-11","10:30 pm","Miami Heat","103","Golden State Warriors","111",TRUE,NA,NA,"2016-01-11_MIA_at_GSW"
"2016-01-12","8:30 pm","Cleveland Cavaliers","110","Dallas Mavericks","107",TRUE,"OT",NA,"2016-01-12_CLE_at_DAL"
"2016-01-12","7:30 pm","San Antonio Spurs","109","Detroit Pistons","99",TRUE,NA,NA,"2016-01-12_SAS_at_DET"
"2016-01-12","7:00 pm","Phoenix Suns","97","Indiana Pacers","116",TRUE,NA,NA,"2016-01-12_PHO_at_IND"
"2016-01-12","10:30 pm","New Orleans Pelicans","91","Los Angeles Lakers","95",TRUE,NA,NA,"2016-01-12_NOP_at_LAL"
"2016-01-12","8:00 pm","Houston Rockets","107","Memphis Grizzlies","91",TRUE,NA,NA,"2016-01-12_HOU_at_MEM"
"2016-01-12","8:00 pm","Chicago Bulls","101","Milwaukee Bucks","106",TRUE,NA,NA,"2016-01-12_CHI_at_MIL"
"2016-01-12","8:00 pm","Oklahoma City Thunder","101","Minnesota Timberwolves","96",TRUE,NA,NA,"2016-01-12_OKC_at_MIN"
"2016-01-12","7:30 pm","Boston Celtics","114","New York Knicks","120",TRUE,NA,NA,"2016-01-12_BOS_at_NYK"
"2016-01-13","8:00 pm","Indiana Pacers","94","Boston Celtics","103",TRUE,NA,NA,"2016-01-13_IND_at_BOS"
"2016-01-13","7:30 pm","New York Knicks","104","Brooklyn Nets","110",TRUE,NA,NA,"2016-01-13_NYK_at_BRK"
"2016-01-13","7:00 pm","Atlanta Hawks","84","Charlotte Hornets","107",TRUE,NA,NA,"2016-01-13_ATL_at_CHO"
"2016-01-13","9:00 pm","Golden State Warriors","110","Denver Nuggets","112",TRUE,NA,NA,"2016-01-13_GSW_at_DEN"
"2016-01-13","8:00 pm","Minnesota Timberwolves","104","Houston Rockets","107",TRUE,NA,NA,"2016-01-13_MIN_at_HOU"
"2016-01-13","10:30 pm","Miami Heat","90","Los Angeles Clippers","104",TRUE,NA,NA,"2016-01-13_MIA_at_LAC"
"2016-01-13","8:00 pm","Dallas Mavericks","89","Oklahoma City Thunder","108",TRUE,NA,NA,"2016-01-13_DAL_at_OKC"
"2016-01-13","10:00 pm","Utah Jazz","85","Portland Trail Blazers","99",TRUE,NA,NA,"2016-01-13_UTA_at_POR"
"2016-01-13","10:00 pm","New Orleans Pelicans","109","Sacramento Kings","97",TRUE,NA,NA,"2016-01-13_NOP_at_SAC"
"2016-01-13","7:00 pm","Milwaukee Bucks","101","Washington Wizards","106",TRUE,NA,NA,"2016-01-13_MIL_at_WAS"
"2016-01-14","10:30 pm","Los Angeles Lakers","98","Golden State Warriors","116",TRUE,NA,NA,"2016-01-14_LAL_at_GSW"
"2016-01-14","8:00 pm","Detroit Pistons","101","Memphis Grizzlies","103",TRUE,NA,NA,"2016-01-14_DET_at_MEM"
"2016-01-14","3:00 pm","Toronto Raptors","106","Orlando Magic","103",TRUE,"OT","at London, England","2016-01-14_TOR_at_ORL"
"2016-01-14","7:00 pm","Chicago Bulls","115","Philadelphia 76ers","111",TRUE,"OT",NA,"2016-01-14_CHI_at_PHI"
"2016-01-14","8:00 pm","Cleveland Cavaliers","95","San Antonio Spurs","99",TRUE,NA,NA,"2016-01-14_CLE_at_SAS"
"2016-01-14","9:00 pm","Sacramento Kings","103","Utah Jazz","101",TRUE,NA,NA,"2016-01-14_SAC_at_UTA"
"2016-01-15","7:30 pm","Phoenix Suns","103","Boston Celtics","117",TRUE,NA,NA,"2016-01-15_PHO_at_BOS"
"2016-01-15","7:30 pm","Portland Trail Blazers","116","Brooklyn Nets","104",TRUE,NA,NA,"2016-01-15_POR_at_BRK"
"2016-01-15","8:00 pm","Dallas Mavericks","83","Chicago Bulls","77",TRUE,NA,NA,"2016-01-15_DAL_at_CHI"
"2016-01-15","9:00 pm","Miami Heat","98","Denver Nuggets","95",TRUE,NA,NA,"2016-01-15_MIA_at_DEN"
"2016-01-15","9:30 pm","Cleveland Cavaliers","91","Houston Rockets","77",TRUE,NA,NA,"2016-01-15_CLE_at_HOU"
"2016-01-15","7:00 pm","Washington Wizards","118","Indiana Pacers","104",TRUE,NA,NA,"2016-01-15_WAS_at_IND"
"2016-01-15","8:00 pm","Atlanta Hawks","101","Milwaukee Bucks","108",TRUE,"OT",NA,"2016-01-15_ATL_at_MIL"
"2016-01-15","8:00 pm","Charlotte Hornets","107","New Orleans Pelicans","109",TRUE,NA,NA,"2016-01-15_CHO_at_NOP"
"2016-01-15","7:00 pm","Minnesota Timberwolves","93","Oklahoma City Thunder","113",TRUE,NA,NA,"2016-01-15_MIN_at_OKC"
"2016-01-16","7:30 pm","Brooklyn Nets","86","Atlanta Hawks","114",TRUE,NA,NA,"2016-01-16_BRK_at_ATL"
"2016-01-16","7:00 pm","Milwaukee Bucks","105","Charlotte Hornets","92",TRUE,NA,NA,"2016-01-16_MIL_at_CHO"
"2016-01-16","7:30 pm","Golden State Warriors","95","Detroit Pistons","113",TRUE,NA,NA,"2016-01-16_GSW_at_DET"
"2016-01-16","10:30 pm","Sacramento Kings","110","Los Angeles Clippers","103",TRUE,NA,NA,"2016-01-16_SAC_at_LAC"
"2016-01-16","8:00 pm","New York Knicks","95","Memphis Grizzlies","103",TRUE,NA,NA,"2016-01-16_NYK_at_MEM"
"2016-01-16","7:30 pm","Portland Trail Blazers","89","Philadelphia 76ers","114",TRUE,NA,NA,"2016-01-16_POR_at_PHI"
"2016-01-16","9:00 pm","Los Angeles Lakers","82","Utah Jazz","109",TRUE,NA,NA,"2016-01-16_LAL_at_UTA"
"2016-01-16","7:30 pm","Boston Celtics","119","Washington Wizards","117",TRUE,NA,NA,"2016-01-16_BOS_at_WAS"
"2016-01-17","8:00 pm","Indiana Pacers","126","Denver Nuggets","129",TRUE,NA,NA,"2016-01-17_IND_at_DEN"
"2016-01-17","9:30 pm","Houston Rockets","112","Los Angeles Lakers","95",TRUE,NA,NA,"2016-01-17_HOU_at_LAL"
"2016-01-17","3:30 pm","Phoenix Suns","87","Minnesota Timberwolves","117",TRUE,NA,NA,"2016-01-17_PHO_at_MIN"
"2016-01-17","7:00 pm","Miami Heat","74","Oklahoma City Thunder","99",TRUE,NA,NA,"2016-01-17_MIA_at_OKC"
"2016-01-17","7:00 pm","Dallas Mavericks","83","San Antonio Spurs","112",TRUE,NA,NA,"2016-01-17_DAL_at_SAS"
"2016-01-18","5:00 pm","Orlando Magic","81","Atlanta Hawks","98",TRUE,NA,NA,"2016-01-18_ORL_at_ATL"
"2016-01-18","2:00 pm","Utah Jazz","119","Charlotte Hornets","124",TRUE,"2OT",NA,"2016-01-18_UTA_at_CHO"
"2016-01-18","8:00 pm","Golden State Warriors","132","Cleveland Cavaliers","98",TRUE,NA,NA,"2016-01-18_GSW_at_CLE"
"2016-01-18","8:30 pm","Boston Celtics","113","Dallas Mavericks","118",TRUE,"OT",NA,"2016-01-18_BOS_at_DAL"
"2016-01-18","3:30 pm","Chicago Bulls","111","Detroit Pistons","101",TRUE,NA,NA,"2016-01-18_CHI_at_DET"
"2016-01-18","10:30 pm","Houston Rockets","132","Los Angeles Clippers","140",TRUE,"OT",NA,"2016-01-18_HOU_at_LAC"
"2016-01-18","2:30 pm","New Orleans Pelicans","99","Memphis Grizzlies","101",TRUE,NA,NA,"2016-01-18_NOP_at_MEM"
"2016-01-18","1:00 pm","Philadelphia 76ers","113","New York Knicks","119",TRUE,"2OT",NA,"2016-01-18_PHI_at_NYK"
"2016-01-18","7:30 pm","Brooklyn Nets","100","Toronto Raptors","112",TRUE,NA,NA,"2016-01-18_BRK_at_TOR"
"2016-01-18","2:00 pm","Portland Trail Blazers","108","Washington Wizards","98",TRUE,NA,NA,"2016-01-18_POR_at_WAS"
"2016-01-19","9:00 pm","Oklahoma City Thunder","110","Denver Nuggets","104",TRUE,NA,NA,"2016-01-19_OKC_at_DEN"
"2016-01-19","7:30 pm","Milwaukee Bucks","91","Miami Heat","79",TRUE,NA,NA,"2016-01-19_MIL_at_MIA"
"2016-01-19","8:00 pm","Minnesota Timberwolves","99","New Orleans Pelicans","114",TRUE,NA,NA,"2016-01-19_MIN_at_NOP"
"2016-01-19","9:00 pm","Indiana Pacers","97","Phoenix Suns","94",TRUE,NA,NA,"2016-01-19_IND_at_PHO"
"2016-01-20","7:30 pm","Cleveland Cavaliers","91","Brooklyn Nets","78",TRUE,NA,NA,"2016-01-20_CLE_at_BRK"
"2016-01-20","8:00 pm","Golden State Warriors","125","Chicago Bulls","94",TRUE,NA,NA,"2016-01-20_GSW_at_CHI"
"2016-01-20","8:30 pm","Minnesota Timberwolves","94","Dallas Mavericks","106",TRUE,"OT",NA,"2016-01-20_MIN_at_DAL"
"2016-01-20","8:00 pm","Detroit Pistons","123","Houston Rockets","114",TRUE,NA,NA,"2016-01-20_DET_at_HOU"
"2016-01-20","10:30 pm","Sacramento Kings","112","Los Angeles Lakers","93",TRUE,NA,NA,"2016-01-20_SAC_at_LAL"
"2016-01-20","7:30 pm","Utah Jazz","111","New York Knicks","118",TRUE,"OT",NA,"2016-01-20_UTA_at_NYK"
"2016-01-20","8:00 pm","Charlotte Hornets","95","Oklahoma City Thunder","109",TRUE,NA,NA,"2016-01-20_CHO_at_OKC"
"2016-01-20","7:00 pm","Philadelphia 76ers","96","Orlando Magic","87",TRUE,NA,NA,"2016-01-20_PHI_at_ORL"
"2016-01-20","10:30 pm","Atlanta Hawks","104","Portland Trail Blazers","98",TRUE,NA,NA,"2016-01-20_ATL_at_POR"
"2016-01-20","7:30 pm","Boston Celtics","109","Toronto Raptors","115",TRUE,NA,NA,"2016-01-20_BOS_at_TOR"
"2016-01-20","7:00 pm","Miami Heat","87","Washington Wizards","106",TRUE,NA,NA,"2016-01-20_MIA_at_WAS"
"2016-01-21","8:00 pm","Los Angeles Clippers","102","Cleveland Cavaliers","115",TRUE,NA,NA,"2016-01-21_LAC_at_CLE"
"2016-01-21","9:00 pm","Memphis Grizzlies","102","Denver Nuggets","101",TRUE,NA,NA,"2016-01-21_MEM_at_DEN"
"2016-01-21","8:00 pm","Detroit Pistons","99","New Orleans Pelicans","115",TRUE,NA,NA,"2016-01-21_DET_at_NOP"
"2016-01-21","10:30 pm","San Antonio Spurs","117","Phoenix Suns","89",TRUE,NA,NA,"2016-01-21_SAS_at_PHO"
"2016-01-21","10:00 pm","Atlanta Hawks","88","Sacramento Kings","91",TRUE,NA,NA,"2016-01-21_ATL_at_SAC"
"2016-01-22","7:30 pm","Chicago Bulls","101","Boston Celtics","110",TRUE,NA,NA,"2016-01-22_CHI_at_BOS"
"2016-01-22","7:30 pm","Utah Jazz","108","Brooklyn Nets","86",TRUE,NA,NA,"2016-01-22_UTA_at_BRK"
"2016-01-22","8:30 pm","Oklahoma City Thunder","109","Dallas Mavericks","106",TRUE,NA,NA,"2016-01-22_OKC_at_DAL"
"2016-01-22","10:30 pm","Indiana Pacers","110","Golden State Warriors","122",TRUE,NA,NA,"2016-01-22_IND_at_GSW"
"2016-01-22","8:00 pm","Milwaukee Bucks","98","Houston Rockets","102",TRUE,NA,NA,"2016-01-22_MIL_at_HOU"
"2016-01-22","10:30 pm","San Antonio Spurs","108","Los Angeles Lakers","95",TRUE,NA,NA,"2016-01-22_SAS_at_LAL"
"2016-01-22","7:30 pm","Los Angeles Clippers","116","New York Knicks","88",TRUE,NA,NA,"2016-01-22_LAC_at_NYK"
"2016-01-22","7:00 pm","Charlotte Hornets","120","Orlando Magic","116",TRUE,"OT",NA,"2016-01-22_CHO_at_ORL"
"2016-01-22","8:00 pm","Miami Heat","81","Toronto Raptors","101",TRUE,NA,NA,"2016-01-22_MIA_at_TOR"
"2016-01-23","7:00 pm","New York Knicks","84","Charlotte Hornets","97",TRUE,NA,NA,"2016-01-23_NYK_at_CHO"
"2016-01-23","8:30 pm","Chicago Bulls","96","Cleveland Cavaliers","83",TRUE,NA,NA,"2016-01-23_CHI_at_CLE"
"2016-01-23","9:30 pm","Detroit Pistons","101","Denver Nuggets","104",TRUE,NA,NA,"2016-01-23_DET_at_DEN"
"2016-01-23","8:00 pm","Memphis Grizzlies","101","Minnesota Timberwolves","106",TRUE,NA,NA,"2016-01-23_MEM_at_MIN"
"2016-01-23","7:00 pm","Milwaukee Bucks","99","New Orleans Pelicans","116",TRUE,NA,NA,"2016-01-23_MIL_at_NOP"
"2016-01-23","9:00 pm","Atlanta Hawks","95","Phoenix Suns","98",TRUE,NA,NA,"2016-01-23_ATL_at_PHO"
"2016-01-23","10:30 pm","Los Angeles Lakers","103","Portland Trail Blazers","121",TRUE,NA,NA,"2016-01-23_LAL_at_POR"
"2016-01-23","10:30 pm","Indiana Pacers","97","Sacramento Kings","108",TRUE,NA,NA,"2016-01-23_IND_at_SAC"
"2016-01-24","7:30 pm","Oklahoma City Thunder","106","Brooklyn Nets","116",TRUE,NA,NA,"2016-01-24_OKC_at_BRK"
"2016-01-24","3:30 pm","Dallas Mavericks","104","Houston Rockets","115",TRUE,NA,NA,"2016-01-24_DAL_at_HOU"
"2016-01-24","7:00 pm","Boston Celtics","112","Philadelphia 76ers","92",TRUE,NA,NA,"2016-01-24_BOS_at_PHI"
"2016-01-24","6:00 pm","Los Angeles Clippers","94","Toronto Raptors","112",TRUE,NA,NA,"2016-01-24_LAC_at_TOR"
"2016-01-25","8:00 pm","Miami Heat","89","Chicago Bulls","84",TRUE,NA,NA,"2016-01-25_MIA_at_CHI"
"2016-01-25","7:00 pm","Minnesota Timberwolves","107","Cleveland Cavaliers","114",TRUE,NA,NA,"2016-01-25_MIN_at_CLE"
"2016-01-25","9:00 pm","Atlanta Hawks","119","Denver Nuggets","105",TRUE,NA,NA,"2016-01-25_ATL_at_DEN"
"2016-01-25","10:30 pm","San Antonio Spurs","90","Golden State Warriors","120",TRUE,NA,NA,"2016-01-25_SAS_at_GSW"
"2016-01-25","8:00 pm","Orlando Magic","102","Memphis Grizzlies","108",TRUE,"OT",NA,"2016-01-25_ORL_at_MEM"
"2016-01-25","8:00 pm","Houston Rockets","112","New Orleans Pelicans","111",TRUE,NA,NA,"2016-01-25_HOU_at_NOP"
"2016-01-25","10:00 pm","Charlotte Hornets","129","Sacramento Kings","128",TRUE,"2OT",NA,"2016-01-25_CHO_at_SAC"
"2016-01-25","9:00 pm","Detroit Pistons","95","Utah Jazz","92",TRUE,NA,NA,"2016-01-25_DET_at_UTA"
"2016-01-25","7:00 pm","Boston Celtics","116","Washington Wizards","91",TRUE,NA,NA,"2016-01-25_BOS_at_WAS"
"2016-01-26","7:30 pm","Miami Heat","102","Brooklyn Nets","98",TRUE,NA,NA,"2016-01-26_MIA_at_BRK"
"2016-01-26","7:00 pm","Los Angeles Clippers","91","Indiana Pacers","89",TRUE,NA,NA,"2016-01-26_LAC_at_IND"
"2016-01-26","10:30 pm","Dallas Mavericks","92","Los Angeles Lakers","90",TRUE,NA,NA,"2016-01-26_DAL_at_LAL"
"2016-01-26","8:00 pm","Orlando Magic","100","Milwaukee Bucks","107",TRUE,NA,NA,"2016-01-26_ORL_at_MIL"
"2016-01-26","7:30 pm","Oklahoma City Thunder","128","New York Knicks","122",TRUE,"OT",NA,"2016-01-26_OKC_at_NYK"
"2016-01-26","7:00 pm","Phoenix Suns","103","Philadelphia 76ers","113",TRUE,NA,NA,"2016-01-26_PHO_at_PHI"
"2016-01-26","10:00 pm","Sacramento Kings","97","Portland Trail Blazers","112",TRUE,NA,NA,"2016-01-26_SAC_at_POR"
"2016-01-26","7:30 pm","Washington Wizards","89","Toronto Raptors","106",TRUE,NA,NA,"2016-01-26_WAS_at_TOR"
"2016-01-27","8:00 pm","Los Angeles Clippers","85","Atlanta Hawks","83",TRUE,NA,NA,"2016-01-27_LAC_at_ATL"
"2016-01-27","7:30 pm","Denver Nuggets","103","Boston Celtics","111",TRUE,NA,NA,"2016-01-27_DEN_at_BOS"
"2016-01-27","7:00 pm","Phoenix Suns","93","Cleveland Cavaliers","115",TRUE,NA,NA,"2016-01-27_PHO_at_CLE"
"2016-01-27","7:30 pm","Philadelphia 76ers","97","Detroit Pistons","110",TRUE,NA,NA,"2016-01-27_PHI_at_DET"
"2016-01-27","10:30 pm","Dallas Mavericks","107","Golden State Warriors","127",TRUE,NA,NA,"2016-01-27_DAL_at_GSW"
"2016-01-27","8:00 pm","Oklahoma City Thunder","126","Minnesota Timberwolves","123",TRUE,NA,NA,"2016-01-27_OKC_at_MIN"
"2016-01-27","8:00 pm","Houston Rockets","99","San Antonio Spurs","130",TRUE,NA,NA,"2016-01-27_HOU_at_SAS"
"2016-01-27","9:00 pm","Charlotte Hornets","73","Utah Jazz","102",TRUE,NA,NA,"2016-01-27_CHO_at_UTA"
"2016-01-28","7:00 pm","Atlanta Hawks","92","Indiana Pacers","111",TRUE,NA,NA,"2016-01-28_ATL_at_IND"
"2016-01-28","10:30 pm","Chicago Bulls","114","Los Angeles Lakers","91",TRUE,NA,NA,"2016-01-28_CHI_at_LAL"
"2016-01-28","8:00 pm","Milwaukee Bucks","83","Memphis Grizzlies","103",TRUE,NA,NA,"2016-01-28_MIL_at_MEM"
