"player","starter","MP","FG","FGA","FG_pct","3P","3PA","3P_pct","FT","FTA","FT_pct","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","plus_minus","game","team"
"Joe Johnson",TRUE,"38:32",9,19,0.474,2,7,0.286,0,0,NA,0,1,1,2,0,0,3,2,20,-1,"2016-01-02_BRK_at_BOS","BRK"
"Brook Lopez",TRUE,"38:11",11,24,0.458,0,0,NA,8,8,1,5,8,13,2,1,1,4,4,30,17,"2016-01-02_BRK_at_BOS","BRK"
"Thaddeus Young",TRUE,"32:51",7,16,0.438,0,0,NA,2,2,1,5,5,10,1,1,0,1,4,16,7,"2016-01-02_BRK_at_BOS","BRK"
"Bojan Bogdanovic",TRUE,"32:22",4,11,0.364,1,4,0.25,4,4,1,0,6,6,1,0,0,1,2,13,6,"2016-01-02_BRK_at_BOS","BRK"
"Jarrett Jack",TRUE,"22:48",0,5,0,0,1,0,2,2,1,0,1,1,9,0,1,1,2,2,8,"2016-01-02_BRK_at_BOS","BRK"
"Shane Larkin",FALSE,"24:11",0,3,0,0,2,0,2,2,1,0,4,4,4,2,0,4,3,2,-1,"2016-01-02_BRK_at_BOS","BRK"
"Wayne Ellington",FALSE,"22:56",1,4,0.25,0,3,0,3,4,0.75,0,6,6,2,1,0,0,2,5,1,"2016-01-02_BRK_at_BOS","BRK"
"Willie Reed",FALSE,"12:12",3,6,0.5,0,0,NA,0,0,NA,3,4,7,0,0,0,0,1,6,-2,"2016-01-02_BRK_at_BOS","BRK"
"Andrea Bargnani",FALSE,"8:04",2,3,0.667,0,0,NA,0,0,NA,1,1,2,1,0,0,0,0,4,-9,"2016-01-02_BRK_at_BOS","BRK"
"Donald Sloan",FALSE,"7:53",1,2,0.5,0,1,0,0,0,NA,0,0,0,1,0,0,0,1,2,-11,"2016-01-02_BRK_at_BOS","BRK"
"Markel Brown",FALSE,"0:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-01-02_BRK_at_BOS","BRK"
"Thomas Robinson",FALSE,"0:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-01-02_BRK_at_BOS","BRK"
"Sergey Karasev",FALSE,"0:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-01-02_BRK_at_BOS","BRK"
"Thaddeus Young",TRUE,"37:48",9,18,0.5,2,4,0.5,3,4,0.75,6,9,15,2,1,2,2,1,23,-7,"2016-01-04_BOS_at_BRK","BRK"
"Brook Lopez",TRUE,"36:58",6,14,0.429,0,0,NA,7,7,1,0,5,5,1,0,1,3,4,19,-8,"2016-01-04_BOS_at_BRK","BRK"
"Joe Johnson",TRUE,"34:51",8,15,0.533,2,4,0.5,3,4,0.75,4,2,6,4,0,0,2,3,21,-4,"2016-01-04_BOS_at_BRK","BRK"
"Bojan Bogdanovic",TRUE,"34:19",3,14,0.214,0,7,0,6,6,1,4,8,12,3,0,2,1,0,12,-15,"2016-01-04_BOS_at_BRK","BRK"
"Shane Larkin",TRUE,"26:45",2,7,0.286,0,3,0,0,0,NA,0,2,2,2,0,0,2,3,4,-6,"2016-01-04_BOS_at_BRK","BRK"
"Wayne Ellington",FALSE,"27:13",2,10,0.2,1,8,0.125,3,4,0.75,0,3,3,1,1,0,1,2,8,2,"2016-01-04_BOS_at_BRK","BRK"
"Donald Sloan",FALSE,"21:29",2,5,0.4,1,2,0.5,0,0,NA,1,3,4,3,1,0,2,1,5,-3,"2016-01-04_BOS_at_BRK","BRK"
"Thomas Robinson",FALSE,"8:48",0,1,0,0,0,NA,2,2,1,1,3,4,0,1,0,1,2,2,4,"2016-01-04_BOS_at_BRK","BRK"
