"player","starter","MP","FG","FGA","FG_pct","3P","3PA","3P_pct","FT","FTA","FT_pct","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","plus_minus","game","team"
"Kawhi Leonard",TRUE,"34:11",8,12,0.667,2,2,1,4,5,0.8,1,5,6,2,0,0,3,3,22,13,"2016-01-02_HOU_at_SAS","SAS"
"LaMarcus Aldridge",TRUE,"32:17",10,16,0.625,0,0,NA,4,4,1,2,7,9,0,2,0,1,3,24,22,"2016-01-02_HOU_at_SAS","SAS"
"Danny Green",TRUE,"32:05",6,9,0.667,6,8,0.75,0,0,NA,0,4,4,3,3,1,1,2,18,12,"2016-01-02_HOU_at_SAS","SAS"
"Tony Parker",TRUE,"26:55",0,6,0,0,2,0,2,2,1,0,4,4,10,0,0,2,1,2,-2,"2016-01-02_HOU_at_SAS","SAS"
"Tim Duncan",TRUE,"13:45",0,3,0,0,0,NA,0,0,NA,0,4,4,2,0,0,1,1,0,-1,"2016-01-02_HOU_at_SAS","SAS"
"Boris Diaw",FALSE,"25:23",8,13,0.615,2,2,1,2,2,1,3,5,8,2,2,0,1,3,20,18,"2016-01-02_HOU_at_SAS","SAS"
"Patty Mills",FALSE,"21:28",3,10,0.3,3,9,0.333,0,0,NA,0,0,0,3,1,0,0,0,9,16,"2016-01-02_HOU_at_SAS","SAS"
"David West",FALSE,"20:30",5,6,0.833,0,0,NA,0,0,NA,0,1,1,2,0,0,0,3,10,-1,"2016-01-02_HOU_at_SAS","SAS"
"Manu Ginobili",FALSE,"16:01",2,5,0.4,0,0,NA,4,4,1,2,0,2,5,1,0,0,3,8,15,"2016-01-02_HOU_at_SAS","SAS"
"Jonathon Simmons",FALSE,"9:14",3,4,0.75,0,1,0,0,0,NA,0,1,1,1,0,1,1,2,6,0,"2016-01-02_HOU_at_SAS","SAS"
"Boban Marjanovic",FALSE,"3:57",0,2,0,0,0,NA,0,0,NA,0,0,0,1,0,0,1,0,0,-2,"2016-01-02_HOU_at_SAS","SAS"
"Kyle Anderson",FALSE,"2:07",0,0,NA,0,0,NA,2,2,1,0,0,0,0,0,0,0,0,2,0,"2016-01-02_HOU_at_SAS","SAS"
"Matt Bonner",FALSE,"2:07",0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,1,0,0,"2016-01-02_HOU_at_SAS","SAS"
"Kawhi Leonard",TRUE,"30:50",9,12,0.75,3,5,0.6,3,3,1,0,2,2,1,2,1,4,1,24,17,"2016-01-04_SAS_at_MIL","SAS"
"LaMarcus Aldridge",TRUE,"29:50",6,14,0.429,0,0,NA,4,5,0.8,6,5,11,1,0,1,1,2,16,11,"2016-01-04_SAS_at_MIL","SAS"
"Patty Mills",TRUE,"28:04",3,7,0.429,3,5,0.6,1,2,0.5,0,1,1,5,0,0,1,3,10,20,"2016-01-04_SAS_at_MIL","SAS"
"Tim Duncan",TRUE,"27:19",7,11,0.636,0,0,NA,0,1,0,2,8,10,4,2,1,1,5,14,12,"2016-01-04_SAS_at_MIL","SAS"
"Danny Green",TRUE,"14:16",1,7,0.143,1,5,0.2,0,0,NA,2,0,2,1,1,1,1,1,3,-2,"2016-01-04_SAS_at_MIL","SAS"
"Manu Ginobili",FALSE,"21:38",3,8,0.375,2,2,1,0,0,NA,1,3,4,7,2,0,2,1,8,12,"2016-01-04_SAS_at_MIL","SAS"
"Jonathon Simmons",FALSE,"20:13",6,7,0.857,0,0,NA,6,7,0.857,0,3,3,0,0,0,1,3,18,21,"2016-01-04_SAS_at_MIL","SAS"
"Boris Diaw",FALSE,"19:14",6,8,0.75,0,1,0,2,2,1,1,3,4,2,1,0,1,2,14,19,"2016-01-04_SAS_at_MIL","SAS"
"Ray McCallum",FALSE,"17:12",1,2,0.5,0,1,0,0,0,NA,0,1,1,4,0,0,0,0,2,6,"2016-01-04_SAS_at_MIL","SAS"
"David West",FALSE,"14:31",5,9,0.556,0,0,NA,0,0,NA,0,1,1,3,1,1,0,0,10,5,"2016-01-04_SAS_at_MIL","SAS"
"Kyle Anderson",FALSE,"8:58",1,2,0.5,0,1,0,0,0,NA,0,2,2,2,0,0,1,2,2,0,"2016-01-04_SAS_at_MIL","SAS"
"Boban Marjanovic",FALSE,"5:06",1,2,0.5,0,0,NA,0,0,NA,1,2,3,2,1,0,0,0,2,3,"2016-01-04_SAS_at_MIL","SAS"
"Matt Bonner",FALSE,"2:49",0,1,0,0,0,NA,0,0,NA,0,0,0,0,1,0,0,0,0,1,"2016-01-04_SAS_at_MIL","SAS"
"Tim Duncan",TRUE,"25:53",8,13,0.615,0,0,NA,2,2,1,2,6,8,6,1,0,0,3,18,27,"2016-01-06_UTA_at_SAS","SAS"
"David West",TRUE,"25:00",7,8,0.875,0,0,NA,0,0,NA,2,11,13,4,1,0,1,3,14,20,"2016-01-06_UTA_at_SAS","SAS"
"Kawhi Leonard",TRUE,"23:12",6,11,0.545,2,4,0.5,1,1,1,0,4,4,3,2,0,2,0,15,14,"2016-01-06_UTA_at_SAS","SAS"
"Patty Mills",TRUE,"23:05",0,4,0,0,2,0,0,0,NA,0,0,0,2,1,0,0,0,0,13,"2016-01-06_UTA_at_SAS","SAS"
"Danny Green",TRUE,"11:01",2,3,0.667,2,2,1,0,0,NA,0,0,0,2,0,0,0,2,6,7,"2016-01-06_UTA_at_SAS","SAS"
"Ray McCallum",FALSE,"24:55",4,7,0.571,0,1,0,2,2,1,0,0,0,3,2,1,1,3,10,12,"2016-01-06_UTA_at_SAS","SAS"
"Manu Ginobili",FALSE,"22:48",6,10,0.6,2,4,0.5,0,0,NA,0,2,2,5,1,0,4,3,14,8,"2016-01-06_UTA_at_SAS","SAS"
"Kyle Anderson",FALSE,"19:07",6,9,0.667,0,0,NA,1,1,1,1,2,3,2,1,0,1,2,13,7,"2016-01-06_UTA_at_SAS","SAS"
"Boban Marjanovic",FALSE,"19:03",5,7,0.714,0,0,NA,3,6,0.5,3,4,7,0,0,1,0,0,13,-3,"2016-01-06_UTA_at_SAS","SAS"
"Jonathon Simmons",FALSE,"17:15",5,7,0.714,2,4,0.5,1,1,1,0,0,0,1,1,0,3,4,13,9,"2016-01-06_UTA_at_SAS","SAS"
"Boris Diaw",FALSE,"16:25",1,2,0.5,0,1,0,0,0,NA,0,1,1,6,0,0,1,0,2,1,"2016-01-06_UTA_at_SAS","SAS"
"Matt Bonner",FALSE,"6:35",1,3,0.333,1,2,0.5,0,0,NA,0,0,0,0,0,0,0,1,3,4,"2016-01-06_UTA_at_SAS","SAS"
"Rasual Butler",FALSE,"5:41",1,2,0.5,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,2,6,"2016-01-06_UTA_at_SAS","SAS"
"Kawhi Leonard",TRUE,"36:54",8,19,0.421,0,2,0,3,4,0.75,4,8,12,0,2,2,1,1,19,-4,"2016-01-08_NYK_at_SAS","SAS"
"Danny Green",TRUE,"34:31",3,9,0.333,2,3,0.667,0,0,NA,0,4,4,3,2,3,2,5,8,8,"2016-01-08_NYK_at_SAS","SAS"
"LaMarcus Aldridge",TRUE,"34:13",8,17,0.471,0,0,NA,0,0,NA,4,5,9,2,0,0,2,1,16,-6,"2016-01-08_NYK_at_SAS","SAS"
"Tony Parker",TRUE,"32:27",7,16,0.438,0,2,0,2,2,1,0,5,5,8,0,0,1,1,16,2,"2016-01-08_NYK_at_SAS","SAS"
"Tim Duncan",TRUE,"20:45",3,5,0.6,0,0,NA,1,2,0.5,1,4,5,1,1,0,2,1,7,6,"2016-01-08_NYK_at_SAS","SAS"
