msa_cd	year	lhpi_real	lpci_real
16220	1989	4.38323	2.561479
16220	1990	4.398922	2.630251
16220	1991	4.438298	2.586771
16220	1992	4.466316	2.601135
16220	1993	4.502364	2.585657
16220	1994	4.575342	2.552937
16220	1995	4.604599	2.514856
16220	1996	4.631795	2.515141
16220	1997	4.619453	2.565462
16220	1998	4.637267	2.611397
16220	1999	4.649441	2.643919
16220	2000	4.646988	2.749177
16220	2001	4.65726	2.700483
16220	2002	4.718274	2.695237
16220	2003	4.78086	2.729207
16220	2004	4.895597	2.794585
16220	2005	5.006551	2.868107
16220	2006	5.095283	2.973606
16220	2007	5.164484	2.958633
16220	2008	5.146169	3.043205
16220	2009	5.124191	2.855954
16220	2010	5.079147	2.931776
16220	2011	5.04099	2.95787
16300	1975	4.709941	2.297916
16300	1976	4.689738	2.322573
16300	1977	4.668657	2.349405
16300	1978	4.630864	2.389959
16300	1979	4.676493	2.384461
16300	1980	4.60517	2.339399
16300	1981	4.393272	2.325352
16300	1982	4.364688	2.277755
16300	1983	4.343009	2.286929
16300	1984	4.301091	2.342405
16300	1985	4.300972	2.357149
16300	1986	4.319794	2.398239
16300	1987	4.335364	2.429779
16300	1988	4.330533	2.41869
16300	1989	4.349819	2.466076
16300	1990	4.355831	2.466748
16300	1991	4.377219	2.46429
16300	1992	4.391641	2.469183
16300	1993	4.417089	2.461727
16300	1994	4.465224	2.4936
16300	1995	4.49664	2.509409
16300	1996	4.494411	2.534159
16300	1997	4.494591	2.556258
16300	1998	4.51394	2.624219
16300	1999	4.513458	2.636814
16300	2000	4.504296	2.650635
16300	2001	4.512813	2.611045
16300	2002	4.527675	2.606261
16300	2003	4.542634	2.605422
16300	2004	4.548081	2.61931
16300	2005	4.55691	2.620481
16300	2006	4.554604	2.655222
16300	2007	4.548234	2.690094
16300	2008	4.516364	2.716401
16300	2009	4.52464	2.690319
16300	2010	4.505754	2.704056
16300	2011	4.463301	2.727137
16580	1975	4.727311	2.331681
16580	1976	4.729635	2.328049
16580	1977	4.736265	2.329986
16580	1978	4.732075	2.309447
16580	1979	4.689415	2.309681
16580	1980	4.60517	2.217027
16580	1981	4.552331	2.236233
16580	1982	4.515499	2.232681
16580	1983	4.509184	2.233115
16580	1984	4.506374	2.320033
16580	1985	4.540179	2.333384
16580	1986	4.552738	2.347589
16580	1987	4.552382	2.352406
16580	1988	4.551167	2.361799
16580	1989	4.523468	2.390605
16580	1990	4.487324	2.390258
16580	1991	4.463386	2.351775
16580	1992	4.457234	2.377457
16580	1993	4.45113	2.367452
16580	1994	4.473367	2.394084
16580	1995	4.473456	2.393714
16580	1996	4.488197	2.426386
16580	1997	4.493002	2.442158
16580	1998	4.510625	2.473063
16580	1999	4.522527	2.487833
16580	2000	4.536016	2.52881
16580	2001	4.553621	2.547481
16580	2002	4.585927	2.53904
16580	2003	4.61505	2.631539
16580	2004	4.66184	2.584989
16580	2005	4.692038	2.516007
16580	2006	4.708048	2.53674
16580	2007	4.690712	2.556824
16580	2008	4.654747	2.617603
16580	2009	4.663581	2.5978
16580	2010	4.645979	2.633602
16580	2011	4.603655	2.639072
16620	1975	5.088867	2.437356
16620	1976	5.023632	2.438813
16620	1977	4.956115	2.424354
16620	1978	4.879354	2.398077
16620	1979	4.754703	2.337504
16620	1980	4.60517	2.226244
16620	1981	4.501029	2.172029
16620	1982	4.45113	2.166482
16620	1983	4.440988	2.149815
16620	1984	4.417822	2.166076
16620	1985	4.405839	2.175186
16620	1986	4.440751	2.175871
16620	1987	4.419858	2.146699
16620	1988	4.376999	2.183698
16620	1989	4.328431	2.190997
16620	1990	4.265458	2.205785
16620	1991	4.259421	2.202249
16620	1992	4.256643	2.224114
16620	1993	4.278048	2.226551
16620	1994	4.304581	2.245881
16620	1995	4.330266	2.243684
16620	1996	4.339824	2.249324
16620	1997	4.329696	2.242684
16620	1998	4.362569	2.300853
16620	1999	4.359434	2.310315
16620	2000	4.338862	2.328917
16620	2001	4.356652	2.363884
16620	2002	4.357642	2.371298
16620	2003	4.357633	2.367593
16620	2004	4.359519	2.356073
16620	2005	4.363519	2.356992
16620	2006	4.366805	2.40165
16620	2007	4.360916	2.408496
16620	2008	4.340686	2.428413
16620	2009	4.341546	2.399401
16620	2010	4.323054	2.405293
16620	2011	4.288095	2.423379
16700	1975	4.469833	2.025389
16700	1976	4.504356	2.064109
16700	1977	4.566784	2.076451
16700	1978	4.742616	2.10501
16700	1979	4.652563	2.112812
16700	1980	4.60517	2.095561
16700	1981	4.610651	2.085068
16700	1982	4.776039	2.085889
16700	1983	4.647006	2.108975
16700	1984	4.608157	2.179629
16700	1985	4.596234	2.198823
16700	1986	4.595926	2.20937
16700	1987	4.633965	2.223208
16700	1988	4.651369	2.259675
16700	1989	4.640767	2.276939
16700	1990	4.633941	2.307148
16700	1991	4.635134	2.292189
16700	1992	4.648243	2.308434
16700	1993	4.627445	2.306161
16700	1994	4.609734	2.314448
16700	1995	4.590267	2.317478
16700	1996	4.605459	2.342042
16700	1997	4.64107	2.368047
16700	1998	4.707338	2.429402
16700	1999	4.805849	2.463373
16700	2000	4.867515	2.509991
16700	2001	4.910517	2.497502
16700	2002	4.950223	2.519809
16700	2003	4.982027	2.532899
16700	2004	5.05831	2.571275
16700	2005	5.171707	2.609162
16700	2006	5.270145	2.638279
16700	2007	5.27645	2.65569
16700	2008	5.226443	2.656096
16700	2009	5.191466	2.637861
16700	2010	5.110996	2.658076
16700	2011	5.030571	2.67221
16740	1975	4.64011	2.116576
16740	1976	4.654384	2.175899
16740	1977	4.602051	2.207953
16740	1978	4.647571	2.252247
16740	1979	4.65915	2.259341
16740	1980	4.60517	2.221267
16740	1981	4.539485	2.210433
16740	1982	4.528153	2.209358
16740	1983	4.495986	2.250885
16740	1984	4.536394	2.324868
16740	1985	4.550926	2.352307
16740	1986	4.574801	2.38744
16740	1987	4.615861	2.420821
16740	1988	4.644327	2.467384
16740	1989	4.645649	2.486374
16740	1990	4.621746	2.501825
16740	1991	4.612095	2.482153
16740	1992	4.61596	2.520671
16740	1993	4.601731	2.532135
16740	1994	4.609813	2.564752
16740	1995	4.628911	2.59401
16740	1996	4.652598	2.612152
16740	1997	4.686376	2.63936
16740	1998	4.723652	2.701484
16740	1999	4.742666	2.723824
16740	2000	4.741494	2.749931
16740	2001	4.757363	2.728021
16740	2002	4.770242	2.737921
16740	2003	4.781243	2.729743
16740	2004	4.794104	2.762481
16740	2005	4.807004	2.773628
16740	2006	4.848927	2.796306
16740	2007	4.886652	2.780692
16740	2008	4.876968	2.762117
16740	2009	4.871853	2.703299
16740	2010	4.79907	2.720711
16740	2011	4.728761	2.737386
16820	1975	4.70743	2.341089
16820	1976	4.688305	2.342107
16820	1977	4.704657	2.319215
16820	1978	4.730093	2.323809
16820	1979	4.703846	2.249339
16820	1980	4.60517	2.18964
16820	1981	4.52619	2.159843
16820	1982	4.485838	2.172354
16820	1983	4.508909	2.216425
16820	1984	4.526649	2.242435
16820	1985	4.520876	2.25697
16820	1986	4.547108	2.3076
16820	1987	4.559597	2.322585
16820	1988	4.593491	2.37504
16820	1989	4.623919	2.376363
16820	1990	4.606754	2.360431
16820	1991	4.58574	2.352246
16820	1992	4.582752	2.365197
16820	1993	4.572692	2.370675
16820	1994	4.547902	2.376254
16820	1995	4.534498	2.388288
16820	1996	4.520753	2.392385
16820	1997	4.506981	2.40002
16820	1998	4.522496	2.446198
16820	1999	4.550897	2.451921
16820	2000	4.594596	2.488536
16820	2001	4.650225	2.499473
16820	2002	4.706328	2.478607
16820	2003	4.760209	2.4859
16820	2004	4.852864	2.522754
16820	2005	4.976662	2.535479
16820	2006	5.051147	2.57817
16820	2007	5.053058	2.59515
16820	2008	4.984433	2.581997
16820	2009	4.934673	2.526288
16820	2010	4.879619	2.529662
16820	2011	4.815442	2.543047
16860	1975	4.659228	2.096528
16860	1976	4.66761	2.155547
16860	1977	4.681158	2.18579
16860	1978	4.69532	2.235859
16860	1979	4.678832	2.209723
16860	1980	4.60517	2.155129
16860	1981	4.531728	2.127743
16860	1982	4.461795	2.135342
16860	1983	4.508201	2.154457
16860	1984	4.485559	2.194263
16860	1985	4.49541	2.21352
16860	1986	4.505443	2.246688
16860	1987	4.554934	2.279852
16860	1988	4.574934	2.322215
16860	1989	4.545502	2.331172
16860	1990	4.513314	2.345549
16860	1991	4.504922	2.339816
16860	1992	4.520741	2.384706
16860	1993	4.520947	2.403032
16860	1994	4.537987	2.415656
16860	1995	4.551681	2.435297
16860	1996	4.57169	2.45125
16860	1997	4.590415	2.470359
16860	1998	4.627188	2.505667
16860	1999	4.645725	2.540556
16860	2000	4.640974	2.558377
16860	2001	4.66705	2.548816
16860	2002	4.694512	2.556969
16860	2003	4.725308	2.566409
16860	2004	4.762877	2.584324
16860	2005	4.802478	2.590372
16860	2006	4.830024	2.621674
16860	2007	4.831609	2.627429
16860	2008	4.796655	2.609468
16860	2009	4.81598	2.584221
16860	2010	4.790072	2.616539
16860	2011	4.737385	2.628298
16940	1975	4.705924	2.377843
16940	1976	4.699412	2.398921
16940	1977	4.679763	2.40444
16940	1978	4.657687	2.459741
16940	1979	4.650867	2.415414
16940	1980	4.60517	2.436679
16940	1981	4.586505	2.423739
16940	1982	4.448361	2.431129
16940	1983	4.484095	2.339731
16940	1984	4.464753	2.370045
16940	1985	4.43323	2.391032
16940	1986	4.462743	2.402243
16940	1987	4.410593	2.383648
16940	1988	4.405835	2.388017
16940	1989	4.352453	2.447165
16940	1990	4.334033	2.49276
16940	1991	4.327732	2.481494
16940	1992	4.338226	2.474733
16940	1993	4.353262	2.458746
16940	1994	4.394691	2.455162
16940	1995	4.417344	2.448481
16940	1996	4.423672	2.446867
16940	1997	4.434842	2.465589
16940	1998	4.444351	2.520791
16940	1999	4.436945	2.540471
16940	2000	4.440772	2.559839
16940	2001	4.443816	2.568221
16940	2002	4.48254	2.610783
16940	2003	4.534745	2.650529
16940	2004	4.626837	2.69881
16940	2005	4.679795	2.73228
16940	2006	4.707145	2.785836
16940	2007	4.7116	2.809881
16940	2008	4.683131	2.860869
16940	2009	4.685644	2.790454
16940	2010	4.667813	2.793777
16940	2011	4.63937	2.814522
16974	1975	4.625182	2.45661
16974	1976	4.652592	2.489357
16974	1977	4.755726	2.525479
16974	1978	4.811712	2.550204
16974	1979	4.735842	2.517394
16974	1980	4.60517	2.465554
16974	1981	4.579581	2.453454
16974	1982	4.470528	2.450907
16974	1983	4.48313	2.456236
16974	1984	4.506164	2.508211
16974	1985	4.516523	2.530331
16974	1986	4.568149	2.579745
16974	1987	4.638895	2.603824
16974	1988	4.700922	2.647616
16974	1989	4.730683	2.656501
16974	1990	4.732095	2.675334
16974	1991	4.728904	2.644142
16974	1992	4.737248	2.666215
16974	1993	4.740682	2.654655
16974	1994	4.756092	2.665384
16974	1995	4.758642	2.693405
16974	1996	4.763437	2.719443
16974	1997	4.766292	2.749696
16974	1998	4.779665	2.792305
16974	1999	4.804978	2.802594
16974	2000	4.847587	2.838784
16974	2001	4.887407	2.832021
16974	2002	4.941932	2.833982
16974	2003	4.984117	2.830764
16974	2004	5.05459	2.861742
16974	2005	5.123611	2.878772
16974	2006	5.169962	2.920892
16974	2007	5.149992	2.947956
16974	2008	5.062274	2.922226
16974	2009	4.984184	2.850741
16974	2010	4.898924	2.845797
16974	2011	4.810356	2.847923
17020	1975	4.20834	2.174605
17020	1976	4.240041	2.176035
17020	1977	4.341313	2.197128
17020	1978	4.471703	2.233378
17020	1979	4.677589	2.236302
17020	1980	4.60517	2.202433
17020	1981	4.63219	2.188818
17020	1982	4.630488	2.147917
17020	1983	4.545676	2.185433
17020	1984	4.508944	2.218559
17020	1985	4.445024	2.222058
17020	1986	4.433795	2.239434
17020	1987	4.410196	2.257725
17020	1988	4.407629	2.269566
17020	1989	4.472914	2.26736
17020	1990	4.585133	2.246305
17020	1991	4.606863	2.245606
17020	1992	4.587442	2.249676
17020	1993	4.565914	2.241327
17020	1994	4.54489	2.266441
17020	1995	4.534882	2.275658
17020	1996	4.514944	2.316769
17020	1997	4.512553	2.351989
17020	1998	4.522742	2.385026
17020	1999	4.522156	2.394584
17020	2000	4.568034	2.423765
17020	2001	4.650521	2.433224
17020	2002	4.752104	2.423497
17020	2003	4.875682	2.429461
17020	2004	5.024629	2.46489
17020	2005	5.164271	2.451809
17020	2006	5.194336	2.475485
17020	2007	5.110619	2.49929
17020	2008	4.959023	2.488613
17020	2009	4.871748	2.461649
17020	2010	4.767602	2.47394
17020	2011	4.671323	2.48805
17140	1975	4.663859	2.23823
17140	1976	4.635549	2.292802
17140	1977	4.661374	2.336358
17140	1978	4.704443	2.36058
17140	1979	4.706724	2.349462
17140	1980	4.60517	2.31204
17140	1981	4.529564	2.313946
17140	1982	4.461946	2.303254
17140	1983	4.456019	2.326027
17140	1984	4.432651	2.379329
17140	1985	4.42402	2.40285
17140	1986	4.451859	2.431285
17140	1987	4.485434	2.442231
17140	1988	4.51041	2.467706
17140	1989	4.508149	2.489271
17140	1990	4.492887	2.501195
17140	1991	4.487557	2.481802
17140	1992	4.496157	2.509907
17140	1993	4.498533	2.510016
17140	1994	4.520474	2.534965
17140	1995	4.526033	2.545519
17140	1996	4.540935	2.572675
17140	1997	4.553504	2.606614
17140	1998	4.577981	2.656127
17140	1999	4.599979	2.671668
17140	2000	4.616737	2.688458
17140	2001	4.639679	2.691642
17140	2002	4.658771	2.7005
17140	2003	4.672307	2.706865
17140	2004	4.690878	2.731396
17140	2005	4.701583	2.731404
17140	2006	4.698641	2.759484
17140	2007	4.670977	2.750954
17140	2008	4.616375	2.743587
17140	2009	4.605976	2.708357
17140	2010	4.574948	2.714724
17140	2011	4.518507	2.733098
17300	1975	4.811121	2.066211
17300	1976	4.800858	2.146541
17300	1977	4.784462	2.134069
17300	1978	4.765288	2.147471
17300	1979	4.686035	2.12156
17300	1980	4.60517	2.051556
17300	1981	4.564241	2.086542
17300	1982	4.550783	2.0778
17300	1983	4.530658	2.049549
17300	1984	4.528634	2.139125
17300	1985	4.536986	2.15472
17300	1986	4.569364	2.196357
17300	1987	4.570655	2.22334
17300	1988	4.572289	2.242263
17300	1989	4.575963	2.253375
17300	1990	4.575121	2.19777
17300	1991	4.567045	2.23778
17300	1992	4.549618	2.328115
17300	1993	4.562033	2.33016
17300	1994	4.585397	2.336902
17300	1995	4.603287	2.358071
17300	1996	4.619987	2.355062
17300	1997	4.631693	2.351161
17300	1998	4.657086	2.373265
17300	1999	4.66971	2.409656
17300	2000	4.647666	2.454815
17300	2001	4.665342	2.44518
17300	2002	4.677516	2.47896
17300	2003	4.692268	2.538855
17300	2004	4.705493	2.5519
17300	2005	4.751458	2.612538
17300	2006	4.789107	2.671844
17300	2007	4.816353	2.659804
17300	2008	4.795853	2.704372
17300	2009	4.816206	2.687562
17300	2010	4.790092	2.696447
17300	2011	4.746634	2.742901
17420	1975	4.725374	1.957041
17420	1976	4.718534	2.009042
17420	1977	4.721855	1.997537
17420	1978	4.715055	2.022208
17420	1979	4.676826	2.006274
17420	1980	4.60517	1.9947
17420	1981	4.579623	2.043526
17420	1982	4.537968	2.031909
17420	1983	4.515168	2.062172
17420	1984	4.520537	2.118402
17420	1985	4.541761	2.155661
17420	1986	4.582731	2.203026
17420	1987	4.592334	2.249109
17420	1988	4.599543	2.26179
17420	1989	4.602789	2.306723
17420	1990	4.591624	2.299528
17420	1991	4.582259	2.302656
17420	1992	4.543491	2.363406
17420	1993	4.537648	2.352927
17420	1994	4.557371	2.375252
17420	1995	4.607312	2.376987
17420	1996	4.646895	2.408424
17420	1997	4.671859	2.436646
17420	1998	4.712054	2.454819
17420	1999	4.712437	2.460758
17420	2000	4.70986	2.434953
17420	2001	4.753031	2.479603
17420	2002	4.783905	2.472444
17420	2003	4.800524	2.492387
17420	2004	4.819384	2.521376
17420	2005	4.846175	2.516017
17420	2006	4.874665	2.499478
17420	2007	4.894467	2.511719
17420	2008	4.853226	2.492543
17420	2009	4.848802	2.463448
17420	2010	4.802189	2.478407
17420	2011	4.752253	2.492116
17460	1975	4.605476	2.382092
17460	1976	4.655962	2.429079
17460	1977	4.725774	2.474371
17460	1978	4.774793	2.508479
17460	1979	4.743752	2.485075
17460	1980	4.60517	2.430274
17460	1981	4.52111	2.421939
17460	1982	4.409682	2.397957
17460	1983	4.382475	2.376258
17460	1984	4.367814	2.43492
17460	1985	4.369034	2.46939
17460	1986	4.397526	2.495025
17460	1987	4.443088	2.514981
17460	1988	4.455962	2.559048
17460	1989	4.471807	2.565704
17460	1990	4.480326	2.582126
17460	1991	4.488448	2.552731
17460	1992	4.522674	2.568584
17460	1993	4.53841	2.575851
17460	1994	4.55089	2.594879
17460	1995	4.568579	2.613729
17460	1996	4.591435	2.621332
17460	1997	4.602406	2.645881
17460	1998	4.62155	2.681864
17460	1999	4.636981	2.697392
17460	2000	4.636616	2.7155
17460	2001	4.658996	2.692947
17460	2002	4.689545	2.703646
17460	2003	4.705723	2.707241
17460	2004	4.711886	2.718862
17460	2005	4.709264	2.716956
17460	2006	4.690767	2.757067
17460	2007	4.647865	2.767457
17460	2008	4.57234	2.775019
17460	2009	4.555274	2.728149
17460	2010	4.498335	2.738797
17460	2011	4.428933	2.762532
17660	1975	4.535494	2.131247
17660	1976	4.557931	2.20322
17660	1977	4.599722	2.216484
17660	1978	4.646204	2.238212
17660	1979	4.674947	2.218263
17660	1980	4.60517	2.148968
17660	1981	4.555793	2.115897
17660	1982	4.531659	2.05686
17660	1983	4.559111	2.146496
17660	1984	4.57055	2.175837
17660	1985	4.601338	2.18116
17660	1986	4.662522	2.213383
17660	1987	4.707605	2.238444
17660	1988	4.733104	2.288508
17660	1989	4.74448	2.336692
17660	1990	4.558373	2.323591
17660	1991	4.599213	2.306817
17660	1992	4.670711	2.351425
17660	1993	4.762028	2.364392
17660	1994	4.798534	2.369153
17660	1995	4.801143	2.359833
17660	1996	4.788085	2.365134
17660	1997	4.758568	2.355316
17660	1998	4.766951	2.384722
17660	1999	4.740625	2.379839
17660	2000	4.706285	2.389446
17660	2001	4.711264	2.393671
17660	2002	4.72135	2.380752
17660	2003	4.753871	2.39492
17660	2004	4.860721	2.446499
17660	2005	5.090667	2.479052
17660	2006	5.214295	2.504683
17660	2007	5.199381	2.512103
17660	2008	5.114963	2.502949
17660	2009	5.030406	2.431511
17660	2010	4.919098	2.449862
17660	2011	4.796146	2.459362
17780	1975	4.908245	1.918256
17780	1976	4.866521	1.964164
17780	1977	4.831962	1.992931
17780	1978	4.778879	1.994351
17780	1979	4.691207	1.959277
17780	1980	4.60517	1.965573
17780	1981	4.538795	2.044426
17780	1982	4.499523	2.010239
17780	1983	4.500344	2.027839
17780	1984	4.692189	2.077658
17780	1985	4.67327	2.0787
17780	1986	4.693058	2.086996
17780	1987	4.606495	2.099782
17780	1988	4.518812	2.137617
17780	1989	4.484937	2.183915
17780	1990	4.406192	2.182213
17780	1991	4.406195	2.190128
17780	1992	4.422676	2.195545
17780	1993	4.440487	2.186244
17780	1994	4.463001	2.188978
17780	1995	4.456589	2.211191
17780	1996	4.454106	2.235404
17780	1997	4.444997	2.289496
17780	1998	4.473468	2.333104
17780	1999	4.499489	2.360303
17780	2000	4.512814	2.378435
17780	2001	4.539601	2.379445
17780	2002	4.57257	2.382652
17780	2003	4.581272	2.397579
17780	2004	4.583674	2.390356
17780	2005	4.582682	2.408935
17780	2006	4.60923	2.430947
17780	2007	4.634727	2.469859
17780	2008	4.646019	2.523278
17780	2009	4.665856	2.489406
17780	2010	4.675616	2.509728
17780	2011	4.632088	2.513225
17820	1975	4.685904	2.178674
17820	1976	4.689161	2.220132
17820	1977	4.687821	2.194911
17820	1978	4.688198	2.232859
17820	1979	4.606143	2.218803
17820	1980	4.60517	2.236659
17820	1981	4.516765	2.264891
17820	1982	4.554449	2.250632
17820	1983	4.544049	2.252938
17820	1984	4.536894	2.333553
17820	1985	4.540976	2.356539
17820	1986	4.573438	2.387802
17820	1987	4.536141	2.391512
17820	1988	4.492574	2.417153
17820	1989	4.460281	2.44816
17820	1990	4.430764	2.432882
17820	1991	4.411101	2.444707
17820	1992	4.435016	2.451364
17820	1993	4.480279	2.434655
17820	1994	4.539699	2.428514
17820	1995	4.567881	2.449443
17820	1996	4.598415	2.478757
17820	1997	4.608809	2.494203
17820	1998	4.633004	2.544376
17820	1999	4.642386	2.573671
17820	2000	4.668529	2.615086
17820	2001	4.704014	2.592265
17820	2002	4.7348	2.575795
17820	2003	4.753679	2.579421
17820	2004	4.797273	2.616346
17820	2005	4.842077	2.644578
17820	2006	4.854201	2.648794
17820	2007	4.844693	2.675431
17820	2008	4.78037	2.663002
17820	2009	4.76489	2.638528
17820	2010	4.725396	2.640691
17820	2011	4.653582	2.655618
17860	1975	4.782889	2.12587
17860	1976	4.771316	2.169398
17860	1977	4.760653	2.201236
17860	1978	4.74352	2.216318
17860	1979	4.686069	2.217827
17860	1980	4.60517	2.173842
17860	1981	4.553598	2.173329
17860	1982	4.515015	2.172614
17860	1983	4.512298	2.225841
17860	1984	4.51511	2.267953
17860	1985	4.569143	2.293157
17860	1986	4.582509	2.330258
17860	1987	4.563064	2.357797
17860	1988	4.53778	2.370714
17860	1989	4.50781	2.366433
17860	1990	4.475661	2.374677
17860	1991	4.469948	2.406469
17860	1992	4.472117	2.436987
17860	1993	4.475972	2.461126
17860	1994	4.553444	2.484287
17860	1995	4.582383	2.493534
17860	1996	4.584621	2.516703
17860	1997	4.589056	2.539291
17860	1998	4.608449	2.580662
17860	1999	4.619565	2.59494
17860	2000	4.616463	2.617304
17860	2001	4.629927	2.608141
17860	2002	4.651876	2.608315
17860	2003	4.656214	2.626044
17860	2004	4.672881	2.655962
17860	2005	4.71423	2.641189
17860	2006	4.742668	2.666219
17860	2007	4.738005	2.693459
17860	2008	4.710524	2.710835
17860	2009	4.70427	2.672801
17860	2010	4.680663	2.678712
17860	2011	4.63856	2.687091
17900	1975	4.658097	2.072682
17900	1976	4.663811	2.120621
17900	1977	4.675811	2.129094
17900	1978	4.629303	2.157069
17900	1979	4.619891	2.161851
17900	1980	4.60517	2.129184
17900	1981	4.526967	2.115366
17900	1982	4.495196	2.118692
17900	1983	4.48416	2.158643
17900	1984	4.474898	2.225158
17900	1985	4.475229	2.254271
17900	1986	4.502025	2.281056
17900	1987	4.519817	2.304988
17900	1988	4.520699	2.339782
17900	1989	4.51261	2.361585
17900	1990	4.494275	2.36693
17900	1991	4.489317	2.363444
17900	1992	4.500412	2.380316
17900	1993	4.491445	2.37525
17900	1994	4.485624	2.404744
17900	1995	4.48413	2.420319
17900	1996	4.483059	2.442382
17900	1997	4.501021	2.463671
17900	1998	4.535046	2.518915
17900	1999	4.553259	2.537324
17900	2000	4.55824	2.566074
17900	2001	4.584209	2.541844
17900	2002	4.603771	2.546996
17900	2003	4.624821	2.552739
17900	2004	4.654978	2.581177
17900	2005	4.686184	2.593078
17900	2006	4.713185	2.625401
17900	2007	4.721797	2.626297
17900	2008	4.706917	2.621132
17900	2009	4.726793	2.601258
17900	2010	4.687144	2.602545
17900	2011	4.622735	2.608246
17980	1975	4.649829	1.984847
17980	1976	4.657131	2.024263
17980	1977	4.673303	2.063872
17980	1978	4.691885	2.073277
17980	1979	4.679447	2.04943
17980	1980	4.60517	2.019824
17980	1981	4.528592	2.021922
17980	1982	4.496109	2.031672
17980	1983	4.489359	2.059072
17980	1984	4.483775	2.14583
17980	1985	4.478787	2.171542
17980	1986	4.526604	2.197436
17980	1987	4.549784	2.216995
17980	1988	4.533101	2.247206
17980	1989	4.520705	2.239599
17980	1990	4.477478	2.242852
17980	1991	4.454567	2.263481
17980	1992	4.468087	2.294212
17980	1993	4.477139	2.278267
17980	1994	4.484157	2.291246
17980	1995	4.479907	2.3037
17980	1996	4.482062	2.315669
17980	1997	4.497576	2.358774
17980	1998	4.530221	2.405466
17980	1999	4.544525	2.424154
17980	2000	4.547742	2.438939
17980	2001	4.566224	2.464834
17980	2002	4.589166	2.481403
17980	2003	4.614442	2.521689
17980	2004	4.651182	2.541279
17980	2005	4.708212	2.586699
17980	2006	4.762211	2.617418
17980	2007	4.770418	2.639368
17980	2008	4.73524	2.655686
17980	2009	4.751164	2.649705
17980	2010	4.696602	2.670883
17980	2011	4.615808	2.697572
18020	1975	4.864206	2.274745
18020	1976	4.854762	2.366567
18020	1977	4.830091	2.41508
18020	1978	4.785119	2.427699
18020	1979	4.703639	2.395679
18020	1980	4.60517	2.270268
18020	1981	4.551399	2.311867
18020	1982	4.521713	2.263538
18020	1983	4.519888	2.287975
18020	1984	4.519496	2.444761
18020	1985	4.437893	2.423486
18020	1986	4.431579	2.396522
18020	1987	4.432209	2.446841
18020	1988	4.456402	2.46142
18020	1989	4.471488	2.470213
18020	1990	4.464556	2.450445
18020	1991	4.473751	2.41636
18020	1992	4.500971	2.479428
18020	1993	4.533538	2.515742
18020	1994	4.616057	2.542434
18020	1995	4.664436	2.571424
18020	1996	4.674615	2.578716
18020	1997	4.674314	2.593476
18020	1998	4.683435	2.642957
18020	1999	4.67315	2.648591
18020	2000	4.6543	2.669305
18020	2001	4.665478	2.602832
18020	2002	4.658709	2.608148
18020	2003	4.661274	2.636529
18020	2004	4.667439	2.663911
18020	2005	4.680361	2.634925
18020	2006	4.684925	2.68947
18020	2007	4.670575	2.684455
18020	2008	4.654953	2.697502
18020	2009	4.669484	2.633827
18020	2010	4.646779	2.660013
18020	2011	4.616327	2.701492
18140	1975	4.684929	2.249411
18140	1976	4.675721	2.299385
18140	1977	4.648165	2.32755
18140	1978	4.700907	2.352576
18140	1979	4.695383	2.333225
18140	1980	4.60517	2.292737
18140	1981	4.558825	2.27637
18140	1982	4.506067	2.268016
18140	1983	4.444876	2.269343
18140	1984	4.440449	2.334763
18140	1985	4.442557	2.375819
18140	1986	4.479758	2.409484
18140	1987	4.518305	2.428278
18140	1988	4.551345	2.456039
18140	1989	4.54695	2.478801
18140	1990	4.533326	2.472249
18140	1991	4.530188	2.460474
18140	1992	4.552173	2.495944
18140	1993	4.563676	2.507638
18140	1994	4.583955	2.536422
18140	1995	4.603432	2.544812
18140	1996	4.623236	2.555023
18140	1997	4.636582	2.593432
18140	1998	4.656005	2.631415
18140	1999	4.675909	2.659858
18140	2000	4.683213	2.693093
18140	2001	4.705866	2.687434
18140	2002	4.741605	2.70921
18140	2003	4.760108	2.708226
18140	2004	4.770508	2.702394
18140	2005	4.776799	2.696353
18140	2006	4.7696	2.718025
18140	2007	4.741265	2.719641
18140	2008	4.690922	2.704314
18140	2009	4.685684	2.686673
18140	2010	4.644506	2.693243
18140	2011	4.589443	2.709778
18580	1975	4.806451	2.175408
18580	1976	4.767645	2.22425
18580	1977	4.744925	2.208098
18580	1978	4.70801	2.256608
18580	1979	4.575986	2.257765
18580	1980	4.60517	2.228292
18580	1981	4.552962	2.272639
18580	1982	4.624077	2.247514
18580	1983	4.612763	2.22846
18580	1984	4.568209	2.263385
18580	1985	4.537209	2.291933
18580	1986	4.565109	2.28269
18580	1987	4.491224	2.267429
18580	1988	4.391651	2.290532
18580	1989	4.356104	2.302958
18580	1990	4.299565	2.326515
18580	1991	4.288477	2.343835
18580	1992	4.304459	2.375058
18580	1993	4.321855	2.36118
18580	1994	4.323289	2.373268
18580	1995	4.33324	2.395315
18580	1996	4.339399	2.434281
18580	1997	4.331225	2.46456
18580	1998	4.348215	2.499536
18580	1999	4.36554	2.520831
18580	2000	4.351125	2.534693
18580	2001	4.369096	2.549304
18580	2002	4.418156	2.573647
18580	2003	4.434087	2.596364
18580	2004	4.465466	2.601812
18580	2005	4.504239	2.624837
18580	2006	4.541039	2.659866
18580	2007	4.567385	2.713605
18580	2008	4.539025	2.766038
18580	2009	4.553828	2.705277
18580	2010	4.497369	2.747998
