"w1","w2","count"
"will","not",16
"his","own",14
"not","only",7
"let","us",6
"years","ago",6
"american","society",5
"even","though",5
"will","continue",5
"must","not",4
"new","york",3
"our","freedom",3
"physical","violence",3
"satisfied","until",3
"stand","up",3
"white","people",3
"will","give",3
"deeply","rooted",2
"nation","will",2
"what","will",2
