"player","starter","MP","FG","FGA","FG_pct","3P","3PA","3P_pct","FT","FTA","FT_pct","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","plus_minus","game","team"
"Rudy Gobert",TRUE,"35:01",7,9,0.778,0,0,NA,4,4,1,3,7,10,1,0,1,6,4,18,-14,"2017-10-18_DEN_at_UTA","UTA"
"Joe Ingles",TRUE,"32:38",4,6,0.667,3,5,0.6,0,0,NA,0,5,5,6,2,0,0,3,11,-6,"2017-10-18_DEN_at_UTA","UTA"
"Ricky Rubio",TRUE,"31:46",3,9,0.333,1,5,0.2,2,3,0.667,0,5,5,10,2,0,3,1,9,-14,"2017-10-18_DEN_at_UTA","UTA"
"Derrick Favors",TRUE,"28:27",7,14,0.5,0,1,0,0,0,NA,0,4,4,4,1,0,1,4,14,4,"2017-10-18_DEN_at_UTA","UTA"
"Donovan Mitchell",TRUE,"26:04",3,11,0.273,0,2,0,4,4,1,0,1,1,4,0,1,3,1,10,22,"2017-10-18_DEN_at_UTA","UTA"
"Thabo Sefolosha",FALSE,"20:30",3,7,0.429,0,2,0,1,1,1,0,2,2,2,2,0,0,0,7,25,"2017-10-18_DEN_at_UTA","UTA"
"Joe Johnson",FALSE,"19:33",5,10,0.5,1,4,0.25,2,2,1,2,2,4,1,1,0,1,3,13,6,"2017-10-18_DEN_at_UTA","UTA"
"Rodney Hood",FALSE,"17:40",2,4,0.5,2,3,0.667,0,0,NA,0,2,2,0,0,0,0,1,6,-13,"2017-10-18_DEN_at_UTA","UTA"
"Alec Burks",FALSE,"15:22",7,10,0.7,2,2,1,0,0,NA,0,1,1,0,1,0,0,1,16,16,"2017-10-18_DEN_at_UTA","UTA"
"Ekpe Udoh",FALSE,"12:59",0,1,0,0,0,NA,2,2,1,1,1,2,0,0,3,1,0,2,24,"2017-10-18_DEN_at_UTA","UTA"
"Nate Wolters",FALSE,"0:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-10-18_DEN_at_UTA","UTA"
"Jonas Jerebko",FALSE,"0:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-10-18_DEN_at_UTA","UTA"
"Royce O'Neale",FALSE,"0:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-10-18_DEN_at_UTA","UTA"
"Joe Ingles",TRUE,"34:23",5,8,0.625,4,5,0.8,0,0,NA,0,3,3,3,2,0,1,2,14,-3,"2017-10-20_UTA_at_MIN","UTA"
"Rudy Gobert",TRUE,"32:58",5,10,0.5,0,0,NA,0,0,NA,4,9,13,0,2,2,3,2,10,-15,"2017-10-20_UTA_at_MIN","UTA"
"Ricky Rubio",TRUE,"32:40",4,10,0.4,1,3,0.333,10,11,0.909,1,4,5,10,2,0,4,5,19,-8,"2017-10-20_UTA_at_MIN","UTA"
"Derrick Favors",TRUE,"28:44",8,15,0.533,0,1,0,0,0,NA,0,4,4,3,0,1,4,2,16,13,"2017-10-20_UTA_at_MIN","UTA"
"Rodney Hood",TRUE,"23:45",7,12,0.583,3,7,0.429,3,3,1,0,1,1,4,1,0,2,2,20,10,"2017-10-20_UTA_at_MIN","UTA"
"Thabo Sefolosha",FALSE,"24:39",4,4,1,1,1,1,0,0,NA,0,5,5,0,1,0,1,2,9,-2,"2017-10-20_UTA_at_MIN","UTA"
"Donovan Mitchell",FALSE,"20:00",1,7,0.143,0,2,0,0,1,0,0,0,0,2,0,2,1,2,2,-1,"2017-10-20_UTA_at_MIN","UTA"
"Joe Johnson",FALSE,"19:16",2,7,0.286,0,3,0,0,0,NA,0,1,1,1,1,0,2,1,4,-16,"2017-10-20_UTA_at_MIN","UTA"
"Ekpe Udoh",FALSE,"15:02",1,2,0.5,0,0,NA,1,2,0.5,2,2,4,0,0,3,0,1,3,12,"2017-10-20_UTA_at_MIN","UTA"
