"player","starter","MP","FG","FGA","FG_pct","3P","3PA","3P_pct","FT","FTA","FT_pct","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","plus_minus","game","team"
"LeBron James",TRUE,"41:12",12,19,0.632,1,5,0.2,4,4,1,1,15,16,9,0,2,4,3,29,2,"2017-10-17_BOS_at_CLE","CLE"
"Jae Crowder",TRUE,"34:44",3,10,0.3,1,5,0.2,4,4,1,1,4,5,2,2,0,1,2,11,7,"2017-10-17_BOS_at_CLE","CLE"
"Derrick Rose",TRUE,"31:15",5,14,0.357,1,3,0.333,3,4,0.75,1,3,4,2,0,0,2,2,14,-7,"2017-10-17_BOS_at_CLE","CLE"
"Dwyane Wade",TRUE,"28:30",3,10,0.3,0,1,0,2,2,1,1,1,2,3,0,2,4,1,8,0,"2017-10-17_BOS_at_CLE","CLE"
"Kevin Love",TRUE,"28:24",4,9,0.444,1,4,0.25,6,7,0.857,3,8,11,0,0,0,2,2,15,1,"2017-10-17_BOS_at_CLE","CLE"
"J.R. Smith",FALSE,"21:55",4,7,0.571,1,3,0.333,1,1,1,0,4,4,1,0,0,0,4,10,7,"2017-10-17_BOS_at_CLE","CLE"
"Tristan Thompson",FALSE,"19:36",2,3,0.667,0,0,NA,1,3,0.333,1,5,6,2,0,0,2,3,5,2,"2017-10-17_BOS_at_CLE","CLE"
"Jeff Green",FALSE,"14:14",3,8,0.375,0,1,0,0,0,NA,0,0,0,0,0,0,1,3,6,-2,"2017-10-17_BOS_at_CLE","CLE"
"Iman Shumpert",FALSE,"12:51",2,3,0.667,0,0,NA,0,0,NA,1,1,2,0,1,0,1,3,4,6,"2017-10-17_BOS_at_CLE","CLE"
"Kyle Korver",FALSE,"7:19",0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,2,0,-1,"2017-10-17_BOS_at_CLE","CLE"
"Cedi Osman",FALSE,"0:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-10-17_BOS_at_CLE","CLE"
