"player","starter","MP","FG","FGA","FG_pct","3P","3PA","3P_pct","FT","FTA","FT_pct","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","plus_minus","game","team"
"Myles Turner",TRUE,"33:57",8,13,0.615,1,3,0.333,4,4,1,3,11,14,2,0,4,1,3,21,12,"2017-10-18_BRK_at_IND","IND"
"Thaddeus Young",TRUE,"33:20",7,16,0.438,1,5,0.2,2,2,1,5,6,11,3,2,2,2,3,17,13,"2017-10-18_BRK_at_IND","IND"
"Darren Collison",TRUE,"30:11",9,12,0.75,1,3,0.333,2,3,0.667,1,2,3,11,2,0,2,1,21,8,"2017-10-18_BRK_at_IND","IND"
"Bojan Bogdanovic",TRUE,"29:24",5,9,0.556,1,3,0.333,3,3,1,0,0,0,0,0,0,3,2,14,3,"2017-10-18_BRK_at_IND","IND"
"Victor Oladipo",TRUE,"24:33",6,12,0.5,2,6,0.333,8,10,0.8,0,5,5,4,4,0,3,5,22,11,"2017-10-18_BRK_at_IND","IND"
"Cory Joseph",FALSE,"24:40",4,10,0.4,1,2,0.5,2,2,1,1,2,3,4,2,1,1,1,11,7,"2017-10-18_BRK_at_IND","IND"
"Lance Stephenson",FALSE,"24:11",6,19,0.316,2,9,0.222,2,5,0.4,0,1,1,3,1,1,1,3,16,-2,"2017-10-18_BRK_at_IND","IND"
"Domantas Sabonis",FALSE,"19:13",7,7,1,0,0,NA,2,3,0.667,4,3,7,1,0,0,1,3,16,-4,"2017-10-18_BRK_at_IND","IND"
"Damien Wilkins",FALSE,"11:01",1,3,0.333,0,2,0,0,0,NA,0,1,1,0,1,0,0,1,2,0,"2017-10-18_BRK_at_IND","IND"
"T.J. Leaf",FALSE,"9:30",0,1,0,0,1,0,0,0,NA,0,2,2,1,0,1,0,3,0,-3,"2017-10-18_BRK_at_IND","IND"
"Al Jefferson",FALSE,"0:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-10-18_BRK_at_IND","IND"
"Joe Young",FALSE,"0:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-10-18_BRK_at_IND","IND"
"Ike Anigbogu",FALSE,"0:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-10-18_BRK_at_IND","IND"
"Victor Oladipo",TRUE,"32:33",5,17,0.294,0,3,0,7,9,0.778,0,6,6,2,0,1,2,1,17,-18,"2017-10-20_POR_at_IND","IND"
"Darren Collison",TRUE,"31:25",5,9,0.556,1,3,0.333,3,4,0.75,1,3,4,4,1,0,2,3,14,-3,"2017-10-20_POR_at_IND","IND"
"Thaddeus Young",TRUE,"29:06",4,8,0.5,0,2,0,0,0,NA,2,5,7,1,0,1,0,1,8,-15,"2017-10-20_POR_at_IND","IND"
