"player","starter","MP","FG","FGA","FG_pct","3P","3PA","3P_pct","FT","FTA","FT_pct","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","plus_minus","game","team"
"Stanley Johnson",TRUE,"40:20",0,13,0,0,6,0,2,2,1,1,3,4,1,4,0,0,1,2,6,"2017-10-18_CHO_at_DET","DET"
"Tobias Harris",TRUE,"34:03",11,18,0.611,4,7,0.571,1,1,1,2,8,10,3,0,0,1,3,27,10,"2017-10-18_CHO_at_DET","DET"
"Reggie Jackson",TRUE,"27:10",5,10,0.5,0,1,0,3,3,1,1,4,5,8,1,0,0,2,13,10,"2017-10-18_CHO_at_DET","DET"
"Avery Bradley",TRUE,"23:19",7,10,0.7,0,0,NA,1,1,1,0,2,2,1,0,0,2,4,15,10,"2017-10-18_CHO_at_DET","DET"
"Andre Drummond",TRUE,"22:21",3,9,0.333,0,0,NA,2,2,1,5,8,13,4,1,2,0,3,8,8,"2017-10-18_CHO_at_DET","DET"
"Langston Galloway",FALSE,"24:41",6,11,0.545,3,6,0.5,1,1,1,0,4,4,0,3,0,1,0,16,2,"2017-10-18_CHO_at_DET","DET"
"Ish Smith",FALSE,"20:50",2,9,0.222,0,1,0,0,0,NA,0,1,1,6,1,0,3,4,4,2,"2017-10-18_CHO_at_DET","DET"
"Jon Leuer",FALSE,"19:21",2,6,0.333,0,1,0,0,1,0,0,3,3,0,0,1,1,0,4,6,"2017-10-18_CHO_at_DET","DET"
"Henry Ellenson",FALSE,"16:13",5,10,0.5,2,4,0.5,1,1,1,0,4,4,1,1,0,0,2,13,4,"2017-10-18_CHO_at_DET","DET"
"Eric Moreland",FALSE,"11:42",0,0,NA,0,0,NA,0,0,NA,0,1,1,0,3,0,0,2,0,2,"2017-10-18_CHO_at_DET","DET"
"Luke Kennard",FALSE,"0:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-10-18_CHO_at_DET","DET"
"Boban Marjanovic",FALSE,"0:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-10-18_CHO_at_DET","DET"
"Reggie Bullock",FALSE,"Player Suspended",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-10-18_CHO_at_DET","DET"
"Tobias Harris",TRUE,"33:41",5,10,0.5,1,1,1,4,5,0.8,1,2,3,1,1,0,0,2,15,2,"2017-10-20_DET_at_WAS","DET"
"Avery Bradley",TRUE,"32:58",6,13,0.462,3,6,0.5,3,4,0.75,1,1,2,2,1,0,5,3,18,-11,"2017-10-20_DET_at_WAS","DET"
"Reggie Jackson",TRUE,"31:48",8,21,0.381,3,7,0.429,2,2,1,0,4,4,5,5,0,5,5,21,8,"2017-10-20_DET_at_WAS","DET"
"Andre Drummond",TRUE,"26:22",4,9,0.444,0,0,NA,1,1,1,6,6,12,2,1,0,1,6,9,-7,"2017-10-20_DET_at_WAS","DET"
"Stanley Johnson",TRUE,"23:42",3,3,1,1,1,1,3,4,0.75,0,3,3,2,1,0,0,3,10,-3,"2017-10-20_DET_at_WAS","DET"
"Jon Leuer",FALSE,"32:01",4,8,0.5,0,0,NA,2,2,1,0,1,1,1,0,1,0,3,10,9,"2017-10-20_DET_at_WAS","DET"
"Luke Kennard",FALSE,"18:40",5,8,0.625,1,4,0.25,0,0,NA,0,0,0,2,2,0,2,1,11,0,"2017-10-20_DET_at_WAS","DET"
"Ish Smith",FALSE,"16:12",6,12,0.5,0,2,0,0,2,0,2,1,3,3,1,0,4,3,12,-12,"2017-10-20_DET_at_WAS","DET"
"Eric Moreland",FALSE,"12:23",0,0,NA,0,0,NA,0,0,NA,0,3,3,0,0,0,2,3,0,-8,"2017-10-20_DET_at_WAS","DET"
"Langston Galloway",FALSE,"12:13",2,3,0.667,1,2,0.5,0,0,NA,0,2,2,1,0,0,0,3,5,2,"2017-10-20_DET_at_WAS","DET"
"Anthony Tolliver",FALSE,"0:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-10-20_DET_at_WAS","DET"
"Henry Ellenson",FALSE,"0:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-10-20_DET_at_WAS","DET"
"Tobias Harris",TRUE,"38:24",13,24,0.542,3,9,0.333,2,3,0.667,3,3,6,1,0,0,0,3,31,7,"2017-10-21_DET_at_NYK","DET"
"Andre Drummond",TRUE,"38:19",9,11,0.818,0,0,NA,3,3,1,4,8,12,1,1,1,5,3,21,7,"2017-10-21_DET_at_NYK","DET"
"Stanley Johnson",TRUE,"28:43",3,7,0.429,1,4,0.25,2,2,1,2,6,8,2,0,0,2,3,9,-6,"2017-10-21_DET_at_NYK","DET"
"Reggie Jackson",TRUE,"26:26",4,12,0.333,1,4,0.25,7,7,1,2,1,3,7,0,0,0,4,16,14,"2017-10-21_DET_at_NYK","DET"
"Avery Bradley",TRUE,"22:13",2,9,0.222,1,2,0.5,0,0,NA,1,4,5,3,2,0,1,4,5,11,"2017-10-21_DET_at_NYK","DET"
"Ish Smith",FALSE,"21:34",5,9,0.556,0,1,0,0,0,NA,0,0,0,3,1,0,1,2,10,-10,"2017-10-21_DET_at_NYK","DET"
"Anthony Tolliver",FALSE,"19:53",3,8,0.375,3,7,0.429,0,0,NA,1,3,4,2,0,1,0,2,9,21,"2017-10-21_DET_at_NYK","DET"
"Jon Leuer",FALSE,"19:20",3,4,0.75,0,1,0,0,0,NA,1,1,2,2,0,0,0,1,6,-9,"2017-10-21_DET_at_NYK","DET"
"Luke Kennard",FALSE,"16:38",1,4,0.25,0,2,0,0,0,NA,1,2,3,0,0,0,2,1,2,-3,"2017-10-21_DET_at_NYK","DET"
"Boban Marjanovic",FALSE,"4:27",1,3,0.333,0,0,NA,0,0,NA,0,0,0,0,1,0,0,1,2,-6,"2017-10-21_DET_at_NYK","DET"
"Henry Ellenson",FALSE,"4:03",0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,1,1,0,-6,"2017-10-21_DET_at_NYK","DET"
"Reggie Bullock",FALSE,"Player Suspended",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-10-21_DET_at_NYK","DET"
"Langston Galloway",FALSE,"0:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-10-21_DET_at_NYK","DET"
"Andre Drummond",TRUE,"38:11",5,9,0.556,0,0,NA,4,6,0.667,5,9,14,1,4,1,1,5,14,-11,"2017-10-23_PHI_at_DET","DET"
"Avery Bradley",TRUE,"37:59",7,16,0.438,1,5,0.2,0,0,NA,1,0,1,3,0,0,2,1,15,-4,"2017-10-23_PHI_at_DET","DET"
"Tobias Harris",TRUE,"33:19",5,16,0.313,1,6,0.167,0,0,NA,0,4,4,0,0,0,1,1,11,-7,"2017-10-23_PHI_at_DET","DET"
"Reggie Jackson",TRUE,"30:59",7,17,0.412,0,5,0,2,3,0.667,1,5,6,7,0,0,3,3,16,-6,"2017-10-23_PHI_at_DET","DET"
"Stanley Johnson",TRUE,"17:32",0,1,0,0,1,0,0,0,NA,0,0,0,0,0,0,0,4,0,-18,"2017-10-23_PHI_at_DET","DET"
"Anthony Tolliver",FALSE,"19:52",2,7,0.286,1,6,0.167,0,0,NA,0,2,2,0,0,0,0,1,5,-15,"2017-10-23_PHI_at_DET","DET"
"Ish Smith",FALSE,"17:01",2,7,0.286,0,1,0,0,0,NA,1,3,4,2,1,1,3,1,4,-5,"2017-10-23_PHI_at_DET","DET"
"Luke Kennard",FALSE,"16:36",2,6,0.333,0,1,0,2,4,0.5,0,3,3,1,0,0,1,2,6,-4,"2017-10-23_PHI_at_DET","DET"
"Jon Leuer",FALSE,"15:54",0,2,0,0,1,0,6,6,1,1,3,4,0,0,0,1,3,6,-2,"2017-10-23_PHI_at_DET","DET"
"Langston Galloway",FALSE,"12:37",3,4,0.75,3,4,0.75,0,0,NA,0,1,1,0,0,0,2,0,9,17,"2017-10-23_PHI_at_DET","DET"
"Henry Ellenson",FALSE,"0:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-10-23_PHI_at_DET","DET"
"Eric Moreland",FALSE,"0:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-10-23_PHI_at_DET","DET"
"Reggie Bullock",FALSE,"Player Suspended",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-10-23_PHI_at_DET","DET"
"Tobias Harris",TRUE,"39:03",14,24,0.583,6,9,0.667,0,0,NA,0,4,4,1,2,1,1,3,34,17,"2017-10-25_MIN_at_DET","DET"
"Stanley Johnson",TRUE,"35:48",6,12,0.5,1,6,0.167,2,2,1,0,3,3,3,1,0,1,3,15,1,"2017-10-25_MIN_at_DET","DET"
"Avery Bradley",TRUE,"30:20",8,17,0.471,3,6,0.5,1,2,0.5,0,4,4,3,1,0,0,1,20,3,"2017-10-25_MIN_at_DET","DET"
"Andre Drummond",TRUE,"27:52",6,10,0.6,0,0,NA,3,6,0.5,7,8,15,4,2,1,5,4,15,4,"2017-10-25_MIN_at_DET","DET"
"Reggie Jackson",TRUE,"24:38",3,6,0.5,2,4,0.5,2,3,0.667,2,0,2,4,1,0,0,3,10,-2,"2017-10-25_MIN_at_DET","DET"
