"date","time","away","away_PTS","home","home_PTS","box_available","OT","notes","game_string"
"2018-01-01","7:30 pm","Orlando Magic",NA,"Brooklyn Nets",NA,FALSE,NA,NA,"2018-01-01_ORL_at_BRK"
"2018-01-01","8:00 pm","Portland Trail Blazers",NA,"Chicago Bulls",NA,FALSE,NA,NA,"2018-01-01_POR_at_CHI"
"2018-01-01","8:00 pm","Los Angeles Lakers",NA,"Minnesota Timberwolves",NA,FALSE,NA,NA,"2018-01-01_LAL_at_MIN"
"2018-01-01","7:30 pm","Milwaukee Bucks",NA,"Toronto Raptors",NA,FALSE,NA,NA,"2018-01-01_MIL_at_TOR"
"2018-01-02","7:00 pm","Portland Trail Blazers",NA,"Cleveland Cavaliers",NA,FALSE,NA,NA,"2018-01-02_POR_at_CLE"
"2018-01-02","10:30 pm","Memphis Grizzlies",NA,"Los Angeles Clippers",NA,FALSE,NA,NA,"2018-01-02_MEM_at_LAC"
"2018-01-02","7:30 pm","San Antonio Spurs",NA,"New York Knicks",NA,FALSE,NA,NA,"2018-01-02_SAS_at_NYK"
"2018-01-02","9:00 pm","Atlanta Hawks",NA,"Phoenix Suns",NA,FALSE,NA,NA,"2018-01-02_ATL_at_PHO"
"2018-01-02","10:00 pm","Charlotte Hornets",NA,"Sacramento Kings",NA,FALSE,NA,NA,"2018-01-02_CHO_at_SAC"
"2018-01-03","8:00 pm","Cleveland Cavaliers",NA,"Boston Celtics",NA,FALSE,NA,NA,"2018-01-03_CLE_at_BOS"
"2018-01-03","7:30 pm","Minnesota Timberwolves",NA,"Brooklyn Nets",NA,FALSE,NA,NA,"2018-01-03_MIN_at_BRK"
"2018-01-03","8:00 pm","Toronto Raptors",NA,"Chicago Bulls",NA,FALSE,NA,NA,"2018-01-03_TOR_at_CHI"
"2018-01-03","8:30 pm","Golden State Warriors",NA,"Dallas Mavericks",NA,FALSE,NA,NA,"2018-01-03_GSW_at_DAL"
"2018-01-03","9:00 pm","Phoenix Suns",NA,"Denver Nuggets",NA,FALSE,NA,NA,"2018-01-03_PHO_at_DEN"
"2018-01-03","10:30 pm","Oklahoma City Thunder",NA,"Los Angeles Lakers",NA,FALSE,NA,NA,"2018-01-03_OKC_at_LAL"
"2018-01-03","7:30 pm","Detroit Pistons",NA,"Miami Heat",NA,FALSE,NA,NA,"2018-01-03_DET_at_MIA"
"2018-01-03","8:00 pm","Indiana Pacers",NA,"Milwaukee Bucks",NA,FALSE,NA,NA,"2018-01-03_IND_at_MIL"
"2018-01-03","7:00 pm","Houston Rockets",NA,"Orlando Magic",NA,FALSE,NA,NA,"2018-01-03_HOU_at_ORL"
"2018-01-03","7:00 pm","San Antonio Spurs",NA,"Philadelphia 76ers",NA,FALSE,NA,NA,"2018-01-03_SAS_at_PHI"
"2018-01-03","9:00 pm","New Orleans Pelicans",NA,"Utah Jazz",NA,FALSE,NA,NA,"2018-01-03_NOP_at_UTA"
"2018-01-03","7:00 pm","New York Knicks",NA,"Washington Wizards",NA,FALSE,NA,NA,"2018-01-03_NYK_at_WAS"
"2018-01-04","8:00 pm","Golden State Warriors",NA,"Houston Rockets",NA,FALSE,NA,NA,"2018-01-04_GSW_at_HOU"
"2018-01-04","10:30 pm","Oklahoma City Thunder",NA,"Los Angeles Clippers",NA,FALSE,NA,NA,"2018-01-04_OKC_at_LAC"
"2018-01-05","7:30 pm","Minnesota Timberwolves",NA,"Boston Celtics",NA,FALSE,NA,NA,"2018-01-05_MIN_at_BOS"
"2018-01-05","8:30 pm","Chicago Bulls",NA,"Dallas Mavericks",NA,FALSE,NA,NA,"2018-01-05_CHI_at_DAL"
"2018-01-05","9:00 pm","Utah Jazz",NA,"Denver Nuggets",NA,FALSE,NA,NA,"2018-01-05_UTA_at_DEN"
"2018-01-05","10:30 pm","Charlotte Hornets",NA,"Los Angeles Lakers",NA,FALSE,NA,NA,"2018-01-05_CHO_at_LAL"
"2018-01-05","9:30 pm","Washington Wizards",NA,"Memphis Grizzlies",NA,FALSE,NA,NA,"2018-01-05_WAS_at_MEM"
"2018-01-05","7:00 pm","New York Knicks",NA,"Miami Heat",NA,FALSE,NA,NA,"2018-01-05_NYK_at_MIA"
"2018-01-05","8:00 pm","Toronto Raptors",NA,"Milwaukee Bucks",NA,FALSE,NA,NA,"2018-01-05_TOR_at_MIL"
"2018-01-05","7:00 pm","Detroit Pistons",NA,"Philadelphia 76ers",NA,FALSE,NA,NA,"2018-01-05_DET_at_PHI"
"2018-01-05","10:00 pm","Atlanta Hawks",NA,"Portland Trail Blazers",NA,FALSE,NA,NA,"2018-01-05_ATL_at_POR"
"2018-01-05","8:30 pm","Phoenix Suns",NA,"San Antonio Spurs",NA,FALSE,NA,NA,"2018-01-05_PHO_at_SAS"
"2018-01-06","6:00 pm","Boston Celtics",NA,"Brooklyn Nets",NA,FALSE,NA,NA,"2018-01-06_BOS_at_BRK"
"2018-01-06","7:00 pm","Houston Rockets",NA,"Detroit Pistons",NA,FALSE,NA,NA,"2018-01-06_HOU_at_DET"
"2018-01-06","7:00 pm","Chicago Bulls",NA,"Indiana Pacers",NA,FALSE,NA,NA,"2018-01-06_CHI_at_IND"
"2018-01-06","3:30 pm","Golden State Warriors",NA,"Los Angeles Clippers",NA,FALSE,NA,NA,"2018-01-06_GSW_at_LAC"
"2018-01-06","9:00 pm","New Orleans Pelicans",NA,"Minnesota Timberwolves",NA,FALSE,NA,NA,"2018-01-06_NOP_at_MIN"
"2018-01-06","7:00 pm","Cleveland Cavaliers",NA,"Orlando Magic",NA,FALSE,NA,NA,"2018-01-06_CLE_at_ORL"
"2018-01-06","10:00 pm","Denver Nuggets",NA,"Sacramento Kings",NA,FALSE,NA,NA,"2018-01-06_DEN_at_SAC"
"2018-01-06","8:00 pm","Milwaukee Bucks",NA,"Washington Wizards",NA,FALSE,NA,NA,"2018-01-06_MIL_at_WAS"
"2018-01-07","7:00 pm","New York Knicks",NA,"Dallas Mavericks",NA,FALSE,NA,NA,"2018-01-07_NYK_at_DAL"
"2018-01-07","9:30 pm","Atlanta Hawks",NA,"Los Angeles Lakers",NA,FALSE,NA,NA,"2018-01-07_ATL_at_LAL"
"2018-01-07","3:30 pm","Utah Jazz",NA,"Miami Heat",NA,FALSE,NA,NA,"2018-01-07_UTA_at_MIA"
"2018-01-07","8:00 pm","Oklahoma City Thunder",NA,"Phoenix Suns",NA,FALSE,NA,NA,"2018-01-07_OKC_at_PHO"
"2018-01-07","9:00 pm","San Antonio Spurs",NA,"Portland Trail Blazers",NA,FALSE,NA,NA,"2018-01-07_SAS_at_POR"
"2018-01-08","7:30 pm","Toronto Raptors",NA,"Brooklyn Nets",NA,FALSE,NA,NA,"2018-01-08_TOR_at_BRK"
"2018-01-08","8:00 pm","Houston Rockets",NA,"Chicago Bulls",NA,FALSE,NA,NA,"2018-01-08_HOU_at_CHI"
"2018-01-08","10:30 pm","Denver Nuggets",NA,"Golden State Warriors",NA,FALSE,NA,NA,"2018-01-08_DEN_at_GSW"
"2018-01-08","7:00 pm","Milwaukee Bucks",NA,"Indiana Pacers",NA,FALSE,NA,NA,"2018-01-08_MIL_at_IND"
"2018-01-08","10:30 pm","Atlanta Hawks",NA,"Los Angeles Clippers",NA,FALSE,NA,NA,"2018-01-08_ATL_at_LAC"
"2018-01-08","8:00 pm","Cleveland Cavaliers",NA,"Minnesota Timberwolves",NA,FALSE,NA,NA,"2018-01-08_CLE_at_MIN"
"2018-01-08","8:00 pm","Detroit Pistons",NA,"New Orleans Pelicans",NA,FALSE,NA,NA,"2018-01-08_DET_at_NOP"
"2018-01-08","10:00 pm","San Antonio Spurs",NA,"Sacramento Kings",NA,FALSE,NA,NA,"2018-01-08_SAS_at_SAC"
"2018-01-09","8:30 pm","Orlando Magic",NA,"Dallas Mavericks",NA,FALSE,NA,NA,"2018-01-09_ORL_at_DAL"
"2018-01-09","10:30 pm","Sacramento Kings",NA,"Los Angeles Lakers",NA,FALSE,NA,NA,"2018-01-09_SAC_at_LAL"
"2018-01-09","8:00 pm","Portland Trail Blazers",NA,"Oklahoma City Thunder",NA,FALSE,NA,NA,"2018-01-09_POR_at_OKC"
"2018-01-09","7:30 pm","Miami Heat",NA,"Toronto Raptors",NA,FALSE,NA,NA,"2018-01-09_MIA_at_TOR"
"2018-01-10","7:30 pm","Detroit Pistons",NA,"Brooklyn Nets",NA,FALSE,NA,NA,"2018-01-10_DET_at_BRK"
"2018-01-10","7:00 pm","Dallas Mavericks",NA,"Charlotte Hornets",NA,FALSE,NA,NA,"2018-01-10_DAL_at_CHO"
"2018-01-10","9:00 pm","Atlanta Hawks",NA,"Denver Nuggets",NA,FALSE,NA,NA,"2018-01-10_ATL_at_DEN"
"2018-01-10","10:30 pm","Los Angeles Clippers",NA,"Golden State Warriors",NA,FALSE,NA,NA,"2018-01-10_LAC_at_GSW"
"2018-01-10","8:00 pm","Portland Trail Blazers",NA,"Houston Rockets",NA,FALSE,NA,NA,"2018-01-10_POR_at_HOU"
"2018-01-10","7:00 pm","Miami Heat",NA,"Indiana Pacers",NA,FALSE,NA,NA,"2018-01-10_MIA_at_IND"
"2018-01-10","8:00 pm","New Orleans Pelicans",NA,"Memphis Grizzlies",NA,FALSE,NA,NA,"2018-01-10_NOP_at_MEM"
"2018-01-10","8:00 pm","Orlando Magic",NA,"Milwaukee Bucks",NA,FALSE,NA,NA,"2018-01-10_ORL_at_MIL"
"2018-01-10","8:00 pm","Oklahoma City Thunder",NA,"Minnesota Timberwolves",NA,FALSE,NA,NA,"2018-01-10_OKC_at_MIN"
"2018-01-10","7:30 pm","Chicago Bulls",NA,"New York Knicks",NA,FALSE,NA,NA,"2018-01-10_CHI_at_NYK"
"2018-01-10","7:00 pm","Utah Jazz",NA,"Washington Wizards",NA,FALSE,NA,NA,"2018-01-10_UTA_at_WAS"
"2018-01-11","10:30 pm","San Antonio Spurs",NA,"Los Angeles Lakers",NA,FALSE,NA,NA,"2018-01-11_SAS_at_LAL"
"2018-01-11","3:00 pm","Boston Celtics",NA,"Philadelphia 76ers",NA,FALSE,NA,NA,"2018-01-11_BOS_at_PHI"
"2018-01-11","10:00 pm","Los Angeles Clippers",NA,"Sacramento Kings",NA,FALSE,NA,NA,"2018-01-11_LAC_at_SAC"
"2018-01-11","8:00 pm","Cleveland Cavaliers",NA,"Toronto Raptors",NA,FALSE,NA,NA,"2018-01-11_CLE_at_TOR"
