"player","starter","MP","FG","FGA","FG_pct","3P","3PA","3P_pct","FT","FTA","FT_pct","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","plus_minus","game","team"
"Jimmy Butler",TRUE,"35:26",5,12,0.417,2,3,0.667,0,0,NA,0,4,4,3,1,0,3,3,12,-19,"2017-10-18_MIN_at_SAS","MIN"
"Karl-Anthony Towns",TRUE,"34:30",8,15,0.533,0,1,0,2,2,1,2,11,13,1,2,1,2,4,18,0,"2017-10-18_MIN_at_SAS","MIN"
"Andrew Wiggins",TRUE,"30:25",9,14,0.643,4,6,0.667,4,9,0.444,1,4,5,1,0,0,1,0,26,-19,"2017-10-18_MIN_at_SAS","MIN"
"Taj Gibson",TRUE,"27:09",3,11,0.273,0,2,0,0,0,NA,2,2,4,3,1,0,2,3,6,-17,"2017-10-18_MIN_at_SAS","MIN"
"Jeff Teague",TRUE,"24:54",3,6,0.5,1,2,0.5,4,5,0.8,0,2,2,6,1,1,1,1,11,-17,"2017-10-18_MIN_at_SAS","MIN"
"Jamal Crawford",FALSE,"24:05",3,5,0.6,0,1,0,4,4,1,1,2,3,5,0,1,2,1,10,5,"2017-10-18_MIN_at_SAS","MIN"
"Tyus Jones",FALSE,"23:06",1,3,0.333,0,0,NA,1,1,1,0,2,2,1,1,0,0,1,3,9,"2017-10-18_MIN_at_SAS","MIN"
"Shabazz Muhammad",FALSE,"14:09",1,6,0.167,0,1,0,0,0,NA,1,1,2,0,0,1,0,2,2,11,"2017-10-18_MIN_at_SAS","MIN"
"Gorgui Dieng",FALSE,"13:30",1,5,0.2,0,1,0,0,0,NA,3,1,4,2,1,0,2,1,2,-8,"2017-10-18_MIN_at_SAS","MIN"
"Nemanja Bjelica",FALSE,"12:46",3,8,0.375,1,2,0.5,2,2,1,1,2,3,1,0,0,0,0,9,15,"2017-10-18_MIN_at_SAS","MIN"
"Marcus Georges-Hunt",FALSE,"0:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-10-18_MIN_at_SAS","MIN"
"Cole Aldrich",FALSE,"0:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-10-18_MIN_at_SAS","MIN"
"Aaron Brooks",FALSE,"0:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-10-18_MIN_at_SAS","MIN"
"Jimmy Butler",TRUE,"38:35",5,14,0.357,0,2,0,3,3,1,0,7,7,3,5,0,4,1,13,-2,"2017-10-20_UTA_at_MIN","MIN"
"Andrew Wiggins",TRUE,"34:39",7,19,0.368,2,6,0.333,5,6,0.833,3,2,5,0,0,0,2,1,21,4,"2017-10-20_UTA_at_MIN","MIN"
"Jeff Teague",TRUE,"32:52",3,10,0.3,0,3,0,4,4,1,0,2,2,4,2,0,3,2,10,1,"2017-10-20_UTA_at_MIN","MIN"
"Karl-Anthony Towns",TRUE,"32:29",7,12,0.583,0,1,0,6,8,0.75,0,10,10,1,1,2,1,3,20,-8,"2017-10-20_UTA_at_MIN","MIN"
"Taj Gibson",TRUE,"26:17",2,5,0.4,0,1,0,0,0,NA,3,5,8,1,2,0,1,1,4,4,"2017-10-20_UTA_at_MIN","MIN"
"Jamal Crawford",FALSE,"19:11",6,10,0.6,3,5,0.6,2,2,1,0,0,0,1,1,0,1,2,17,-8,"2017-10-20_UTA_at_MIN","MIN"
"Gorgui Dieng",FALSE,"15:31",1,2,0.5,0,0,NA,1,3,0.333,2,2,4,1,0,0,1,2,3,11,"2017-10-20_UTA_at_MIN","MIN"
"Tyus Jones",FALSE,"15:08",0,2,0,0,2,0,0,0,NA,0,1,1,5,0,0,1,0,0,2,"2017-10-20_UTA_at_MIN","MIN"
"Nemanja Bjelica",FALSE,"13:22",4,5,0.8,2,2,1,0,0,NA,1,4,5,0,0,0,1,3,10,14,"2017-10-20_UTA_at_MIN","MIN"
"Shabazz Muhammad",FALSE,"11:56",1,2,0.5,0,0,NA,0,0,NA,1,1,2,1,0,0,0,2,2,-3,"2017-10-20_UTA_at_MIN","MIN"
"Marcus Georges-Hunt",FALSE,"0:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-10-20_UTA_at_MIN","MIN"
"Cole Aldrich",FALSE,"0:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-10-20_UTA_at_MIN","MIN"
"Aaron Brooks",FALSE,"0:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-10-20_UTA_at_MIN","MIN"
