"player","starter","MP","FG","FGA","FG_pct","3P","3PA","3P_pct","FT","FTA","FT_pct","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","plus_minus","game","team"
"Klay Thompson",TRUE,"38:09",6,14,0.429,4,7,0.571,0,0,NA,0,6,6,3,2,2,1,0,16,0,"2017-10-17_HOU_at_GSW","GSW"
"Kevin Durant",TRUE,"37:38",7,15,0.467,2,5,0.4,4,5,0.8,1,4,5,7,0,4,8,4,20,11,"2017-10-17_HOU_at_GSW","GSW"
"Stephen Curry",TRUE,"29:33",8,18,0.444,3,9,0.333,3,3,1,0,5,5,4,1,0,2,4,22,9,"2017-10-17_HOU_at_GSW","GSW"
"Draymond Green",TRUE,"27:39",2,6,0.333,1,2,0.5,4,4,1,1,10,11,13,0,0,2,3,9,7,"2017-10-17_HOU_at_GSW","GSW"
"Zaza Pachulia",TRUE,"10:14",2,2,1,0,0,NA,2,2,1,0,3,3,0,0,1,0,1,6,8,"2017-10-17_HOU_at_GSW","GSW"
"Nick Young",FALSE,"26:10",8,9,0.889,6,7,0.857,1,1,1,1,1,2,0,0,0,1,4,23,-10,"2017-10-17_HOU_at_GSW","GSW"
"Patrick McCaw",FALSE,"18:39",2,3,0.667,0,0,NA,0,0,NA,1,2,3,1,1,1,0,1,4,-9,"2017-10-17_HOU_at_GSW","GSW"
"Shaun Livingston",FALSE,"18:33",2,5,0.4,0,0,NA,2,2,1,1,0,1,5,0,0,1,2,6,-8,"2017-10-17_HOU_at_GSW","GSW"
"Jordan Bell",FALSE,"11:46",4,5,0.8,0,0,NA,0,0,NA,0,1,1,1,0,0,1,4,8,-2,"2017-10-17_HOU_at_GSW","GSW"
"David West",FALSE,"9:25",2,3,0.667,0,0,NA,0,0,NA,1,0,1,0,0,1,1,0,4,0,"2017-10-17_HOU_at_GSW","GSW"
"Kevon Looney",FALSE,"7:46",0,0,NA,0,0,NA,1,2,0.5,0,2,2,0,1,0,0,2,1,-7,"2017-10-17_HOU_at_GSW","GSW"
"Omri Casspi",FALSE,"4:28",0,0,NA,0,0,NA,2,2,1,0,1,1,0,0,0,0,0,2,-4,"2017-10-17_HOU_at_GSW","GSW"
"JaVale McGee",FALSE,"0:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-10-17_HOU_at_GSW","GSW"
"Kevin Durant",TRUE,"37:39",9,18,0.5,3,6,0.5,1,1,1,0,8,8,2,1,7,5,3,22,5,"2017-10-20_GSW_at_NOP","GSW"
"Klay Thompson",TRUE,"36:33",13,20,0.65,7,13,0.538,0,0,NA,2,2,4,2,0,1,1,2,33,9,"2017-10-20_GSW_at_NOP","GSW"
"Stephen Curry",TRUE,"35:07",7,16,0.438,4,11,0.364,10,10,1,0,3,3,8,0,0,1,1,28,7,"2017-10-20_GSW_at_NOP","GSW"
"Draymond Green",TRUE,"34:34",3,11,0.273,2,7,0.286,0,0,NA,0,5,5,9,0,0,5,4,8,4,"2017-10-20_GSW_at_NOP","GSW"
"Zaza Pachulia",TRUE,"20:38",3,6,0.5,0,0,NA,2,2,1,3,6,9,0,2,0,2,5,8,3,"2017-10-20_GSW_at_NOP","GSW"
"Andre Iguodala",FALSE,"23:10",3,5,0.6,0,1,0,1,1,1,1,6,7,3,0,0,1,0,7,4,"2017-10-20_GSW_at_NOP","GSW"
"Shaun Livingston",FALSE,"14:05",1,4,0.25,0,0,NA,0,2,0,2,3,5,1,1,0,2,1,2,2,"2017-10-20_GSW_at_NOP","GSW"
"David West",FALSE,"12:51",4,5,0.8,1,1,1,2,4,0.5,1,0,1,2,0,0,0,4,11,1,"2017-10-20_GSW_at_NOP","GSW"
"Nick Young",FALSE,"11:25",1,3,0.333,1,2,0.5,0,0,NA,0,1,1,1,1,0,0,1,3,-1,"2017-10-20_GSW_at_NOP","GSW"
"JaVale McGee",FALSE,"8:43",1,2,0.5,0,0,NA,0,0,NA,0,4,4,1,0,0,1,2,2,0,"2017-10-20_GSW_at_NOP","GSW"
"Jordan Bell",FALSE,"5:05",2,2,1,0,0,NA,0,0,NA,1,1,2,0,1,0,0,0,4,6,"2017-10-20_GSW_at_NOP","GSW"
"Quinn Cook",FALSE,"0:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-10-20_GSW_at_NOP","GSW"
"Patrick McCaw",FALSE,"0:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-10-20_GSW_at_NOP","GSW"
"Kevin Durant",TRUE,"40:03",11,24,0.458,4,9,0.444,3,6,0.5,2,11,13,3,1,3,6,2,29,-2,"2017-10-21_GSW_at_MEM","GSW"
"Klay Thompson",TRUE,"38:11",5,16,0.313,2,8,0.25,2,2,1,0,2,2,1,0,1,0,4,14,0,"2017-10-21_GSW_at_MEM","GSW"
"Draymond Green",TRUE,"36:25",1,6,0.167,0,5,0,1,2,0.5,1,6,7,6,2,1,3,5,3,-13,"2017-10-21_GSW_at_MEM","GSW"
"Stephen Curry",TRUE,"30:05",9,17,0.529,6,11,0.545,13,13,1,0,6,6,3,0,0,2,5,37,-6,"2017-10-21_GSW_at_MEM","GSW"
"Zaza Pachulia",TRUE,"12:12",0,2,0,0,0,NA,0,0,NA,2,4,6,0,2,0,2,4,0,-5,"2017-10-21_GSW_at_MEM","GSW"
"Andre Iguodala",FALSE,"28:43",0,5,0,0,2,0,0,0,NA,2,0,2,2,2,1,0,3,0,-4,"2017-10-21_GSW_at_MEM","GSW"
"Shaun Livingston",FALSE,"18:05",4,7,0.571,0,0,NA,0,0,NA,1,1,2,0,0,0,1,2,8,-7,"2017-10-21_GSW_at_MEM","GSW"
"Patrick McCaw",FALSE,"12:23",0,1,0,0,1,0,0,0,NA,0,0,0,2,1,0,0,0,0,-9,"2017-10-21_GSW_at_MEM","GSW"
"David West",FALSE,"9:26",1,2,0.5,0,0,NA,2,2,1,3,3,6,3,2,0,2,2,4,3,"2017-10-21_GSW_at_MEM","GSW"
"Nick Young",FALSE,"5:03",0,2,0,0,2,0,0,0,NA,0,0,0,0,0,0,1,0,0,-3,"2017-10-21_GSW_at_MEM","GSW"
"JaVale McGee",FALSE,"4:27",1,1,1,0,0,NA,2,2,1,0,0,0,0,0,0,0,0,4,-8,"2017-10-21_GSW_at_MEM","GSW"
"Jordan Bell",FALSE,"4:14",0,0,NA,0,0,NA,0,0,NA,1,1,2,0,0,1,0,0,0,4,"2017-10-21_GSW_at_MEM","GSW"
"Quinn Cook",FALSE,"0:43",1,1,1,0,0,NA,0,0,NA,0,0,0,0,0,0,0,1,2,0,"2017-10-21_GSW_at_MEM","GSW"
"Kevin Durant",TRUE,"33:16",9,15,0.6,4,6,0.667,3,4,0.75,0,8,8,6,0,1,2,1,25,24,"2017-10-23_GSW_at_DAL","GSW"
"Stephen Curry",TRUE,"31:09",7,15,0.467,2,10,0.2,13,13,1,2,0,2,8,4,0,6,1,29,22,"2017-10-23_GSW_at_DAL","GSW"
"Draymond Green",TRUE,"29:38",4,8,0.5,1,3,0.333,1,1,1,0,7,7,8,2,1,2,4,10,17,"2017-10-23_GSW_at_DAL","GSW"
"Klay Thompson",TRUE,"28:05",9,16,0.563,3,9,0.333,0,0,NA,0,4,4,3,0,1,2,4,21,24,"2017-10-23_GSW_at_DAL","GSW"
"Zaza Pachulia",TRUE,"14:02",1,3,0.333,0,0,NA,0,0,NA,3,4,7,0,0,0,0,2,2,21,"2017-10-23_GSW_at_DAL","GSW"
"Andre Iguodala",FALSE,"24:27",4,7,0.571,1,4,0.25,0,0,NA,0,5,5,3,0,0,1,2,9,5,"2017-10-23_GSW_at_DAL","GSW"
"Nick Young",FALSE,"19:03",4,8,0.5,4,7,0.571,1,1,1,0,1,1,0,0,0,1,0,13,6,"2017-10-23_GSW_at_DAL","GSW"
"Shaun Livingston",FALSE,"15:03",4,5,0.8,0,0,NA,0,0,NA,2,2,4,1,0,0,0,1,8,4,"2017-10-23_GSW_at_DAL","GSW"
"David West",FALSE,"11:37",2,3,0.667,0,0,NA,0,0,NA,1,2,3,0,0,3,0,1,4,6,"2017-10-23_GSW_at_DAL","GSW"
"JaVale McGee",FALSE,"10:40",1,2,0.5,0,0,NA,4,6,0.667,1,3,4,2,0,1,0,4,6,-3,"2017-10-23_GSW_at_DAL","GSW"
"Jordan Bell",FALSE,"9:38",3,3,1,0,0,NA,0,1,0,1,3,4,2,0,1,1,2,6,14,"2017-10-23_GSW_at_DAL","GSW"
"Patrick McCaw",FALSE,"7:05",0,1,0,0,0,NA,0,0,NA,0,1,1,0,0,0,1,1,0,6,"2017-10-23_GSW_at_DAL","GSW"
"Omri Casspi",FALSE,"6:17",0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,4,"2017-10-23_GSW_at_DAL","GSW"
"Klay Thompson",TRUE,"38:26",9,15,0.6,4,6,0.667,0,0,NA,0,8,8,5,1,1,4,2,22,2,"2017-10-25_TOR_at_GSW","GSW"
"Kevin Durant",TRUE,"38:03",11,20,0.55,3,6,0.5,4,6,0.667,0,4,4,5,1,0,1,2,29,7,"2017-10-25_TOR_at_GSW","GSW"
"Stephen Curry",TRUE,"37:31",9,20,0.45,4,11,0.364,8,8,1,0,4,4,5,3,1,2,2,30,14,"2017-10-25_TOR_at_GSW","GSW"
