"player","starter","MP","FG","FGA","FG_pct","3P","3PA","3P_pct","FT","FTA","FT_pct","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","plus_minus","game","team"
"Damian Lillard",TRUE,"29:39",10,20,0.5,4,6,0.667,3,3,1,3,2,5,5,1,3,0,1,27,34,"2017-10-18_POR_at_PHO","POR"
"Al-Farouq Aminu",TRUE,"27:42",2,4,0.5,1,2,0.5,0,0,NA,3,9,12,2,0,1,1,1,5,34,"2017-10-18_POR_at_PHO","POR"
"Maurice Harkless",TRUE,"25:33",3,9,0.333,0,1,0,2,2,1,3,2,5,2,0,1,2,3,8,22,"2017-10-18_POR_at_PHO","POR"
"Evan Turner",TRUE,"25:20",4,8,0.5,1,1,1,3,4,0.75,1,3,4,3,1,1,2,2,12,43,"2017-10-18_POR_at_PHO","POR"
"Jusuf Nurkic",TRUE,"23:01",2,7,0.286,0,1,0,7,10,0.7,0,11,11,1,1,0,5,3,11,20,"2017-10-18_POR_at_PHO","POR"
"Pat Connaughton",FALSE,"32:04",9,14,0.643,4,7,0.571,2,2,1,0,2,2,2,0,0,1,2,24,34,"2017-10-18_POR_at_PHO","POR"
"Shabazz Napier",FALSE,"22:42",4,6,0.667,2,2,1,0,0,NA,0,3,3,3,2,0,1,2,10,17,"2017-10-18_POR_at_PHO","POR"
"Caleb Swanigan",FALSE,"17:30",3,7,0.429,1,1,1,1,1,1,1,3,4,3,1,0,2,2,8,6,"2017-10-18_POR_at_PHO","POR"
"Ed Davis",FALSE,"13:53",4,7,0.571,0,0,NA,2,2,1,3,4,7,0,0,1,1,1,10,26,"2017-10-18_POR_at_PHO","POR"
"Jake Layman",FALSE,"12:00",1,4,0.25,1,2,0.5,0,0,NA,0,0,0,1,2,0,0,2,3,5,"2017-10-18_POR_at_PHO","POR"
"Meyers Leonard",FALSE,"10:36",2,4,0.5,0,1,0,2,4,0.5,1,3,4,0,0,0,1,1,6,-1,"2017-10-18_POR_at_PHO","POR"
"Zach Collins",FALSE,"0:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-10-18_POR_at_PHO","POR"
"C.J. McCollum",FALSE,"Player Suspended",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-10-18_POR_at_PHO","POR"
"Al-Farouq Aminu",TRUE,"34:34",7,13,0.538,2,4,0.5,0,0,NA,4,12,16,2,1,1,0,2,16,27,"2017-10-20_POR_at_IND","POR"
"Damian Lillard",TRUE,"32:59",7,17,0.412,0,3,0,4,4,1,0,7,7,7,1,1,0,2,18,25,"2017-10-20_POR_at_IND","POR"
"C.J. McCollum",TRUE,"32:17",12,18,0.667,3,4,0.75,1,2,0.5,0,7,7,1,1,1,0,2,28,3,"2017-10-20_POR_at_IND","POR"
"Jusuf Nurkic",TRUE,"25:37",4,13,0.308,0,0,NA,3,4,0.75,1,1,2,3,1,1,6,5,11,11,"2017-10-20_POR_at_IND","POR"
"Maurice Harkless",TRUE,"20:05",2,5,0.4,1,2,0.5,0,0,NA,0,3,3,0,1,1,1,2,5,9,"2017-10-20_POR_at_IND","POR"
"Evan Turner",FALSE,"31:46",7,12,0.583,1,2,0.5,2,2,1,1,1,2,3,0,1,0,2,17,22,"2017-10-20_POR_at_IND","POR"
"Pat Connaughton",FALSE,"22:05",3,4,0.75,2,3,0.667,0,0,NA,0,3,3,1,0,0,0,2,8,5,"2017-10-20_POR_at_IND","POR"
"Ed Davis",FALSE,"19:59",3,4,0.75,0,0,NA,1,3,0.333,3,6,9,1,0,0,0,3,7,12,"2017-10-20_POR_at_IND","POR"
"Caleb Swanigan",FALSE,"8:48",0,4,0,0,0,NA,2,2,1,0,0,0,0,0,0,1,2,2,-4,"2017-10-20_POR_at_IND","POR"
"Zach Collins",FALSE,"7:02",0,4,0,0,1,0,0,0,NA,2,0,2,0,0,0,1,2,0,-10,"2017-10-20_POR_at_IND","POR"
"Shabazz Napier",FALSE,"2:24",1,1,1,0,0,NA,0,0,NA,0,0,0,0,0,0,0,1,2,-5,"2017-10-20_POR_at_IND","POR"
"Jake Layman",FALSE,"2:24",0,0,NA,0,0,NA,0,0,NA,0,0,0,1,0,0,0,1,0,-5,"2017-10-20_POR_at_IND","POR"
"Meyers Leonard",FALSE,"0:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-10-20_POR_at_IND","POR"
