"id","exists"
4066,TRUE
2986,TRUE
1113,TRUE
1864,TRUE
1651,TRUE
2136,TRUE
3478,TRUE
1356,TRUE
362,TRUE
253,TRUE
4111,TRUE
731,TRUE
2201,TRUE
436,TRUE
1513,TRUE
2786,TRUE
3248,TRUE
3613,TRUE
2602,TRUE
1875,TRUE
825,TRUE
3246,TRUE
3418,TRUE
1240,TRUE
2453,TRUE
2967,TRUE
2757,TRUE
2515,TRUE
2076,TRUE
3468,TRUE
62,TRUE
1584,TRUE
955,TRUE
2931,TRUE
1036,TRUE
3226,TRUE
2255,TRUE
217,TRUE
2535,TRUE
2404,TRUE
1338,TRUE
4095,TRUE
3851,TRUE
1192,TRUE
1048,TRUE
4067,TRUE
1696,TRUE
220,TRUE
3848,TRUE
2781,TRUE
3069,TRUE
3262,TRUE
1688,TRUE
2866,FALSE
4178,TRUE
593,TRUE
2342,TRUE
2082,TRUE
2416,TRUE
1537,TRUE
3691,TRUE
3074,FALSE
742,TRUE
2095,FALSE
2794,TRUE
1563,TRUE
1926,TRUE
3113,TRUE
2641,TRUE
2340,TRUE
1874,TRUE
2992,TRUE
2724,TRUE
1186,TRUE
527,TRUE
711,TRUE
1603,TRUE
999,TRUE
2301,TRUE
3856,TRUE
1839,TRUE
4059,TRUE
2471,TRUE
2748,TRUE
1358,TRUE
92,TRUE
2067,TRUE
2523,TRUE
656,TRUE
4036,TRUE
2102,TRUE
2284,TRUE
589,TRUE
859,TRUE
2447,TRUE
1627,FALSE
2393,TRUE
253,TRUE
2787,TRUE
2191,TRUE
