"id","exists"
5924,FALSE
5882,FALSE
9461,FALSE
165,TRUE
8218,FALSE
7217,FALSE
400,TRUE
1952,TRUE
1196,TRUE
3016,TRUE
5474,FALSE
3824,TRUE
4978,FALSE
2200,TRUE
6819,FALSE
8809,FALSE
8839,FALSE
8927,FALSE
6081,FALSE
4990,FALSE
3903,TRUE
9810,FALSE
6755,FALSE
6720,FALSE
187,TRUE
8875,FALSE
439,TRUE
4392,FALSE
3458,TRUE
8807,FALSE
3116,TRUE
8924,FALSE
3447,TRUE
1919,TRUE
226,TRUE
3163,TRUE
4425,FALSE
8083,FALSE
1626,TRUE
5973,FALSE
4610,FALSE
1739,TRUE
808,TRUE
2482,TRUE
1742,TRUE
5701,FALSE
1509,TRUE
3633,FALSE
1178,TRUE
1851,TRUE
8277,FALSE
5287,FALSE
1965,TRUE
9131,FALSE
2771,TRUE
5659,FALSE
3903,TRUE
9422,FALSE
222,TRUE
6541,FALSE
6607,FALSE
3694,TRUE
6600,FALSE
7387,FALSE
385,TRUE
6386,FALSE
5864,FALSE
3589,TRUE
2854,TRUE
3431,TRUE
9964,FALSE
1853,TRUE
1684,TRUE
2337,TRUE
6064,FALSE
4742,FALSE
5917,FALSE
1501,TRUE
2669,TRUE
5179,FALSE
6031,FALSE
987,TRUE
6815,FALSE
163,TRUE
9987,FALSE
550,TRUE
5968,FALSE
3209,TRUE
5750,FALSE
4043,TRUE
6140,FALSE
5542,FALSE
9340,FALSE
6247,FALSE
2598,TRUE
2059,TRUE
9761,FALSE
5568,FALSE
8422,FALSE
6043,FALSE
2585,TRUE
7699,FALSE
6267,FALSE
1257,TRUE
6521,FALSE
9498,FALSE
9460,FALSE
6738,FALSE
1052,TRUE
4052,TRUE
4120,TRUE
2448,TRUE
5953,FALSE
7274,FALSE
5875,FALSE
5356,FALSE
2892,TRUE
6566,FALSE
2070,TRUE
5968,FALSE
1565,TRUE
7913,FALSE
5052,FALSE
815,TRUE
5893,FALSE
563,TRUE
6446,FALSE
8887,FALSE
5233,FALSE
6214,FALSE
3145,FALSE
2866,FALSE
8182,FALSE
5363,FALSE
191,TRUE
1801,TRUE
3491,TRUE
360,TRUE
8563,FALSE
4779,FALSE
3051,TRUE
3346,TRUE
3444,TRUE
8329,FALSE
803,TRUE
428,TRUE
1460,TRUE
5167,FALSE
6706,FALSE
1419,TRUE
6520,FALSE
2094,TRUE
1321,TRUE
4646,FALSE
3431,TRUE
3514,TRUE
1447,TRUE
456,TRUE
1876,TRUE
3473,TRUE
7205,FALSE
9730,FALSE
391,TRUE
4763,FALSE
2407,TRUE
1204,TRUE
3182,TRUE
9529,FALSE
8179,FALSE
7398,FALSE
4787,FALSE
176,TRUE
4422,FALSE
501,TRUE
782,TRUE
5087,FALSE
8270,FALSE
2076,TRUE
8986,FALSE
3049,TRUE
2699,TRUE
6396,FALSE
224,FALSE
6833,FALSE
602,TRUE
4673,FALSE
4641,FALSE
186,TRUE
7629,FALSE
6699,FALSE
6122,FALSE
7150,FALSE
2790,TRUE
6248,FALSE
3444,TRUE
4382,FALSE
3054,TRUE
2671,TRUE
1506,TRUE
872,TRUE
7891,FALSE
7169,FALSE
7934,FALSE
6733,FALSE
8334,FALSE
6055,FALSE
4528,FALSE
8332,FALSE
6100,FALSE
7079,FALSE
3095,TRUE
4379,FALSE
670,TRUE
2934,TRUE
5742,FALSE
8690,FALSE
6709,FALSE
1851,TRUE
8282,FALSE
4230,FALSE
4680,FALSE
7634,FALSE
453,TRUE
467,TRUE
9936,FALSE
6785,FALSE
5487,FALSE
6589,FALSE
8094,FALSE
4543,FALSE
8094,FALSE
849,TRUE
1711,TRUE
5953,FALSE
6625,FALSE
413,TRUE
5430,FALSE
7575,FALSE
237,TRUE
2856,TRUE
4388,FALSE
1741,TRUE
3551,TRUE
9394,FALSE
5702,FALSE
7597,FALSE
8879,FALSE
9768,FALSE
4350,FALSE
3816,TRUE
