"id","exists"
4052,TRUE
3072,TRUE
3554,TRUE
3349,TRUE
3197,TRUE
1753,TRUE
3970,TRUE
3872,TRUE
1357,TRUE
1933,TRUE
4014,TRUE
619,TRUE
1283,TRUE
899,TRUE
4079,TRUE
2142,TRUE
1911,TRUE
175,TRUE
2867,TRUE
1025,TRUE
380,TRUE
2282,TRUE
1220,TRUE
1693,TRUE
2838,TRUE
2068,TRUE
3472,TRUE
1648,TRUE
722,TRUE
3797,TRUE
112,TRUE
1506,TRUE
1732,TRUE
3101,TRUE
3133,TRUE
1607,TRUE
987,TRUE
499,TRUE
3246,TRUE
1289,TRUE
1047,TRUE
844,TRUE
1484,TRUE
2906,TRUE
2435,TRUE
3991,TRUE
3016,TRUE
2910,TRUE
2939,TRUE
2975,TRUE
2023,TRUE
4145,TRUE
3176,TRUE
882,TRUE
1876,TRUE
3229,TRUE
223,TRUE
4052,TRUE
3607,TRUE
2811,TRUE
716,TRUE
2488,TRUE
2872,TRUE
1877,TRUE
752,TRUE
388,TRUE
849,TRUE
2822,TRUE
3151,TRUE
3249,TRUE
2441,TRUE
3193,TRUE
1886,TRUE
3428,FALSE
4046,TRUE
4187,TRUE
2629,TRUE
32,TRUE
3827,TRUE
2804,TRUE
3712,TRUE
3986,TRUE
67,TRUE
1671,TRUE
1450,TRUE
2784,TRUE
1943,TRUE
657,TRUE
2872,TRUE
206,TRUE
2978,TRUE
3116,TRUE
566,TRUE
2093,TRUE
4124,TRUE
188,TRUE
1198,TRUE
3478,TRUE
3173,TRUE
3728,TRUE
