"id","exists"
2380,TRUE
3503,TRUE
2104,TRUE
2087,TRUE
3302,TRUE
3328,FALSE
1810,TRUE
4019,TRUE
1117,TRUE
3224,TRUE
1937,TRUE
2777,TRUE
50,TRUE
3765,TRUE
138,TRUE
810,TRUE
1141,TRUE
718,TRUE
2913,TRUE
1794,TRUE
1667,TRUE
755,TRUE
277,TRUE
484,TRUE
3625,FALSE
1194,TRUE
1994,TRUE
3857,TRUE
517,TRUE
3039,TRUE
2264,TRUE
607,TRUE
2311,TRUE
470,TRUE
3907,TRUE
123,TRUE
1895,TRUE
2441,TRUE
2554,TRUE
789,TRUE
3918,TRUE
729,TRUE
2450,TRUE
2574,TRUE
2677,TRUE
2916,TRUE
2177,TRUE
2297,TRUE
3165,TRUE
200,TRUE
845,TRUE
36,TRUE
3730,TRUE
3761,TRUE
3624,TRUE
224,FALSE
776,TRUE
1188,TRUE
3209,TRUE
2059,TRUE
1270,TRUE
3873,TRUE
1417,TRUE
591,TRUE
2329,TRUE
373,TRUE
1679,TRUE
3191,TRUE
114,TRUE
835,TRUE
4013,TRUE
358,TRUE
1292,TRUE
3571,TRUE
2601,TRUE
464,TRUE
2838,TRUE
1686,TRUE
1567,TRUE
212,TRUE
635,FALSE
3254,TRUE
2083,TRUE
874,TRUE
675,TRUE
2125,TRUE
872,TRUE
3320,TRUE
756,TRUE
786,TRUE
395,TRUE
1655,TRUE
2264,TRUE
2951,TRUE
3295,FALSE
100,TRUE
2495,TRUE
1040,TRUE
3223,TRUE
2349,TRUE
